Source,Target,Correlation,Dissimilarity
74,92,0.9729729729729729,0.23415954723451152
76,243,0.7805198601370722,0.23153485614159655
78,115,0.9817613873476319,0.2852592803872684
82,243,0.813733471206735,0.2374592178955139
87,99,0.875,0.24030596239580876
87,1007,0.7559289460184544,0.2611747727397507
89,90,0.9999999999999999,0.25193975353719766
89,91,0.9999999999999999,0.11539908626713245
89,93,0.9999999999999999,0.231149012567325
89,141,0.9999999999999999,0.014610689846495318
89,212,0.9999999999999999,0.09347287248691813
89,225,0.9999999999999999,0.22913348946135825
89,227,0.9999999999999999,0.23508087005019515
89,285,0.9999999999999999,0.14365991987096094
89,290,0.9999999999999999,0.046680234037140736
89,293,0.9999999999999999,0.10932866001617687
89,316,0.9999999999999999,0.19252228099413093
89,336,0.9999999999999999,0.1477787851314597
89,473,0.9999999999999999,0.27545674664318726
90,93,0.9999999999999999,0.022076372315035758
90,141,0.9999999999999999,0.23820590285847082
90,290,0.9999999999999999,0.20770222365452787
90,293,0.9999999999999999,0.14665046858729608
90,316,0.9999999999999999,0.062446372390122955
90,336,0.9999999999999999,0.10818899065929083
90,393,0.9999999999999999,0.14869758205817077
91,106,0.7559289460184544,0.2970427831035534
91,141,0.9999999999999999,0.1297909407665505
91,212,0.9999999999999999,0.022165303910944775
91,225,0.9999999999999999,0.11682342426692767
91,227,0.9999999999999999,0.12301905929087602
91,285,0.9999999999999999,0.02873724609192168
91,290,0.9999999999999999,0.16121090034133514
91,293,0.9999999999999999,0.22192781016310426
91,336,0.9999999999999999,0.25876501273808084
91,473,0.9999999999999999,0.16531252513876593
93,141,0.9999999999999999,0.21727210418094586
93,290,0.9999999999999999,0.18648092448947287
93,293,0.9999999999999999,0.12497871615869237
93,316,0.9999999999999999,0.040425730557370934
93,336,0.9999999999999999,0.08631878389190153
93,393,0.9999999999999999,0.17021518843219852
95,268,0.7559289460184544,0.03038294435047287
95,278,0.7559289460184544,0.26386338465148806
95,297,0.7559289460184544,0.26896297785601625
96,179,0.875,0.26636481241914617
99,205,0.875,0.19602004577903354
102,213,0.9999999999999999,0.08965517241379306
105,111,0.8944271909999157,0.2243624685884602
106,111,0.875,0.21215613220312624
106,225,0.7559289460184544,0.1866980722742206
106,227,0.7559289460184544,0.18062407498766656
106,273,0.7559289460184544,0.18027447129547572
106,285,0.7559289460184544,0.2706155632984902
106,473,0.7559289460184544,0.13853290119235237
109,205,0.7559289460184544,0.11300542970226138
109,1007,0.9999999999999999,0.2602023888520239
110,183,0.9999999999999999,0.20795660036166366
110,187,0.9999999999999999,0.19672131147540994
110,257,0.9999999999999999,0.18059299191374661
110,288,0.9999999999999999,0.13438735177865607
110,611,0.9999999999999999,0.03546099290780146
118,182,0.9999999999999999,0.23521192361434567
118,556,0.7559289460184544,0.14916187052245913
118,945,0.9999999999999999,0.02390355435460398
123,179,0.875,0.21885092639809622
123,294,0.7559289460184544,0.2839725323492316
125,179,0.875,0.2746093750000001
132,308,0.7559289460184544,0.2381771228110369
132,377,0.7559289460184544,0.051359511457545165
132,804,0.7559289460184544,0.08067541655044828
133,333,0.9999999999999999,0.044317085626737855
133,561,0.9999999999999999,0.17555884065761762
133,586,0.9999999999999999,0.165474004179596
133,764,0.9999999999999999,0.12211410036252619
136,232,0.7187499999999999,0.21466968320862212
137,190,0.7559289460184544,0.2299142454946993
141,212,0.9999999999999999,0.10793615358857012
141,225,0.9999999999999999,0.24293089565670437
141,227,0.9999999999999999,0.2488368814323981
141,285,0.9999999999999999,0.15793910020018959
141,290,0.9999999999999999,0.03209143152321304
141,293,0.9999999999999999,0.09486951161038425
141,316,0.9999999999999999,0.17841344736066062
141,336,0.9999999999999999,0.13345624734080275
141,473,0.9999999999999999,0.2889047068244505
145,211,0.7559289460184544,0.17800865405698435
149,197,0.9999999999999999,0.05171009771986966
149,393,0.9999999999999999,0.1703870242492372
150,177,0.7187499999999999,0.24064237675579658
155,162,0.9999999999999999,0.03425229741019217
155,183,0.9999999999999999,0.26754385964912275
155,195,0.9999999999999999,0.14116485686080957
155,347,0.9999999999999999,0.23746701846965693
155,489,0.9999999999999999,0.10834132310642382
162,183,0.9999999999999999,0.2990556138509968
162,195,0.9999999999999999,0.17457305502846313
162,347,0.9999999999999999,0.20488118175979433
162,489,0.9999999999999999,0.14206642066420672
169,325,0.9999999999999999,0.28260869565217395
169,366,0.9999999999999999,0.11375000000000003
171,204,0.875,0.16012143766526296
171,243,0.75,0.2562860003191968
175,204,0.7559289460184544,0.2848574803865145
182,240,0.7559289460184544,0.20938085110575397
182,331,0.9999999999999999,0.2543580131208997
182,945,0.9999999999999999,0.25766677205184957
183,195,0.9999999999999999,0.13133940182054604
183,288,0.9999999999999999,0.07568438003220616
183,289,0.7559289460184544,0.24434397449071843
183,390,0.7559289460184544,0.19191927640039236
183,489,0.9999999999999999,0.16395494367959942
183,611,0.9999999999999999,0.24163568773234204
184,240,0.7559289460184544,0.28578815701325616
184,307,0.7559289460184544,0.18556763928212267
184,331,0.9999999999999999,0.05333144716367236
184,1151,0.9999999999999999,0.23130129561761215
187,257,0.9999999999999999,0.016722408026755932
187,611,0.9999999999999999,0.16239316239316245
193,196,0.875,0.06086634693971973
193,228,0.7559289460184544,0.18187405104475454
195,288,0.9999999999999999,0.20498614958448746
195,289,0.7559289460184544,0.21218281885874168
195,390,0.7559289460184544,0.2833147361047744
195,489,0.9999999999999999,0.03333333333333338
197,393,0.9999999999999999,0.22015737485350742
205,1007,0.7559289460184544,0.17640782028328264
207,271,0.9999999999999999,0.06299212598425197
207,410,0.9999999999999999,0.02527075812274367
207,569,0.9999999999999999,0.20535714285714288
212,225,0.9999999999999999,0.1386297565843711
212,227,0.9999999999999999,0.1447895575754965
212,285,0.9999999999999999,0.0508701472556894
212,290,0.9999999999999999,0.13954422823029675
212,293,0.9999999999999999,0.20075001512127255
212,316,0.9999999999999999,0.2809394760614273
212,336,0.9999999999999999,0.23796457969568466
212,473,0.9999999999999999,0.18679338030476814
216,282,0.9999999999999999,0.2397102843703228
216,357,0.9999999999999999,0.027292839692575503
217,396,0.9999999999999999,0.11888261770379373
217,403,0.9999999999999999,0.04941870204710692
225,227,0.9999999999999999,0.0062859739472886905
225,273,0.9999999999999999,0.26552660303954767
225,285,0.9999999999999999,0.08838289577371328
225,290,0.9999999999999999,0.272894838960031
225,473,0.9999999999999999,0.04944398159886983
226,438,0.9999999999999999,0.27975697321181997
226,875,0.9999999999999999,0.09732417712526639
227,273,0.9999999999999999,0.25967404931048893
227,285,0.9999999999999999,0.09461630349713723
227,290,0.9999999999999999,0.27870272351073044
227,473,0.9999999999999999,0.04317142548518344
240,331,0.7559289460184544,0.24364088018635874
251,327,0.9999999999999999,0.21998851234922456
257,611,0.9999999999999999,0.14606741573033702
268,278,0.9999999999999999,0.289937644336048
268,297,0.9999999999999999,0.29495737162092883
271,410,0.9999999999999999,0.08812260536398467
271,569,0.9999999999999999,0.14423076923076927
273,473,0.9999999999999999,0.21895724375909853
278,297,0.9999999999999999,0.005489155742447138
282,357,0.9999999999999999,0.26526764383030926
282,371,0.9999999999999999,0.08350949361061914
283,438,0.9999999999999999,0.2544492544492544
283,555,0.9999999999999999,0.10872675250357651
283,712,0.9999999999999999,0.15068493150684933
284,581,0.9999999999999999,0.09477124183006543
285,290,0.9999999999999999,0.18907222071950228
285,293,0.9999999999999999,0.24907654713871674
285,336,0.9999999999999999,0.2853801169590643
285,473,0.9999999999999999,0.13722719422201288
288,390,0.7559289460184544,0.22953028697304403
288,489,0.9999999999999999,0.23670212765957446
288,611,0.9999999999999999,0.1690427698574338
289,489,0.7559289460184544,0.2354680535098866
290,293,0.9999999999999999,0.06296979151893345
290,316,0.9999999999999999,0.1471646131476238
290,336,0.9999999999999999,0.10180080852627708
293,316,0.9999999999999999,0.0849823466622876
293,336,0.9999999999999999,0.03908154438940004
293,393,0.9999999999999999,0.28904497122231976
307,331,0.7559289460184544,0.14497254336359883
308,377,0.9999999999999999,0.2692783505154639
308,442,0.9999999999999999,0.27803822574828707
308,804,0.9999999999999999,0.1605873993368072
316,336,0.9999999999999999,0.046053757918164726
316,393,0.9999999999999999,0.20920138888888887
325,730,0.9999999999999999,0.023597916028194933
331,1151,0.9999999999999999,0.2811644019549922
333,561,0.9999999999999999,0.2181784421130814
333,586,0.9999999999999999,0.12205196535642901
333,764,0.9999999999999999,0.16553535153346882
336,393,0.9999999999999999,0.25281935616157475
368,373,0.7559289460184544,0.14738282316970042
373,419,0.9999999999999999,0.28000976423442303
377,804,0.9999999999999999,0.11360347322720689
382,419,0.9999999999999999,0.2591248665955176
382,435,0.9999999999999999,0.0015148236312486495
382,524,0.9999999999999999,0.06322910019144865
382,561,0.9999999999999999,0.2269714555041683
382,764,0.9999999999999999,0.2781391923407389
396,403,0.9999999999999999,0.06987442965421024
410,569,0.9999999999999999,0.22943722943722947
419,435,0.9999999999999999,0.2605374218708264
435,524,0.9999999999999999,0.061720188177541435
435,561,0.9999999999999999,0.2255341754220281
435,764,0.9999999999999999,0.27674096848578017
438,712,0.9999999999999999,0.10790144435004241
438,875,0.9999999999999999,0.18753894080996888
442,526,0.7559289460184544,0.1021555322054122
442,591,0.9999999999999999,0.11037160288408208
442,1153,0.9999999999999999,0.10914127423822716
456,696,0.9999999999999999,0.05263513970637992
459,623,0.7559289460184544,0.09293050027971345
524,561,0.9999999999999999,0.1661264696536384
524,764,0.9999999999999999,0.21875726478695492
526,591,0.7559289460184544,0.1710593865432832
526,1153,0.7559289460184544,0.16985023894387843
535,728,0.7559289460184544,0.1480773120833564
555,615,0.7559289460184544,0.241176482919115
555,712,0.9999999999999999,0.25523012552301255
556,945,0.7559289460184544,0.12788166445531218
561,764,0.9999999999999999,0.05461560101273959
586,764,0.9999999999999999,0.28189199498664924
591,1153,0.9999999999999999,0.0012453300124532908
673,855,0.9999999999999999,0.08286038592508503
712,875,0.9999999999999999,0.28958051420838965
