"","SRR5936019","SRR5983275","SRR5935904","SRR5947869","ERR209354","ERR209846","SRR5936132","SRR5946867","SRR5947048","SRR5946673","SRR5947041","SRR5983326","SRR5946730","SRR5946974","SRR5946967","SRR5936167","SRR5947080","SRR5983476","SRR5946617","SRR5946696","SRR5946815","ERR209373","SRR5935740","ERR210558","SRR5983299","SRR5935924","ERR209415","SRR5946776","SRR5946685","SRR5936030","SRR5946746","SRR5983411","SRR5946790","SRR5946868","SRR5935897","SRR5983271","ERR209442","SRR5935792","SRR5983459","SRR5935808","ERR209070","SRR5936126","SRR5935963","SRR5935749","SRR5946747","ERR209648","SRR5946931","ERR209726","SRR5935997","ERR209811","ERR209706","SRR5946969","SRR5947019","SRR5935938","ERR209953","SRR5936076","SRR5946866","SRR5983284","SRR5946708","ERR210536","ERR210367","SRR5935850","SRR5946644","SRR5935866","SRR5947032","SRR5935805","SRR5936095","ERR209336","SRR5946733","SRR5946963","SRR5946958","SRR5936136","SRR5936208","SRR5947851","ERR209799","SRR5946847","SRR5936056","ERR210578","ERR209248","SRR5935865","ERR209343","SRR5947069","SRR5935816","SRR5935996","SRR5947049","SRR5936052","ERR210568","ERR209520","SRR5947003","SRR5946817","SRR5946671","SRR5983268","ERR209310","SRR5936130","ERR209375","SRR5935772","SRR5935929","SRR5983412","SRR5935915","SRR5947072","SRR5946628","ERR209731","ERR209700","SRR5936186","ERR209380","ERR209470","SRR5935894","SRR5947053","SRR5935773","SRR5946666","SRR5946954","ERR209854","SRR5946881","SRR5936207","SRR5946716","SRR5936128","ERR209088","SRR5983386","SRR5983372","SRR5936100","SRR5983265","SRR5935769","SRR5936038","SRR5935778","ERR209812","SRR5946846","SRR5936025","SRR5935793","SRR5947104","ERR209378","SRR5935764","SRR5946861","SRR5936043","ERR209225","ERR209083","SRR5946779","SRR5935760","SRR5936112","SRR5935984","SRR5947834","SRR5936037","ERR209674","SRR5936014","ERR209679","ERR210549","SRR5935823","SRR5983331","SRR5946774","SRR5935931","ERR210594","SRR5983480","SRR5935780","SRR5983470","SRR5935765","SRR5935891","SRR5936222","ERR209740","SRR5946857","SRR5946920","SRR5935995","SRR5936160","SRR5946652","SRR5946894","ERR209810","SRR5983472","ERR210092","SRR5936168","ERR210563","SRR5983379","SRR5947042","ERR209371","SRR5983357","ERR209441","SRR5935794","SRR5936143","SRR5947056","SRR5983428","SRR5946780","SRR5946675","ERR210519","ERR209312","ERR209431","SRR5947085","SRR5936105","SRR5946915","ERR209487","SRR5935827","SRR5946909","SRR5946701","SRR5946828","SRR5946966","SRR5947036","ERR209084","SRR5947813","SRR5946952","SRR5946659","SRR5946921","SRR5935802","SRR5936199","SRR5946937","ERR209891","SRR5946788","SRR5983272","ERR209813","SRR5946749","SRR5946911","ERR209118","SRR5946731","SRR5946874","SRR5935892","SRR5936159","SRR5936016","SRR5983446","SRR5946968","SRR5946943","SRR5983405","SRR5936146","ERR210202","SRR5946808","SRR5947836","SRR5936190","SRR5946735","SRR5947024","SRR5946821","ERR209720","SRR5935810","SRR5946748","SRR5946712","SRR5946760","SRR5935966","SRR5946627","SRR5946822","ERR209298","SRR5946670","SRR5946777","SRR5946987","SRR5946996","ERR209722","SRR5983462","ERR209782","SRR5936231","SRR5946681","SRR5946988","SRR5946772","ERR209692","SRR5947821","SRR5947031","SRR5936020","ERR210592","ERR209448","SRR5983400","SRR5935795","SRR5946754","SRR5936173","SRR5936062","SRR5983450","SRR5935875","SRR5946895","SRR5946834","SRR5936065","SRR5946684","ERR209247","SRR5936156","SRR5946609","ERR209296","SRR5983393","ERR209936","SRR5935820","SRR5935831","SRR5946989","SRR5935767","SRR5935774","SRR5947081","ERR209246","ERR209376","SRR5983346","SRR5983469","ERR209299","SRR5936097","SRR5935798","ERR210695","SRR5946993","ERR209379","SRR5946650","SRR5983401","SRR5946711","SRR5946870","SRR5935900","SRR5947025","ERR210366","SRR5946672","SRR5946632","SRR5946925","ERR210523","SRR5936096","SRR5983335","SRR5947022","SRR5935912","SRR5946640","SRR5947001","ERR209707","SRR5947044","SRR5936138","SRR5947094","ERR209521","ERR209711","SRR5946942","SRR5983360","SRR5947004","SRR5936041","SRR5936219","SRR5935903","SRR5935770"
"GGB9818_SGB15459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01384,0,0.00155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00307,0,0,0.01242,0,0.01728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03205,0,0,0,0,0
"GGB9775_SGB15395",0,0,0,0,0,0,0,0.08597,0,0,0,0,0,0,0,0,0,0,0,0,0.05152,0,0,0,0,0,0,0.0164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03141,0,0,0.01131,0,0,0,0,0,0.00732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28133,0,0,0,0.07318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00369,0,0,1.17317,0,0,0.00668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02787,0,0,0,0,0,0,0,0,0,0.05106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01612,0,0,0.04489,0,0,0,0,0,0,0,0,0,0,0.03492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00865,0,0,0.01089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blautia_SGB14221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06423,0.02732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB4591_SGB6350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02737,0,0,0,0,0,0,0,0,0.01626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02952,0,0,0,0,0,0,0,0,0,0,1.07382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB79996_SGB6411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97554,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB4599_SGB6362",0,0,0,0,0,0,0,0.60206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81817,0,0,0,0,0,0.09431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01949,0,0,0,0,0,0,0.00234,0,0.26599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36797,0,0,0,0,0,0,0,0,0.03511,0.4303,0,0,0,0.69282,0,0,0,0,0.00421,0,0,0,0,0.01817,0,0,0,0,0,0,0,0,0,0,0,0.2401,0,0,0,0,0,0,0,0,0,0,0.05576,0,0.00342,0,0,0,0,0.83777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89757,0,0,0,0,0,0,0,0,0.65347,0,0,0,0,0,0,0,0,0,0,0,0,0.72197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63809,0,0,0,10.51109,0.06041,0,0,0,0.22609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.17679,0,0,0,0,0,0,0,0,0,0.88134,0,0,10.66676,0,0,0,0,0.00374,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium_adolescentis",0,0,0,0.00531,0,0.08654,0,0.00361,0.92033,0,0.07435,0.04629,0,0,0,0,0,0.42557,0,0,0.42774,0,0,0.22277,0,0.02155,0.09831,0.00448,0,0,0,0,0,0,0,0,0.17124,0,0,0,0,0.13599,0.00638,0,0.01128,0,0.11044,0,0,0,0.25995,0,0.00358,0.00779,0,0,0,0,0.45408,0,0,0.1569,0.07523,0.3839,0.08195,0,0.05178,0,0,0,0.09441,0,0,0,0.44615,0,0,0,0.05976,0,0,0.0432,0,0,0,0.00383,0,0.03536,0,0,0,0.39263,0.13424,0,0.62125,0.37733,0,0,0.28534,0.01223,0.10814,0,0,0,0,0.03461,0,0,0,0,0,1.22948,0,0,0,0,0.13094,0.00207,0.00385,0,0.0242,1.15439,0,0,0,1.17733,0,0,0,0,0,0.1194,0,0,0,0,0,0,0,0.12088,0,0.04664,0,0.01289,0,0.36229,0.00979,0,0,0,0.10184,0,0,0,0,0,0.3313,0.3931,0.02395,0,0,0.49051,0,0,0.02996,2.07097,0,0,0,0,0.29132,0,0.19177,0,0,0,0,0,0,0.21333,0,0.00121,0,0.01883,0,0.00207,0.21007,0,0,0.01843,1.12034,0,0,0,0,0,0.00247,0,0,0,0.03201,0,0.04618,0,0,0.24509,0.16801,0.00034,0.01815,1.03236,0,0,0,0,0,0,0,0,0,0,0,0,0.20229,0,0,0,0.06531,6.34051,0.00727,0.09882,0,0,0,0,0,0.62181,0,0.10981,0,0,2.18859,0.36395,0.11236,0.18084,1.29099,0,0,0,0.47561,0,0,0.00228,0,0.01832,0,0,0,0,0,0,0.02126,0.07512,0,0.45248,0.05186,0,0,0,0,0,0,0.73849,0.16106,0.03229,0.18107,0,0,0,0,0.145,0,0,0,0,0,0.02651,0.03424,0,0,0,0,0.03412,0,0,0,0,0,0.51721,0.52851,0,0.28705,0,0.03794,1.15209,0.02237,0,0,0.07246,0,0,0,0,0
"Candidatus_Neoclostridium_roslinense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01576,0,0,0,0,0,0,0,0,0,0,0,0,0.05134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9453_SGB14844",0,0,0,0,0,0,0,0,0,0,0,0.00595,0,0,0,0,0.91185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00564,0,0,0,0,0,0.00128,0.0034,0,0,0.0415,0,0,0,0,0,0,0,0,0.09805,0,0,0,4.70132,0,0,0,0,0.17156,0,0,0,0,0,0,0,0.00288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06791,0,0.21015,0,0,0,0,0,0,0,0,0,0,0.00155,0,0,0,0,0.73067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02538,0,0.00732,0,0,0,0,0,0,0.04336,0,0,0,0,0,0.41953,0,0,0,0,0,0,0,0.62337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87112,0,0,0,0,0.00212,0,0,0,0,0,0.06025,0,0,0,0,0,0,0,0.04095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00899,0,0,0,0,0,0,0,0,0,0,0,0,0.03917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oscillibacter_valericigenes",0,0.00552,0,0,0,0,0,0,0,0,0,0.21243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3021,0,0,0,0,0,0,0,0,0,0,0,0.00023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00429,0,0,0,0,0,4.84624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05571,0,0,0,0,0,0,0,0.03392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02621,0,0.16247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40573,0,0,0,0,0,0,0,0,0,0,0.00659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00255,0.00488,0,0,0,0,0
"Parabacteroides_goldsteinii",0,0,0,0,0,0,0,0.65932,0,0,0.13441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7422,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17958,0,0.03653,0.34886,0.02217,0.633,0.03641,0,0,0,0,0,0.48424,0,0,0,0,0.58509,0,0,0,0.79837,0,0,0,0.00522,0,0,0,0.00362,0,0,0,0,1.85344,0,0,0,0,0,0,0,0,0,0.12664,0,0,0,1.08123,0.97802,0,0,0,0,2.44995,0,0,0,0,0.02823,0,0,0,0,0,0,0,0,0,0,0.0324,0,0,0,0,0,0,0,0,0,0,0,0,0.49285,0,0,2.31081,0,0,0,0,0,0.12576,0.07674,0,0,0.07175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65713,0,0.01091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09371,0,0,0.06184,0,0,0,0.54245,0,0,0,0.02088,0.12536,0,0.54151,0,0,0,0,0,0,0.10693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54382,0.28878,0.69356,0.69547,0,0,0,0,0,0.03054,0,0,0.14105,0,0.00902,0,0,0,0,0,0,0,0,0,0,0.41164,0,0,0,0,0,0,0,0,0,0,0,0,0.64763,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01237,0,0,0.38874,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB4723_SGB6540",0.00416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35768,0,0,0,0,0,0,0,0,0,0,0,0,0.39984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_intestinalis",0,0,0,0,0,0,0,0.02161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96454,0,0,0,0,0,0.37624,0,0,0,0,0,0,0,0,0,0,0.01529,0,0,0,0,0,0,0,0,0.02901,0,0,0,0,0,0,0,2.7034,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67918,0,0,0.00735,0,0,0,0,0,0,0,0,0,0,0.12859,0.02606,0,0,0,0,0,0,0,0,0,0.07761,0.53637,0,0,0,0.35572,0,0,0,0,0,0.00202,0,0,0,0,0.11419,0,0,0,0,0,0,0,0,0.70812,0,0.00817,0,0,0,0,0,0,0.20588,0,0,0,0,0,0,0,0,0,0,0,0.01843,0,0,0,0.0824,0,1.5056,0,0,0,0,0,0,0,0,2.17239,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27634,0,0,0,0,0,0.1778,0.00372,0,0,0.58767,0,0,0,0,0,0,0,0,3.96339,0,0,0,0,0,0,0.00805,0,0,1.18313,0,0,0,0.01517,0,0,0,0,0,0.02944,0,0,0.05969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06567,0,0,0,0,0,0,0,0.76617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02443,0,0,0.19731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0678,0,0,0,0,0,0,0,0,0,0.00022,0,0,0,0.00058,0
"GGB34797_SGB14322",0,0,0,0.01511,0,0.21893,0,0,0.1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802,0,0,0,0,0,0.01519,0,0,0,0,0.13753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04737,0,0,0,0,0,0,0,0,0,0,0.52153,0,0,0,0.0256,0,0,0,0,0,0,0,0,0.11239,0,0,0,0.01268,0.03561,0,0,0,0,0,0,0,0,0,0,0,0,0.01381,0,0,0,0,0,0.08206,0,0,0,0,0.02478,0,0,0,0,0,0,0,0.10651,0,0,0,0,0,0,0,0,0.00945,0.02003,0,0,0,0,0,0,0.17016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09328,0,0.12872,0,0,0,0,0,0,0.6067,0.02877,0.05152,0,0.03843,0,0,0,0,0,0,0.08817,0,0.0326,0,0,0,0,0,0,0,0.41617,0,0,0,0,0,0,0,0,0.02048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25114,0,0,0.12003,0,0,0,0,0,0,0,0,0.03578,0,0,0,0,0,0,0,0.00461,0,0,0,0.02566,0,0,0.01602,0,0,0,0,0,0,0.18235,0,0.08935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1594,0,0,0,0,0,0,0,0
"GGB33516_SGB54324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9062_SGB13981",0.00977,0,0,0,0,0,0.02505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00104,0,0,0,0,0,0,0.01501,0,0,0,0,0,0.03795,0,0,0,0,0,0,0,0,0,0,0.02095,0,0,0,0,0,0,0.013,0,0.00562,0,0,0,0,0,0,0,0,0,0,0,0,0.01142,0,0,0,0,0,0,0,0,0.05714,0.03691,0,0,0,0,0,0,0,0,0,0,0,0,0.05735,0.0525,0,0,0,0,0,0,0,0,0,0.0172,0,0,0,0.05657,0.02145,0,0,0,0,0,0,0,0,0,0,0,0.11274,0,0,0.00566,0,0,0,0,0,0,0,0,0.07604,0,0,0,0,0.01703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02494,0,0,0,0,0,0,0,0.00044,0,0,0,0.02855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103,0,0,0.01482,0,0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284,0,0,0,0,0,0,0,0,0.0586,0,0,0,0,0.00097,0.06688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
