"from","to","weight"
"Flavonifractor_plautii","Intestinimonas_butyriciproducens",1
"Lactococcus_lactis","Ruminococcus_bicirculans",1
"Lactococcus_lactis","Atopobium_deltae",1
"Escherichia_coli","Klebsiella_pneumoniae",1
"Escherichia_coli","Streptococcus_mitis",1
"Escherichia_coli","Prevotella_copri",1
"Escherichia_coli","Streptococcus_lutetiensis",1
"Escherichia_coli","Prevotella_sp_AM42_24",1
"Escherichia_coli","Klebsiella_quasipneumoniae",1
"Turicibacter_sanguinis","Actinomyces_sp_ICM47",1
"Turicibacter_sanguinis","Intestinibacter_bartlettii",1
"Turicibacter_sanguinis","Ruminococcus_bromii",1
"Turicibacter_sanguinis","Ruminococcus_lactaris",1
"Turicibacter_sanguinis","Firmicutes_bacterium_CAG_83",1
"Turicibacter_sanguinis","Roseburia_sp_CAG_471",1
"Turicibacter_sanguinis","Methanobrevibacter_smithii",1
"Turicibacter_sanguinis","Desulfovibrionaceae_bacterium",1
"Erysipelatoclostridium_ramosum","Ruminococcus_torques",1
"Erysipelatoclostridium_ramosum","Coprobacter_fastidiosus",1
"Erysipelatoclostridium_ramosum","Bacteroides_salyersiae",1
"Erysipelatoclostridium_ramosum","Coprobacter_secundus",1
"Erysipelatoclostridium_ramosum","Desulfovibrionaceae_bacterium",1
"Erysipelatoclostridium_ramosum","Solobacterium_moorei",1
"Fusicatenibacter_saccharivorans","Intestinibacter_bartlettii",1
"Fusicatenibacter_saccharivorans","Dorea_longicatena",1
"Fusicatenibacter_saccharivorans","Blautia_obeum",1
"Fusicatenibacter_saccharivorans","Holdemanella_biformis",1
"Fusicatenibacter_saccharivorans","Roseburia_sp_CAG_471",1
"Fusicatenibacter_saccharivorans","Eubacterium_sp_OM08_24",1
"Fusicatenibacter_saccharivorans","Prevotella_sp_885",1
"Clostridium_disporicum","Streptococcus_mitis",1
"Clostridium_disporicum","Clostridium_perfringens",1
"Clostridium_disporicum","Enterococcus_faecalis",1
"Clostridium_disporicum","Streptococcus_lutetiensis",1
"Clostridium_disporicum","Helicobacter_pylori",1
"Actinomyces_sp_ICM47","Actinomyces_sp_S6_Spd3",1
"Actinomyces_sp_ICM47","Collinsella_massiliensis",1
"Actinomyces_sp_ICM47","Actinomyces_oris",1
"Actinomyces_sp_ICM47","Actinomyces_odontolyticus",1
"Actinomyces_sp_ICM47","Mogibacterium_diversum",1
"Actinomyces_sp_ICM47","Lactobacillus_ruminis",1
"Actinomyces_sp_ICM47","Actinomyces_graevenitzii",1
"Actinomyces_sp_ICM47","Actinomyces_sp_HMSC035G02",1
"Actinomyces_sp_ICM47","Corynebacterium_argentoratense",1
"Intestinibacter_bartlettii","Collinsella_aerofaciens",1
"Intestinibacter_bartlettii","Ruminococcus_torques",1
"Intestinibacter_bartlettii","Holdemanella_biformis",1
"Intestinibacter_bartlettii","Collinsella_stercoris",1
"Intestinibacter_bartlettii","Bifidobacterium_pseudocatenulatum",1
"Intestinibacter_bartlettii","Streptococcus_gallolyticus",1
"Intestinibacter_bartlettii","Comamonas_kerstersii",1
"Intestinibacter_bartlettii","Enterobacter_bugandensis",1
"Dorea_formicigenerans","Collinsella_aerofaciens",1
"Dorea_formicigenerans","Ruminococcus_bromii",1
"Dorea_formicigenerans","Ruminococcus_torques",1
"Dorea_formicigenerans","Dorea_longicatena",1
"Dorea_formicigenerans","Blautia_obeum",1
"Dorea_formicigenerans","Eubacterium_rectale",1
"Dorea_formicigenerans","Catenibacterium_mitsuokai",1
"Dorea_formicigenerans","Coprococcus_catus",1
"Dorea_formicigenerans","Holdemanella_biformis",1
"Dorea_formicigenerans","Lactobacillus_mucosae",1
"Dorea_formicigenerans","Enterobacter_cloacae_complex",1
"Streptococcus_salivarius","Haemophilus_parainfluenzae",1
"Streptococcus_salivarius","Veillonella_dispar",1
"Streptococcus_salivarius","Veillonella_infantium",1
"Streptococcus_salivarius","Streptococcus_parasanguinis",1
"Streptococcus_salivarius","Streptococcus_infantarius",1
"Streptococcus_salivarius","Klebsiella_aerogenes",1
"Clostridium_celatum","Ruminococcus_bromii",1
"Clostridium_celatum","Lachnospira_pectinoschiza",1
"Clostridium_celatum","Collinsella_intestinalis",1
"Clostridium_celatum","Lactobacillus_salivarius",1
"Clostridium_celatum","Streptococcus_mutans",1
"Clostridium_celatum","Cutibacterium_acnes",1
"Clostridium_celatum","Actinomyces_naeslundii",1
"Streptococcus_pasteurianus","Enterococcus_faecium",1
"Streptococcus_pasteurianus","Streptococcus_vestibularis",1
"Streptococcus_pasteurianus","Streptococcus_lutetiensis",1
"Streptococcus_pasteurianus","Streptococcus_sanguinis",1
"Streptococcus_pasteurianus","Rothia_mucilaginosa",1
"Streptococcus_pasteurianus","Morganella_morganii",1
"Eggerthella_lenta","Collinsella_aerofaciens",1
"Eggerthella_lenta","Ruminococcus_torques",1
"Eggerthella_lenta","Alistipes_onderdonkii",1
"Eggerthella_lenta","Roseburia_sp_CAG_309",1
"Eggerthella_lenta","Pseudoflavonifractor_capillosus",1
"Eggerthella_lenta","Pyramidobacter_piscolens",1
"Actinomyces_sp_oral_taxon_181","Actinomyces_sp_S6_Spd3",1
"Actinomyces_sp_oral_taxon_181","Coprobacillus_cateniformis",1
"Actinomyces_sp_oral_taxon_181","Actinomyces_oris",1
"Actinomyces_sp_oral_taxon_181","Lactobacillus_crispatus",1
"Actinomyces_sp_oral_taxon_181","Olsenella_scatoligenes",1
"Actinomyces_sp_oral_taxon_181","Lactobacillus_rogosae",1
"Actinomyces_sp_oral_taxon_181","Actinomyces_sp_HMSC035G02",1
"Streptococcus_oralis","Streptococcus_mitis",1
"Streptococcus_oralis","Prevotella_copri",1
"Streptococcus_oralis","Veillonella_infantium",1
"Streptococcus_oralis","Streptococcus_parasanguinis",1
"Streptococcus_oralis","Streptococcus_gordonii",1
"Streptococcus_oralis","Streptococcus_sanguinis",1
"Klebsiella_pneumoniae","Klebsiella_variicola",1
"Klebsiella_pneumoniae","Streptococcus_lutetiensis",1
"Klebsiella_pneumoniae","Klebsiella_quasipneumoniae",1
"Actinomyces_sp_HPA0247","Coprobacillus_cateniformis",1
"Actinomyces_sp_HPA0247","Collinsella_intestinalis",1
"Actinomyces_sp_HPA0247","Actinomyces_oris",1
"Actinomyces_sp_HPA0247","Enorma_massiliensis",1
"Actinomyces_sp_HPA0247","Lactobacillus_rogosae",1
"Actinomyces_sp_HPA0247","Streptococcus_cristatus",1
"Actinomyces_sp_HPA0247","Eubacterium_brachy",1
"Actinomyces_sp_HPA0247","Actinomyces_naeslundii",1
"Actinomyces_sp_HPA0247","Scardovia_wiggsiae",1
"Streptococcus_mitis","Enterococcus_faecalis",1
"Streptococcus_mitis","Streptococcus_sanguinis",1
"Streptococcus_mitis","Rothia_mucilaginosa",1
"Streptococcus_mitis","Haemophilus_influenzae",1
"Ruthenibacterium_lactatiformans","Intestinimonas_butyriciproducens",1
"Ruthenibacterium_lactatiformans","Bacteroides_clarus",1
"Ruthenibacterium_lactatiformans","Proteus_mirabilis",1
"Atopobium_parvulum","Bifidobacterium_bifidum",1
"Atopobium_parvulum","Streptococcus_mutans",1
"Atopobium_parvulum","Fusobacterium_mortiferum",1
"Atopobium_parvulum","Rothia_dentocariosa",1
"Atopobium_parvulum","Corynebacterium_durum",1
"Atopobium_parvulum","Streptococcus_viridans",1
"Atopobium_parvulum","Rhodococcus_erythropolis",1
"Prevotella_copri","Prevotella_sp_CAG_520",1
"Prevotella_copri","Bacteroides_uniformis",1
"Prevotella_copri","Roseburia_inulinivorans",1
"Prevotella_copri","Prevotella_stercorea",1
"Prevotella_copri","Coprococcus_eutactus",1
"Prevotella_copri","Blautia_obeum",1
"Prevotella_copri","Methanobrevibacter_smithii",1
"Prevotella_copri","Phascolarctobacterium_faecium",1
"Prevotella_copri","Prevotella_sp_CAG_5226",1
"Prevotella_copri","Prevotella_sp_CAG_1092",1
"Prevotella_copri","Prevotella_sp_885",1
"Prevotella_copri","Vibrio_cholerae",1
"Actinomyces_sp_S6_Spd3","Collinsella_massiliensis",1
"Actinomyces_sp_S6_Spd3","Gemella_sanguinis",1
"Actinomyces_sp_S6_Spd3","Actinomyces_graevenitzii",1
"Actinomyces_sp_S6_Spd3","Eubacterium_sulci",1
"Actinomyces_sp_S6_Spd3","Eubacterium_brachy",1
"Actinomyces_sp_S6_Spd3","Solobacterium_moorei",1
"Actinomyces_sp_S6_Spd3","Scardovia_wiggsiae",1
"Collinsella_aerofaciens","Ruminococcus_torques",1
"Collinsella_aerofaciens","Prevotella_stercorea",1
"Collinsella_aerofaciens","Slackia_isoflavoniconvertens",1
"Collinsella_aerofaciens","Dorea_longicatena",1
"Collinsella_aerofaciens","Gemmiger_formicilis",1
"Collinsella_aerofaciens","Eubacterium_hallii",1
"Collinsella_aerofaciens","Holdemanella_biformis",1
"Collinsella_aerofaciens","Eubacterium_sp_CAG_180",1
"Collinsella_aerofaciens","Alistipes_onderdonkii",1
"Collinsella_aerofaciens","Collinsella_stercoris",1
"Collinsella_aerofaciens","Bifidobacterium_adolescentis",1
"Collinsella_aerofaciens","Clostridium_sp_CAG_167",1
"Collinsella_aerofaciens","Clostridium_asparagiforme",1
"Romboutsia_ilealis","Eubacterium_sp_CAG_180",1
"Romboutsia_ilealis","Actinomyces_oris",1
"Romboutsia_ilealis","Enterococcus_faecium",1
"Romboutsia_ilealis","Ruminococcus_callidus",1
"Romboutsia_ilealis","Mogibacterium_diversum",1
"Romboutsia_ilealis","Lactobacillus_rogosae",1
"Romboutsia_ilealis","Actinobaculum_sp_oral_taxon_183",1
"Romboutsia_ilealis","Eubacterium_infirmum",1
"Prevotella_sp_CAG_520","Phascolarctobacterium_succinatutens",1
"Prevotella_sp_CAG_520","Ruminococcus_lactaris",1
"Prevotella_sp_CAG_520","Ruminococcus_bicirculans",1
"Prevotella_sp_CAG_520","Prevotella_sp_CAG_5226",1
"Prevotella_sp_CAG_520","Prevotella_sp_AM42_24",1
"Prevotella_sp_CAG_520","Clostridium_sp_CAG_632",1
"Prevotella_sp_CAG_520","Zymomonas_mobilis",1
"Eubacterium_siraeum","Prevotella_stercorea",1
"Eubacterium_siraeum","Desulfovibrio_piger",1
"Eubacterium_siraeum","Firmicutes_bacterium_CAG_170",1
"Eubacterium_siraeum","Clostridium_sp_CAG_590",1
"Eubacterium_siraeum","Blastocystis_sp_subtype_1",1
"Eubacterium_siraeum","Mitsuokella_multacida",1
"Eubacterium_siraeum","Prevotella_sp_885",1
"Eubacterium_siraeum","Ruminococcus_sp_CAG_579",1
"Bacteroides_uniformis","Bacteroides_dorei",1
"Bacteroides_uniformis","Parabacteroides_distasonis",1
"Bacteroides_uniformis","Odoribacter_splanchnicus",1
"Bacteroides_uniformis","Bacteroides_ovatus",1
"Bacteroides_uniformis","Bacteroides_finegoldii",1
"Prevotella_sp_CAG_279","Oscillibacter_sp_57_20",1
"Prevotella_sp_CAG_279","Firmicutes_bacterium_CAG_110",1
"Prevotella_sp_CAG_279","Firmicutes_bacterium_CAG_95",1
"Prevotella_sp_CAG_279","Bacteroides_clarus",1
"Prevotella_sp_CAG_279","Prevotella_sp_885",1
"Ruminococcus_bromii","Blautia_obeum",1
"Ruminococcus_bromii","Catenibacterium_mitsuokai",1
"Ruminococcus_bromii","Eubacterium_hallii",1
"Ruminococcus_bromii","Lactobacillus_crispatus",1
"Ruminococcus_bromii","Lactobacillus_mucosae",1
"Ruminococcus_bromii","Roseburia_sp_CAG_309",1
"Ruminococcus_bromii","Clostridium_citroniae",1
"Ruminococcus_bromii","Actinomyces_graevenitzii",1
"Ruminococcus_bromii","Brachyspira_sp_CAG_700",1
"Ruminococcus_bromii","Ruminococcus_sp_CAG_579",1
"Ruminococcus_bromii","Candidatus_Gastranaerophilales_bacterium_HUM_9",1
"Phascolarctobacterium_succinatutens","Oscillibacter_sp_57_20",1
"Phascolarctobacterium_succinatutens","Firmicutes_bacterium_CAG_110",1
"Phascolarctobacterium_succinatutens","Desulfovibrio_piger",1
"Phascolarctobacterium_succinatutens","Oscillibacter_sp_CAG_241",1
"Phascolarctobacterium_succinatutens","Collinsella_stercoris",1
"Phascolarctobacterium_succinatutens","Firmicutes_bacterium_CAG_170",1
"Phascolarctobacterium_succinatutens","Lactobacillus_delbrueckii",1
"Phascolarctobacterium_succinatutens","Prevotella_sp_CAG_1092",1
"Phascolarctobacterium_succinatutens","Prevotella_sp_AM42_24",1
"Phascolarctobacterium_succinatutens","Clostridium_sp_CAG_413",1
"Phascolarctobacterium_succinatutens","Prevotella_sp_885",1
"Phascolarctobacterium_succinatutens","Treponema_succinifaciens",1
"Phascolarctobacterium_succinatutens","Solobacterium_moorei",1
"Prevotella_sp_CAG_873","Clostridium_sp_CAG_413",1
"Prevotella_sp_CAG_873","Firmicutes_bacterium_CAG_791",1
"Prevotella_sp_CAG_873","Clostridium_sp_CAG_632",1
"Roseburia_inulinivorans","Prevotella_stercorea",1
"Ruminococcus_torques","Eubacterium_sp_CAG_251",1
"Ruminococcus_torques","Lachnospira_pectinoschiza",1
"Ruminococcus_torques","Dorea_longicatena",1
"Ruminococcus_torques","Firmicutes_bacterium_CAG_83",1
"Ruminococcus_torques","Eubacterium_rectale",1
"Ruminococcus_torques","Eubacterium_hallii",1
"Ruminococcus_torques","Eubacterium_ramulus",1
"Ruminococcus_torques","Holdemanella_biformis",1
"Ruminococcus_torques","Clostridium_citroniae",1
"Ruminococcus_torques","Allisonella_histaminiformans",1
"Ruminococcus_torques","Megamonas_funiformis",1
"Bacteroides_stercoris","Bacteroides_dorei",1
"Bacteroides_stercoris","Parabacteroides_distasonis",1
"Bacteroides_stercoris","Parabacteroides_merdae",1
"Bacteroides_stercoris","Parasutterella_excrementihominis",1
"Bacteroides_stercoris","Megasphaera_micronuciformis",1
"Eubacterium_sp_CAG_251","Coprococcus_eutactus",1
"Eubacterium_sp_CAG_251","Firmicutes_bacterium_CAG_83",1
"Eubacterium_sp_CAG_251","Oscillibacter_sp_CAG_241",1
"Eubacterium_sp_CAG_251","Bacteroides_fragilis",1
"Eubacterium_sp_CAG_251","Eubacterium_ramulus",1
"Eubacterium_sp_CAG_251","Streptococcus_gallolyticus",1
"Oscillibacter_sp_57_20","Paraprevotella_xylaniphila",1
"Oscillibacter_sp_57_20","Firmicutes_bacterium_CAG_83",1
"Oscillibacter_sp_57_20","Desulfovibrio_piger",1
"Oscillibacter_sp_57_20","Oscillibacter_sp_CAG_241",1
"Oscillibacter_sp_57_20","Firmicutes_bacterium_CAG_238",1
"Oscillibacter_sp_57_20","Collinsella_stercoris",1
"Oscillibacter_sp_57_20","Collinsella_massiliensis",1
"Oscillibacter_sp_57_20","Firmicutes_bacterium_CAG_170",1
"Oscillibacter_sp_57_20","Butyrivibrio_sp_CAG_318",1
"Oscillibacter_sp_57_20","Eubacterium_sulci",1
"Bacteroides_dorei","Bacteroides_caccae",1
"Bacteroides_dorei","Parabacteroides_goldsteinii",1
"Lachnospira_pectinoschiza","Eubacterium_sp_CAG_38",1
"Lachnospira_pectinoschiza","Bifidobacterium_dentium",1
"Lachnospira_pectinoschiza","Roseburia_sp_CAG_471",1
"Lachnospira_pectinoschiza","Bifidobacterium_longum",1
"Lachnospira_pectinoschiza","Bacteroides_plebeius",1
"Lachnospira_pectinoschiza","Firmicutes_bacterium_CAG_555",1
"Prevotella_stercorea","Holdemanella_biformis",1
"Prevotella_stercorea","Eubacterium_sp_CAG_180",1
"Prevotella_stercorea","Ruminococcus_bicirculans",1
"Prevotella_stercorea","Prevotella_sp_CAG_5226",1
"Prevotella_stercorea","Prevotella_sp_CAG_1092",1
"Prevotella_stercorea","Bacteroides_sp_CAG_530",1
"Prevotella_stercorea","Prevotella_sp_885",1
"Bacteroides_caccae","Ruminococcus_lactaris",1
"Bacteroides_caccae","Alistipes_putredinis",1
"Bacteroides_caccae","Akkermansia_muciniphila",1
"Bacteroides_caccae","Barnesiella_intestinihominis",1
"Bacteroides_caccae","Bacteroides_plebeius",1
"Parabacteroides_distasonis","Desulfovibrio_piger",1
"Parabacteroides_distasonis","Bacteroides_intestinalis",1
"Parabacteroides_distasonis","Akkermansia_muciniphila",1
"Parabacteroides_distasonis","Alistipes_shahii",1
"Parabacteroides_distasonis","Victivallis_vadensis",1
"Parabacteroides_distasonis","Bacteroides_sp_CAG_530",1
"Parabacteroides_distasonis","Clostridium_sp_CAG_413",1
"Parabacteroides_distasonis","Comamonas_kerstersii",1
"Haemophilus_parainfluenzae","Veillonella_parvula",1
"Haemophilus_parainfluenzae","Haemophilus_sp_HMSC71H05",1
"Haemophilus_parainfluenzae","Neisseria_flavescens",1
"Haemophilus_parainfluenzae","Citrobacter_youngae",1
"Haemophilus_parainfluenzae","Lactococcus_petauri",1
"Odoribacter_splanchnicus","Alistipes_putredinis",1
"Odoribacter_splanchnicus","Alistipes_shahii",1
"Firmicutes_bacterium_CAG_110","Oscillibacter_sp_CAG_241",1
"Firmicutes_bacterium_CAG_110","Firmicutes_bacterium_CAG_238",1
"Firmicutes_bacterium_CAG_110","Firmicutes_bacterium_CAG_170",1
"Firmicutes_bacterium_CAG_110","Ruminococcus_sp_CAG_563",1
"Firmicutes_bacterium_CAG_110","Firmicutes_bacterium_CAG_534",1
"Firmicutes_bacterium_CAG_110","Firmicutes_bacterium_CAG_791",1
"Coprococcus_eutactus","Oscillibacter_sp_CAG_241",1
"Coprococcus_eutactus","Ruminococcus_bicirculans",1
"Coprococcus_eutactus","Prevotella_sp_885",1
"Paraprevotella_xylaniphila","Parabacteroides_johnsonii",1
"Paraprevotella_xylaniphila","Bacteroides_finegoldii",1
"Paraprevotella_xylaniphila","Butyricimonas_virosa",1
"Paraprevotella_xylaniphila","Bacteroides_cellulosilyticus",1
"Paraprevotella_xylaniphila","Bacteroides_xylanisolvens",1
"Paraprevotella_xylaniphila","Bacteroides_clarus",1
"Paraprevotella_xylaniphila","Eubacterium_sp_CAG_786",1
"Slackia_isoflavoniconvertens","Dorea_longicatena",1
"Slackia_isoflavoniconvertens","Coprococcus_catus",1
"Slackia_isoflavoniconvertens","Collinsella_stercoris",1
"Slackia_isoflavoniconvertens","Streptococcus_gallolyticus",1
"Slackia_isoflavoniconvertens","Eubacterium_coprostanoligenes",1
"Bacteroides_ovatus","Bacteroides_finegoldii",1
"Bacteroides_ovatus","Proteobacteria_bacterium_CAG_139",1
"Bacteroides_ovatus","Bacteroides_clarus",1
"Roseburia_hominis","Desulfovibrio_piger",1
"Roseburia_hominis","Coprococcus_catus",1
"Roseburia_hominis","Ruminococcus_obeum_CAG_39",1
"Roseburia_hominis","Firmicutes_bacterium_CAG_95",1
"Roseburia_hominis","Ruminococcus_sp_CAG_563",1
"Roseburia_hominis","Helicobacter_sp_11_8110",1
"Roseburia_hominis","Candidatus_Gastranaerophilales_bacterium_HUM_9",1
"Dorea_longicatena","Anaerostipes_hadrus",1
"Dorea_longicatena","Catenibacterium_mitsuokai",1
"Dorea_longicatena","Eubacterium_hallii",1
"Dorea_longicatena","Eubacterium_ramulus",1
"Dorea_longicatena","Holdemanella_biformis",1
"Dorea_longicatena","Mitsuokella_jalaludinii",1
"Eubacterium_sp_CAG_38","Alistipes_putredinis",1
"Eubacterium_sp_CAG_38","Bacteroides_eggerthii",1
"Eubacterium_sp_CAG_38","Haemophilus_sp_HMSC71H05",1
"Eubacterium_sp_CAG_38","Clostridium_sp_CAG_632",1
"Parabacteroides_merdae","Parasutterella_excrementihominis",1
"Ruminococcus_lactaris","Gemmiger_formicilis",1
"Ruminococcus_lactaris","Blautia_obeum",1
"Ruminococcus_lactaris","Eubacterium_rectale",1
"Ruminococcus_lactaris","Streptococcus_parasanguinis",1
"Ruminococcus_lactaris","Alistipes_putredinis",1
"Ruminococcus_lactaris","Eubacterium_sp_CAG_180",1
"Gemmiger_formicilis","Blautia_obeum",1
"Gemmiger_formicilis","Coprococcus_catus",1
"Gemmiger_formicilis","Eubacterium_hallii",1
"Gemmiger_formicilis","Eubacterium_sp_CAG_180",1
"Gemmiger_formicilis","Roseburia_sp_CAG_471",1
"Gemmiger_formicilis","Methanobrevibacter_smithii",1
"Gemmiger_formicilis","Coprobacter_secundus",1
"Gemmiger_formicilis","Clostridium_citroniae",1
"Gemmiger_formicilis","Fusobacterium_gonidiaformans",1
"Gemmiger_formicilis","Corynebacterium_argentoratense",1
"Bifidobacterium_dentium","Eubacterium_ramulus",1
"Bifidobacterium_dentium","Eubacterium_sp_CAG_180",1
"Bifidobacterium_dentium","Ruminococcus_obeum_CAG_39",1
"Bifidobacterium_dentium","Eubacterium_sp_CAG_786",1
"Bifidobacterium_dentium","Pseudomonas_fluorescens_group",1
"Blautia_obeum","Eubacterium_rectale",1
"Blautia_obeum","Catenibacterium_mitsuokai",1
"Blautia_obeum","Coprococcus_catus",1
"Blautia_obeum","Holdemanella_biformis",1
"Blautia_obeum","Roseburia_sp_CAG_471",1
"Blautia_obeum","Bifidobacterium_adolescentis",1
"Blautia_obeum","Methanobrevibacter_smithii",1
"Blautia_obeum","Firmicutes_bacterium_CAG_555",1
"Blautia_obeum","Lactobacillus_ruminis",1
"Blautia_obeum","Eubacterium_sp_OM08_24",1
"Blautia_obeum","Clostridium_sp_CAG_632",1
"Blautia_obeum","Bifidobacterium_merycicum",1
"Firmicutes_bacterium_CAG_83","Oscillibacter_sp_CAG_241",1
"Firmicutes_bacterium_CAG_83","Firmicutes_bacterium_CAG_170",1
"Firmicutes_bacterium_CAG_83","Anaerobiospirillum_thomasii",1
"Desulfovibrio_piger","Firmicutes_bacterium_CAG_238",1
"Desulfovibrio_piger","Methanobrevibacter_smithii",1
"Desulfovibrio_piger","Coprobacter_secundus",1
"Desulfovibrio_piger","Victivallis_vadensis",1
"Desulfovibrio_piger","Ruminococcus_sp_CAG_563",1
"Desulfovibrio_piger","Clostridium_sp_CAG_413",1
"Desulfovibrio_piger","Comamonas_kerstersii",1
"Eubacterium_rectale","Akkermansia_muciniphila",1
"Eubacterium_rectale","Coprobacter_secundus",1
"Eubacterium_rectale","Clostridium_citroniae",1
"Eubacterium_rectale","Blastocystis_sp_subtype_1",1
"Eubacterium_rectale","Fusobacterium_gonidiaformans",1
"Eubacterium_rectale","Proteus_mirabilis",1
"Agathobaculum_butyriciproducens","Anaerostipes_hadrus",1
"Agathobaculum_butyriciproducens","Victivallis_vadensis",1
