Sample	2-Aminoethylphosphonate-Degradation	Activation-Inactivation-Interconversion	All-Trans-Farnesyl-PP-Biosynthesis	Biosynthesis	Citrulline-Biosynthesis	Degradation	Detoxification	Energy-Metabolism	Fermentation	Macromolecule-Modification	Metabolic-Clusters	Photosynthesis	Respiration	Super-Pathways
ERR209246	4.5	163.33333333333334	10.5	14258.380646386133	9.25	4111.4993867243875	52.5	482.3090909090909	385.6166666666667	1.0	49.0	51.357142857142854	99.66666666666666	35.82142857142857
ERR209247	2.0	73.33333333333334	3.0	5943.317598343686	4.25	1815.638961038961	21.5	167.12788600288602	161.6723484848485	1.0	19.72222222222222	21.933333333333337	34.333333333333336	18.392857142857142
ERR209248	4.0	76.99999999999999	4.5	5996.674145299146	4.75	1832.450000000001	22.5	189.7782828282829	162.42689393939395	1.0	19.72222222222222	27.233333333333334	38.208333333333336	21.5
ERR209266	0.0	16.666666666666668	0.0	1515.6468155820787	1.5	535.5601648351649	15.0	61.443939393939395	52.6510989010989	0.0	8.88888888888889	5.833333333333333	17.666666666666664	9.6
ERR209286	8.0	163.66666666666669	8.0	14368.729011855019	6.75	4652.7924603174615	84.0	518.6251082251083	374.9714285714286	2.0	56.166666666666664	38.458333333333336	116.66666666666666	38.625
ERR209287	1.0	43.66666666666666	1.5	4028.752715870216	2.0	998.5134920634921	34.33333333333333	155.1926406926407	78.5909090909091	0.0	19.333333333333332	17.65	35.77777777777778	16.035714285714285
ERR209296	8.5	192.0	16.0	15910.281063863673	9.25	4518.717748917747	66.0	594.3892857142858	474.90946969696967	1.0	67.44444444444444	56.464285714285715	81.33333333333334	42.875
ERR209298	2.0	21.666666666666668	2.0	1465.886984126984	0.0	419.79624542124554	6.0	43.58333333333333	56.040476190476184	0.0	7.333333333333333	5.0	11.333333333333332	5.533333333333333
ERR209299	0.0	14.0	0.0	1705.3994450810621	0.0	407.3630952380952	4.0	44.44444444444444	48.25396825396825	0.0	11.444444444444445	3.333333333333333	11.8	3.6666666666666665
ERR209300	3.5	43.99999999999999	4.0	3529.018510378508	0.0	980.4765873015872	11.0	127.95353535353536	141.2277777777778	1.0	18.666666666666664	16.233333333333334	22.5	10.833333333333332
ERR209310	7.0	165.66666666666669	13.5	14014.192524667522	0.0	3869.0087301587287	55.0	473.76186868686875	420.4791666666667	2.0	58.33333333333333	42.5	82.375	36.75
ERR209312	0.0	13.0	1.5	1020.288311688312	0.0	210.58095238095237	2.0	35.18888888888889	28.9	0.0	5.444444444444445	3.0	4.0	1.3333333333333333
ERR209336	2.0	18.666666666666668	0.0	1345.6259669301548	1.25	471.1222222222221	3.0	39.70555555555556	37.42179487179487	0.0	6.333333333333333	6.083333333333333	8.761904761904763	4.333333333333334
ERR209339	11.5	159.66666666666666	14.0	13716.305738705734	9.5	3774.648015873017	51.83333333333333	457.30782828282827	407.2344696969697	2.0	51.27777777777778	48.68571428571428	86.44444444444444	35.625
ERR209343	0.0	33.333333333333336	2.5	3222.040057915058	1.75	963.7047619047619	12.0	102.1784632034632	102.16190476190478	0.0	9.11111111111111	15.142857142857146	25.166666666666664	14.607142857142858
ERR209354	3.0	72.66666666666666	5.0	6319.381377612273	3.4	2092.1238095238095	19.0	181.84595959595958	163.0026515151515	1.0	21.555555555555557	24.8	33.0	17.17857142857143
ERR209371	11.5	245.66666666666669	20.0	21066.05083459899	9.4	6022.9831529581525	85.0	667.9340909090909	500.3544372294372	5.0	74.16666666666666	57.55714285714286	108.11111111111111	45.5
ERR209373	0.0	4.0	0.0	366.5372950819673	0.0	105.83333333333334	0.0	2.0	2.833333333333333	0.0	1.0	1.0	3.0	1.0
ERR209375	2.5	59.33333333333332	6.0	5552.8860766045555	2.75	1496.8321428571428	22.5	196.52171717171714	193.6757575757576	1.0	19.27777777777778	19.80952380952381	27.958333333333336	15.083333333333332
ERR209376	2.0	40.66666666666666	4.5	3372.061148202346	0.0	951.0488095238096	8.0	115.14242424242424	95.60641025641027	1.0	13.5	12.166666666666666	17.0	7.0
ERR209378	1.0	35.666666666666664	1.5	2595.937783680966	0.0	558.0464285714285	6.0	76.7020202020202	59.666666666666664	0.0	7.222222222222222	7.5	8.0	7.566666666666667
ERR209379	1.0	36.99999999999999	3.0	2657.7007518796995	0.0	548.2403846153844	2.0	97.70454545454544	51.06153846153846	1.0	10.277777777777779	7.0	7.875	5.833333333333333
ERR209380	1.0	44.00000000000001	0.0	2870.3058356675997	0.0	643.1754578754579	12.0	98.72582972582973	65.62121212121212	0.0	10.833333333333332	9.0	9.777777777777779	6.15
ERR209403	9.0	186.33333333333331	11.5	14434.477199611976	11.0	4446.23611111111	53.5	508.9598845598846	409.8766233766234	2.0	53.61111111111112	53.0	94.77777777777777	40.375
ERR209404	4.5	61.666666666666664	4.5	3759.4595543345536	0.0	1409.110714285714	11.5	124.33308080808082	98.40238095238095	0.0	16.833333333333336	17.0	33.57142857142857	15.083333333333332
ERR209405	4.0	68.66666666666666	2.5	4705.914224664222	0.0	1625.1790598290597	19.0	152.0281746031746	140.00194805194806	1.0	16.944444444444443	20.6	39.125	19.833333333333336
ERR209415	17.0	169.0	9.5	13725.70124576681	8.25	4478.267712842712	62.0	485.9742784992785	370.1988636363637	4.0	46.888888888888886	43.92857142857143	81.5	41.666666666666664
ERR209431	14.5	178.99999999999997	13.5	15159.942379165559	5.8	4935.085714285712	59.333333333333336	488.2614357864358	423.3314393939393	4.0	55.833333333333336	49.8	92.0	42.625
ERR209432	6.5	68.33333333333334	4.0	6018.593810931618	3.75	1934.2011904761903	19.5	167.4579365079365	159.22840909090908	2.0	18.27777777777778	19.833333333333336	34.66666666666667	17.107142857142858
ERR209433	8.0	76.33333333333333	4.5	6231.694962042789	3.0	2041.0599206349204	26.0	200.40699855699856	139.01212121212123	2.0	17.0	21.95	36.875	19.70238095238095
ERR209434	7.5	72.66666666666666	3.5	5552.918340234646	3.0	1982.8749999999993	23.5	179.07200577200572	137.43295454545455	3.0	16.444444444444443	28.6	35.5	16.666666666666668
ERR209439	7.5	189.66666666666669	15.0	16838.277881538746	8.4	4869.055158730156	70.66666666666666	587.5272366522365	421.64096320346323	1.0	49.94444444444444	55.285714285714285	111.1111111111111	41.625
ERR209440	3.5	39.66666666666666	3.5	3383.486618936618	2.0	945.861111111111	13.0	103.93333333333334	69.92307692307692	1.0	12.0	13.033333333333333	26.11111111111111	10.964285714285715
ERR209441	3.5	41.33333333333333	2.0	3672.7921633921637	1.8	1038.1559523809526	15.0	106.95126262626262	95.35317460317461	0.0	11.0	11.0	29.625	12.166666666666666
ERR209442	4.0	44.66666666666667	3.0	3580.366666666667	2.4	1059.2333333333331	13.5	115.02222222222223	113.5574592074592	0.0	11.88888888888889	12.066666666666666	26.999999999999996	11.785714285714285
ERR209448	2.5	68.66666666666666	6.0	5395.042002442004	3.75	1640.2082112332107	26.833333333333332	175.07474747474745	190.88593073593074	0.0	19.27777777777778	19.547619047619047	40.625	20.25
ERR209470	8.5	238.33333333333334	16.5	19510.804114635368	11.75	5225.9580447330445	59.833333333333336	674.2225468975467	509.15557359307365	5.0	81.5	73.02857142857144	114.0	46.5
ERR209487	2.0	37.333333333333336	2.5	2884.4011944275107	0.0	809.4516483516481	6.5	82.44494949494951	90.42762237762237	1.0	9.277777777777779	11.600000000000001	14.458333333333332	7.583333333333333
ERR209519	10.0	377.0	33.0	31538.40460351615	20.5	9114.442099567103	149.0	1047.8185786435783	912.2958333333332	3.0	126.61111111111111	109.33333333333334	168.9	78.30555555555556
ERR209520	0.0	39.0	3.0	3214.1626607577336	0.0	857.6333333333334	18.0	101.51897546897548	120.53268398268398	0.0	10.777777777777779	11.595238095238095	21.291666666666664	11.566666666666666
ERR209521	2.0	37.333333333333336	2.5	3363.8532499131043	2.75	839.9261904761905	13.0	101.82691197691199	107.24415584415584	0.0	11.38888888888889	14.404761904761905	15.375	11.683333333333334
ERR209648	17.0	394.0	24.5	31040.953641165594	20.4	9872.426406926405	124.33333333333334	977.785173160173	876.7791666666666	5.0	146.44444444444446	103.35	224.9333333333333	84.875
ERR209653	16.5	425.0	27.0	33855.36154738978	17.166666666666668	11556.498196248192	138.66666666666666	1279.7293290043292	1009.3363095238096	2.0	147.22222222222223	112.49166666666666	238.86666666666667	100.375
ERR209667	19.5	438.33333333333337	36.5	34600.38198793076	26.25	11146.154473304472	154.0	1285.333261183261	1101.9886904761906	5.0	164.38888888888889	118.05	249.0333333333333	90.75
ERR209671	19.5	397.6666666666667	29.0	30443.564716903184	22.25	10533.858946608945	134.5	1107.6208513708516	1017.8125	4.0	132.44444444444446	103.30833333333332	258.8666666666667	95.25
ERR209674	18.0	372.3333333333333	27.0	30920.27271792624	22.0	9885.804509379508	120.0	1132.7080808080807	906.2988095238095	6.0	128.55555555555554	86.13333333333333	209.83333333333331	77.75
ERR209679	5.666666666666667	124.0	8.0	11806.249526058738	10.0	4197.075937950938	76.75	421.21565656565656	344.164420383538	0.0	65.5	37.31666666666666	145.63333333333333	30.625
ERR209684	7.0	92.33333333333334	4.5	6457.776354201356	0.0	2610.245879120879	30.5	207.48921356421357	166.95454545454544	2.0	28.22222222222222	18.8	47.222222222222214	20.32142857142857
ERR209685	7.5	114.66666666666667	4.0	9402.859688346882	3.5	3392.88658841159	44.0	291.6306277056277	252.06666666666666	3.0	36.94444444444444	27.249999999999996	52.23333333333333	22.583333333333332
ERR209692	14.0	411.99999999999994	29.5	32592.83276421647	15.833333333333334	11356.479906204904	192.25	1299.5032106782105	1002.8028442146089	5.0	151.55555555555554	120.28333333333333	278.73333333333335	95.25
ERR209693	15.5	445.0	28.0	34035.24337095653	17.833333333333332	12086.797113997114	144.66666666666669	1268.3848484848484	1109.8415858651151	5.0	166.44444444444446	125.60833333333333	301.56666666666666	98.375
ERR209694	25.0	408.99999999999994	31.5	34069.85224972483	21.0	11074.925685425691	125.33333333333333	1245.1110389610387	958.2333333333332	4.0	152.05555555555554	119.95	267.0333333333333	86.625
ERR209696	24.5	324.66666666666663	24.0	25118.321435207305	11.166666666666666	9375.870562770562	109.5	1035.013059163059	869.9829545454546	6.0	108.33333333333333	101.68571428571428	227.66666666666663	82.0
ERR209697	32.5	430.6666666666667	30.5	34521.87657259074	15.0	12637.698088023088	156.0	1341.3612914862913	1132.7375000000002	8.0	142.72222222222223	129.275	284.2	102.125
ERR209700	9.0	185.99999999999997	12.5	15460.355792685134	8.4	5317.306313131311	91.25	560.1222943722943	505.52083333333326	1.0	72.27777777777777	45.333333333333336	162.36666666666667	52.91666666666667
ERR209701	11.5	223.66666666666666	18.5	18912.314618723194	12.25	6500.051262626262	111.83333333333333	712.8602813852812	631.4583333333333	1.0	86.66666666666666	73.625	185.5	54.5
ERR209706	25.5	405.3333333333333	22.5	33555.978196602606	11.857142857142858	11255.1215007215	149.33333333333334	1266.8113997113996	1007.4981601731602	7.0	130.77777777777777	120.8	300.44444444444446	99.875
ERR209707	22.0	415.3333333333333	22.5	34054.42762080914	14.833333333333334	11751.6626984127	156.16666666666666	1269.4753607503603	980.5740357681534	8.0	135.5	107.68333333333332	320.16666666666663	99.0
ERR209710	9.666666666666668	187.0	12.0	13690.40471409447	8.0	5394.627741702745	49.0	567.8153318903319	454.5836834733893	3.0	57.833333333333336	50.87142857142857	127.33333333333334	42.5
ERR209711	13.833333333333332	272.33333333333337	15.5	20005.516355938507	12.0	7540.281660006661	96.83333333333334	803.4079725829728	695.8511904761905	3.0	88.16666666666667	68.35714285714286	183.55555555555554	60.5
ERR209716	15.833333333333332	398.99999999999994	22.5	31947.43700793852	17.4	11456.5965007215	122.66666666666667	1229.0617604617603	1050.3023163111397	7.0	127.83333333333331	108.51666666666667	288.1333333333333	94.25
ERR209720	20.5	342.3333333333333	20.0	27716.36751943707	13.2	9437.652849927847	114.0	952.9783549783549	809.5030303030303	6.0	106.44444444444444	96.05714285714286	236.8888888888889	82.58333333333333
ERR209722	15.5	516.6666666666667	41.5	42576.637042843344	26.4	13514.499531024529	155.58333333333334	1598.6445887445884	1257.8910714285714	3.0	181.88888888888889	122.66666666666667	274.66666666666663	118.325
ERR209725	1.0	21.666666666666668	1.5	2034.6920650986447	0.0	508.4250305250306	8.166666666666668	65.04823232323233	71.83585858585857	0.0	7.833333333333333	8.100000000000001	13.75	5.6
ERR209726	17.5	424.0	32.0	33587.572508348414	22.6	11208.591161616165	128.16666666666669	1315.5062049062049	1137.7103174603174	4.0	154.77777777777777	105.33333333333333	256.7	86.0
ERR209731	8.333333333333332	249.66666666666666	15.0	19400.83984165099	10.6	7128.659668109669	91.0	751.0244949494951	654.4278873087696	2.0	94.72222222222223	69.925	197.9	58.0
ERR209732	8.833333333333332	291.99999999999994	17.5	21405.792587529446	14.6	8020.9950937950925	110.25	841.7318542568546	750.6661387631976	2.0	114.16666666666667	73.66666666666667	249.2	66.625
ERR209740	18.833333333333332	421.6666666666667	31.5	34128.96605023625	22.6	12154.813419913424	179.5	1234.3233405483406	1184.5291962939023	4.0	161.22222222222223	126.71666666666667	329.6333333333333	105.5
ERR209745	15.0	279.66666666666663	17.5	22828.36295117925	13.6	7459.530591630593	96.66666666666666	879.7727633477635	694.1309523809523	4.0	88.88888888888889	71.7	167.56666666666666	67.5
ERR209746	24.0	396.0	27.5	32055.740132873263	19.6	10544.454256854257	135.0	1239.5071428571428	980.9400793650793	6.0	127.88888888888889	103.30833333333332	250.16666666666669	94.375
ERR209748	16.0	223.33333333333331	12.5	17914.110431356086	9.166666666666666	6579.6917388167385	70.0	631.8450216450216	574.3974897651367	3.0	87.0	54.666666666666664	152.9	52.625
ERR209749	17.166666666666668	307.66666666666663	15.0	24719.163979494395	11.666666666666666	8758.568650793646	97.08333333333333	913.6256493506494	756.8188536953243	3.0	112.94444444444444	73.78333333333333	207.9	71.625
ERR209764	8.5	344.3333333333333	26.0	28241.31259477238	24.5	9285.780158730158	110.66666666666667	1057.7808080808081	951.4974206349206	4.0	133.55555555555554	103.25833333333333	213.33333333333331	74.25
ERR209782	13.0	301.66666666666663	19.5	21645.14671778086	13.4	7523.420418470416	95.33333333333334	820.7409090909091	732.2166666666668	4.0	106.05555555555556	75.45	142.9	53.25
ERR209799	7.5	121.33333333333333	11.0	9444.083800946835	7.75	3079.847763347762	49.5	360.4791125541125	312.29999999999995	1.0	39.77777777777778	35.65	81.76666666666665	27.5
ERR209810	19.0	368.0	24.0	27416.699569290366	14.6	9600.237193362194	122.16666666666666	844.6959956709957	870.6863636363636	5.0	106.38888888888889	98.97142857142858	201.44444444444446	75.875
ERR209811	2.5	71.33333333333334	6.0	5359.2578449328485	4.25	1571.4380119880122	23.833333333333332	169.719696969697	162.94242424242424	1.0	18.444444444444443	20.57142857142857	40.55555555555556	18.607142857142858
ERR209812	18.5	319.0	18.0	24620.716683316692	12.8	8779.81767676768	116.5	889.940187590188	655.000992063492	4.0	95.72222222222223	66.20833333333334	169.63333333333333	67.5
ERR209813	4.0	78.33333333333333	5.5	5874.267650103519	3.25	1859.9988095238095	24.0	168.7247474747475	128.80113636363637	2.0	12.11111111111111	23.23333333333333	39.44444444444444	17.42857142857143
ERR209846	26.0	434.3333333333333	34.0	36814.84836036058	23.0	11713.392965367966	166.0	1398.2911616161618	1091.6309523809523	4.0	151.66666666666669	124.7	278.55555555555554	101.875
ERR209854	19.0	375.3333333333333	22.0	30802.577449123844	18.2	9946.071464646466	136.0	1145.2248917748918	1010.6065476190474	5.0	122.11111111111111	99.55	264.26666666666665	90.25
ERR209891	9.0	260.0	18.5	20830.71272456241	16.5	6428.67380952381	72.5	663.6660894660894	608.1028138528139	2.0	81.94444444444444	83.35714285714286	140.22222222222223	60.75
ERR209936	0.0	2.5	0.0	235.93448275862073	0.0	30.0	0.0	2.0	1.0	0.0	0.0	1.0	3.0	0.0
ERR209953	2.0	11.0	1.0	328.4337298215803	0.0	151.0	2.0	10.25	10.0	0.0	0.0	1.0	3.0	0.0
ERR210091	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR210092	0.0	0.0	0.0	13.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR210098	0.0	0.0	0.0	17.0	0.0	13.0	1.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0
ERR210202	0.0	0.0	0.0	64.0	0.0	20.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR210220	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
ERR210255	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR210263	1.0	0.0	0.0	16.0	0.0	14.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR210283	0.0	0.0	0.0	21.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR210366	0.0	1.6666666666666667	0.0	162.86666666666667	0.0	64.5	1.0	7.0	5.666666666666667	1.0	0.0	0.0	0.0	0.0
ERR210367	0.0	2.0	0.0	291.25354090354085	0.0	105.33333333333333	2.0	6.0	4.0	0.0	0.0	1.0	1.0	3.0
ERR210422	0.0	0.0	0.0	16.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR210495	0.0	2.0	0.0	52.05714285714286	0.0	15.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0
ERR210519	0.0	1.0	0.0	73.0	0.0	16.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0
ERR210523	0.0	1.0	0.0	111.75	0.0	25.0	1.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0
ERR210526	0.0	0.0	0.0	54.0	0.0	9.0	0.0	2.5	4.0	0.0	0.0	0.0	1.0	0.0
ERR210531	2.0	6.0	0.0	399.37777777777774	0.0	147.16666666666666	3.5	7.0	16.75	0.0	1.0	1.0	8.666666666666666	5.0
ERR210536	0.0	1.3333333333333333	0.0	100.14285714285714	0.0	40.0	1.0	2.0	0.0	0.0	1.0	0.0	1.0	3.0
ERR210545	0.0	0.0	0.0	18.0	0.0	7.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR210549	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR210558	1.0	0.0	0.0	68.5	0.0	45.0	0.0	4.0	0.0	0.0	0.0	0.0	2.0	0.0
ERR210559	0.0	0.0	0.0	27.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR210563	0.0	0.0	0.0	33.0	0.0	10.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0
ERR210568	0.0	0.0	0.0	66.5	1.0	33.0	1.0	2.0	7.0	0.0	0.0	0.0	1.0	1.0
ERR210569	0.0	0.0	0.0	36.0	0.0	15.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
ERR210578	0.0	0.0	0.0	38.21739130434783	0.0	15.0	0.0	1.0	7.0	0.0	0.0	0.0	0.0	0.0
ERR210591	1.0	13.333333333333332	0.0	1314.421097564641	1.75	534.6297619047618	7.25	53.95	43.063131313131315	0.0	12.88888888888889	4.93452380952381	20.61904761904762	6.238095238095238
ERR210592	1.0	3.0	0.0	189.86111111111111	0.0	81.5	0.0	5.0	14.0	0.0	2.0	0.0	8.0	0.0
ERR210594	2.0	2.333333333333333	0.0	239.9119047619047	0.0	67.83333333333333	0.0	8.083333333333332	9.0	0.0	2.0	0.0	3.0	0.0
ERR210598	0.0	0.0	0.0	43.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR210601	1.0	0.0	0.0	91.83333333333333	1.0	20.0	1.0	1.0	3.0	0.0	0.0	0.0	2.0	1.0
ERR210695	0.0	0.0	0.0	29.0	0.0	8.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5935740	15.0	233.66666666666669	15.0	19607.28313099944	12.8	6053.806818181818	71.83333333333334	745.1006493506494	568.4141774891775	4.0	62.16666666666666	67.95714285714286	162.33333333333331	61.875
SRR5935743	1.0	3.0	0.0	60.0	0.0	19.0	1.0	5.0	7.0	0.0	0.0	0.0	3.0	1.0
SRR5935745	13.0	206.66666666666666	13.5	16191.880505364194	9.0	5630.090187590188	61.66666666666667	683.1783189033188	418.1693181818182	3.0	53.11111111111112	70.45	133.33333333333334	50.625
SRR5935749	17.5	207.0	12.0	16725.419359051644	5.8	6210.510317460318	142.66666666666669	590.4200216450217	379.3848484848485	5.0	58.22222222222222	56.89285714285714	155.0	52.0
SRR5935752	2.0	38.666666666666664	2.0	3877.390837988981	2.25	1425.0585747585747	28.25	160.11338383838384	104.12307692307692	1.0	19.055555555555557	12.833333333333332	59.666666666666664	14.0
SRR5935760	9.5	125.0	5.5	10226.171214896212	3.6	3585.854365079365	89.16666666666666	376.2867965367966	246.7595238095238	4.0	29.5	40.3	98.33333333333334	34.75
SRR5935764	5.5	165.33333333333331	10.0	12298.739072039076	11.5	4271.8724747474735	58.83333333333333	462.0892857142858	373.67803030303025	1.0	48.166666666666664	49.2	113.1111111111111	38.25
SRR5935765	17.5	223.33333333333334	11.5	17088.328530330433	7.0	6646.051911976913	59.166666666666664	606.6128066378067	567.1084415584415	4.0	66.66666666666666	64.84285714285714	131.33333333333331	48.833333333333336
SRR5935767	2.0	45.666666666666664	2.5	3567.9519425019425	4.0	1105.2199328449326	17.0	109.04718614718615	105.82619047619048	2.0	12.444444444444445	17.69047619047619	21.0	10.107142857142858
SRR5935768	3.5	273.6666666666667	13.0	22048.042282090104	17.0	7587.312914862915	132.5	847.6808802308801	657.3035121741004	2.0	101.5	65.09166666666667	242.4	81.25
SRR5935769	6.833333333333333	226.0	13.5	18687.646674412626	12.8	6780.445743145741	118.25	747.854761904762	570.0879120879122	3.0	82.61111111111111	61.391666666666666	253.13333333333333	65.0
SRR5935770	6.0	166.66666666666666	9.0	12119.618162393159	0.0	4066.632387057387	47.666666666666664	428.3633838383838	363.90909090909093	1.0	48.44444444444444	41.75714285714286	100.11111111111111	38.25
SRR5935771	13.0	204.0	13.0	17135.619762025173	9.6	5717.027777777775	115.75	555.6284992784992	457.53749999999997	5.0	63.833333333333336	50.858333333333334	141.2	48.75
SRR5935772	17.0	254.33333333333331	14.5	19220.3841933799	9.6	6985.353318903317	86.66666666666666	784.7330447330448	527.9041666666667	6.0	61.833333333333336	65.41666666666667	165.9666666666667	59.625
SRR5935773	13.5	197.33333333333331	9.5	15506.224481074487	6.6	5661.103102453104	71.0	551.6542929292929	410.5867424242424	6.0	50.333333333333336	51.32857142857143	146.33333333333331	50.625
SRR5935774	3.5	165.33333333333334	12.5	14590.431617853717	12.0	4379.294696969696	64.5	469.48932178932176	497.7238095238095	3.0	67.66666666666666	47.233333333333334	102.2	39.875
SRR5935777	4.0	110.33333333333333	8.5	9806.984082584087	0.0	2890.9313492063507	35.5	335.00851370851365	288.27916666666664	1.0	42.22222222222222	37.5	59.46666666666667	26.25
SRR5935778	15.5	253.66666666666669	12.0	19732.682173382178	13.5	6993.997691197689	99.16666666666666	752.6253607503606	586.9117424242424	5.0	71.61111111111111	85.1	157.66666666666666	59.375
SRR5935780	7.666666666666666	104.66666666666666	5.0	9274.380694305695	4.6	3183.0210317460323	32.166666666666664	291.9623376623376	228.97352941176473	3.0	26.333333333333332	39.8	66.66666666666666	28.25
SRR5935781	6.0	66.33333333333334	4.0	4751.328003663003	4.5	1580.0373015873013	22.0	154.1361111111111	122.57922077922078	2.0	10.722222222222221	20.4	36.375	15.333333333333332
SRR5935784	14.0	202.0	10.5	16796.40231048774	7.6	6008.996825396827	77.0	624.1620851370851	456.16666666666663	7.0	56.5	46.625	122.56666666666668	49.625
