sample	Group	Biosynthesis_of_Cofactors_and_Vitamins	Carbohydrate_metabolism	Cellular_Structure_and_Modification_of_Macromolecules	Central_metabolism_and_energy	Lipid_metabolism	Metabolism_of_Alcohols_and_Aldehydes	Metabolism_of_Aromatic_Compounds_and_Xenobiotics	Metabolism_of_Carboxylic_Acids	Metabolism_of_amino_acids_and_derivatives	Nucleotide_and_Nucleic_Acid_Metabolism	Signaling_and_Regulation_Metabolism	Specialized_and_Miscellaneous_Routes	NA
train_1061	H	0.00583876356	0.00365005024	0.00177507277	0.00722300085	0.00423368158	0.0004894195	0.001317264567	0.0017829944	0.007517422934	0.00698370459	9.59271e-05	0.00351397445	0.0010986029
train_1062	MD	0.006764210392	0.004046397302	0.002814003474	0.006131806624	0.002233420018	0.000213688715	0.00267412262	0.001937913614	0.00942182339	0.00936169457	3.9892e-05	0.00376437119	0.00140468581
train_1063	MD	0.00669761632	0.00334915099	0.0029055343	0.00462943156	0.00173466176	0.000113101794	0.00239597014	0.00167405348	0.00899834203	0.01079050704	2.35365e-05	0.003828844448	0.00110490565
train_1064	MD	0.00684346363	0.00400455339	0.00279188421	0.00512942689	0.002103701577	9.848754e-05	0.00222169903	0.0021900783	0.00958808618	0.00892739746	2.87201e-05	0.00342906762	0.0011211314
train_1065	MD	0.00800340765	0.00416606533	0.0024551159	0.00731456921	0.00488057368	0.00036460765	0.001970152488	0.0022847528	0.0086910275	0.00838590762	0.0001252991	0.004268106565	0.00139818692
train_1066	MD	0.00715986295	0.00428214519	0.00269513369	0.006337978942	0.003171939346	0.00023973441	0.0026282871	0.0020103808	0.0095151048	0.0093625426	7.02049e-05	0.00384245213	0.0014946206
train_1067	MD	0.00585982873	0.00378941399	0.0024941891	0.00453242855	0.00137926014	0.000139789098	0.0017209714	0.0017679172	0.00847788337	0.0084801179	9.70905e-05	0.00286760389	0.0010586408
train_1068	MD	0.00785878249	0.00443146203	0.00289967981	0.00626298372	0.002344912942	0.00022029864	0.001847704178	0.00214409705	0.010478942918	0.0092150974	8.823487e-05	0.003305533047	0.001354627499
train_1069	MD	0.00621154919	0.00319020401	0.0024904628	0.00564327286	0.00139851542	0.00024164339	0.00200335463	0.00182757522	0.00943848745	0.01003309018	8.62988e-05	0.00317686702	0.00099710319
train_107	NP	0.00861733996	0.005522059119	0.003330199125	0.008554292962	0.00283516768	0.00027519731	0.002593048932	0.0025636522	0.01235089396	0.012338098874	0.0001260871	0.00378798917	0.00161413301
train_1070	H	0.00667222331	0.00341451173	0.002852725	0.00463645254	0.00198372533	0.00011437055	0.00193051899	0.00183265257	0.0089457516	0.00903243007	3.2859e-05	0.00358444843	0.0010257914
train_1071	H	0.00777756434	0.0048661375	0.0031258	0.00524476642	0.00181106881	0.00010377536	0.00196949002	0.00251683865	0.01095474024	0.0095993609	3.76977e-05	0.00347635814	0.00150931639
train_1072	H	0.00789551918	0.003911501289	0.00294524511	0.00557654902	0.00205551791	0.000174632642	0.00204984378	0.00213264595	0.01009658812	0.009994978	7.18276e-05	0.00333855185	0.00126119596
train_1073	MD	0.006630573958	0.00348185549	0.0029280355	0.004812014048	0.002299300855	0.000162927287	0.00224463426	0.001883357421	0.00869860335	0.01047510902	3.525996e-05	0.0037426531	0.00116972221
train_1074	H	0.00613306298	0.00334158485	0.002399096509	0.00460571356	0.002631380774	0.000202126065	0.00155411183	0.00150758112	0.008161568522	0.0079196795	7.414253e-05	0.00289026754	0.00098858395
train_1075	MD	0.00848766818	0.0043501603	0.0033327059	0.00498025154	0.0024798043	0.00018020113	0.0021975758	0.00197545922	0.01095291425	0.01040304639	3.06311e-05	0.00357946574	0.00124155497
train_1076	MD	0.0063212495	0.00397987852	0.0027978027	0.00467991091	0.00183632872	0.0001296622	0.0020601025	0.00195995137	0.008993107	0.0088156086	4.67552e-05	0.00308559605	0.0011719116
train_1077	MD	0.00699433517	0.00408422192	0.003051135759	0.00559293956	0.00229509203	0.00020729451	0.001838411217	0.00185721594	0.009326326175	0.0093164619	6.88753e-05	0.00367958688	0.00125039596
train_1078	MD	0.008013870382	0.00446293195	0.003033823	0.00609536549	0.00218293193	0.00010228027	0.00244233991	0.002311423976	0.01061635762	0.00961792816	5.58902e-05	0.00393393503	0.00139752395
train_1079	MD	0.00716564625	0.00425991864	0.00291562769	0.00482237413	0.00247198805	0.00013828452	0.00198823007	0.001889148334	0.00896077815	0.00876514783	4.36819e-05	0.00352177195	0.0011843115
train_108	NP	0.007610423416	0.00440923019	0.0031229905	0.00613687754	0.00192952967	0.0001719529	0.00198662232	0.002231179481	0.01190837885	0.01043707333	6.09017e-05	0.003643790583	0.00142232649
train_1080	MD	0.007235176739	0.004259534988	0.00310437682	0.006692897667	0.002478669083	0.00030477717	0.003228562216	0.001838372378	0.0110762410312	0.01261604964	3.8317214e-05	0.00427180167	0.001758596
train_1081	MD	0.0067833248855	0.002985945179	0.00260038939	0.0043088715545	0.0028994006961	0.0001542325071	0.001701087933	0.00159048772	0.008047963004	0.00870376743	3.84729e-05	0.0033361912653	0.000968250624
train_1082	MD	0.00757586711	0.00432744768	0.0030289576	0.00491342203	0.00205397129	0.00013423173	0.00194425116	0.002238741777	0.00951282393	0.00944147978	3.81141e-05	0.00330073932	0.00133725895
train_1083	MD	0.005635665104	0.00285946499	0.0023873672	0.00474232616	0.00137023976	0.00014671412	0.00176879517	0.0014771518	0.00751297568	0.00872514629	1.6341e-05	0.00304546309	0.00101878056
train_1084	MD	0.00672012047	0.00396642488	0.00283102427	0.006052143075	0.00148203616	0.00024949488	0.00217171318	0.0019862024	0.0099858992	0.0096353193	0.000108612	0.00317763845	0.00131862998
train_1085	MD	0.00723371751	0.004460717778	0.0031343516	0.00602864813	0.00143279002	0.0001660196	0.00230425109	0.00213181493	0.01074512789	0.0095683359	8.19158e-05	0.00345704684	0.00129024651
train_1086	MD	0.00560683167	0.0036378011	0.0025064411	0.00452787593	0.0018050008	0.00011479291	0.0018431205	0.00190258987	0.0083096847	0.00809611699	3.13122e-05	0.00314135981	0.001104598
train_1087	MD	0.0072188088	0.00410510155	0.00284070225	0.00485388873	0.00221398221	0.00020325931	0.00200477359	0.0017371417	0.00897260116	0.00898801455	4.68161e-05	0.00356158469	0.00110182912
train_1088	MD	0.00610373902	0.00372832076	0.002674618	0.00535324076	0.00164068391	0.00018625368	0.00194589124	0.00172059404	0.00890837627	0.00905134387	3.56065e-05	0.0030025441	0.00118885425
train_1089	MD	0.00678707588	0.00394087813	0.0031025486	0.00612938451	0.00209939591	0.00014953345	0.00273500835	0.0019136455	0.01042374672	0.01037964549	4.0343023e-05	0.00394205021	0.001420224249
train_109	NP	0.00822249804	0.005367018194	0.0041916967	0.008221753494	0.00201761122	0.000229175352	0.00337628235	0.00274756478	0.014391513991	0.0130312149	7.68855e-05	0.004876644974	0.0018393306
train_1090	MD	0.00641565824	0.00343108939	0.00274965353	0.00506010803	0.00164070087	0.00013799206	0.002128336	0.0018013326	0.008840940373	0.01012925722	4.99521e-05	0.0033820881	0.00102124353
train_1091	MD	0.00723368026	0.00394865552	0.0031062686	0.0050002313	0.00177146626	0.00013703951	0.00190537237	0.00199948577	0.00928597744	0.0100771021	8.50362e-05	0.00327877565	0.00125001795
train_1092	MD	0.00607681436	0.00352623957	0.0025113147	0.00554975559	0.00130729253	0.0001568868	0.0023599874	0.00178309094	0.00891881356	0.00841082578	4.42055e-05	0.00282819331	0.00123227185
train_1093	MD	0.006963183314	0.003868879906	0.002794375141	0.00540505723	0.002959325409	0.000213205961	0.00229564495	0.00171330366	0.008756479281	0.0090853787	7.482832e-05	0.003732808772	0.00111482069
train_1094	H	0.007416670212	0.00426329796	0.00222823629	0.00877067304	0.00546031232	0.000582911766	0.002165407494	0.0021036356	0.008620167847	0.00848118924	0.0001114917	0.004591823384	0.00134388905
train_1095	MD	0.007808373241	0.00483529717	0.0032399775	0.00609334231	0.00291957356	0.000176673839	0.00314995465	0.002204905716	0.01101234454	0.01108789942	7.402259e-05	0.00467973005	0.00146008626
train_1096	MD	0.00726294529	0.00440490662	0.00280060742	0.005592936763	0.002935417837	0.00013840753	0.002469347711	0.00186582469	0.009509550663	0.0100499776	2.082391e-05	0.003854897235	0.00124463317
train_1097	MD	0.008669036137	0.00507934334	0.0034044805	0.007027194744	0.00194765547	0.000294764218	0.0023602817	0.00252869634	0.01161962669	0.0118804062	0.000156547	0.003708512526	0.0015478856
train_1098	MD	0.00569246331	0.00271420307	0.00273813487	0.00386948865	0.00194029778	0.0001017745478	0.00195448457	0.00146256896	0.00724043142	0.00952030136	2.75801e-05	0.0030387557737	0.00084426641
train_1099	H	0.00685484063	0.00386147356	0.00259270291	0.0067128611	0.00355297971	0.00029144968	0.002507664837	0.0020232084	0.00936446361	0.00985296412	5.58961e-05	0.00428360569	0.0013957653
train_11	H	0.00056447286	0.000303827147	0.00025890559	0.000556236029	0.000266657176	2.5102777e-05	0.00025480723	0.000156656702	0.000725637228	0.00084030885	3.59153e-06	0.000342042041	0.00010674987
train_110	NP	0.006505927415	0.003406981111	0.00332522941	0.00595478962	0.00156615286	0.000206139792	0.00230312517	0.00237091682	0.01106603754	0.01195814762	3.27512e-05	0.00416333701	0.0010977078
train_1100	MD	0.00699255979	0.004165721732	0.0030771801	0.00628167732	0.002211516924	0.00020418385	0.00285972017	0.00194225952	0.00993402159	0.0100680324	5.52983e-05	0.00388265203	0.0015338023
train_1101	MD	0.00733110515	0.00393615684	0.0028096935	0.006957550043	0.00441457884	0.000383146037	0.002328626176	0.0020548868	0.00932745471	0.0095518375	8.0403984e-05	0.00418490024	0.00144000648
train_1102	MD	0.00747338353	0.00420240479	0.0033209674	0.00587901242	0.00169037182	0.00014002607	0.00234730686	0.002159458188	0.01056891481	0.0098814351	3.24029e-05	0.00342266848	0.00136763458
train_1103	MD	0.00762249865	0.00418616371	0.0030984698	0.00458243092	0.00248665515	0.00012388978	0.00196515611	0.00215836839	0.01002260582	0.00950563055	3.62135e-05	0.00356973809	0.00119337946
train_1104	MD	0.0056148132	0.00305615797	0.0030047025	0.00390669584	0.00218014852	0.00013893896	0.0017861499	0.0012052357	0.00682496927	0.00875613349	1.94579e-05	0.00353935883	0.00075745906
train_1105	MD	0.00708129236	0.00397592203	0.0029366148	0.00460545622	0.00216291694	0.0001950248	0.0022980423	0.0018038258	0.00860779246	0.00958159915	3.54614e-05	0.00376478256	0.0011501201
train_1106	MD	0.00706043691	0.00425863891	0.0031281308	0.00500854943	0.0021915548	0.00012034481	0.00230455667	0.00168933324	0.00970374657	0.00949451403	4.11307e-05	0.00385296561	0.00117665841
train_1107	MD	0.0080061185	0.00516366374	0.0033850079	0.0059437793	0.00157876694	0.0002336492	0.00184506169	0.0023190239	0.01155887282	0.01022031756	9.12134e-05	0.00348277493	0.00154763888
train_1108	MD	0.007814367869	0.004262196632	0.00327220963	0.005949298544	0.002054026066	0.000146649602	0.002357013536	0.002147131428	0.010311283823	0.01119808384	4.68306e-05	0.0037201960631	0.00157358291
train_1109	H	0.00672129628	0.00343578413	0.00327163477	0.00490181681	0.00225754409	0.00019212262	0.00176568589	0.002025707964	0.00945427127	0.00959253784	5.67758e-05	0.00326017426	0.0011272387
train_111	NP	0.0128362571	0.00756311027	0.00355599596	0.015521669564	0.0107391221	0.000946649279	0.00255590836	0.003488864	0.01530693609	0.01232684215	0.0001965799	0.0072795406	0.0025865033
train_1110	MD	0.008141259111	0.00462626112	0.0031650988	0.00504786207	0.0021004443	0.00012091662	0.00209536495	0.00243548824	0.01038968678	0.0103118571	8.92822e-06	0.003834054358	0.001255579365
train_1111	MD	0.00787226271	0.004043822838	0.00304711114	0.00475685649	0.0020978512	0.00015740996	0.00184747146	0.00242072362	0.010431572562	0.0097643933	3.25509e-06	0.003329878956	0.001241154073
train_1112	MD	0.00676242774	0.00302937057	0.00286736101	0.00417420371	0.00187795231	0.00011476327	0.001985773911	0.00168679368	0.00820619315	0.01017109698	2.17198e-05	0.003284791678	0.0009066182
train_1113	MD	0.00707204632	0.00370217986	0.0026070606	0.004683008534	0.00292778661	0.000128765971	0.002105436298	0.00173564865	0.00856080903	0.00913617881	1.5122149e-05	0.00344819387	0.000906148881
train_1114	MD	0.00802568443	0.0044019058	0.0030621504	0.00615131064	0.0020280513	0.00010279115	0.00232657408	0.0021609195	0.01058682917	0.00921866834	5.50152e-05	0.003437155699	0.00139838282
train_1115	MD	0.00725363407	0.0039443453	0.0031352686	0.004467420874	0.00188370576	0.00011335955	0.0016620215	0.0020806182	0.0093714611	0.00883886223	2.12756e-05	0.00318497464	0.0012699491
train_1116	H	0.007397712687	0.00380013157	0.00297520371	0.00536001223	0.002939563952	0.000209725723	0.00244054575	0.00180504901	0.008834371352	0.01025610551	5.418991e-05	0.00402211869	0.0011478872
train_1117	H	0.00709048409	0.004488325751	0.00316379888	0.004785078975	0.00278690305	9.2975112e-05	0.0021425685	0.002045157599	0.01007258026	0.0105764358	2.611793e-05	0.0037726779678	0.00126199803
train_1118	MD	0.008762493135	0.005130196829	0.0035854289	0.00620338191	0.00253084544	0.000168698	0.00255286533	0.00296723003	0.012065245049	0.0119139723	3.85966e-05	0.00403828803	0.00172912762
train_1119	MD	0.007251472871	0.004020634443	0.00347545973	0.00691824251	0.002267150923	0.0001784418	0.00265203592	0.0023656925	0.01127891923	0.0110259568	8.23803e-05	0.004136017619	0.00143932589
train_112	NP	0.00868598237	0.00520696156	0.00363206594	0.006622948534	0.00202096743	0.00022335933	0.00235105532	0.00243986917	0.01341242759	0.01089138059	6.59394e-05	0.003496921564	0.0016806845
