specie,mean,std
Eggerthella_lenta,-14.300805595642778,4.546728370457388
Streptococcus_gordonii,-15.81889675516165,2.8468414792909718
Lachnospiraceae_bacterium_2_1_58FAA,-12.259931136021628,6.135004097618782
Streptococcus_parasanguinis,-9.138500244026712,6.552978512031132
Clostridium_scindens,-16.051169050305443,2.245005363316198
Bacteroides_plebeius,-12.221058624078802,7.529045338840111
Eubacterium_dolichum,-16.078487079100565,2.5376229825011283
Veillonella_dispar,-14.593932216778065,4.335896139329068
Lachnospiraceae_bacterium_3_1_57FAA_CT1,-14.32379957605042,4.776426267877459
Scardovia_wiggsiae,-16.43596047806938,1.2915061518359088
Clostridiaceae_bacterium_JC118,-14.759552723654235,4.292602466091071
Gemella_morbillorum,-16.431135927865938,1.3508780996198768
Bacteroides_nordii,-13.017478383124283,5.621070523920859
Clostridium_asparagiforme,-14.068685313913592,4.894242128094812
Lachnospiraceae_bacterium_5_1_57FAA,-15.75135482443994,3.094044779639538
Holdemania_filiformis,-12.09048637505101,5.8480674137404565
Bifidobacterium_dentium,-15.776906035280927,3.1545955982671914
Parabacteroides_goldsteinii,-13.016138691946717,6.146297911646934
Rothia_mucilaginosa,-15.000157078542658,3.961140668868146
Clostridium_perfringens,-16.073809506419053,2.5788535388062095
Fusobacterium_varium,-16.405304169458912,1.6420424071407227
Erysipelotrichaceae_bacterium_2_2_44A,-14.412282066624087,4.419679910954549
Lactobacillus_mucosae,-16.269175019724987,2.18218685569155
Erysipelotrichaceae_bacterium_5_2_54FAA,-16.301436826313775,1.8858055944822452
Subdoligranulum_variabile,-15.751043030882592,2.621665545297277
Clostridium_leptum,-9.86050038675693,6.5835623222497714
Clostridium_citroniae,-13.801042262698209,4.940917598222395
Anaerotruncus_colihominis,-13.797174414216427,5.062426271836316
Ruminococcus_torques,0.0747740800881355,2.512653404521681
Enterococcus_faecalis,-15.991052808272627,2.7856760390277637
candidate_division_TM7_single_cell_isolate_TM7c,-16.38720832606992,1.5205054395113053
Lactobacillus_salivarius,-16.120966254987643,2.4980164090516457
Blautia_producta,-16.018330640991447,2.552496747015279
Streptococcus_salivarius,-5.449845483857751,6.261732658693485
Clostridium_ramosum,-15.231794046746161,3.9221031018113095
