Sample	CMP-Legionaminate-Biosynthesis	CMP-N-Acetylneuraminate-Biosynthesis	CMP-pseudaminate biosynthesis	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	gibberellin biosynthesis II (early C-3 hydroxylation)	gibberellin biosynthesis IV (<i>Gibberella fujikuroi</i>)	gibberellin biosynthesis V	inosine-5'-phosphate biosynthesis I	inosine-5'-phosphate biosynthesis II	inosine-5'-phosphate biosynthesis III
ERR209266	5.875	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0
ERR209286	42.56666666666666	2.5	1.5	2.0	2.0	1.7142857142857142	2.0	7.6	9.0	7.6
ERR209287	10.555555555555555	0.0	0.0	1.0	1.0	0.0	1.0	2.6666666666666665	0.0	2.6666666666666665
ERR209296	44.03333333333334	3.5	2.333333333333333	0.0	0.0	0.0	0.0	9.0	11.333333333333334	9.0
ERR209298	6.428571428571429	0.0	1.0	0.0	0.0	0.0	0.0	1.5	1.6666666666666667	1.5
ERR209299	6.714285714285714	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
ERR209300	10.555555555555555	0.0	1.0	0.0	0.0	0.0	0.0	2.6666666666666665	0.0	2.6666666666666665
ERR209310	39.06666666666666	3.0	2.6666666666666665	0.0	0.0	0.0	0.0	11.5	11.666666666666666	11.5
ERR209312	3.142857142857143	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ERR209336	4.0	0.0	1.0	0.0	0.0	0.0	0.0	1.75	1.6666666666666667	1.75
ERR209339	30.4	3.5	3.333333333333333	0.0	0.0	0.0	0.0	10.8	13.333333333333334	10.8
ERR209343	10.285714285714286	0.0	0.0	0.0	0.0	0.0	0.0	3.25	3.333333333333333	3.25
ERR209354	19.566666666666666	1.0	1.0	0.0	0.0	0.0	0.0	3.8	3.6666666666666665	3.8
ERR209371	62.266666666666666	3.5	2.75	0.0	0.0	0.0	0.0	13.2	15.333333333333334	13.2
ERR209373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ERR209375	17.4	0.0	1.5	0.0	0.0	0.0	0.0	4.0	0.0	4.0
ERR209376	12.428571428571429	0.0	1.5	0.0	0.0	0.0	0.0	1.5	1.6666666666666667	1.5
ERR209378	8.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25	2.333333333333333	2.25
ERR209379	7.25	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0
ERR209380	8.75	0.0	0.0	0.0	0.0	0.0	0.0	2.333333333333333	0.0	2.333333333333333
ERR209403	46.388888888888886	2.0	2.0	0.0	0.0	0.0	0.0	9.0	12.0	9.0
ERR209404	17.0	0.0	0.0	0.0	0.0	0.0	0.0	3.75	3.6666666666666665	3.75
ERR209405	18.25	1.0	0.0	0.0	0.0	0.0	0.0	5.0	4.666666666666667	5.0
ERR209415	41.266666666666666	5.0	1.3333333333333333	0.0	0.0	0.0	0.0	10.5	10.666666666666666	10.5
ERR209431	49.8	4.5	3.25	0.0	0.0	0.0	0.0	8.4	9.666666666666666	8.4
ERR209432	24.27777777777778	0.0	1.75	0.0	0.0	0.0	0.0	4.0	4.0	4.0
ERR209433	22.7	1.5	1.5	0.0	0.0	0.0	0.0	4.8	5.333333333333333	4.8
ERR209434	21.3	1.0	1.75	0.0	0.0	0.0	0.0	5.5	5.333333333333333	5.5
ERR209439	45.93333333333334	4.0	2.25	0.0	0.0	0.0	0.0	12.8	16.333333333333332	12.8
ERR209440	10.7	0.0	1.0	0.0	0.0	0.0	0.0	3.0	3.6666666666666665	3.0
ERR209441	12.625	1.0	1.0	0.0	0.0	0.0	0.0	3.5	0.0	3.5
ERR209442	11.22222222222222	0.0	1.0	0.0	0.0	0.0	0.0	3.25	0.0	3.25
ERR209448	13.0	2.0	1.0	0.0	0.0	0.0	0.0	5.0	5.333333333333333	5.0
ERR209470	47.86666666666667	0.0	2.0	0.0	0.0	0.0	0.0	14.25	14.666666666666666	14.25
ERR209487	8.5	0.0	0.0	0.0	0.0	0.0	0.0	2.5	3.0	2.5
ERR209519	82.3	4.0	2.75	0.0	0.0	0.0	0.0	23.2	30.0	23.2
ERR209520	8.0	0.0	1.0	0.0	0.0	0.0	0.0	3.5	4.0	3.5
ERR209521	8.5	0.0	0.0	0.0	0.0	0.0	0.0	3.25	3.333333333333333	3.25
ERR209648	84.06666666666668	11.0	2.333333333333333	0.0	0.0	0.0	0.0	23.8	26.33333333333333	23.8
ERR209653	98.36666666666667	5.5	4.75	0.0	0.0	0.0	0.0	26.4	30.33333333333333	26.4
ERR209667	87.13333333333333	7.333333333333333	1.75	0.0	0.0	0.0	0.0	25.4	29.0	25.4
ERR209671	77.46666666666667	7.5	3.0	0.0	0.0	0.0	0.0	23.0	27.33333333333333	23.0
ERR209674	74.33333333333333	7.0	1.6666666666666667	0.0	0.0	0.0	0.0	25.2	30.666666666666668	25.2
ERR209679	32.75	0.0	0.0	4.0	4.0	3.7142857142857135	4.0	7.0	6.666666666666667	7.0
ERR209684	24.066666666666666	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.6666666666666665	4.0
ERR209685	30.166666666666668	3.5	1.0	0.0	0.0	0.0	0.0	8.0	9.0	8.0
ERR209692	90.3	9.0	2.6666666666666665	0.0	0.0	0.0	0.0	22.8	25.0	22.8
ERR209693	91.4	12.0	3.0	0.0	0.0	0.0	0.0	25.2	27.33333333333333	25.2
ERR209694	81.0	9.5	1.3333333333333333	0.0	0.0	0.0	0.0	28.2	31.33333333333333	28.2
ERR209696	67.3	4.5	3.0	0.0	0.0	0.0	0.0	18.0	20.0	18.0
ERR209697	96.23333333333333	5.5	3.25	0.0	0.0	0.0	0.0	23.2	27.0	23.2
ERR209700	36.77777777777778	5.5	0.0	2.0	2.0	1.7142857142857142	2.0	11.0	12.666666666666666	11.0
ERR209701	46.44444444444444	6.5	0.0	3.0	3.0	2.7142857142857144	3.0	14.6	16.333333333333332	14.6
ERR209706	86.1	4.5	2.25	0.0	0.0	0.0	0.0	23.8	27.33333333333333	23.8
ERR209707	90.06666666666668	5.5	2.0	0.0	0.0	0.0	0.0	24.8	28.33333333333333	24.8
ERR209710	39.7	4.0	1.5	0.0	0.0	0.0	0.0	9.25	9.0	9.25
ERR209711	52.1	5.0	2.5	1.0	1.0	0.0	1.0	11.8	14.666666666666666	11.8
ERR209716	87.53333333333333	8.5	3.333333333333333	0.0	0.0	0.0	0.0	23.6	26.666666666666668	23.6
ERR209720	80.03333333333333	7.5	3.5	0.0	0.0	0.0	0.0	17.8	21.0	17.8
ERR209722	113.2	10.833333333333332	5.333333333333333	0.0	0.0	0.0	0.0	30.8	33.0	30.8
ERR209725	6.0	1.5	0.0	0.0	0.0	0.0	0.0	1.5	1.6666666666666667	1.5
ERR209726	90.33333333333333	8.5	4.0	1.0	1.0	0.0	1.0	27.0	29.666666666666668	27.0
ERR209731	50.9	8.0	1.6666666666666667	0.0	0.0	0.0	0.0	15.2	16.333333333333332	15.2
ERR209732	57.1	8.0	2.333333333333333	0.0	0.0	0.0	0.0	16.0	16.666666666666668	16.0
ERR209740	86.13333333333333	9.0	4.0	2.0	2.0	1.7142857142857142	2.0	24.4	27.33333333333333	24.4
ERR209745	70.0	5.333333333333333	3.333333333333333	0.0	0.0	0.0	0.0	16.4	18.33333333333333	16.4
ERR209746	92.23333333333333	8.666666666666668	4.25	0.0	0.0	0.0	0.0	23.6	27.666666666666668	23.6
ERR209748	53.0	0.0	1.6666666666666667	0.0	0.0	0.0	0.0	14.8	16.666666666666668	14.8
ERR209749	69.46666666666667	7.5	1.6666666666666667	0.0	0.0	0.0	0.0	18.0	20.33333333333333	18.0
ERR209764	66.06666666666666	8.0	1.0	0.0	0.0	0.0	0.0	22.6	26.666666666666668	22.6
ERR209782	58.13333333333333	4.0	2.25	0.0	0.0	0.0	0.0	17.2	19.666666666666668	17.2
ERR209799	25.666666666666668	3.0	1.5	0.0	0.0	0.0	0.0	9.0	9.666666666666666	9.0
ERR209810	82.03333333333333	6.0	5.333333333333333	0.0	0.0	0.0	0.0	17.2	20.666666666666668	17.2
ERR209811	17.8	0.0	1.5	0.0	0.0	0.0	0.0	4.75	4.666666666666667	4.75
ERR209812	76.1	4.666666666666666	2.25	0.0	0.0	0.0	0.0	17.0	19.0	17.0
ERR209813	20.66666666666666	1.5	1.3333333333333333	0.0	0.0	0.0	0.0	5.0	5.666666666666667	5.0
ERR209846	89.93333333333332	9.0	2.0	0.0	0.0	0.0	0.0	24.6	27.666666666666668	24.6
ERR209854	84.03333333333333	7.0	2.5	0.0	0.0	0.0	0.0	22.6	26.666666666666668	22.6
ERR209891	53.53333333333334	6.0	1.6666666666666667	0.0	0.0	0.0	0.0	16.8	18.666666666666668	16.8
ERR209936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ERR209953	2.1666666666666665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ERR210092	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR210202	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ERR210283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ERR210366	1.6666666666666667	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5
ERR210367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0
ERR210422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ERR210495	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR210523	1.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ERR210526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ERR210531	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0
ERR210558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
ERR210559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ERR210563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ERR210568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
ERR210569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ERR210591	3.875	0.0	0.0	2.0	2.0	1.7142857142857142	2.0	1.5	0.0	0.0
ERR210592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0
ERR210594	1.4285714285714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ERR210601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ERR210695	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5935740	53.56666666666666	4.0	1.6666666666666667	0.0	0.0	0.0	0.0	15.2	18.33333333333333	15.2
SRR5935745	50.63333333333333	2.5	1.6666666666666667	0.0	0.0	0.0	0.0	10.8	11.0	10.8
SRR5935749	60.333333333333336	2.0	2.0	0.0	0.0	0.0	0.0	9.2	10.0	9.2
SRR5935752	11.75	0.0	0.0	2.0	2.0	1.7142857142857142	2.0	2.25	0.0	2.25
SRR5935760	34.666666666666664	2.0	2.333333333333333	0.0	0.0	0.0	0.0	5.6	6.0	5.6
SRR5935764	35.6	4.0	1.0	0.0	0.0	0.0	0.0	10.0	9.333333333333334	10.0
SRR5935765	54.86666666666667	4.0	1.3333333333333333	0.0	0.0	0.0	0.0	11.25	11.666666666666666	11.25
SRR5935767	9.125	0.0	0.0	0.0	0.0	0.0	0.0	3.25	3.333333333333333	3.25
SRR5935768	61.9	7.0	3.25	2.0	2.0	2.0	2.0	19.0	21.0	19.0
SRR5935769	54.93333333333334	4.5	2.0	2.0	2.0	1.7142857142857142	2.0	12.8	13.333333333333334	12.8
SRR5935770	35.4	3.0	1.3333333333333333	0.0	0.0	0.0	0.0	7.8	8.666666666666666	7.8
SRR5935771	49.6	4.5	3.0	2.0	2.0	1.7142857142857142	2.0	10.4	11.0	10.4
SRR5935772	58.233333333333334	3.5	1.75	0.0	0.0	0.0	0.0	11.8	12.0	11.8
SRR5935773	51.666666666666664	2.0	2.0	0.0	0.0	0.0	0.0	9.0	9.0	9.0
SRR5935774	41.43333333333334	3.5	2.25	1.0	1.0	1.2857142857142858	1.0	10.8	12.666666666666666	10.8
SRR5935777	23.0	4.0	1.5	0.0	0.0	0.0	0.0	8.5	7.666666666666667	8.5
SRR5935778	63.8	4.5	3.75	0.0	0.0	0.0	0.0	13.8	15.333333333333334	13.8
SRR5935780	31.7	3.0	1.3333333333333333	0.0	0.0	0.0	0.0	4.6	4.666666666666667	4.6
SRR5935781	15.25	2.0	1.6666666666666667	0.0	0.0	0.0	0.0	3.75	3.333333333333333	3.75
SRR5935784	54.93333333333334	4.5	2.75	0.0	0.0	0.0	0.0	10.2	10.666666666666666	10.2
SRR5935788	27.666666666666668	0.0	1.6666666666666667	0.0	0.0	0.0	0.0	6.6	7.0	6.6
SRR5935789	13.22222222222222	0.0	1.5	0.0	0.0	0.0	0.0	2.25	2.333333333333333	2.25
SRR5935792	47.3	2.5	2.0	0.0	0.0	0.0	0.0	10.75	9.666666666666666	10.75
SRR5935793	7.428571428571429	0.0	0.0	0.0	0.0	0.0	0.0	3.333333333333333	0.0	3.333333333333333
SRR5935794	42.625	0.0	1.0	5.0	5.0	4.428571428571429	5.0	7.8	8.0	7.8
SRR5935795	43.9	2.0	2.0	0.0	0.0	0.0	0.0	7.6	9.0	7.6
SRR5935797	31.33333333333333	3.5	2.0	0.0	0.0	0.0	0.0	7.0	6.333333333333333	7.0
SRR5935798	63.833333333333336	3.5	1.6666666666666667	0.0	0.0	0.0	0.0	16.2	17.333333333333332	16.2
SRR5935802	44.733333333333334	4.5	1.75	0.0	0.0	0.0	0.0	12.4	13.0	12.4
SRR5935805	24.53333333333333	1.0	1.25	0.0	0.0	0.0	0.0	4.0	4.0	4.0
SRR5935808	43.1	4.5	1.3333333333333333	0.0	0.0	0.0	0.0	7.4	8.333333333333334	7.4
SRR5935810	55.5	3.0	1.5	0.0	0.0	0.0	0.0	13.2	15.333333333333334	13.2
SRR5935811	31.4	3.5	0.0	0.0	0.0	0.0	0.0	5.8	6.666666666666667	5.8
SRR5935812	54.06666666666666	3.0	2.25	0.0	0.0	0.0	0.0	10.6	12.0	10.6
SRR5935813	65.43333333333334	3.0	2.0	0.0	0.0	0.0	0.0	14.2	16.666666666666668	14.2
SRR5935816	40.9	2.0	3.0	0.0	0.0	0.0	0.0	8.4	9.333333333333334	8.4
SRR5935817	57.266666666666666	2.5	3.0	0.0	0.0	0.0	0.0	11.2	12.666666666666666	11.2
SRR5935820	50.266666666666666	5.166666666666666	3.5	0.0	0.0	0.0	0.0	11.6	11.333333333333334	11.6
SRR5935823	43.93333333333334	2.0	1.0	0.0	0.0	0.0	0.0	10.0	11.333333333333334	10.0
SRR5935825	52.9	4.0	2.6666666666666665	0.0	0.0	0.0	0.0	14.0	15.333333333333334	14.0
SRR5935827	56.5	2.5	4.0	0.0	0.0	0.0	0.0	10.2	10.666666666666666	10.2
SRR5935831	29.666666666666668	2.5	1.6666666666666667	2.0	2.0	1.7142857142857142	2.0	7.0	8.333333333333334	7.0
SRR5935832	24.61111111111111	4.5	1.3333333333333333	2.0	2.0	0.0	2.0	8.25	7.0	8.25
SRR5935833	52.46666666666666	0.0	3.0	0.0	0.0	0.0	0.0	12.4	13.333333333333334	12.4
SRR5935841	32.5	2.5	0.0	0.0	0.0	0.0	0.0	5.8	6.666666666666667	5.8
SRR5935843	58.0	4.5	2.6666666666666665	0.0	0.0	0.0	0.0	14.0	14.0	14.0
SRR5935848	73.7	3.5	2.6666666666666665	2.0	2.0	0.0	2.0	18.0	19.33333333333333	18.0
SRR5935849	42.46666666666666	2.0	1.0	0.0	0.0	0.0	0.0	11.0	11.333333333333334	11.0
SRR5935850	59.7	3.5	2.75	1.0	1.0	0.0	1.0	11.8	13.0	11.8
SRR5935851	32.4	2.5	1.0	3.0	3.0	0.0	3.0	9.5	9.0	9.5
SRR5935865	30.3	1.5	2.0	0.0	0.0	0.0	0.0	9.75	9.333333333333334	9.75
SRR5935866	58.333333333333336	3.5	3.5	0.0	0.0	0.0	0.0	18.5	17.0	18.5
SRR5935871	22.633333333333333	1.5	1.5	0.0	0.0	0.0	0.0	5.75	5.666666666666667	5.75
SRR5935875	27.566666666666666	0.0	2.0	0.0	0.0	0.0	0.0	5.8	6.333333333333333	5.8
SRR5935876	54.2	3.5	2.75	0.0	0.0	0.0	0.0	12.4	13.0	12.4
SRR5935888	51.833333333333336	8.5	0.0	2.0	2.0	1.7142857142857142	2.0	14.2	16.0	14.2
SRR5935889	61.266666666666666	4.5	1.5	0.0	0.0	0.0	0.0	14.8	17.0	14.8
SRR5935891	12.444444444444445	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0
SRR5935892	15.0	0.0	1.0	0.0	0.0	0.0	0.0	4.5	4.333333333333333	4.5
SRR5935893	49.93333333333334	2.5	1.6666666666666667	0.0	0.0	0.0	0.0	9.6	10.0	9.6
SRR5935894	37.333333333333336	0.0	0.0	6.0	6.0	5.714285714285714	6.0	8.2	8.666666666666666	8.2
SRR5935897	50.666666666666664	5.5	4.0	2.0	2.0	0.0	2.0	15.8	17.0	15.8
SRR5935898	26.0	3.5	1.5	0.0	0.0	0.0	0.0	8.25	8.0	8.25
SRR5935899	51.61111111111112	11.0	1.0	2.0	2.0	1.7142857142857142	2.0	13.4	15.666666666666666	13.4
SRR5935900	38.9	3.5	0.0	0.0	0.0	0.0	0.0	7.2	8.0	7.2
SRR5935903	25.76666666666667	0.0	0.0	4.0	4.0	3.7142857142857135	4.0	5.8	6.0	5.8
SRR5935904	39.7	2.0	1.75	0.0	0.0	0.0	0.0	6.5	6.333333333333333	6.5
SRR5935905	20.125	0.0	0.0	3.0	3.0	2.7142857142857144	3.0	5.0	0.0	5.0
SRR5935912	31.96666666666667	1.5	1.5	0.0	0.0	0.0	0.0	5.8	6.0	5.8
SRR5935915	46.8	5.0	2.0	0.0	0.0	0.0	0.0	10.8	11.666666666666666	10.8
SRR5935916	57.8	4.0	3.6666666666666665	0.0	0.0	0.0	0.0	13.6	15.333333333333334	13.6
SRR5935920	43.875	0.0	0.0	4.0	4.0	4.857142857142857	4.0	9.75	0.0	9.75
SRR5935923	32.03333333333333	4.0	1.75	0.0	0.0	0.0	0.0	12.5	11.333333333333334	12.5
SRR5935924	47.16666666666666	2.5	1.3333333333333333	0.0	0.0	0.0	0.0	9.4	10.0	9.4
SRR5935929	47.06666666666666	3.0	2.5	0.0	0.0	0.0	0.0	10.8	11.333333333333334	10.8
SRR5935931	39.3	0.0	2.0	1.0	1.0	1.0	1.0	5.0	5.333333333333333	5.0
SRR5935936	19.9	2.5	2.5	0.0	0.0	0.0	0.0	6.8	7.0	6.8
SRR5935938	62.733333333333334	3.0	2.0	0.0	0.0	0.0	0.0	14.8	17.666666666666668	14.8
SRR5935953	30.3	2.5	2.333333333333333	0.0	0.0	0.0	0.0	5.5	5.333333333333333	5.5
SRR5935958	42.833333333333336	2.5	2.333333333333333	0.0	0.0	0.0	0.0	8.0	9.0	8.0
SRR5935963	75.23333333333333	6.5	4.0	0.0	0.0	0.0	0.0	18.6	22.0	18.6
SRR5935965	42.63333333333333	4.5	1.75	0.0	0.0	0.0	0.0	12.6	13.666666666666666	12.6
SRR5935966	56.3	4.5	3.25	0.0	0.0	0.0	0.0	13.6	15.666666666666666	13.6
SRR5935968	58.0	4.0	2.0	0.0	0.0	0.0	0.0	15.8	16.666666666666668	15.8
SRR5935970	64.26666666666667	2.5	2.5	0.0	0.0	0.0	0.0	14.2	16.333333333333332	14.2
SRR5935971	39.0	3.0	2.0	1.0	1.0	0.0	1.0	11.0	12.333333333333334	11.0
SRR5935975	55.4	4.0	2.0	0.0	0.0	0.0	0.0	16.0	15.666666666666666	16.0
SRR5935976	43.333333333333336	1.5	2.333333333333333	0.0	0.0	0.0	0.0	9.8	11.333333333333334	9.8
SRR5935981	42.8	3.0	2.6666666666666665	0.0	0.0	0.0	0.0	11.6	13.666666666666666	11.6
SRR5935984	47.2	3.0	2.0	0.0	0.0	0.0	0.0	12.4	13.666666666666666	12.4
SRR5935985	47.266666666666666	2.0	3.0	0.0	0.0	0.0	0.0	7.8	8.666666666666666	7.8
SRR5935989	50.7	2.5	2.0	0.0	0.0	0.0	0.0	13.6	14.666666666666666	13.6
SRR5935995	59.96666666666666	6.0	3.25	0.0	0.0	0.0	0.0	13.6	14.666666666666666	13.6
SRR5935996	24.76666666666667	2.0	2.6666666666666665	0.0	0.0	0.0	0.0	6.0	5.666666666666667	6.0
SRR5935997	15.25	0.0	0.0	3.0	3.0	2.7142857142857144	3.0	4.5	0.0	4.5
SRR5936013	65.86666666666667	4.0	1.75	0.0	0.0	0.0	0.0	17.0	18.33333333333333	17.0
SRR5936014	42.166666666666664	2.5	2.5	0.0	0.0	0.0	0.0	9.2	10.0	9.2
SRR5936016	44.93333333333334	5.0	2.0	2.0	2.0	0.0	2.0	12.75	10.666666666666666	12.75
SRR5936019	31.166666666666668	2.5	1.5	0.0	0.0	0.0	0.0	7.2	7.333333333333333	7.2
SRR5936020	58.06666666666666	7.666666666666666	2.0	0.0	0.0	0.0	0.0	18.6	22.666666666666668	18.6
SRR5936025	42.03333333333334	1.0	1.5	0.0	0.0	0.0	0.0	8.8	10.333333333333334	8.8
SRR5936030	44.1	3.0	2.0	0.0	0.0	0.0	0.0	8.5	7.333333333333333	8.5
SRR5936031	62.96666666666666	3.0	2.5	1.0	1.0	0.0	1.0	14.0	14.666666666666666	14.0
SRR5936035	60.4	3.0	3.75	0.0	0.0	0.0	0.0	10.4	12.0	10.4
SRR5936037	52.03333333333334	4.0	1.5	0.0	0.0	0.0	0.0	10.4	11.333333333333334	10.4
SRR5936038	38.266666666666666	6.5	1.0	2.0	2.0	1.7142857142857142	2.0	9.6	10.0	9.6
SRR5936041	33.63333333333333	0.0	2.25	0.0	0.0	0.0	0.0	5.5	5.333333333333333	5.5
SRR5936043	39.8	4.5	0.0	0.0	0.0	0.0	0.0	9.2	10.666666666666666	9.2
SRR5936044	9.88888888888889	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
SRR5936048	14.11111111111111	1.0	1.0	0.0	0.0	0.0	0.0	3.0	3.333333333333333	3.0
SRR5936052	48.0	3.0	1.6666666666666667	0.0	0.0	0.0	0.0	9.8	10.333333333333334	9.8
SRR5936056	36.96666666666666	2.0	0.0	0.0	0.0	0.0	0.0	10.4	10.666666666666666	10.4
SRR5936058	35.266666666666666	3.0	2.25	0.0	0.0	0.0	0.0	11.75	11.0	11.75
SRR5936062	32.2	0.0	1.0	2.0	2.0	2.0	2.0	8.6	9.0	8.6
SRR5936065	44.36666666666667	3.5	2.0	0.0	0.0	0.0	0.0	12.8	14.666666666666666	12.8
SRR5936071	30.433333333333334	3.0	1.0	6.0	6.0	6.0	6.0	7.0	0.0	7.0
SRR5936076	49.94444444444444	7.5	1.0	2.0	2.0	2.0	2.0	12.6	12.666666666666666	12.6
SRR5936077	16.375	1.5	1.0	0.0	0.0	0.0	0.0	6.4	7.333333333333333	6.4
SRR5936079	40.13333333333333	4.0	1.0	2.0	2.0	1.7142857142857142	2.0	10.0	11.666666666666666	10.0
SRR5936081	50.56666666666666	3.5	3.0	0.0	0.0	0.0	0.0	9.0	8.666666666666666	9.0
SRR5936084	55.7	2.5	2.6666666666666665	0.0	0.0	0.0	0.0	10.2	10.666666666666666	10.2
SRR5936092	39.266666666666666	2.5	3.25	0.0	0.0	0.0	0.0	11.5	10.666666666666666	11.5
SRR5936095	71.26666666666667	3.5	4.5	0.0	0.0	0.0	0.0	17.4	21.0	17.4
SRR5936096	5.571428571428571	0.0	0.0	2.0	2.0	2.0	2.0	1.0	0.0	1.0
SRR5936097	63.0	4.5	2.5	0.0	0.0	0.0	0.0	17.0	20.0	17.0
SRR5936098	39.46666666666666	2.5	1.5	0.0	0.0	0.0	0.0	11.4	13.0	11.4
SRR5936099	73.3	2.5	2.0	0.0	0.0	0.0	0.0	16.8	19.0	16.8
SRR5936100	12.666666666666666	0.0	0.0	1.0	1.0	0.0	1.0	4.666666666666667	0.0	4.666666666666667
SRR5936104	60.6	3.5	3.5	0.0	0.0	0.0	0.0	14.4	16.666666666666668	14.4
SRR5936105	36.96666666666666	3.5	2.0	0.0	0.0	0.0	0.0	12.0	13.333333333333334	12.0
SRR5936111	16.22222222222222	0.0	0.0	0.0	0.0	0.0	0.0	6.25	6.666666666666667	6.25
SRR5936112	55.8	3.5	2.6666666666666665	0.0	0.0	0.0	0.0	10.0	10.666666666666666	10.0
SRR5936114	49.9	3.0	2.6666666666666665	0.0	0.0	0.0	0.0	9.4	10.0	9.4
SRR5936115	85.2	5.5	3.6666666666666665	0.0	0.0	0.0	0.0	21.4	24.0	21.4
