,Healthy,Unhealthy
106,Lactobacillus_ultunensis,Staphylococcus_argenteus
107,Clostridium_sp_MSTE9,Lactobacillus_salivarius
108,Roseburia_sp_831b,Firmicutes_bacterium_CAG_424
109,Bacteroides_stercorirosoris,Eikenella_corrodens
110,Megasphaera_cerevisiae,Leptotrichia_sp_oral_taxon_498
111,Methanosphaera_sp_SHI1033,Staphylococcus_saprophyticus
112,Desulfovibrio_vulgaris,Clostridium_cadaveris
113,Aspergillus_cristatus,Fusobacterium_hwasookii
114,Raoultella_planticola,Veillonella_tobetsuensis
115,Atopobium_minutum,Trueperella_bernardiae
116,Prevotella_sp_oral_taxon_473,Selenomonas_infelix
117,Pediococcus_pentosaceus,Klebsiella_michiganensis
118,Leucobacter_komagatae,Prevotella_marshii
119,Desulfovibrio_piger,Plesiomonas_shigelloides
120,Clostridium_sp_CAG_510,Lactobacillus_panis
121,Variovorax_paradoxus,Cardiobacterium_valvarum
122,Clostridiales_bacterium_CHKCI006,Campylobacter_curvus
123,Treponema_berlinense,Prevotella_oralis
124,Actinomyces_sp_HMSC035G02,Leptotrichia_sp_oral_taxon_847
125,Bosea_vaviloviae,Prevotella_dentalis
126,Eubacterium_sp_CAG_274,Neisseria_flavescens
127,Methanobrevibacter_arboriphilus,Leuconostoc_citreum
128,Bacteroides_sartorii,Lactobacillus_fermentum
129,Bifidobacterium_ruminantium,Peptoniphilus_sp_BV3C26
130,Anaerotruncus_sp_CAG_528,Citrobacter_braakii
131,Terrisporobacter_othiniensis,Franconibacter_helveticus
132,Campylobacter_ureolyticus,Actinomyces_turicensis
133,Proteus_vulgaris,Bifidobacterium_scardovii
134,Bacteroides_sp_43_108,Lactobacillus_pontis
135,Leucobacter_sp_7_1,Citrobacter_sp_MGH106
136,Dialister_succinatiphilus,Prevotella_pallens
137,Staphylococcus_sciuri,Clostridium_sp_7_2_43FAA
138,Vibrio_fluvialis,Clostridium_baratii
139,Lactobacillus_brevis,Anaerostipes_sp_992a
140,Brevibacterium_linens,Streptococcus_sp_HMSC067H01
141,Eggerthia_catenaformis,Peptoniphilus_sp_DNF00840
142,Staphylococcus_xylosus,Lactobacillus_gasseri
143,Anaerococcus_lactolyticus,Clostridium_butyricum
144,Granulicatella_elegans,Aggregatibacter_segnis
145,Prevotella_sp_CAG_1092,Bacteroidetes_oral_taxon_274
146,Lactobacillus_algidus,Campylobacter_concisus
147,Sphingopyxis_terrae,Bavariicoccus_seileri
148,Eubacterium_sp_CAG_786,Fusobacterium_gonidiaformans
149,Christensenella_minuta,Haemophilus_paraphrohaemolyticus
150,Clostridium_sp_CAG_413,Porphyromonas_sp_oral_taxon_278
151,Mitsuokella_multacida,Streptococcus_viridans
152,Corynebacterium_argentoratense,[Collinsella]_massiliensis
153,Clostridium_sp_CAG_590,Veillonella_sp_T11011_6
154,Clostridium_hiranonis,Porphyromonas_somerae
155,Oscillibacter_sp_CAG_241,Dielma_fastidiosa
156,Enterococcus_phoeniculicola,Selenomonas_sp_oral_taxon_920
157,Lactobacillus_murinus,Bacteroides_faecis_CAG_32
158,Leclercia_adecarboxylata,Centipeda_periodontii
159,Anaerofustis_stercorihominis,Tannerella_sp_oral_taxon_808
160,Prevotella_sp_CAG_1031,Enterococcus_italicus
161,Bacillus_haynesii,Streptococcus_sp_oral_taxon_058
162,Pluralibacter_gergoviae,Haemophilus_influenzae
163,Phascolarctobacterium_sp_CAG_266,Tetragenococcus_halophilus
164,Actinomyces_sp_oral_taxon_448,Prevotella_veroralis
165,Candidatus_Gastranaerophilales_bacterium,Acinetobacter_idrijaensis
166,Rikenella_microfusus,Prevotella_multiformis
167,Desulfovibrio_sp_An276,Streptococcus_macedonicus
168,Acinetobacter_lwoffii,Prevotella_sp_oral_taxon_306
169,Faecalicatena_orotica,Clostridium_ventriculi
170,Pseudoflavonifractor_sp_An184,Bifidobacterium_gallinarum
171,Hungatella_effluvii,Lautropia_mirabilis
172,Dorea_sp_D27,Veillonella_infantium
173,Citrobacter_amalonaticus,Enterococcus_cecorum
174,Leuconostoc_garlicum,Ottowia_sp_oral_taxon_894
175,Lysinibacillus_sp_B2A1,Corynebacterium_matruchotii
176,Sodalis_praecaptivus,Selenomonas_sp_oral_taxon_126
177,Bacteroides_sp_CAG_530,Lactobacillus_vaginalis
178,Corynebacterium_flavescens,Gemella_asaccharolytica
179,Lactonifactor_longoviformis,Peptostreptococcus_anaerobius
180,Methanomassiliicoccales_archaeon_RumEn_M1,Lachnoclostridium_sp_An14
181,Pseudomonas_fluorescens_group,Vagococcus_lutrae
182,Actinomyces_georgiae,Veillonella_denticariosi
183,Pseudopropionibacterium_propionicum,Actinotignum_schaalii
184,Gemmiger_sp_An194,Oenococcus_alcoholitolerans
185,Leuconostoc_mesenteroides,Aerococcus_viridans
186,Dysgonomonas_sp_37_18,Streptococcus_sp_HMSC070B10
187,Intestinimonas_butyriciproducens,Neisseria_sicca
188,Ruminococcus_sp_CAG_579,Capnocytophaga_sputigena
189,Photobacterium_damselae,Alloprevotella_tannerae
190,Firmicutes_bacterium_CAG_110,Veillonella_rodentium
191,Weissella_viridescens,Bifidobacterium_moukalabense
192,Brevibacterium_aurantiacum,Mediterranea_sp_An20
193,Abiotrophia_defectiva,Oenococcus_oeni
194,Parabacteroides_goldsteinii,Parvimonas_sp_KA00067
195,Eubacterium_coprostanoligenes,Bacteroides_coprophilus
196,Bifidobacterium_pseudolongum,Megasphaera_micronuciformis
197,Actinomyces_naeslundii,Lactobacillus_mucosae
198,Clostridium_sp_CAG_253,Saccharomyces_cerevisiae
199,Firmicutes_bacterium_CAG_238,Lachnoclostridium_sp_An181
200,Blastocystis_sp_subtype_1,Romboutsia_lituseburensis
201,Firmicutes_bacterium_CAG_555,Actinomyces_sp_oral_taxon_414
202,Lactobacillus_mindensis,Prevotella_histicola
203,Actinomyces_sp_S6_Spd3,Neisseria_polysaccharea
204,Streptococcus_agalactiae,Dialister_micraerophilus
205,Enterococcus_malodoratus,Selenomonas_sp_oral_taxon_892
206,Parvimonas_micra,Peptoniphilus_asaccharolyticus
207,Oscillibacter_sp_PC13,Leptotrichia_sp_oral_taxon_879
208,Firmicutes_bacterium_CAG_95,Streptococcus_lutetiensis
209,Pseudoflavonifractor_capillosus,Agitococcus_lubricus
210,Cloacibacterium_normanense,Fusobacterium_equinum
211,Methanobrevibacter_smithii,Mageeibacillus_indolicus
212,Megasphaera_elsdenii,Providencia_alcalifaciens
213,Pseudomonas_yamanorum,Barnesiella_sp_An22
214,Candidatus_Gastranaerophilales_bacterium_HUM_9,Cardiobacterium_hominis
215,Corynebacterium_casei,Stomatobaculum_longum
216,Meiothermus_silvanus,Bifidobacterium_animalis
217,Anaerotignum_lactatifermentans,Kosakonia_oryzae
218,Criibacterium_bergeronii,Atopobium_vaginae
219,Lactobacillus_rhamnosus,Leuconostoc_lactis
220,Eubacterium_siraeum,Prevotella_baroniae
221,Lactococcus_petauri,Citrobacter_koseri
222,Oribacterium_parvum,Mitsuokella_sp_oral_taxon_131
223,Bacteroides_pectinophilus,Lactobacillus_alimentarius
224,Prevotella_buccalis,Eubacterium_sp_An11
225,Lactobacillus_sanfranciscensis,Prevotella_nigrescens
226,Oxalobacter_formigenes,Campylobacter_gracilis
227,Citrobacter_freundii,Lactobacillus_equicursoris
228,Microlunatus_phosphovorus,Oribacterium_sp_oral_taxon_078
229,Varibaculum_cambriense,Lactobacillus_helveticus
230,Synergistes_jonesii,Capnocytophaga_gingivalis
231,Stenotrophomonas_rhizophila,Prevotella_denticola
232,Pseudomonas_aeruginosa_group,Leptotrichia_hofstadii
233,Cutibacterium_acnes,Treponema_maltophilum
234,Alistipes_sp_CAG_831,Anaerococcus_vaginalis
235,Enterococcus_thailandicus,Lachnoanaerobaculum_saburreum
236,Bacteroides_salanitronis,Aggregatibacter_sp_oral_taxon_458
237,Absiella_dolichum,Streptococcus_downei
238,Blautia_sp_An249,Bacteroides_finegoldii
239,Acetatifactor_muris,Treponema_denticola
240,Enterococcus_gilvus,Fusobacterium_periodonticum
241,Prevotella_sp_885,Peptoniphilus_sp_HMSC062D09
242,Actinomyces_oris,Neisseria_elongata
243,Providencia_rettgeri,Staphylococcus_kloosii
244,Arcobacter_butzleri,Helicobacter_pylori
245,Succinatimonas_hippei,Bacteroides_xylanolyticus
246,Mogibacterium_timidum,Subdoligranulum_variabile
247,Rhodococcus_erythropolis,Bacteroides_coprocola
248,Lactobacillus_crustorum,Lactobacillus_buchneri
249,Campylobacter_hominis,Peptoniphilus_lacrimalis
250,Actinomyces_massiliensis,Parvimonas_sp_oral_taxon_393
251,Prevotella_sp_CAG_924,Neisseria_macacae
252,Escherichia_marmotae,Fusobacterium_nucleatum
253,Clostridium_sp_CAG_964,Prevotella_intermedia
254,Ruminococcus_sp_CAG_563,Alloprevotella_rava
255,Citrobacter_werkmanii,Bacteroides_heparinolyticus
256,Cloacibacillus_porcorum,Paraclostridium_bifermentans
257,Megasphaera_stantonii,Bacteroides_sp_OM08_11
258,Alkaliphilus_oremlandii,Veillonella_seminalis
259,Eubacterium_pyruvativorans,Selenomonas_sputigena
260,Aeromonas_veronii,Chlamydia_ibidis
261,Pseudomonas_lundensis,
262,Enorma_massiliensis,
263,Porphyromonas_gingivalis,
264,Acinetobacter_parvus,
265,Bifidobacterium_thermacidophilum,
266,Scardovia_inopinata,
267,Aeromonas_hydrophila,
268,Enterococcus_durans,
269,Streptococcus_pasteurianus,
270,Actinomyces_sp_oral_taxon_170,
271,Helicobacter_pullorum,
272,Sanguibacteroides_justesenii,
273,Bacillus_cereus_group,
274,Lactobacillus_gastricus,
275,Mycolicibacterium_obuense,
276,Fusobacterium_naviforme,
277,Lactobacillus_gallinarum,
278,Anaeromassilibacillus_sp_An250,
279,Aeromonas_dhakensis,
280,Ruminococcus_champanellensis,
281,Clostridium_asparagiforme,
282,Tropheryma_whipplei,
283,Clostridium_sp_CAG_632,
284,Methanobrevibacter_woesei,
285,Methanosphaera_cuniculi,
286,Treponema_succinifaciens,
287,Marvinbryantia_formatexigens,
288,Eubacteriaceae_bacterium_CHKCI005,
289,Parabacteroides_chinchillae,
290,Bacteroidales_bacterium_KA00251,
291,Coprococcus_eutactus,
292,Pyrococcus_yayanosii,
293,Tissierellia_bacterium_KA00581,
294,Peptococcus_niger,
295,Harryflintia_acetispora,
296,Enterococcus_pseudoavium,
297,Bacteroides_coagulans,
298,Butyrivibrio_sp_CAG_318,
299,Megasphaera_sp_DISK_18,
300,Enterobacter_mori,
301,Gemmiger_sp_An120,
302,Prevotella_sp_CAG_873,
303,Roseburia_sp_CAG_309,
304,Candidatus_Methanomassiliicoccus_intestinalis,
305,Acinetobacter_pittii,
306,Corynebacterium_variabile,
307,Clostridium_sp_CAG_299,
308,Filifactor_alocis,
309,Ruminococcaceae_bacterium_D5,
310,Candidatus_Stoquefichus_sp_KLE1796,
311,Negativicoccus_succinicivorans,
312,Dysgonomonas_mossii,
313,Firmicutes_bacterium_CAG_94,
314,Dialister_sp_CAG_357,
315,Victivallis_vadensis,
316,Actinomyces_sp_oral_taxon_181,
317,Bacteroides_faecichinchillae,
318,Cloacibacillus_evryensis,
319,Prevotella_sp_oral_taxon_376,
320,Lactococcus_piscium,
321,Coprobacillus_cateniformis,
322,Eubacterium_limosum,
323,Oribacterium_sinus,
324,Lactococcus_garvieae,
325,Anaerotruncus_colihominis,
326,Prevotella_colorans,
327,Prevotella_sp_CAG_1320,
328,Clostridium_sp_D5,
329,Anaeromassilibacillus_sp_An172,
330,Leuconostoc_suionicum,
331,Enterococcus_hirae,
332,Flavonifractor_sp_An82,
333,Actinomyces_hongkongensis,
334,Actinomyces_sp_ICM47,
335,Helicobacter_cinaedi,
336,Enterococcus_avium,
337,Clostridium_leptum,
338,Methanosphaera_stadtmanae,
339,Akkermansia_muciniphila,
340,Lactobacillus_kefiranofaciens,
341,Roseburia_sp_CAG_182,
342,Holdemania_filiformis,
343,Brachybacterium_alimentarium,
344,Sporanaerobacter_sp_PP17_6a,
345,Kocuria_indica,
346,Ruminococcus_sp_CAG_403,
347,Finegoldia_magna,
348,Bifidobacterium_catenulatum,
349,Staphylococcus_hominis,
350,Enterobacter_bugandensis,
351,Pantoea_dispersa,
352,Pediococcus_acidilactici,
353,Bifidobacterium_angulatum,
354,Catabacter_hongkongensis,
355,Streptococcus_equinus,
356,Eubacterium_saphenum,
357,Olsenella_uli,
358,Ruminococcus_sp_CAG_624,
359,Ruminococcus_sp_CAG_330,
360,Denitrobacterium_detoxificans,
361,Haemophilus_pittmaniae,
362,Clostridium_sp_chh4_2,
363,Rothia_mucilaginosa,
