"","b","hub","c"
"Lactobacillus_vaginalis",0,2,12
"Brachyspira_sp_CAG_700",8.71839581517001e-05,0,16
"Prevotella_disiens",0,0,10
"Fusobacterium_mortiferum",0,2,20
"Megasphaera_micronuciformis",0.0005231037489102,7,3
"Clostridium_paraputrificum",0,2,1
"Prevotella_buccalis",1.453065969195e-05,6,3
"Megamonas_funiformis",0,0,24
"Streptococcus_gallolyticus",0.0035745422842197,2,1
"Bifidobacterium_breve",1.453065969195e-05,5,3
"Porphyromonas_asaccharolytica",0,3,6
"Klebsiella_oxytoca",0,5,5
"Enterococcus_avium",1.453065969195e-05,4,3
"Megasphaera_sp_MJR8396C",0,2,13
"Enterococcus_gallinarum",0,1,15
"Acidaminococcus_sp_CAG_542",0,1,13
"Dialister_pneumosintes",0,4,2
"Gemella_haemolysans",0,0,13
"Campylobacter_hominis",1.453065969195e-05,3,3
"Peptoniphilus_lacrimalis",1.453065969195e-05,2,3
"Brachyspira_pilosicoli",0,2,16
"Megamonas_funiformis_CAG_377",0,2,12
"Comamonas_kerstersii",0,0,1
"Treponema_succinifaciens",0,1,16
"Clostridium_sp_CAG_632",0,0,16
"Haemophilus_pittmaniae",0,0,16
"Veillonella_rogosae",0,4,5
"Veillonella_rodentium",0.0003487358326068,1,12
"Veillonella_tobetsuensis",0,2,9
"Blautia_coccoides",0,6,4
"Lactobacillus_curvatus",0,3,2
"Rothia_dentocariosa",0.0003487358326068,0,12
"Streptococcus_cristatus",0,3,5
"Catabacter_hongkongensis",0,2,6
"Bacteroides_sp_D2",0,1,20
"Clostridium_scindens",0.000224187320961515,6,4
"Bacteroides_faecichinchillae",0,1,19
"Lachnoclostridium_sp_An14",0.0002712389809164,2,11
"Lachnoclostridium_sp_An138",0.003487358326068,2,11
"Denitrobacterium_detoxificans",0,1,6
"Clostridium_aldenense",0,1,4
"Blautia_producta",1.453065969195e-05,1,3
"Rikenella_microfusus",0,0,20
"Clostridium_methylpentosum",0.000224187320961515,5,4
"Streptococcus_sp_HPH0090",0,2,8
"Clostridium_sp_CAG_411",0,0,15
"Bacteroides_sp_CAG_443",0.00650973554199361,1,7
"Eubacterium_limosum",0,0,6
"Eubacterium_callanderi",1.453065969195e-05,0,3
"Streptococcus_agalactiae",0,1,9
"Clostridiales_bacterium_1_7_47FAA",0,1,17
"Faecalicoccus_pleomorphus",0.0002615518744551,1,1
"Blautia_hansenii",0,1,8
"Raoultella_planticola",0,0,9
"Stomatobaculum_longum",0,2,2
"Bifidobacterium_pullorum",0.000224187320961515,4,4
"Bifidobacterium_saeculare",0.000224187320961515,3,4
"Bifidobacterium_gallinarum",0.000224187320961515,2,4
"Enterococcus_casseliflavus",0,0,19
"Anaerostipes_caccae",0.000224187320961515,1,4
"Leuconostoc_carnosum",0,1,2
"Alistipes_sp_An31A",2.90613193839e-05,0,17
"Lactobacillus_reuteri",0,0,34
"Murimonas_intestini",0.0044173205463528,0,4
"Carnobacterium_divergens",0,0,2
"Raoultella_ornithinolytica",0,2,5
"Marvinbryantia_formatexigens",0.0002712389809164,1,11
"Pseudomonas_helleri",0,0,14
"Kluyvera_ascorbata",0,1,5
"Bacteroides_sp_OM08_11",0.00761406567858181,0,1
"Bacteroides_stercorirosoris",0.0002615518744551,0,1
"Candidatus_Methanomassiliicoccus_intestinalis",0.0033129904097646,1,7
"Kluyvera_cryocrescens",0,0,5
"Bacteroides_sp_CAG_661",0,0,29
"Prevotella_sp_CAG_1124",0.000871839581517001,0,7
"Gemmiger_sp_An194",0,0,8
"Gemmiger_sp_An120",0.0030223772159256,0,11
"Parabacteroides_chinchillae",0.0002324905550712,0,10
"Bacteroides_salanitronis",0,0,28
