"","b","hub","c"
"Morococcus_cerebrosus",0.00455941104039148,9,2
"Veillonella_rodentium",0.00455941104039148,8,2
"Parvimonas_sp_KA00067",0.002432812906055,6,1
"Cardiobacterium_valvarum",0,3,2
"Lactobacillus_otakiensis",0.00138881470006944,2,6
"Lactococcus_petauri",0.000267079750013354,4,5
"Enterococcus_pseudoavium",0,1,3
"Terrisporobacter_othiniensis",0,0,24
"Abiotrophia_sp_HMSC24B09",0.000154906255007745,3,2
"Streptococcus_sp_M334",0.0282290209040685,11,2
"Lactococcus_garvieae",0,0,5
"Propionibacterium_acidifaciens",0,0,28
"Streptococcus_sp_NLAE_zl_C503",0.002432812906055,4,1
"Streptococcus_sp_HPH0090",0,1,13
"Fusobacterium_gonidiaformans",0.002432812906055,3,1
"Ruminococcus_sp_CAG_624",7.12212666702277e-05,3,5
"Weissella_viridescens",0.000267079750013354,3,5
"Streptococcus_pseudopneumoniae",0,3,6
"Staphylococcus_equorum",0.000480743550024037,6,8
"Streptococcus_downei",0,2,15
"Proteus_vulgaris",0.0064099140003205,5,3
"Citrobacter_sp_MGH106",0,3,4
"Fusobacterium_periodonticum",0,0,27
"Peptostreptococcus_sp_MV1",0.002432812906055,2,1
"Parvimonas_sp_oral_taxon_393",0.002432812906055,1,1
"Abiotrophia_defectiva",0.000154906255007745,1,2
"Prevotella_intermedia",0.002432812906055,0,1
"Bifidobacterium_pullorum",0,2,1
"Bifidobacterium_saeculare",0,1,1
"Bifidobacterium_gallinarum",0.0121439093692991,5,1
"Corynebacterium_argentoratense",0.00411302815020565,5,6
"Weissella_cibaria",0,2,6
"Staphylococcus_succinus",0.00232359382511618,1,6
"Staphylococcus_sp_NAM3COL9",0.00232359382511618,0,6
"Lachnoanaerobaculum_umeaense",0.00945462315047273,7,2
"Cardiobacterium_hominis",0,1,2
"Eubacterium_minutum",0,0,2
"Blautia_sp_An249",0,1,38
"Erysipelothrix_larvae",0,1,25
"Rhodococcus_erythropolis",0,0,25
"Lactobacillus_ultunensis",0,0,18
"Lactobacillus_brevis",0.0025639656001282,3,6
"Lactobacillus_parabuchneri",0,0,6
"Candida_albicans",0,1,33
"Actinomyces_sp_oral_taxon_170",0,1,41
"Leptotrichia_sp_oral_taxon_215",0.00455941104039148,5,2
"Eikenella_corrodens",0.00552738960897202,5,2
"Streptococcus_pneumoniae",0.000908071150045403,2,6
"Gardnerella_vaginalis",0,3,9
"Clostridium_sp_chh4_2",0,0,41
"Murimonas_intestini",0,1,40
"Streptococcus_sp_HMSC070B10",0.00390018764641079,2,1
"Carnobacterium_divergens",0,0,5
"Eubacterium_nodatum",0,0,1
"Actinomyces_radicidentis",0.00160247850008012,2,3
"Marvinbryantia_formatexigens",0,0,38
"Kluyvera_intestini",0,2,8
"Corynebacterium_variabile",0,1,8
"Kosakonia_sp_S29",0,0,8
"Veillonella_denticariosi",0.000106831900005342,0,7
"Aeromonas_media",0.00608941830030447,3,4
"Leclercia_adecarboxylata",0.00455941104039148,3,2
"Citrobacter_farmeri",0,1,16
"Providencia_rettgeri",0,2,20
"Eubacterium_sp_CAG_786",7.12212666702277e-05,1,5
"Pseudoramibacter_alactolyticus",0.010510426535676,6,3
"Lactococcus_piscium",7.12212666702277e-05,0,5
"Clostridium_hiranonis",0,0,3
"Gemmiger_sp_An50",0.0234496020511725,4,3
"Campylobacter_showae",0.00455941104039148,2,2
"Actinotignum_timonense",0,2,9
"Mageeibacillus_indolicus",0,1,9
"Atopobium_vaginae",0,0,9
"Lactobacillus_algidus",0,0,40
"Serratia_marcescens",0.000908071150045403,1,6
"Pseudomonas_fragi",0,0,33
"Enterococcus_gilvus",0,0,6
"Prevotella_veroralis",0,0,6
"Shuttleworthia_satelles",0.010510426535676,4,3
"Prevotella_sp_oral_taxon_306",0,0,6
"Proteus_hauseri",0,2,3
"Alloprevotella_rava",0.000908071150045403,0,6
"Aggregatibacter_aphrophilus",0,0,2
"Porphyromonas_somerae",0,0,22
"Aeromonas_dhakensis",0,0,13
"Enterococcus_thailandicus",0,1,4
"Prevotella_oralis",0.010510426535676,2,3
"Citrobacter_europaeus",0,1,31
"Lachnoclostridium_sp_An298",0.0179477592008974,0,4
"Enterococcus_malodoratus",0.00325837295016292,0,3
"Prevotella_multiformis",0.00455941104039148,1,2
"Corynebacterium_striatum",0.00390018764641079,1,1
"Prevotella_multisaccharivorax",0,1,20
"Methanosphaera_sp_SHI1033",0,0,20
"Gemmiger_sp_An194",0,2,12
"Tropheryma_whipplei",0.00138881470006944,0,6
"Aeromonas_veronii",0,1,15
"Mitsuokella_sp_oral_taxon_131",0.010510426535676,1,3
"Lachnoclostridium_sp_An196",0,0,31
"Schwartzia_succinivorans",2.67079750013354e-05,1,10
"Alistipes_sp_CAG_831",2.67079750013354e-05,0,10
"Carnobacterium_maltaromaticum",0,2,8
"Fusobacterium_hwasookii",0.00455941104039148,0,2
"Staphylococcus_vitulinus",0,1,8
"Meiothermus_silvanus",2.67079750013354e-05,1,12
"Aeromonas_allosaccharophila",0,0,15
"Campylobacter_curvus",0,0,16
"Staphylococcus_argenteus",0.00288989023449046,1,1
"Ralstonia_insidiosa",0.00288989023449046,0,1
"Filifactor_alocis",0.00945462315047273,0,3
"Thermus_scotoductus",2.67079750013354e-05,0,12
"Edwardsiella_tarda",0,0,4
"Weissella_hellenica",0,0,8
"Corynebacterium_pseudodiphtheriticum",0.00390018764641079,0,1
