"","b","hub","c"
"Porphyromonas_asaccharolytica",0.0374613003095975,2,4
"Klebsiella_michiganensis",0.000524379225000054,0,3
"Klebsiella_oxytoca",0,0,3
"Megasphaera_sp_MJR8396C",0.00198142414860681,1,2
"Acidaminococcus_sp_CAG_542",0,0,1
"Dialister_pneumosintes",0,0,3
"Gemella_haemolysans",0.0158879899050717,3,2
"Campylobacter_hominis",0.0316477468180255,1,5
"Fusobacterium_sp_oral_taxon_370",0.00222373188031183,10,3
"Megamonas_funiformis_CAG_377",0,0,15
"Comamonas_kerstersii",0,0,7
"Clostridium_ventriculi",0.00198142414860681,0,2
"Treponema_berlinense",0.0394908840729274,1,6
"Parvimonas_sp_KA00067",0,0,4
"Leuconostoc_garlicum",0.0159538279249322,0,7
"Streptococcus_cristatus",0.0162187145881931,14,4
"Leuconostoc_pseudomesenteroides",0.0060126604940014,2,1
"Catabacter_hongkongensis",0.00811833505331958,2,5
"Clostridium_scindens",0,1,2
"Bacteroides_faecichinchillae",0,0,5
"Lachnoclostridium_sp_An14",0,8,3
"Solobacterium_moorei",0.0883384932920537,9,4
"Saccharomyces_cerevisiae",0.0687869239187525,12,1
"Abiotrophia_sp_HMSC24B09",0.0162187145881931,11,4
"Streptococcus_sp_M334",0.00222373188031183,8,3
"Blautia_producta",0.0469146981605785,2,2
"Clostridium_methylpentosum",0.0546267629858961,0,5
"Pediococcus_acidilactici",0.0245846755663531,2,2
"Streptococcus_sp_HPH0090",0.00222373188031183,7,3
"Scardovia_wiggsiae",0.0162187145881931,10,4
"Fusobacterium_equinum",0.00599931200550396,2,2
"Fusobacterium_gonidiaformans",0,0,2
"Ruminococcus_sp_CAG_624",0,1,7
"Eubacterium_sp_An11",0.0139913969094368,3,1
"Gemella_bergeri",0.0162187145881931,9,4
"Lachnoanaerobaculum_saburreum",0.0162187145881931,8,4
"Blautia_hansenii",0.0271345029239766,0,2
"Fusobacterium_periodonticum",0.0158879899050717,2,2
"Abiotrophia_defectiva",0.0162187145881931,7,4
"Stomatobaculum_longum",0.0933533021319076,10,4
"Bifidobacterium_pullorum",0,1,1
"Bifidobacterium_saeculare",0.0149204856872638,3,1
"Bifidobacterium_gallinarum",0.00379309575569326,0,1
"Lactobacillus_sanfranciscensis",0.0139913969094368,1,1
"Leuconostoc_carnosum",0,1,24
"Lachnospiraceae_bacterium_2_1_46FAA",0.0162187145881931,5,4
"Ruminococcus_sp_CAG_579",0,0,6
"Prevotella_denticola",0.00222373188031183,5,3
"Clostridium_sp_chh4_2",0,0,2
"Prevotella_oris",0.00222373188031183,4,3
"Streptococcus_massiliensis",0.0162187145881931,4,4
"Streptococcus_sp_HMSC070B10",0.00222373188031183,3,3
"Raoultella_ornithinolytica",0.0139913969094368,0,1
"Prevotella_sp_P3_122",0.0162187145881931,3,4
"Veillonella_denticariosi",0.0539387684898521,1,6
"Campylobacter_concisus",0.0635875285510005,1,4
"Brevibacterium_linens",0.0060126604940014,0,1
"Escherichia_fergusonii",0,1,22
"Proteus_mirabilis",0.0771624932163281,1,2
"Prevotella_sp_oral_taxon_376",0.00222373188031183,2,3
"Candidatus_Stoquefichus_sp_KLE1796",0.00222373188031183,1,3
"Gemmiger_sp_An87",0,0,5
"Clostridium_sp_CAG_678",0,0,24
"Prevotella_sp_oral_taxon_306",0.00222373188031183,0,3
"Barnesiella_sp_An22",0.00811833505331957,1,7
"Bacteroides_sp_OM08_11",0,1,20
"Bacteroides_stercorirosoris",0,1,7
"Bacteroides_sp_CAG_661",0,0,21
"Butyricicoccus_porcorum",0,0,22
"Oribacterium_sp_oral_taxon_078",0.0162187145881931,0,4
"Barnesiella_sp_An55",0.0317318350342086,0,7
"Alistipes_sp_CAG_831",0,0,20
"Entamoeba_dispar",0,1,10
"Entamoeba_histolytica",0,0,10
