"","b","hub","c"
"Hafnia_alvei",0.000172425684529968,14,7
"Clostridium_asparagiforme",0.000124146492861577,1,14
"Lactobacillus_sakei",0,6,1
"Christensenella_minuta",0,6,3
"Enterococcus_durans",0,1,5
"Mitsuokella_multacida",0,5,3
"Klebsiella_quasipneumoniae",0,0,23
"Alloscardovia_omnicolens",0,1,11
"Streptococcus_infantis",6.20732464307883e-05,0,24
"Ruminococcus_champanellensis",0,5,1
"Actinomyces_graevenitzii",0,0,35
"Megamonas_hypermegale",0,1,31
"Prevotella_sp_885",0,0,5
"Lactobacillus_vaginalis",0.00127250155183116,3,8
"Actinomyces_sp_HMSC035G02",0,0,30
"Eubacterium_sulci",0,8,7
"Clostridium_paraputrificum",0,0,29
"Streptococcus_infantarius",0,8,7
"Prevotella_buccalis",0,1,22
"Megamonas_funiformis",0,0,31
"Prevotella_timonensis",0,10,2
"Porphyromonas_sp_HMSC065F10",0,9,2
"Atopobium_minutum",0,8,2
"Klebsiella_michiganensis",0.000393130560728326,5,12
"Lactobacillus_iners",0,7,2
"Porphyromonas_uenonis",0,6,2
"Gemella_haemolysans",0.000172425684529968,11,7
"Campylobacter_hominis",6.20732464307883e-05,0,22
"Fusobacterium_sp_oral_taxon_370",0,1,18
"Citrobacter_freundii",4.13821642871922e-05,2,12
"Citrobacter_youngae",0.000186219739292365,3,12
"Citrobacter_werkmanii",0,3,9
"Citrobacter_portucalensis",4.13821642871922e-05,1,12
"Clostridium_ventriculi",0,7,7
"Bacillus_cereus_group",2.06910821435961e-05,3,10
"Streptococcus_macedonicus",0,1,33
"Cronobacter_sakazakii",2.06910821435961e-05,2,10
"Enterobacter_mori",0.000869025450031037,2,1
"Dialister_micraerophilus",0,5,2
"Eubacterium_coprostanoligenes",0,2,6
"Veillonella_rodentium",0,2,9
"Granulicatella_elegans",0,4,2
"Rothia_dentocariosa",0,1,6
"Lactobacillus_plantarum",0.000434512725015518,8,7
"Catabacter_hongkongensis",0,0,17
"Bacteroides_sp_D2",0,1,9
"Bacteroides_faecichinchillae",0,0,21
"Actinomyces_naeslundii",0,2,20
"Olsenella_profusa",0,4,3
"Lactobacillus_pontis",0,0,9
"Clostridium_aldenense",0.000124146492861577,0,14
"Lactococcus_garvieae",0.000434512725015518,7,7
"Propionibacterium_acidifaciens",0,3,3
"Pseudopropionibacterium_propionicum",0.000124146492861577,1,20
"Olsenella_uli",0,2,3
"Citrobacter_braakii",2.06910821435961e-05,0,12
"Scardovia_wiggsiae",0,0,38
"Streptococcus_agalactiae",0.000172425684529968,7,7
"Actinomyces_sp_oral_taxon_414",0,0,20
"Desulfovibrio_sp_An276",0,4,1
"Bifidobacterium_pseudolongum",0.000341402855369336,0,16
"Citrobacter_sp_MGH106",0,0,12
"Blautia_hansenii",0,0,42
"Raoultella_planticola",0.00111731843575419,3,1
"Enterococcus_casseliflavus",0,1,11
"Leuconostoc_lactis",0,0,18
"Prevotella_sp_CAG_891",0,1,3
"Campylobacter_gracilis",0,0,25
"Lactococcus_raffinolactis",0,6,7
"Gardnerella_vaginalis",0,3,2
"Actinomyces_radicidentis",0,2,8
"Raoultella_ornithinolytica",0,0,37
"Citrobacter_pasteurii",0,0,12
"Fusobacterium_ulcerans",0,0,36
"Parabacteroides_gordonii",0,0,15
"Proteus_mirabilis",0.000172425684529968,5,7
"Enterobacter_bugandensis",0,1,19
"Leclercia_adecarboxylata",0,2,1
"Leuconostoc_gelidum",0.000172425684529968,4,7
"Lactococcus_piscium",0,1,10
"Veillonellaceae_bacterium_DNF00626",0,2,2
"Atopobium_vaginae",0,0,33
"Kluyvera_ascorbata",0,1,8
"Pseudomonas_fragi",0.000172425684529968,3,7
"Bacteroides_sp_OM08_11",0,0,3
"Bacteroidales_bacterium_KA00251",0,1,2
"Kluyvera_cryocrescens",0.000124146492861577,1,11
"Citrobacter_europaeus",0,0,1
"Lactobacillus_harbinensis",0,0,6
"Bacillus_coagulans",0.000124146492861577,0,11
"Raoultella_terrigena",0,0,25
"Pedobacter_himalayensis",0,1,1
"Carnobacterium_maltaromaticum",0.000172425684529968,2,7
"Clavibacter_michiganensis",0.000172425684529968,1,7
"Citrobacter_gillenii",0,0,1
"Alkaliphilus_oremlandii",2.06910821435961e-05,0,10
"Lactobacillus_frumenti",0,0,8
"Geobacillus_stearothermophilus",0.000172425684529968,0,7
"Oligella_ureolytica",0,0,19
"Paenibacillus_sp_7884_2",0,0,2
