Source,Target,Correlation,Dissimilarity
67,150,0.8319327731092437,0.27516818877081645
69,96,0.865546218487395,0.25233553218512605
70,92,0.9327731092436976,0.05279355795689858
70,100,0.7983193277310926,0.27797427760402266
70,116,0.8991596638655464,0.1470854916568997
70,203,0.865546218487395,0.21154698117704754
70,213,0.9495798319327733,0.12800313357861684
72,177,0.7660198683542201,0.2973565153122352
72,188,0.8681558508014494,0.24356106146473644
74,111,0.7429320641539522,0.23721535769373595
74,132,0.7478991596638657,0.19823475834511392
74,282,0.7142857142857144,0.22271922608985212
75,131,0.9219544457292888,0.24175491689872525
78,106,0.7142857142857144,0.19225943549902982
78,152,0.8823529411764707,0.24485790267704913
80,282,0.7478991596638657,0.2660147049364475
82,88,0.8991596638655464,0.26844105068615853
82,113,0.8823529411764707,0.14020730439272275
82,177,0.865546218487395,0.2634764000594698
82,282,0.7647058823529412,0.13282726835857842
85,86,0.9206785013354645,0.24474873738164177
85,102,0.9206785013354645,0.2907208761043767
85,296,0.9636363636363636,0.1848693127309321
86,182,0.9137931034482759,0.27330795821508164
86,296,0.8852677897456388,0.18902404142743864
88,123,0.8319327731092437,0.2420398669357119
88,177,0.9831932773109244,0.09272347547937607
88,188,0.8823529411764707,0.10507159090074858
92,100,0.8487394957983194,0.287726697273595
92,116,0.9831932773109244,0.15743312049410127
92,203,0.9159663865546219,0.17757276899065316
92,213,0.9327731092436976,0.15398067961048695
94,104,0.7142857142857144,0.14189562626423358
94,113,0.73109243697479,0.2443610613240501
94,152,0.9495798319327733,0.28730068201976783
94,195,0.73109243697479,0.11073370645807704
100,116,0.8823529411764707,0.13304827206512979
100,150,0.8151260504201681,0.29634745389255907
102,182,0.9310344827586208,0.18654677525030375
103,148,0.856875308383692,0.1707577280907444
103,245,0.8677218312746247,0.22222223502274788
103,633,0.8677218312746247,0.27988944273255323
103,691,0.9294117647058824,0.2144262193442234
103,882,0.9294117647058824,0.2765743133402743
104,195,0.7983193277310926,0.19305654712009515
106,152,0.8991596638655464,0.26517802574383836
107,125,0.7983193277310926,0.21284021133219835
107,132,0.9327731092436976,0.1985925715315041
109,172,0.7142857142857144,0.28549782389718303
109,173,0.73109243697479,0.25976106519953146
109,204,0.7142857142857144,0.29113255437311375
109,274,0.8487394957983194,0.26800499257392385
111,282,0.7341916869286115,0.273236252661782
113,282,0.8991596638655464,0.13649328685939532
114,187,0.7592566023652966,0.28578551578400974
114,301,0.8677218312746247,0.2233375022359593
114,303,0.7592566023652966,0.2523889698831725
114,882,0.7592566023652966,0.24281688067656756
116,203,0.8487394957983194,0.25681108276341574
116,213,0.8823529411764707,0.25824155088665757
123,132,0.8319327731092437,0.24347420746958834
123,177,0.8991596638655464,0.18296086094530373
123,282,0.73109243697479,0.19094687784812037
124,128,0.9343933374606804,0.2901212226517139
124,434,0.9800000000000001,0.18469307962954942
125,132,0.8151260504201681,0.05280519693109522
129,180,0.76601986835422,0.2578886624013148
130,275,0.7963150425923295,0.2875603234377843
132,188,0.7142857142857144,0.27951117325786146
132,282,0.7815126050420169,0.2964681621931534
133,245,0.8677218312746247,0.15005476379543412
136,266,0.8677218312746247,0.09738716430851158
140,250,0.9532691695074738,0.20828105418354564
142,591,0.7592566023652966,0.23785166857359574
143,182,0.8000651958366297,0.23289811976563804
145,308,0.9764705882352942,0.25145673192754575
148,301,0.9002613999474232,0.2541073382017525
148,542,0.8568753083836919,0.2730627326838232
148,691,0.9219544457292888,0.22559793330461583
148,882,0.8568753083836919,0.2396611888946691
177,188,0.9327731092436976,0.1545514895115789
177,282,0.73109243697479,0.29631494606017916
180,198,0.8620689655172415,0.27139001538000973
187,301,0.9764705882352942,0.18966312251196837
187,308,0.711764705882353,0.18733738131170063
189,300,0.9294117647058824,0.24675325682393048
189,566,0.8677218312746247,0.27682404495892254
189,691,0.9294117647058824,0.1958174978205469
193,204,0.9495798319327733,0.061438346962560675
203,213,0.9159663865546219,0.1186249447121913
207,262,0.7079705552525897,0.2505251126132637
237,238,0.8498570781558132,0.17834240129397722
240,290,0.7592566023652967,0.2612669415527813
300,542,0.9294117647058824,0.27611940010441544
300,691,0.9294117647058824,0.20644512644340254
301,303,0.9764705882352942,0.27253993464854115
301,691,0.9764705882352942,0.25795532225737833
301,882,0.9764705882352942,0.09344346211687898
303,308,0.711764705882353,0.19999999157692627
308,882,0.711764705882353,0.18593449081464605
542,566,0.8677218312746247,0.177182382130931
542,633,0.8677218312746247,0.1776480564532175
542,691,0.9294117647058824,0.1323414149975747
542,882,0.9294117647058824,0.26655153707226303
691,882,0.9294117647058824,0.28468034158338196
