UNINTEGRATED	g__Cloacibacillus.s__Cloacibacillus_evryensis
UNINTEGRATED	g__Cloacibacillus.s__Cloacibacillus_porcorum
UNINTEGRATED	g__Clostridiales_unclassified.s__Bacteroides_pectinophilus
UNINTEGRATED	g__Clostridiales_unclassified.s__Clostridiales_bacterium_1_7_47FAA
UNINTEGRATED	g__Clostridiales_unclassified.s__Clostridiales_bacterium_CHKCI006
UNINTEGRATED	g__Clostridiales_unclassified.s__Clostridiales_bacterium_KLE1615
UNINTEGRATED	g__Clostridioides.s__Clostridioides_difficile
UNINTEGRATED	g__Clostridium.s__Clostridium_baratii
UNINTEGRATED	g__Clostridium.s__Clostridium_botulinum
UNINTEGRATED	g__Clostridium.s__Clostridium_butyricum
UNINTEGRATED	g__Clostridium.s__Clostridium_cadaveris
UNINTEGRATED	g__Clostridium.s__Clostridium_celatum
UNINTEGRATED	g__Clostridium.s__Clostridium_disporicum
UNINTEGRATED	g__Clostridium.s__Clostridium_neonatale
UNINTEGRATED	g__Clostridium.s__Clostridium_paraputrificum
UNINTEGRATED	g__Clostridium.s__Clostridium_perfringens
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_44_14
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_7_2_43FAA
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_AF36_4
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_AM22_11AC
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_1013
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_1024
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_1219
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_122
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_138
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_167
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_169
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_217
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_221
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_226
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_230
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_242
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_245
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_253
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_269
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_273
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_299
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_302
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_307
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_349
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_354
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_356
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_389
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_411
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_413
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_417
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_433
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_440
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_448
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_452
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_465
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_470
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_492
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_505
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_508
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_510
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_524
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_533
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_557
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_567
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_568
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_571
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_575
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_58
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_590
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_594
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_609
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_628
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_632
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_678
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_75
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_762
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_780
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_793
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_798
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_813
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_914
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_CAG_964
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_D5
UNINTEGRATED	g__Clostridium.s__Clostridium_sp_chh4_2
UNINTEGRATED	g__Clostridium.s__Clostridium_sporogenes
UNINTEGRATED	g__Collinsella.s__Collinsella_aerofaciens
UNINTEGRATED	g__Collinsella.s__Collinsella_intestinalis
UNINTEGRATED	g__Collinsella.s__Collinsella_sp_An7
UNINTEGRATED	g__Collinsella.s__Collinsella_sp_CAG_289
UNINTEGRATED	g__Collinsella.s__Collinsella_stercoris
UNINTEGRATED	g__Collinsella.s__Collinsella_tanakaei
UNINTEGRATED	g__Coprobacillus.s__Coprobacillus_cateniformis
UNINTEGRATED	g__Coprobacillus.s__Coprobacillus_sp_CAG_698
UNINTEGRATED	g__Coprobacter.s__Coprobacter_fastidiosus
UNINTEGRATED	g__Coprobacter.s__Coprobacter_secundus
UNINTEGRATED	g__Coprococcus.s__Coprococcus_catus
UNINTEGRATED	g__Coprococcus.s__Coprococcus_comes
UNINTEGRATED	g__Coprococcus.s__Coprococcus_eutactus
UNINTEGRATED	g__Coraliomargarita.s__Coraliomargarita_sp_CAG_312
UNINTEGRATED	g__Cryptobacterium.s__Cryptobacterium_sp_CAG_338
UNINTEGRATED	g__Cutibacterium.s__Cutibacterium_acnes
UNINTEGRATED	g__Desulfovibrio.s__Desulfovibrio_desulfuricans
UNINTEGRATED	g__Desulfovibrio.s__Desulfovibrio_fairfieldensis
UNINTEGRATED	g__Desulfovibrio.s__Desulfovibrio_legallii
UNINTEGRATED	g__Desulfovibrio.s__Desulfovibrio_piger
UNINTEGRATED	g__Desulfovibrio.s__Desulfovibrio_sp_An276
UNINTEGRATED	g__Desulfovibrionaceae_unclassified.s__Desulfovibrionaceae_bacterium
UNINTEGRATED	g__Dialister.s__Dialister_invisus
UNINTEGRATED	g__Dialister.s__Dialister_micraerophilus
UNINTEGRATED	g__Dialister.s__Dialister_pneumosintes
UNINTEGRATED	g__Dialister.s__Dialister_sp_CAG_357
UNINTEGRATED	g__Dialister.s__Dialister_sp_CAG_486
UNINTEGRATED	g__Dialister.s__Dialister_succinatiphilus
UNINTEGRATED	g__Dielma.s__Dielma_fastidiosa
UNINTEGRATED	g__Dorea.s__Dorea_formicigenerans
UNINTEGRATED	g__Dorea.s__Dorea_longicatena
UNINTEGRATED	g__Dorea.s__Dorea_sp_CAG_317
UNINTEGRATED	g__Dorea.s__Dorea_sp_OM02_2LB
UNINTEGRATED	g__Dysgonomonas.s__Dysgonomonas_gadei
UNINTEGRATED	g__Dysgonomonas.s__Dysgonomonas_mossii
UNINTEGRATED	g__Dysgonomonas.s__Dysgonomonas_sp_37_18
UNINTEGRATED	g__Eggerthella.s__Eggerthella_lenta
UNINTEGRATED	g__Eggerthella.s__Eggerthella_sp_CAG_209
UNINTEGRATED	g__Eggerthella.s__Eggerthella_sp_CAG_298
UNINTEGRATED	g__Eikenella.s__Eikenella_corrodens
UNINTEGRATED	g__Eisenbergiella.s__Eisenbergiella_massiliensis
UNINTEGRATED	g__Eisenbergiella.s__Eisenbergiella_tayi
UNINTEGRATED	g__Enorma.s__Enorma_massiliensis
UNINTEGRATED	g__Enterobacter.s__Enterobacter_asburiae
UNINTEGRATED	g__Enterobacter.s__Enterobacter_cancerogenus
UNINTEGRATED	g__Enterobacter.s__Enterobacter_cloacae
UNINTEGRATED	g__Enterobacter.s__Enterobacter_hormaechei
UNINTEGRATED	g__Enterobacter.s__Enterobacter_kobei
UNINTEGRATED	g__Enterobacter.s__Enterobacter_roggenkampii
UNINTEGRATED	g__Enterococcus.s__Enterococcus_asini
UNINTEGRATED	g__Enterococcus.s__Enterococcus_avium
UNINTEGRATED	g__Enterococcus.s__Enterococcus_casseliflavus
UNINTEGRATED	g__Enterococcus.s__Enterococcus_durans
UNINTEGRATED	g__Enterococcus.s__Enterococcus_faecalis
UNINTEGRATED	g__Enterococcus.s__Enterococcus_faecium
UNINTEGRATED	g__Enterococcus.s__Enterococcus_gallinarum
UNINTEGRATED	g__Enterococcus.s__Enterococcus_hirae
UNINTEGRATED	g__Enterococcus.s__Enterococcus_mundtii
UNINTEGRATED	g__Enterococcus.s__Enterococcus_pseudoavium
UNINTEGRATED	g__Enterococcus.s__Enterococcus_raffinosus
UNINTEGRATED	g__Enterococcus.s__Enterococcus_saccharolyticus
UNINTEGRATED	g__Enterococcus.s__Enterococcus_thailandicus
UNINTEGRATED	g__Enteroscipio.s__Enteroscipio_rubneri
UNINTEGRATED	g__Erysipelatoclostridium.s__Clostridium_innocuum
UNINTEGRATED	g__Erysipelatoclostridium.s__Clostridium_spiroforme
UNINTEGRATED	g__Erysipelatoclostridium.s__Erysipelatoclostridium_ramosum
UNINTEGRATED	g__Erysipelotrichaceae_unclassified.s__Erysipelotrichaceae_bacterium_3_1_53
UNINTEGRATED	g__Escherichia.s__Escherichia_coli
UNINTEGRATED	g__Escherichia.s__Escherichia_fergusonii
UNINTEGRATED	g__Escherichia.s__Escherichia_marmotae
UNINTEGRATED	g__Eubacteriaceae_unclassified.s__Eubacteriaceae_bacterium_CHKCI005
UNINTEGRATED	g__Eubacterium.s__Eubacterium_callanderi
UNINTEGRATED	g__Eubacterium.s__Eubacterium_eligens
UNINTEGRATED	g__Eubacterium.s__Eubacterium_hallii
UNINTEGRATED	g__Eubacterium.s__Eubacterium_ramulus
UNINTEGRATED	g__Eubacterium.s__Eubacterium_sp_36_13
UNINTEGRATED	g__Eubacterium.s__Eubacterium_sp_AF17_7
UNINTEGRATED	g__Eubacterium.s__Eubacterium_sp_An11
UNINTEGRATED	g__Eubacterium.s__Eubacterium_sp_CAG_115
UNINTEGRATED	g__Eubacterium.s__Eubacterium_sp_CAG_161
UNINTEGRATED	g__Eubacterium.s__Eubacterium_sp_CAG_180
UNINTEGRATED	g__Eubacterium.s__Eubacterium_sp_CAG_192
UNINTEGRATED	g__Eubacterium.s__Eubacterium_sp_CAG_251
UNINTEGRATED	g__Eubacterium.s__Eubacterium_sp_CAG_252
UNINTEGRATED	g__Eubacterium.s__Eubacterium_sp_CAG_274
UNINTEGRATED	g__Eubacterium.s__Eubacterium_sp_CAG_38
UNINTEGRATED	g__Eubacterium.s__Eubacterium_sp_CAG_581
UNINTEGRATED	g__Eubacterium.s__Eubacterium_sp_CAG_786
UNINTEGRATED	g__Eubacterium.s__Eubacterium_sp_CAG_841
UNINTEGRATED	g__Eubacterium.s__Eubacterium_ventriosum
UNINTEGRATED	g__Faecalibacterium.s__Faecalibacterium_prausnitzii
UNINTEGRATED	g__Faecalibacterium.s__Faecalibacterium_sp_CAG_74
UNINTEGRATED	g__Faecalicatena.s__Faecalicatena_contorta
UNINTEGRATED	g__Faecalicoccus.s__Faecalicoccus_pleomorphus
UNINTEGRATED	g__Faecalitalea.s__Faecalitalea_cylindroides
UNINTEGRATED	g__Firmicutes_unclassified.s__Firmicutes_bacterium_AF16_15
UNINTEGRATED	g__Firmicutes_unclassified.s__Firmicutes_bacterium_AM10_47
UNINTEGRATED	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_102
UNINTEGRATED	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_103
UNINTEGRATED	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_110
UNINTEGRATED	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_114
UNINTEGRATED	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_124
UNINTEGRATED	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_129
UNINTEGRATED	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_137
UNINTEGRATED	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_145
UNINTEGRATED	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_170
UNINTEGRATED	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_176
UNINTEGRATED	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_194
UNINTEGRATED	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_238
UNINTEGRATED	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_240
UNINTEGRATED	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_272
UNINTEGRATED	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_313
UNINTEGRATED	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_345
UNINTEGRATED	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_41
UNINTEGRATED	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_424
UNINTEGRATED	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_460
UNINTEGRATED	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_475
UNINTEGRATED	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_534
UNINTEGRATED	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_552
UNINTEGRATED	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_555
UNINTEGRATED	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_56
UNINTEGRATED	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_582
UNINTEGRATED	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_646
UNINTEGRATED	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_65_45_313
UNINTEGRATED	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_791
UNINTEGRATED	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_83
UNINTEGRATED	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_884
UNINTEGRATED	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_94
UNINTEGRATED	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_95
UNINTEGRATED	g__Flavonifractor.s__Flavonifractor_plautii
UNINTEGRATED	g__Flavonifractor.s__Flavonifractor_sp_An10
UNINTEGRATED	g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans
UNINTEGRATED	g__Fusobacterium.s__Fusobacterium_equinum
UNINTEGRATED	g__Fusobacterium.s__Fusobacterium_gonidiaformans
UNINTEGRATED	g__Fusobacterium.s__Fusobacterium_mortiferum
UNINTEGRATED	g__Fusobacterium.s__Fusobacterium_nucleatum
UNINTEGRATED	g__Fusobacterium.s__Fusobacterium_sp_CAG_439
UNINTEGRATED	g__Fusobacterium.s__Fusobacterium_ulcerans
UNINTEGRATED	g__Gardnerella.s__Gardnerella_vaginalis
UNINTEGRATED	g__Gemella.s__Gemella_asaccharolytica
UNINTEGRATED	g__Gemmiger.s__Gemmiger_formicilis
UNINTEGRATED	g__Gemmiger.s__Gemmiger_sp_An87
UNINTEGRATED	g__Gordonibacter.s__Gordonibacter_pamelaeae
UNINTEGRATED	g__Gordonibacter.s__Gordonibacter_sp_An232A
UNINTEGRATED	g__Gordonibacter.s__Gordonibacter_urolithinfaciens
UNINTEGRATED	g__Granulicatella.s__Granulicatella_adiacens
UNINTEGRATED	g__Haemophilus.s__Haemophilus_haemolyticus
UNINTEGRATED	g__Haemophilus.s__Haemophilus_influenzae
UNINTEGRATED	g__Haemophilus.s__Haemophilus_parainfluenzae
UNINTEGRATED	g__Haemophilus.s__Haemophilus_pittmaniae
UNINTEGRATED	g__Haemophilus.s__Haemophilus_sputorum
UNINTEGRATED	g__Hafnia.s__Hafnia_alvei
UNINTEGRATED	g__Hafnia.s__Hafnia_paralvei
UNINTEGRATED	g__Harryflintia.s__Harryflintia_acetispora
UNINTEGRATED	g__Holdemanella.s__Holdemanella_biformis
UNINTEGRATED	g__Holdemania.s__Holdemania_filiformis
UNINTEGRATED	g__Hungatella.s__Hungatella_effluvii
UNINTEGRATED	g__Hungatella.s__Hungatella_hathewayi
UNINTEGRATED	g__Intestinibacter.s__Intestinibacter_bartlettii
UNINTEGRATED	g__Intestinimonas.s__Intestinimonas_butyriciproducens
UNINTEGRATED	g__Klebsiella.s__Klebsiella_aerogenes
UNINTEGRATED	g__Klebsiella.s__Klebsiella_grimontii
UNINTEGRATED	g__Klebsiella.s__Klebsiella_michiganensis
UNINTEGRATED	g__Klebsiella.s__Klebsiella_oxytoca
UNINTEGRATED	g__Klebsiella.s__Klebsiella_pneumoniae
UNINTEGRATED	g__Klebsiella.s__Klebsiella_quasipneumoniae
UNINTEGRATED	g__Klebsiella.s__Klebsiella_variicola
UNINTEGRATED	g__Kluyvera.s__Kluyvera_ascorbata
UNINTEGRATED	g__Kluyvera.s__Kluyvera_cryocrescens
UNINTEGRATED	g__Kosakonia.s__Kosakonia_oryzae
UNINTEGRATED	g__Kosakonia.s__Kosakonia_sacchari
