Sample	(<i>Z</i>)-butanethiol-<i>S</i>-oxide biosynthesis	(R)- and (S)-3-hydroxybutyrate biosynthesis	1,5-anhydrofructose degradation	2-aminoethylphosphonate degradation I	2-aminoethylphosphonate degradation II	3-methylbutanol biosynthesis	<i>Methanobacterium thermoautotrophicum</i> biosynthetic metabolism	<i>all-trans</i>-farnesol biosynthesis	<i>trans, trans</i>-farnesyl diphosphate biosynthesis	AEROBIC-RESPIRATION	AMINE-DEG	ANAEROBIC-RESPIRATION	AROMATIC-COMPOUNDS-BIOSYN	AROMATIC-COMPOUNDS-DEGRADATION	Acetoin-Biosynthesis	Acetyl-CoA-Biosynthesis	Acetyl-CoA-Butyrate	Acid-Resistance	Activation	Alcohol-Degradation	Aldehyde-Degradation	Amino-Acid-Biosynthesis	Amino-Acid-Degradation	Aminoacyl-tRNAs-Charging	Antibiotic-Resistance	Arsenate-Detoxification	Butanediol-Biosynthesis	C1-COMPOUNDS	C4 photosynthetic carbon assimilation cycle, NAD-ME type	C4 photosynthetic carbon assimilation cycle, NADP-ME type	C4 photosynthetic carbon assimilation cycle, PEPCK type	CARBOXYLATES-DEG	CHEMOAUTOTROPHIC-ENERGY-METABOLISM	CHLORINATED-COMPOUNDS-DEG	Carbohydrates-Biosynthesis	Carbohydrates-Degradation	Cell-Structure-Biosynthesis	Cofactor-Biosynthesis	Cyanide-Detoxification	Electron-Transfer	Entner-Duodoroff-Pathways	Fatty-Acid-and-Lipid-Degradation	GLYCOLYSIS-VARIANTS	HORMONE-DEG	HORMONE-SYN	Hydrogen-Production	Interconversion	Lipid-Biosynthesis	METHANOGENESIS	Mercury-Detoxification	Metabolic-Regulators	NADH repair	NUCLEO-DEG	Noncarbon-Nutrients	Nucleotide-Biosynthesis	OTHER-ENERGY	Other-Degradation	Other-biosynthesis	Pentose-Phosphate-Cycle	Polyamine-Biosynthesis	Polymer-Degradation	Protein-Degradation	Protein-Modification	Pyruvate-Degradation	Rubisco shunt	SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-DEGRADATION	Siderophores-Biosynthesis	Steroids-Degradation	TCA-VARIANTS	anaerobic energy metabolism (invertebrates, cytosol)	anaerobic energy metabolism (invertebrates, mitochondrial)	ascorbate glutathione cycle	benzoate fermentation (to acetate and cyclohexane carboxylate)	bisabolene biosynthesis	chitin degradation to ethanol	citrulline biosynthesis	crotonate fermentation (to acetate and cyclohexane carboxylate)	detoxification of reactive carbonyls in chloroplasts	ethylene biosynthesis IV	ethylene glycol biosynthesis	ethylmalonyl pathway	farnesylcysteine salvage pathway	fluoroacetate degradation	glutathione-mediated detoxification II	glyoxylate cycle	heterolactic fermentation	isopropanol biosynthesis	lactate biosynthesis (archaea)	long chain fatty acid ester synthesis for microdiesel production	methyl ketone biosynthesis	methylaspartate cycle	mixed acid fermentation	mycothiol-mediated detoxification	oxidized GTP and dGTP detoxification	photorespiration	photosynthesis light reactions	photosynthetic 3-hydroxybutyrate biosynthesis	pyruvate fermentation to hexanol	sedoheptulose bisphosphate bypass	succinate fermentation to butyrate	superoxide radicals degradation	superpathway of C28 brassinosteroid biosynthesis	superpathway of glycolysis and Entner-Doudoroff	superpathway of glyoxylate cycle and fatty acid degradation
ERR209118	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	24.0	7.0	8.0	34.0	3.0	1.0	1.0	2.0	2.0	12.0	5.0	67.0	59.0	1.0	2.0	2.0	2.0	14.0	1.0	1.0	1.0	19.0	3.0	3.0	79.0	46.0	27.0	120.0	0.0	1.0	1.0	18.0	8.0	5.0	10.0	3.0	1.0	58.0	2.0	0.0	1.0	0.0	20.0	43.0	38.0	3.0	8.0	12.0	4.0	19.0	23.0	2.0	1.0	15.0	1.0	204.0	40.0	4.0	4.0	8.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
ERR209160	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	5.0	3.0	6.0	13.0	3.0	0.0	0.0	2.0	2.0	11.0	5.0	56.0	51.0	1.0	3.0	0.0	2.0	13.0	1.0	1.0	1.0	11.0	2.0	3.0	69.0	40.0	21.0	100.0	0.0	0.0	0.0	6.0	8.0	1.0	7.0	2.0	1.0	48.0	2.0	0.0	1.0	0.0	15.0	22.0	36.0	0.0	6.0	7.0	4.0	14.0	18.0	2.0	0.0	15.0	1.0	151.0	30.0	0.0	1.0	8.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0
ERR209162	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	3.0	4.0	3.0	5.0	10.0	3.0	0.0	0.0	2.0	2.0	9.0	5.0	50.0	26.0	1.0	1.0	0.0	2.0	8.0	1.0	0.0	1.0	10.0	2.0	1.0	64.0	30.0	18.0	82.0	0.0	0.0	0.0	2.0	7.0	1.0	6.0	1.0	1.0	38.0	1.0	0.0	1.0	0.0	13.0	23.0	30.0	0.0	4.0	8.0	4.0	13.0	15.0	0.0	1.0	14.0	1.0	136.0	26.0	2.0	1.0	8.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0
ERR209163	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	4.0	3.0	5.0	11.0	3.0	0.0	0.0	2.0	2.0	6.0	4.0	56.0	31.0	1.0	1.0	0.0	2.0	9.0	1.0	1.0	1.0	9.0	1.0	1.0	56.0	36.0	17.0	87.0	0.0	0.0	0.0	2.0	7.0	1.0	7.0	0.0	1.0	40.0	1.0	0.0	1.0	0.0	12.0	25.0	35.0	0.0	4.0	5.0	4.0	14.0	22.0	0.0	1.0	13.0	1.0	137.0	24.0	2.0	1.0	8.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0
ERR209164	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	7.0	3.0	5.0	13.0	3.0	0.0	1.0	2.0	2.0	9.0	4.0	63.0	43.0	1.0	2.0	0.0	2.0	10.0	1.0	1.0	1.0	14.0	2.0	3.0	71.0	40.0	22.0	100.0	0.0	1.0	0.0	6.0	8.0	1.0	7.0	2.0	1.0	43.0	2.0	0.0	1.0	0.0	15.0	35.0	36.0	1.0	5.0	7.0	4.0	15.0	21.0	0.0	1.0	15.0	1.0	153.0	30.0	0.0	1.0	8.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0
ERR209175	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	6.0	3.0	6.0	19.0	3.0	1.0	1.0	2.0	2.0	9.0	4.0	55.0	43.0	1.0	3.0	0.0	2.0	10.0	1.0	1.0	1.0	12.0	2.0	2.0	63.0	39.0	20.0	93.0	0.0	1.0	0.0	6.0	7.0	1.0	7.0	2.0	1.0	41.0	2.0	0.0	1.0	0.0	18.0	29.0	36.0	0.0	4.0	7.0	4.0	14.0	22.0	0.0	0.0	15.0	1.0	154.0	30.0	0.0	1.0	8.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0
ERR209187	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	3.0	8.0	3.0	5.0	18.0	3.0	1.0	1.0	2.0	2.0	11.0	4.0	63.0	49.0	1.0	3.0	0.0	2.0	11.0	1.0	1.0	1.0	11.0	3.0	3.0	69.0	42.0	21.0	95.0	0.0	0.0	0.0	6.0	8.0	1.0	7.0	2.0	1.0	45.0	1.0	0.0	1.0	0.0	16.0	24.0	37.0	1.0	5.0	7.0	4.0	14.0	19.0	0.0	1.0	15.0	1.0	152.0	35.0	0.0	1.0	8.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0
ERR209223	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	3.0	6.0	3.0	6.0	12.0	3.0	0.0	1.0	1.0	2.0	8.0	4.0	57.0	41.0	1.0	2.0	0.0	2.0	11.0	1.0	1.0	1.0	11.0	2.0	2.0	71.0	39.0	18.0	87.0	0.0	0.0	0.0	7.0	8.0	1.0	7.0	2.0	1.0	40.0	1.0	0.0	1.0	0.0	16.0	28.0	31.0	0.0	4.0	8.0	2.0	13.0	19.0	0.0	1.0	15.0	1.0	143.0	28.0	2.0	1.0	8.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
ERR209225	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	18.0	3.0	5.0	22.0	3.0	1.0	1.0	1.0	2.0	11.0	5.0	62.0	54.0	1.0	2.0	0.0	2.0	12.0	1.0	1.0	1.0	15.0	2.0	3.0	71.0	42.0	22.0	105.0	1.0	1.0	2.0	18.0	8.0	2.0	7.0	2.0	1.0	49.0	2.0	0.0	1.0	1.0	20.0	28.0	38.0	1.0	9.0	11.0	4.0	19.0	18.0	0.0	0.0	15.0	1.0	171.0	35.0	4.0	4.0	8.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0
ERR209226	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	5.0	2.0	5.0	5.0	3.0	0.0	0.0	1.0	2.0	5.0	3.0	46.0	28.0	1.0	3.0	0.0	2.0	7.0	0.0	1.0	0.0	6.0	1.0	1.0	61.0	24.0	19.0	58.0	0.0	0.0	0.0	3.0	8.0	1.0	6.0	2.0	1.0	34.0	1.0	0.0	1.0	0.0	12.0	20.0	27.0	0.0	2.0	6.0	2.0	12.0	12.0	0.0	0.0	9.0	1.0	136.0	25.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ERR209246	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	12.0	3.0	5.0	18.0	3.0	1.0	1.0	2.0	2.0	11.0	5.0	67.0	49.0	1.0	3.0	0.0	2.0	14.0	1.0	1.0	1.0	15.0	3.0	3.0	78.0	43.0	23.0	102.0	0.0	0.0	1.0	8.0	8.0	1.0	8.0	2.0	1.0	45.0	2.0	0.0	1.0	1.0	19.0	38.0	37.0	1.0	3.0	9.0	4.0	19.0	20.0	0.0	1.0	15.0	1.0	157.0	36.0	2.0	1.0	8.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0
ERR209247	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	3.0	8.0	3.0	5.0	11.0	3.0	1.0	1.0	2.0	2.0	9.0	4.0	59.0	41.0	1.0	2.0	0.0	2.0	10.0	1.0	1.0	1.0	11.0	2.0	2.0	69.0	41.0	21.0	94.0	0.0	0.0	0.0	4.0	7.0	1.0	7.0	1.0	1.0	43.0	1.0	0.0	1.0	1.0	18.0	34.0	36.0	0.0	6.0	7.0	4.0	15.0	21.0	0.0	1.0	15.0	1.0	152.0	30.0	2.0	1.0	8.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0
ERR209248	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	3.0	8.0	3.0	5.0	11.0	3.0	1.0	1.0	2.0	2.0	10.0	4.0	60.0	43.0	1.0	3.0	0.0	2.0	11.0	1.0	1.0	1.0	11.0	2.0	2.0	70.0	43.0	20.0	96.0	0.0	0.0	0.0	4.0	7.0	1.0	6.0	2.0	1.0	42.0	1.0	0.0	1.0	1.0	19.0	33.0	37.0	0.0	5.0	6.0	4.0	12.0	20.0	0.0	1.0	14.0	1.0	154.0	35.0	2.0	1.0	8.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0
ERR209266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	15.0	2.0	6.0	12.0	3.0	1.0	0.0	1.0	2.0	3.0	4.0	39.0	27.0	1.0	1.0	2.0	2.0	11.0	1.0	1.0	0.0	10.0	2.0	3.0	59.0	41.0	19.0	76.0	0.0	0.0	0.0	6.0	7.0	2.0	7.0	1.0	1.0	44.0	1.0	0.0	1.0	0.0	11.0	25.0	26.0	0.0	3.0	8.0	4.0	15.0	13.0	0.0	0.0	10.0	1.0	160.0	24.0	3.0	1.0	5.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0
ERR209286	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	25.0	7.0	8.0	34.0	3.0	1.0	1.0	2.0	2.0	11.0	5.0	72.0	62.0	1.0	2.0	2.0	2.0	15.0	1.0	1.0	1.0	22.0	3.0	4.0	80.0	46.0	27.0	119.0	0.0	1.0	3.0	17.0	8.0	4.0	15.0	4.0	1.0	60.0	3.0	0.0	1.0	0.0	22.0	39.0	40.0	1.0	10.0	14.0	4.0	19.0	23.0	2.0	1.0	15.0	1.0	202.0	43.0	4.0	4.0	8.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
