taxon1,taxon2,Spearman Correlation,Bray Curtis Dissimilarity
423,1932,0.7537802965121874,0.2949911425478022
424,856,0.7089458136322316,0.22766158001739029
431,433,0.7089458136322315,0.28774207612852976
432,433,0.7089458136322315,0.24900083143970242
436,440,0.7089458136322315,0.2600346793256476
438,440,0.7089458136322315,0.08430688231500603
440,441,0.7089458136322316,0.006623557516475529
440,444,0.7089458136322316,0.17085578774719395
444,450,0.7089458136322315,0.16272152899644998
450,454,0.7089458136322316,0.2215014517609596
453,454,0.7089458136322316,0.09696894731829932
454,455,0.7089458136322315,0.08805599449843896
455,458,0.7089458136322316,0.23074576198055877
455,459,0.7089458136322316,0.23458678234857988
458,468,0.7089458136322315,0.2986536094619912
459,468,0.7089458136322315,0.2949861567823487
462,466,0.7089458136322315,0.19170488379506628
462,468,0.7089458136322315,0.14589155758894684
463,466,0.7089458136322315,0.17075065559849387
463,468,0.7089458136322315,0.11913912168591431
464,466,0.7089458136322315,0.1543878821399204
464,468,0.7089458136322315,0.09805207365309293
466,469,0.7089458136322316,0.21678005780535467
466,472,0.7089458136322316,0.26819804109843065
468,469,0.7089458136322316,0.02949613567337717
468,472,0.7089458136322316,0.0839529094232249
468,476,0.7089458136322316,0.2407801393805458
472,477,0.7089458136322315,0.25448920577807865
472,479,0.7089458136322315,0.2556153084645565
474,704,0.7089458136322316,0.17426431249693988
476,477,0.7089458136322315,0.11729384417585038
476,479,0.7089458136322315,0.1007993922875699
479,485,0.7089458136322316,0.24215628959593363
487,622,0.796721040449686,0.29689527974156255
487,1139,0.7320175208285149,0.2612018235661248
513,1134,0.7089458136322316,0.15831534579757756
520,1037,0.7089458136322315,0.2617193377697945
522,1282,0.7089458136322316,0.2305998228822844
523,1160,0.7089458136322316,0.11246905348327124
541,1050,0.7089458136322316,0.2711064180332527
559,1156,0.7089458136322316,0.1088615314597903
559,1157,0.7089458136322316,0.20035337498235326
567,1192,0.7089458136322316,0.08945800541255833
567,1193,0.7089458136322316,0.19661802471479084
571,1091,0.8673957320505133,0.2722775105715483
586,673,0.7089458136322316,0.1701217515505057
635,643,0.7089458136322316,0.08004926108374387
659,2049,0.7089458136322316,0.2576089726498539
660,1209,0.7089458136322315,0.23707756678467984
660,1575,0.7089458136322315,0.06668878566688782
671,1156,0.7089458136322316,0.2417086338449785
671,1157,0.7089458136322316,0.0940345565070728
700,701,0.7089458136322315,0.26514560419480876
719,933,0.7089458136322315,0.2152917969224043
719,1003,0.7089458136322315,0.17792459313244907
739,750,0.7101924374482624,0.27581869769026496
739,926,0.7101924374482624,0.2644978664217825
750,923,0.9998909269392283,0.2971757110289461
750,924,0.7126410194957236,0.23067581902060183
750,925,0.8682855182727951,0.2006025837352414
777,778,0.7089458136322316,0.25964142159616893
792,1795,0.8652706928080511,0.28472166721013653
795,796,0.7089458136322315,0.036751285041775876
796,797,0.7089458136322316,0.050737159974733784
846,847,0.7089458136322316,0.1852341219236124
855,862,0.8186237752364589,0.21638847910448608
855,1408,0.7089458136322316,0.13751750912664876
880,1463,0.865270692808051,0.2706698208084155
880,1478,0.8682539494197611,0.26187840727704703
880,1480,0.8682539494197611,0.2670142928048205
884,1003,0.7089458136322315,0.17842952547556445
887,1139,0.7341157726624891,0.2899068270894445
897,1343,0.7499588838331231,0.20183985745444843
897,1446,0.7107991689516207,0.2763133504365035
923,924,0.7126410194957236,0.19175948188389833
924,926,0.7126410194957236,0.2977187592322602
925,926,0.8682855182727951,0.2592094855815608
930,931,0.7089458136322316,0.1344085742282252
953,1146,0.7224064424930299,0.17659438548510448
988,1156,0.7089458136322316,0.1711793540214197
1003,1075,0.7089458136322316,0.12761699460037318
1003,1165,0.7089458136322316,0.24444153656529446
1003,1167,0.7089458136322316,0.12333647391974192
1023,1192,0.7089458136322316,0.14144264253029964
1024,1146,0.7340350706688746,0.23043485997165974
1035,1037,0.7089458136322315,0.23912657922276498
1037,1038,0.7089458136322316,0.16025409751959974
1037,1039,0.7089458136322316,0.21455011812249428
1037,1042,0.7089458136322316,0.2890681072981877
1053,1156,0.7089458136322316,0.27592391786365944
1053,1157,0.7089458136322316,0.029764439506648057
1091,1480,0.7070867803463492,0.2201549316888357
1139,1142,0.8349521734313254,0.2558237133238974
1142,1388,0.7101924374482624,0.29389182623233184
1146,1493,0.7340754216656818,0.18282972450148957
1184,1650,0.7125891976534492,0.28826980886158715
1201,1950,0.7089458136322315,0.05522816081935595
1209,1549,0.7089458136322316,0.2492957746478874
1217,1798,0.7089458136322316,0.21038808666334508
1222,1847,0.7089458136322316,0.11233886555151665
1270,1509,0.8944056583614681,0.19304875368045107
1270,1971,0.8944302393997345,0.1973860452125527
1286,1965,0.7089458136322316,0.06493711572320063
1326,1340,0.7089458136322316,0.24129256519981912
1414,1931,0.7089458136322315,0.28673750491932304
1438,1997,0.7089458136322316,0.2948039927399101
1463,1480,0.9999177676662463,0.2253822297692011
1509,1971,0.9999725892220819,0.2486467136029863
1569,2105,0.7089458136322316,0.14208861694895217
1591,1706,0.8682855182727951,0.09789333826493245
1709,2020,0.7089458136322315,0.2701829528121431
1846,1950,0.7089458136322315,0.12355720601432796
1926,2057,0.7089458136322316,0.21741330985593912
1927,1940,0.7089458136322316,0.2581115903391496
1959,2011,0.7089458136322316,0.25903739805589776
1991,2014,0.7089458136322316,0.08514039083539839
1995,2011,0.7089458136322316,0.18660513725203526
