sample Group Biosynthesis_of_Cofactors_and_Vitamins Carbohydrate_metabolism Cellular_Structure_and_Modification_of_Macromolecules Central_metabolism_and_energy Lipid_metabolism Metabolism_of_Alcohols_and_Aldehydes Metabolism_of_Aromatic_Compounds_and_Xenobiotics Metabolism_of_Carboxylic_Acids Metabolism_of_amino_acids_and_derivatives Nucleotide_and_Nucleic_Acid_Metabolism Signaling_and_Regulation_Metabolism Specialized_and_Miscellaneous_Routes
train_107 NP 0.00912021386 0.006076560119 0.003330199125 0.008740334962 0.00283516768 0.00027519731 0.002593048932 0.00256678931 0.01287926596 0.012338098874 0.0001260871 0.00378798917
train_1070 H 0.00712749831 0.00370244373 0.002852725 0.00481377474 0.00198372533 0.00011437055 0.00193051899 0.00183265257 0.0090924963 0.00903243007 3.2859e-05 0.00358444843
train_1071 H 0.00832182434 0.0053284885 0.0031258 0.00547632981 0.00181106881 0.00010377536 0.00196949002 0.00251683865 0.01132781624 0.0095993609 3.76977e-05 0.00347635814
train_1072 H 0.00837626994 0.004275894289 0.00294524511 0.00581613302 0.00205551791 0.000174632642 0.00204984378 0.00213264595 0.01034528762 0.009994978 7.18276e-05 0.00333855185
train_1073 MD 0.007078843378 0.00379140349 0.0029280355 0.005037121838 0.002299300855 0.000162927287 0.00224463426 0.001883357421 0.00893948425 0.01047510902 3.525996e-05 0.0037426531
train_1074 H 0.00651895727 0.00365075485 0.002399096509 0.00474400112 0.002631380774 0.000202126065 0.00155411183 0.00150758112 0.008381735422 0.0079196795 7.414253e-05 0.00289026754
train_1075 MD 0.00903957975 0.0047761203 0.0033327059 0.00517483594 0.0024798043 0.00018020113 0.0021975758 0.00197545922 0.01104867365 0.01040304639 3.06311e-05 0.00357946574
train_1076 MD 0.0067433775 0.00434624852 0.0027978027 0.00493443551 0.00183632872 0.0001296622 0.0020601025 0.00195995137 0.0091798797 0.0088156086 4.67552e-05 0.00308559605
train_1077 MD 0.00740814447 0.00441533292 0.003051135759 0.00587842952 0.00229509203 0.00020729451 0.001838411217 0.00185721594 0.009626007975 0.0093164619 6.88753e-05 0.00367958688
train_1078 MD 0.008561618382 0.00484307795 0.003033823 0.00641708444 0.00218293193 0.00010228027 0.00244233991 0.002311423976 0.01084476252 0.00961792816 5.58902e-05 0.00393393503
train_1079 MD 0.00760456675 0.00463924764 0.00291562769 0.00502005543 0.00247198805 0.00013828452 0.00198823007 0.001889148334 0.00918423365 0.00876514783 4.36819e-05 0.00352177195
train_108 NP 0.008175663656 0.00486265819 0.0031229905 0.00639554799 0.00192952967 0.0001719529 0.00198662232 0.002231179481 0.01209744075 0.01043707333 6.09017e-05 0.003643790583
train_1080 MD 0.007678967159 0.004657972988 0.00310437682 0.007253984067 0.002478669083 0.00030477717 0.003235306096 0.001838372378 0.0116121213312 0.01261604964 3.8317214e-05 0.00427180167
train_1081 MD 0.0071970366855 0.003278874179 0.00260038939 0.0044418591645 0.0028994006961 0.0001542325071 0.001701087933 0.001591361634 0.008234419304 0.00870376743 3.84729e-05 0.0033361912653
train_1082 MD 0.00810804516 0.00477688468 0.0030289576 0.00515679303 0.00205397129 0.00013423173 0.00194425116 0.002238741777 0.00967081413 0.00944147978 3.81141e-05 0.00330073932
train_1083 MD 0.006034582104 0.00308336199 0.0023873672 0.00502504656 0.00137023976 0.00014671412 0.00176879517 0.00147924536 0.00764468498 0.00872514629 1.6341e-05 0.00304546309
train_1084 MD 0.00720695345 0.00437815088 0.00283102427 0.006281182975 0.00148203616 0.00024949488 0.00217171318 0.0019862024 0.010265471 0.0096353193 0.000108612 0.00317763845
train_1085 MD 0.00770915151 0.004824263778 0.0031343516 0.00632227424 0.00143279002 0.0001660196 0.00230425109 0.00213181493 0.01097449939 0.0095683359 8.19158e-05 0.00345704684
train_1086 MD 0.00598343167 0.0039626921 0.0025064411 0.00477675913 0.0018050008 0.00011479291 0.0018431205 0.00190258987 0.0085014091 0.00809611699 3.13122e-05 0.00314135981
train_1087 MD 0.0076382948 0.00449313655 0.00284070225 0.00505958803 0.00221398221 0.00020325931 0.00200477359 0.0017371417 0.00910585038 0.00898801455 4.68161e-05 0.00356158469
train_1088 MD 0.00649593224 0.00403126376 0.002674618 0.00565010469 0.00164068391 0.00018625368 0.00194589124 0.00172059404 0.00921068937 0.00905134387 3.56065e-05 0.0030025441
train_1089 MD 0.00722667471 0.00432034413 0.0031025486 0.00650311981 0.00209939591 0.00014953345 0.00273500835 0.001914591019 0.01077343432 0.01037964549 4.0343023e-05 0.00394205021
train_109 NP 0.00884195544 0.005875935194 0.0041916967 0.008687093594 0.00201761122 0.000229175352 0.00337628235 0.00274756478 0.014749234091 0.0130312149 7.68855e-05 0.004876644974
train_1090 MD 0.00679551036 0.00373178439 0.00274965353 0.00525236724 0.00164070087 0.00013799206 0.002128336 0.0018013326 0.009045526873 0.01012925722 4.99521e-05 0.0033820881
train_1091 MD 0.0077059638 0.00433594052 0.0031062686 0.00521376221 0.00177146626 0.00013703951 0.00190537237 0.00199948577 0.00953117274 0.0100771021 8.50362e-05 0.00327877565
train_1092 MD 0.00655104217 0.00390586857 0.0025113147 0.00583348173 0.00130729253 0.0001568868 0.0023599874 0.00178309094 0.00905039266 0.00841082578 4.42055e-05 0.00282819331
train_1093 MD 0.007354873304 0.004175413906 0.002794375141 0.00561000623 0.002959325409 0.000213205961 0.00229564495 0.00171330366 0.009055446381 0.0090853787 7.482832e-05 0.003732808772
train_1094 H 0.007716363912 0.00446177896 0.00222823629 0.00919072219 0.00546031232 0.000582911766 0.002230533694 0.0021036356 0.009091365847 0.00848118924 0.0001114917 0.004591823384
train_1095 MD 0.008264537501 0.00522591517 0.0032399775 0.00643468281 0.00291957356 0.000176673839 0.00314995465 0.002204905716 0.01142285904 0.01108789942 7.402259e-05 0.00467973005
train_1096 MD 0.00768947989 0.00475425162 0.00280060742 0.005898059963 0.002935417837 0.00013840753 0.002475551381 0.00186582469 0.009722479163 0.0100499776 2.082391e-05 0.003854897235
train_1097 MD 0.009212469337 0.00556810734 0.0034044805 0.007214365944 0.00194765547 0.000294764218 0.0023602817 0.00252869634 0.01211961389 0.0118804062 0.000156547 0.003708512526
train_1098 MD 0.00602823084 0.00292202107 0.00273813487 0.00405698973 0.00194029778 0.0001017745478 0.00195448457 0.00146256896 0.00737974542 0.00952030136 2.75801e-05 0.0030387557737
train_1099 H 0.00721888983 0.00415137656 0.00259270291 0.0071233512 0.00355297971 0.00029144968 0.002507664837 0.0020232084 0.00982378061 0.00985296412 5.58961e-05 0.00428360569
train_11 H 0.00059116211 0.000320027147 0.00025890559 0.000604318899 0.000266657176 2.5102777e-05 0.00025480723 0.000156656702 0.000744764948 0.00084030885 3.59153e-06 0.000342042041
train_110 NP 0.006896468915 0.003662212111 0.00332522941 0.00628153562 0.00156615286 0.000206139792 0.00230312517 0.00237091682 0.01123382984 0.01195814762 3.27512e-05 0.00416333701
train_1100 MD 0.00747403279 0.004523481732 0.0030771801 0.00672658892 0.002211516924 0.00020418385 0.00285972017 0.00194225952 0.01030318329 0.0100680324 5.52983e-05 0.00388265203
train_1101 MD 0.00773186735 0.00425142284 0.0028096935 0.007299704243 0.00441457884 0.000383146037 0.002358749476 0.0020548868 0.00982828649 0.0095518375 8.0403984e-05 0.00418490024
train_1102 MD 0.00798670452 0.00460606179 0.0033209674 0.00616229801 0.00169037182 0.00014002607 0.00234730686 0.002159458188 0.01080014811 0.0098814351 3.24029e-05 0.00342266848
train_1103 MD 0.00810924161 0.00460594071 0.0030984698 0.00470934892 0.00248665515 0.00012388978 0.00196515611 0.00215836839 0.01022611352 0.00950563055 3.62135e-05 0.00356973809
train_1104 MD 0.00594962999 0.00322763497 0.0030047025 0.00408019591 0.00218014852 0.00013893896 0.0017861499 0.0012052357 0.00693382367 0.00875613349 1.94579e-05 0.00353935883
train_1105 MD 0.00752681236 0.00432493403 0.0029366148 0.00481411072 0.00216291694 0.0001950248 0.0022980423 0.0018038258 0.00883536236 0.00958159915 3.54614e-05 0.00376478256
train_1106 MD 0.00752011712 0.00464217491 0.0031281308 0.00517587693 0.0021915548 0.00012034481 0.00230455667 0.00168933324 0.00994993757 0.00949451403 4.11307e-05 0.00385296561
train_1107 MD 0.0085310575 0.00565668774 0.0033850079 0.00618380748 0.00157876694 0.0002336492 0.00184506169 0.0023190239 0.01198017552 0.01022031756 9.12134e-05 0.00348277493
train_1108 MD 0.008325639279 0.004660953632 0.00327220963 0.006333311244 0.002054026066 0.000146649602 0.002363136136 0.002147131428 0.010715947023 0.01119808384 4.68306e-05 0.0037201960631
train_1109 H 0.00716447828 0.00376773713 0.00327163477 0.00510589291 0.00225754409 0.00019212262 0.00176568589 0.002025707964 0.00965212107 0.00959253784 5.67758e-05 0.00326017426
train_111 NP 0.0134003261 0.00790017827 0.00355599596 0.016346044864 0.0107391221 0.000946649279 0.00255590836 0.003488864 0.01650494909 0.01232684215 0.0001965799 0.0072795406
train_1110 MD 0.008684970351 0.00506454912 0.0031650988 0.00520317225 0.0021004443 0.00012091662 0.00209536495 0.002436347085 0.01055188398 0.0103118571 8.92822e-06 0.003834054358
train_1111 MD 0.00842208392 0.004458663838 0.00304711114 0.004939986653 0.0020978512 0.00015740996 0.00184747146 0.00242072362 0.010552312362 0.0097643933 3.25509e-06 0.003329878956
train_1112 MD 0.00720988074 0.00325173557 0.00286736101 0.00432547061 0.00187795231 0.00011476327 0.001985773911 0.00168679368 0.00832322595 0.01017109698 2.17198e-05 0.003284791678
train_1113 MD 0.00744866411 0.00398968086 0.0026070606 0.004805888302 0.00292778661 0.000128765971 0.002105436298 0.001736366373 0.00871575773 0.00913617881 1.5122149e-05 0.00344819387
train_1114 MD 0.00853448243 0.0048163208 0.0030621504 0.00646412286 0.0020280513 0.00010279115 0.00232657408 0.0021609195 0.01082142347 0.00921866834 5.50152e-05 0.003437155699
train_1115 MD 0.00769559807 0.0043174423 0.0031352686 0.004704036074 0.00188370576 0.00011335955 0.0016620215 0.0020806182 0.0096297242 0.00883886223 2.12756e-05 0.00318497464
train_1116 H 0.007849977887 0.00408619757 0.00297520371 0.00556137773 0.002939563952 0.000209725723 0.00244054575 0.00180504901 0.009139372152 0.01025610551 5.418991e-05 0.00402211869
train_1117 H 0.0076023839 0.004873067751 0.00316379888 0.005005216395 0.00278690305 9.2975112e-05 0.0021425685 0.002045157599 0.01027368556 0.0105764358 2.611793e-05 0.0037726779678
train_1118 MD 0.009336356255 0.005687190829 0.0035854289 0.00652660141 0.00253084544 0.000168698 0.00255286533 0.00296723003 0.012443959049 0.0119139723 3.85966e-05 0.00403828803
train_1119 MD 0.007733003871 0.004392991443 0.00347545973 0.0073173694 0.002267150923 0.0001784418 0.00265429882 0.0023656925 0.01154146013 0.0110259568 8.23803e-05 0.004136017619
train_112 NP 0.00925440536 0.00580618856 0.00363206594 0.006846809644 0.00202096743 0.00022335933 0.00235105532 0.00243986917 0.01383747299 0.01089138059 6.59394e-05 0.003496921564
train_1120 MD 0.008187185464 0.00409791966 0.00340049514 0.00508261938 0.002100410612 0.000117311392 0.00216458122 0.00227079664 0.01036955032 0.01145788242 1.6417e-05 0.00347019398
train_1121 H 0.007920117698 0.0047151911 0.0035142106 0.006760562051 0.00211820214 0.000111467834 0.00251763556 0.00221837094 0.01104093471 0.01045806437 4.082547e-05 0.00377441765
train_1122 MD 0.008224721538 0.00469078433 0.0035871598 0.00636339218 0.0032060429 0.00013053993 0.00269745196 0.0021639066 0.010680907306 0.01076805259 2.38647e-05 0.00366705489
train_1123 MD 0.00618726957 0.00427368935 0.0025535742 0.00497302255 0.0017913948 0.00013567884 0.0019449418 0.0021238382 0.00874324635 0.00849090965 2.74726e-05 0.0030478952
train_1124 MD 0.0093831205 0.0053984524 0.00346566544 0.006273921737 0.0021409392 0.00018597657 0.0023476461 0.002829050804 0.01278376116 0.0115070694 7.63097e-05 0.00390511535
train_1125 MD 0.00742457231 0.0049784654 0.00314860405 0.00530591763 0.0021028551 9.30621e-05 0.00198656957 0.0018121873 0.01042764117 0.0089834799 3.3792e-05 0.00333789363
train_1126 MD 0.007977857262 0.004139318251 0.002936221368 0.005087503078 0.002640278185 0.000169572566 0.00212690495 0.00232308749 0.00971114734 0.00999442712 3.410018e-05 0.003589177968
train_1127 MD 0.00890174709 0.00491979329 0.0034409464 0.005792817514 0.00213861463 0.00013634287 0.00240516522 0.00280436719 0.01183983529 0.0110127741 5.07329e-05 0.00387922896
train_1128 H 0.00825633217 0.005189882512 0.00340343999 0.005386320184 0.00175995136 0.00015376281 0.00168556806 0.00246620049 0.01172446617 0.01062220887 8.56866e-05 0.00358479265
train_1129 MD 0.00812936598 0.00460961595 0.00316334353 0.005464592431 0.0026631362 0.00016433611 0.00225897409 0.00227905758 0.01024747009 0.01090606506 5.05371e-05 0.004100837233
train_113 NP 0.007944383872 0.0056419873 0.003154602786 0.008622889816 0.002357404203 0.000395321716 0.00314683809 0.00205345032 0.012525596253 0.01068516704 0.00010477685 0.003500177264
