sample	Group	Biosynthesis	Degradation_Utilization_Assimilation	Detoxification	Generation_of_Precursor_Metabolites_and_Energy	Glycan_Pathways	Macromolecule_Modification	Superpathways	Transport
train_1059	MD	0.032939244321	0.00605098009	0	0.00527320403	0.0001725467	0.0011021042	0.000249377	5.4837e-05
train_106	NP	0.047893328477	0.015454454512	0	0.011298892095	0.00030495351	0.000899916	0.001598072	0.000156242
train_1060	MD	0.03477677862	0.006726267965	0	0.00450204723	0.00018846203	0.0011421399	0.0002909264	3.46949e-05
train_1061	H	0.02848102696	0.008084487121	0	0.00713921038	0.00021456588	0.0007744776	0.0008563766	6.73971e-05
train_1062	MD	0.035676383172	0.007159406826	0	0.006308347047	0.000213547474	0.0009337815	0.0005362209	7.98452e-05
train_1063	MD	0.0359897961	0.005972992852	0	0.00471104514	0.0001161124	0.0011969862	0.00020851752	9.40809e-05
train_1064	MD	0.035257108507	0.00639808456	0	0.00526946655	0.00013181511	0.0010503201	0.0003174184	7.93564e-05
train_1065	MD	0.035438413228	0.009481130035	0	0.00747554695	0.0003253837	0.000765386	0.0008622677	6.71598e-05
train_1066	MD	0.036336483396	0.00810179952	0	0.006679657052	0.00024004799	0.0009195744	0.0005423555	8.47352e-05
train_1067	MD	0.03092647148	0.005847801768	0	0.00440787952	0.0001586935	0.0010451769	0.0002918404	6.65966e-05
train_1068	MD	0.037060295189	0.007812688555	0	0.0060776087	0.00017791041	0.0009961463	0.00035239994	6.65513e-05
train_1069	MD	0.03359164101	0.00619252226	0	0.00558032277	4.61708e-05	0.0010986917	0.00026079302	3.46169e-05
train_107	NP	0.042857750881	0.012213680144	0	0.007935857152	9.9132225e-05	0.0009296647	0.0005626207	7.02466e-05
train_1070	H	0.03386094431	0.00591448378	0	0.00470983796	0.0001179397	0.001230131	0.00023658997	3.00163e-05
train_1071	H	0.03804041812	0.00789040347	0	0.00536963042	0.0002594613	0.0011474781	0.00030527506	8.2182e-05
train_1072	H	0.0376902083	0.006725230421	0	0.00560061313	0.00011476501	0.0011017363	0.00030260095	4.16736e-05
train_1073	MD	0.035491591948	0.006538784908	0	0.004859570653	0.0001058413	0.00124886645	0.0003170055	5.64696e-05
train_1074	H	0.0306169094	0.006024512051	0	0.00454591276	0.000111487509	0.0008227477	0.00031347751	3.87876e-05
train_1075	MD	0.04026137284	0.00736802784	0	0.005105093	0.0001596463	0.0011010301	0.00019222754	3.07016e-05
train_1076	MD	0.03325402569	0.0063465046	0	0.00476244471	0.0002243327	0.0010172902	0.00026263957	6.85111e-05
train_1077	MD	0.03497259187	0.007244361992	0	0.00559934552	0.000177646539	0.0011851742	0.0003990306	6.38377e-05
train_1078	MD	0.039424650542	0.006821881486	0	0.00637292394	0.0001630371	0.0011529793	0.0003146073	9.70161e-05
train_1079	MD	0.03497482554	0.006892080384	0	0.00480960033	0.00021055869	0.0009790141	0.00028382477	3.208e-05
train_108	NP	0.040286071516	0.006938396204	0	0.00619007719	7.40837e-05	0.00126439333	0.00025866113	0.000103668
train_1080	MD	0.042461394335	0.0080735296742	0	0.007091128327	0.00012188862	0.0009459217	0.00030000576	9.68472e-05
train_1081	MD	0.0325370059455	0.0059888663285	0	0.0043398705245	0.00010185616	0.0008869709	0.00027827573	4.42475e-05
train_1082	MD	0.03630253203	0.006966695327	0	0.00501904164	0.0001630831	0.0011192958	0.00027306156	4.93143e-05
train_1083	MD	0.029280853894	0.00510880223	0	0.00487154019	8.89802e-05	0.00109171719	0.00023321592	5.1878e-05
train_1084	MD	0.03538927906	0.00696872783	0	0.005877602835	0.0001014659	0.0010788594	0.00027591012	8.19538e-05
train_1085	MD	0.03755110713	0.006727683508	0	0.00607436594	0.0001464822	0.0011801346	0.00033063792	9.63034e-05
train_1086	MD	0.03027924997	0.00621303106	0	0.00462014735	0.0001589668	0.00102193973	0.00031146137	6.02299e-05
train_1087	MD	0.03486336505	0.00688163568	0	0.00484597833	0.0001751737	0.0009093243	0.0001898471	2.782e-05
train_1088	MD	0.03261152509	0.00601502919	0	0.00546901864	7.55486e-05	0.0011623581	0.00024545058	6.65952e-05
train_1089	MD	0.038688481903	0.006327258409	0	0.00639882521	0.0001859847	0.0010894623	0.0004081953	8.84812e-05
train_109	NP	0.049689296614	0.008327188157	0	0.008465927534	0.0002677515	0.0014109863	0.00040933799	0.000130806
train_1090	MD	0.034230031153	0.00582082182	0	0.00502809285	0.00012608383	0.0013059537	0.00026396479	6.95532e-05
train_1091	MD	0.03568230327	0.00682337673	0	0.00500723993	9.38107e-05	0.0012892946	0.0001950572	5.63033e-05
train_1092	MD	0.03173098305	0.00612559204	0	0.00554531264	0.000100269	0.00086995586	0.0002713638	9.91057e-05
train_1093	MD	0.035065082306	0.007089990757	0	0.00538775443	0.000257340841	0.0008014946	0.0004028298	6.0118e-05
train_1094	H	0.034421985386	0.010694458687	0	0.00883808425	0.00030207408	0.0008582844	0.0010864677	4.90104e-05
train_1095	MD	0.041998544861	0.008736001495	0	0.00633249141	0.0002156466	0.0009992182	0.00052549428	7.3335e-05
train_1096	MD	0.037207821147	0.007414689569	0	0.005807358603	0.00027574072	0.001085251	0.0003540983	6.08189e-05
train_1097	MD	0.042156432813	0.009862961098	0	0.006660678314	0.0001270185	0.0011038007	0.00045336964	3.16394e-05
train_1098	MD	0.03044662256	0.0052612369615	0	0.0039504374	8.850997e-05	0.0011841991	0.00021012503	2.9754e-05
train_1099	H	0.03638659891	0.008251591977	0	0.00695216585	0.00019484051	0.00094388	0.0006611966	8.75958e-05
train_11	H	0.002999935199	0.000641938932	0	0.000595870429	1.307365e-05	0.0001128803	4.175438e-05	2.89211e-06
train_110	NP	0.039687657175	0.006296792593	0	0.00590103502	0.00013619491	0.0016879839	0.00020475967	8.54231e-05
train_1100	MD	0.038041866894	0.006972250152	0	0.0066342861	0.0002529549	0.0009600155	0.00036961048	9.7146e-05
train_1101	MD	0.037496947754	0.008494198713	0	0.007004506433	0.0002210658	0.000994886	0.0006577291	8.01435e-05
train_1102	MD	0.03798421671	0.006867675698	0	0.00596065751	0.0001961402	0.0011162994	0.00031259773	0.000112262
train_1103	MD	0.03748296002	0.00709129191	0	0.00451775599	0.0001706642	0.0010701905	0.00024182101	2.00825e-05
train_1104	MD	0.03013310491	0.00506127746	0	0.00397519347	0.0001615518	0.0012332582	0.0002271593	2.98652e-05
train_1105	MD	0.03510065427	0.00686843142	0	0.00471113413	0.0002631945	0.0009716355	0.0003250785	3.93589e-05
train_1106	MD	0.03674345123	0.00687408785	0	0.00500388042	0.0001980688	0.0010091919	0.00023129129	5.06657e-05
train_1107	MD	0.039921206202	0.008096767958	0	0.0058204899	0.0001844851	0.001168553	0.0002735056	4.2536e-05
train_1108	MD	0.039854626967	0.0071726250801	0	0.006226564346	0.0001634501	0.00115968747	0.00030113958	0.000106021
train_1109	H	0.03531488124	0.006278936794	0	0.00489820131	7.098397e-05	0.0013032262	0.00024618311	0
train_111	NP	0.05846568124	0.017483004049	0	0.015569875024	0.00042568466	0.001069336	0.002176207	5.12127e-05
train_1110	MD	0.039156033475	0.007628446529	0	0.00513423485	0.0001734466	0.0011276543	0.00031523828	4.25331e-05
train_1111	MD	0.037654836495	0.006984486741	0	0.004854399453	0.00011024284	0.0012135466	0.00020542887	1.82005e-05
train_1112	MD	0.033635631611	0.005683947288	0	0.00421863907	8.012471e-05	0.0012607079	0.00021820543	2.33095e-05
train_1113	MD	0.034031375059	0.007070267166	0	0.004701823208	0.0002308525	0.00081658118	0.00018837567	2.56269e-05
train_1114	MD	0.03845907193	0.006682986109	0	0.00625315419	0.0001483037	0.0009976581	0.0003696952	0.000116806
train_1115	MD	0.03440907418	0.00674650349	0	0.004590668124	0.000209891	0.00112503213	0.0001677285	1.79893e-05
train_1116	H	0.037268235907	0.007146811647	0	0.00531755663	0.00014624171	0.0009736666	0.0004384588	4.84563e-05
train_1117	H	0.038907657144	0.0068551682038	0	0.004889098356	0.00017280458	0.0011893857	0.000310266061	3.66084e-05
train_1118	MD	0.044295969775	0.009134406788	0	0.00637236441	0.0002501925	0.0012076052	0.0004185835	0.00011091
train_1119	MD	0.041027999335	0.007078674371	0	0.0070721466	0.00011676993	0.0013086494	0.0004613277	0.000104656
train_112	NP	0.04417879005	0.008780849964	0	0.006247198474	0.00010884484	0.001212141	0.00029889827	3.97127e-05
train_1120	MD	0.039063498987	0.006884495621	0	0.0050230224	0.00013828364	0.00137124874	0.00022506934	2.97445e-05
train_1121	H	0.039889771538	0.006624980107	0	0.006650074748	0.0002502494	0.00136327781	0.00030648452	0.000105162
train_1122	MD	0.041361435008	0.006956719106	0	0.00627237684	0.000123448	0.00114021269	0.00024326608	0.000106421
train_1123	MD	0.03127049937	0.00661931211	0	0.00488142908	0.0001558369	0.00099247955	0.0003302784	4.30977e-05
train_1124	MD	0.0438478122	0.008506164434	0	0.006102847337	0.00015463554	0.0012330633	0.00035906285	9.34427e-05
train_1125	MD	0.03603650421	0.00654811858	0	0.00523208262	0.00022518685	0.0012672354	0.0002297834	9.61291e-05
train_1126	MD	0.036468138399	0.007482691883	0	0.005009384858	0.000141994368	0.0011459695	0.00042680515	5.46116e-05
train_1127	MD	0.04189214756	0.00781224298	0	0.005657050814	0.0002226802	0.001325435	0.0003420003	7.08086e-05
train_1128	H	0.040182998652	0.00715845202	0	0.005212625544	9.003859e-05	0.00135981946	0.0002211345	9.35431e-05
train_1129	MD	0.0390250389	0.008101562743	0	0.005226508481	0.00022810053	0.0010298616	0.0003830272	4.32319e-05
train_113	NP	0.041578217734	0.008980485634	0	0.007975999416	0.000138817796	0.0009687758	0.00044738863	4.29105e-05
train_1130	MD	0.0380410555233	0.006708023985	0	0.005188021902	0.00013313526	0.0010088836	0.00032704345	6.24782e-05
train_1131	MD	0.03059069982	0.00564672909	0	0.00424898497	0.0001389908	0.0010308357	0.00022908147	5.43215e-05
train_1132	MD	0.034193015934	0.005829465274	0	0.005038384694	0.0001264428	0.001291236	0.00023699135	8.0559e-05
train_1133	MD	0.032946251995	0.006009194713	0	0.005090806687	0.00012561446	0.0012454857	0.0003288258	4.92485e-05
train_1134	MD	0.041463625257	0.007665734385	0	0.006049146774	0.00016274506	0.0011344914	0.00032896913	0.000105834
train_1135	MD	0.03557883315	0.006293038935	0	0.00498931908	0.0001281338	0.0013319783	0.00032050642	6.8571e-05
train_1136	MD	0.039599602994	0.007987935131	0	0.00657966104	0.00010547275	0.0010062412	0.00029709965	0.000101504
train_1137	MD	0.036944409477	0.005993976171	0	0.004691721189	0.00013244036	0.001201092	0.0002105737	6.54538e-05
train_1138	MD	0.038118744188	0.006710440773	0	0.00556840486	0.0001497756	0.0012628245	0.000333612	5.42961e-05
train_1139	MD	0.035101569026	0.007594261592	0	0.005982863486	0.0001595828	0.00107981626	0.0004794449	9.33593e-05
train_114	NP	0.04688640572	0.008184010002	0	0.00783272978	0.0004292634	0.0012906516	0.0003052841	0.000164635
train_1140	MD	0.038742892264	0.006797311247	0	0.006291725427	6.22821e-05	0.0011343897	0.00037640439	0.000117862
train_1141	H	0.03418573914	0.0063567316	0	0.0048807043	0.00011439709	0.0011166436	0.00033392548	4.08682e-05
train_1142	MD	0.040331730023	0.007936485715	0	0.00598832683	0.00017938409	0.00118881871	0.00042635937	0.000144213
train_1143	MD	0.042144375183	0.008408226558	0	0.00720751688	0.00019524421	0.00113269876	0.0005416562	0.000128949
train_1144	MD	0.03055517707	0.00628489039	0	0.00475468146	0.0001347943	0.0009946404	0.0003038535	6.07432e-05
train_1145	MD	0.038598967227	0.007196080446	0	0.005139431381	0.00016677287	0.0011376422	0.00031012032	5.79641e-05
train_1146	MD	0.0391071919	0.007359515406	0	0.0059828988	0.0002554813	0.0011834224	0.0004252905	0.000111412
train_1147	MD	0.038291343713	0.009896182269	0	0.0076791033	0.0002360073	0.0007437314	0.0007492418	7.13783e-05
train_1148	MD	0.039653248889	0.0083600148964	0	0.005867526441	0.000192567219	0.0011753	0.00036920349	6.05642e-05
train_1149	MD	0.0366494288	0.00604653802	0	0.00520903376	0.000204781	0.00110231203	0.0004136888	7.99142e-05
train_115	NP	0.043327883907	0.007483599352	0	0.007555198661	0.000312969515	0.0012195001	0.00043912106	9.6239e-05
train_1150	MD	0.039115229098	0.007136271199	0	0.005907236117	0.000187753642	0.001343696	0.0003233405	6.89059e-05
train_1151	MD	0.037653558019	0.007019633547	0	0.005832216287	0.000170755702	0.0010901213	0.00033666565	8.22951e-05
train_1152	MD	0.038003155185	0.010726171503	0	0.008856270218	0.0002948351	0.00094173327	0.0009706092	7.23735e-05
train_1153	H	0.033141367509	0.006326980299	0	0.005597517238	0.000127501713	0.0010077098	0.0004027139	8.60357e-05
train_1154	MD	0.03348794682	0.006108576365	0	0.004282037721	8.056514e-05	0.0012759471	0.0002497158	4.58137e-05
train_1155	MD	0.04070673755	0.00758819949	0	0.00552422928	0.00016050362	0.0012407591	0.0003090687	7.89394e-05
train_1156	H	0.035782335031	0.00682027346	0	0.00539589528	0.00016217112	0.0013643804	0.00035315099	7.00181e-05
train_1157	MD	0.03584469057	0.006702436588	0	0.004686419116	0.0001268275	0.001231418	0.0002574755	2.64059e-05
train_1158	MD	0.03944279583	0.00643369257	0	0.00651892969	0.0002228919	0.00128216285	0.0002484297	9.56124e-05
train_1159	MD	0.032505845	0.005670364977	0	0.00521481693	0.000169135	0.00123634288	0.00025095995	7.21581e-05
train_116	NP	0.041184515155	0.006756762436	0	0.006751696686	0.0001110174	0.001467882845	0.0003681896	0.000117996
train_1160	MD	0.042434502349	0.008002251584	0	0.006985598304	0.00018527702	0.0012541701	0.0004055364	3.8941e-05
train_1161	MD	0.050053734405	0.010991275542	0	0.009712334721	0.000141342459	0.0009748741	0.0006353335	6.96235e-05
train_1162	H	0.03742913311	0.00741854982	0	0.00546709211	0.0001832522	0.0011781655	0.000260162	5.79396e-05
train_1163	H	0.03384270227	0.009176817135	0	0.00709723488	0.00025502003	0.00090184651	0.0008248545	6.92694e-05
train_1164	H	0.03589869747	0.00646920399	0	0.0050843962	0.00013028553	0.001111164	0.0003185485	5.84045e-05
train_1165	H	0.03409932087	0.00627783177	0	0.00452321193	0.0001253828	0.00119316704	0.000293499	5.13868e-05
train_1166	MD	0.02908977811	0.00549256478	0	0.00374204535	0.0001828853	0.0008834209	0.00015212202	2.61407e-05
train_1167	MD	0.033077979504	0.006157501489	0	0.00548265797	5.886557e-05	0.0012016742	0.0002110745	4.27425e-05
train_1168	H	0.029509020748	0.005681198223	0	0.00491867124	0.00016478772	0.0009857627	0.00037582628	5.26412e-05
train_1169	MD	0.03284137031	0.0061593557	0	0.00421642724	8.987207e-05	0.0007838316	0.00026380282	0
train_117	NP	0.040619488384	0.007719004367	0	0.005891610605	0.0002495327	0.00124576848	0.00037836728	5.22412e-05
train_1170	H	0.03750067613	0.00691543398	0	0.00655446066	0.0001916332	0.0009673059	0.000339977	9.81392e-05
train_1171	H	0.034437556958	0.006517419327	0	0.00463764833	0.00010620909	0.0012254716	0.00023305325	1.4183e-05
train_1172	H	0.033777082652	0.00609894697	0	0.005003647549	0.0001758447	0.0011651111	0.00024452231	6.43681e-05
train_1173	H	0.03438829877	0.005828378274	0	0.004951358	0.00011863522	0.0012865968	0.0002279481	8.1937e-05
train_1174	H	0.037479709859	0.012072814202	0	0.00869524463	0.0002262706	0.000864012	0.001145219	0.000100811
train_1175	delete	0.037127558454	0.005675518611	0	0.00349769776	5.488641e-05	0.0012095974	0.0001526904	6.77146e-05
train_1176	H	0.033635066561	0.005878468728	0	0.00502160659	0.0001613222	0.00108295632	0.00033559851	6.41285e-05
train_1177	delete	0.0455446007	0.00776325179	0	0.00596195643	6.564987e-05	0.0013251057	0.00030912039	2.75287e-05
train_1178	H	0.040549314006	0.00779740901	0	0.00495087326	0.00015498188	0.001134415	0.00034177658	4.17152e-05
train_1179	H	0.042473226995	0.00843267024	0	0.005405230714	0.00015674572	0.0011803849	0.00031520794	6.34321e-05
train_118	NP	0.043299301877	0.00845129657	0	0.005889387165	0.0002373716	0.0014114834	0.0003486656	8.83236e-05
train_1180	H	0.0396045258	0.007938198586	0	0.004735718693	0.00015645254	0.0012331662	0.00028456711	1.90679e-05
train_1181	delete	0.03452895781	0.006457218941	0	0.00505926726	0.00012591206	0.0010038107	0.00039220589	4.84681e-05
train_1182	delete	0.038633860094	0.006157066349	0	0.006182164646	0.0001607107	0.00122502	0.00029734438	0.00011571
train_1183	delete	0.029870171994	0.004841055753	0	0.00512555764	0.000119849876	0.0012114467	0.00030434	7.39173e-05
train_1184	delete	0.037499499718	0.00642489922	0	0.00495794223	0.0001422008	0.0011057259	0.00034717808	5.62916e-05
train_1185	delete	0.047185219443	0.007213448741	0	0.00654473992	0.000101648326	0.0015421557	0.00028707291	9.45173e-05
train_1186	delete	0.04106354726	0.00694988877	0	0.00621186364	8.86412e-05	0.0012417114	0.000305585	0.000115807
train_1187	delete	0.040345215467	0.0076168761124	0	0.006127144433	0.0001868269	0.0011793118	0.00032504438	9.01236e-05
train_1188	MD	0.03344517373	0.00497483752	0	0.0030008124	8.36774e-05	0.001059885	0.0001901727	2.08878e-05
train_1189	CD	0.0389346027	0.008174532905	0	0.00612025983	0.00031940302	0.0008707221	0.0006032059	3.94068e-05
train_119	NP	0.046894810634	0.01334102726	0	0.01032167025	0.0003472654	0.000979946	0.001300023	6.44535e-05
train_1190	MD	0.016538095	0.0031664863	0	0.0018275226	7.34205e-05	0.000897484	2.84714e-05	0
train_1191	MD	0.03329789245	0.00530740893	0	0.00373082721	0.0001623638	0.0010438244	0.00019667635	1.64864e-05
train_1192	MD	0.029035529952	0.0072505131592	0	0.006985884405	0.0004180542	0.000670182	0.0006854399	3.7324e-05
train_1193	MD	0.03578601984	0.00600275254	0	0.00387627978	0.00023835817	0.0009681657	0.00011556854	0
train_1194	MD	0.03213043892	0.00390471118	0	0.00308022715	4.76291e-05	0.00116474	1.66798e-05	4.50164e-05
train_1195	MD	0.04249235906	0.006873758467	0	0.00668472138	0.00051060175	0.001585959	0.00014943231	2.12477e-06
train_1196	MD	0.03223128347	0.00579591953	0	0.0035263174	6.45011e-05	0.0009149472	0.00010116427	1.40006e-05
train_1197	MD	0.02759785575	0.004217387461	0	0.00296658215	9.73775e-05	0.000864292	0.00019245734	1.76368e-05
train_1198	CD	0.03485989316	0.00735769199	0	0.00583199853	0.0002124981	0.0008662984	0.0007827457	2.87908e-05
train_1199	MD	0.032227595	0.00419171084	0	0.00351151514	8.4675e-05	0.001055869	7.435842e-05	0
train_12	H	0.0030748109	0.000526873208	0	0.000512899948	1.686241e-05	8.31033e-05	1.13467e-05	5.33997e-06
train_120	NP	0.038443940834	0.00784169957	0	0.004942996845	0.000238393329	0.0010871499	0.00042054184	1.48985e-05
train_1200	MD	0.03381898098	0.00538330169	0	0.00321208107	8.30695e-05	0.00113362	0.0001968392	2.69886e-05
train_1201	MD	0.02980517726	0.00548585212	0	0.00357227612	0.0001254846	0.0008391551	0.00024417157	2.27876e-05
train_1202	MD	0.03168527375	0.00701138065	0	0.00583124995	0.0002683995	0.000691775	0.0007347146	5.23892e-05
train_1203	MD	0.02578149559	0.00461254479	0	0.00310567545	0.0001249379	0.0009887699	8.320951e-05	0
train_1204	CD	0.03643833772	0.01268088347	0	0.0083436537	0.0002243869	0.00090543	0.001311567	2.6696e-05
train_1205	MD	0.04107281263	0.00729040819	0	0.00574308282	0.00017743655	0.0011806753	0.0003606863	7.06449e-05
train_1206	MD	0.0351078239	0.0042900618	0	0.00288734539	4.054166e-05	0.0013255241	5.919408e-05	1.90331e-05
train_1207	MD	0.03700050204	0.00682055439	0	0.00486044723	0.000275989	0.000886766	0.00022377185	0
train_1208	MD	0.03377801625	0.006097126543	0	0.0043474502	0.0001652273	0.0008713056	0.0002153888	1.17606e-05
train_1209	MD	0.01933641486	0.00339516753	0	0.00201704604	1.83299e-05	0.000788889	8.10721e-05	2.74763e-05
