SampleID	Sample1a	Sample1b	Sample5a	Sample5b	Sample6a	Sample6b	Sample3b	Sample3a	Sample7a	Sample7b	Sample10a	Sample10b	Sample19a	Sample19b	Sample20b	Sample20a	Sample23a	Sample23b	Sample25a	Sample25b	Sample26a	Sample26b	Sample27a	Sample27b	Sample34a	Sample34b	Sample36a	Sample36b	Sample38a	Sample38b	Sample40a	Sample40b	Sample50b	Sample50a	Sample56a	Sample56b	Sample60a	Sample60b	Sample63a	Sample63b	Sample69a	Sample69b	Sample73a	Sample73b	Sample77a	Sample77b	Sample78a	Sample78b	Sample80a	Sample80b	Sample81b	Sample81a	Sample82a	Sample82b	Sample83a	Sample83b	Sample84a	Sample84b	Sample90a	Sample90b	Sample91a	Sample91b	Sample93a	Sample93b	Sample95a	Sample95b	Sample96b	Sample96a	Sample98a	Sample98b
UNINTEGRATED|g__Bacteroides.s__Bacteroides_clarus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00531154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00121936	0.0	0.0	0.00499016	0.0	0.00256547	0.0233149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_coprocola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0194429	0.0198122	0.0	0.0	0.0	0.0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_coprophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0190389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0103321	0.00689448	0.0	0.0	0.0	0.0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_dorei	0.266624	0.0528444	0.0103837	0.013458	0.0612184	0.0320749	0.0	0.0	0.0	0.0	0.0414461	0.0507651	0.0	0.0	0.0	0.0	0.0	0.0143938	0.00598192	0.0182709	0.227126	0.208206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00651488	0.0	0.0	0.0	0.0	0.0	0.0	0.0178479	0.0115047	0.0	0.0	0.0167238	0.0203842	0.0	0.0	0.0	0.016839	0.204023	0.143386	0.00542371	0.0309922	0.0200424	0.0233916	0.017022	0.0205371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00853097	0.0206192
UNINTEGRATED|g__Bacteroides.s__Bacteroides_eggerthii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0577668	0.0335271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.072028	0.0918944	0.0	0.00295039	0.0	0.0	0.0	0.0	0.0	0.00344816	0.0	0.0	0.0322389	0.0145765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00829863	0.0372154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0184926	0.0197862	0.0	0.0	0.0	0.0	0.0	0.0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_faecis	0.0	0.0	0.0	0.0	0.0	0.00435515	0.0	0.00646765	0.0	0.0	0.00612068	0.0133355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0147124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00159905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_finegoldii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00567918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_fragilis	0.0	0.0	0.0169682	0.0	0.0	0.0	0.0	0.0	0.051786	0.0893929	0.0426527	0.0290714	0.801758	0.794707	0.0	0.0	0.0	0.0	0.0181311	0.0935609	0.0	0.0	0.0	0.0	0.0	0.0	0.0743564	0.0	0.0	0.0	0.0166747	0.0373743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0240353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0674692	0.0777147	0.0	0.0	0.0	0.0	0.0	0.0	0.0288009	0.0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_graminisolvens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_intestinalis	0.0151313	0.0386108	0.0	0.0	0.0286054	0.0159095	0.0	0.00650583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0183755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00775906	0.0	0.0	0.0	0.0	0.0	0.001975	0.0	0.0	0.0	0.0	0.0259278	0.0453837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_massiliensis	0.0	0.0	0.0185894	0.0250137	0.00924668	0.00546109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00839541	0.0	0.0306682	0.0	0.0	0.0	0.0	0.0	0.0	0.00539644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014792	0.0	0.0	0.0	0.0	0.0	0.0	0.00854157	0.00334786	0.0	0.0154593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00811014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_nordii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_ovatus	0.164208	0.101203	0.0	0.0	0.0	0.0	0.0	0.0209492	0.0	0.0	0.0199317	0.0181227	0.0	0.0	0.0	0.0	0.016501	0.0572867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0479189	0.0159593	0.0	0.0280281	0.0	0.0	0.0	0.0445339	0.00434099	0.0	0.0137429	0.0	0.0	0.0	0.0	0.0	0.00558081	0.00533924	0.0420324	0.0	0.0	0.0	0.0133599	0.0315363	0.0	0.0	0.0	0.0	0.0	0.00874315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0341627	0.00663229
UNINTEGRATED|g__Bacteroides.s__Bacteroides_plebeius	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0255046	0.0462915	0.0	0.0	0.0	0.0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_salyersiae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00810379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0696227	0.0	0.0	0.0	0.016822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00209481	0.00348019
UNINTEGRATED|g__Bacteroides.s__Bacteroides_sp_CAG_443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00502939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_sp_CAG_661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_sp_CAG_754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_sp_CAG_875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_stercoris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0102663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0491847	0.055129	0.0	0.0	0.0070111	0.0104073	0.0	0.0	0.0	0.00989027	0.0	0.0125698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00784858	0.0	0.014291	0.0	0.0	0.0	0.0	0.0	0.0	0.0225485	0.0159092	0.0	0.0	0.0	0.0	0.0	0.0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0186778	0.0	0.0	0.00770644	0.0499419	0.0	0.0	0.0	0.0	0.0289402	0.0299813	0.0378748	0.067622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00475075	0.011878	0.0391951	0.00512554	0.0	0.0	0.0235517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0862878	0.090931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_uniformis	0.0345492	0.0961061	0.0	0.0	0.0310872	0.0169868	0.0	0.0524475	0.116592	0.104362	0.0504072	0.0405954	0.0	0.0	0.0115491	0.0322128	0.0114733	0.0244833	0.0479135	0.00740241	0.0	0.0	0.0	0.0467922	0.0	0.0	0.100613	0.120008	0.0	0.102677	0.00829886	0.0127241	0.024976	0.321684	0.0293375	0.02615	0.0	0.284486	0.0750127	0.025119	0.0184844	0.0323632	0.06067	0.0500675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032054	0.0280329	0.111651	0.0173493	0.046833	0.0	0.0	0.0	0.0	0.120058	0.117736	0.0423373	0.0346604	0.0197411	0.0141876	0.0843485	0.0121092	0.0794791	0.0345637
UNINTEGRATED|g__Bacteroides.s__Bacteroides_vulgatus	0.0	0.0	0.0331277	0.0473571	0.0207262	0.0194385	0.0	0.0179738	0.0922312	0.112803	0.0741004	0.107218	0.0	0.0	0.0	0.0	0.11135	0.0312103	0.0633216	0.100024	0.0	0.0	0.0	0.0	0.0	0.0	0.0174699	0.0	0.0200939	0.0189059	0.00883752	0.0	0.0432019	0.074318	0.0639605	0.0510763	0.0	0.0	0.024918	0.0169356	0.0548085	0.0243501	0.0122362	0.0165203	0.0511146	0.0247834	0.0	0.0236656	0.0	0.0	0.0097829	0.0846546	0.0491978	0.0632546	0.026843	0.0554254	0.0170485	0.0126106	0.0	0.0	0.0989316	0.0889693	0.0	0.0	0.0	0.0	0.101817	0.0598143	0.0	0.0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_xylanisolvens	0.041601	0.0455832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0173927	0.016947	0.0	0.0	0.0	0.0	0.00751116	0.105554	0.0097389	0.0	0.0795135	0.0262283	0.0	0.00417009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0058018	0.00221724	0.0	0.0228345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00488795	0.0086183	0.0	0.0	0.0	0.00576161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNINTEGRATED|g__Barnesiella.s__Barnesiella_intestinihominis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0387863	0.0	0.0	0.0	0.0355444	0.0	0.0	0.0	0.0	0.0	0.0	0.0657978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0302796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00496664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0268119	0.0532421	0.0	0.0
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_angulatum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
