SampleID	Sample1a	Sample1b	Sample5a	Sample5b	Sample6a	Sample6b	Sample3b	Sample3a	Sample7a	Sample7b	Sample10a	Sample10b	Sample19a	Sample19b	Sample20b	Sample20a	Sample23a	Sample23b	Sample25a	Sample25b	Sample26a	Sample26b	Sample27a	Sample27b	Sample34a	Sample34b	Sample36a	Sample36b	Sample38a	Sample38b	Sample40a	Sample40b	Sample50b	Sample50a	Sample56a	Sample56b	Sample60a	Sample60b	Sample63a	Sample63b	Sample69a	Sample69b	Sample73a	Sample73b	Sample77a	Sample77b	Sample78a	Sample78b	Sample80a	Sample80b	Sample81b	Sample81a	Sample82a	Sample82b	Sample83a	Sample83b	Sample84a	Sample84b	Sample90a	Sample90b	Sample91a	Sample91b	Sample93a	Sample93b	Sample95a	Sample95b	Sample96b	Sample96a	Sample98a	Sample98b
Ruminococcus_bromii	0.0	6.20267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82977	0.0	0.0	0.0	3.67899	0.0	0.0	0.0	0.0	0.0	0.0	2.58915	3.77832	0.0	0.0	10.6319	9.76892	7.26331	0.57055	2.42392	2.54952	0.0	0.0	9.22497	0.70358	0.0	0.0	5.69971	7.2395	0.07605	5.03986	1.12136	0.81961	0.0	0.0	16.28671	11.39715	0.0	0.0	8.59136	13.35438	7.73035	4.57134	4.66165	2.61404	1.03357	0.53841	0.0	0.0	0.0	0.0	6.16183	12.35538	4.55916	5.43971	12.89378	7.70581	7.10959	2.66565
Prevotella_copri_clade_A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.79291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.24266	0.05498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65248	0.0	0.0	0.0	0.0	2.25563	2.88336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.2304	22.87126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB1627_SGB2227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eubacterium_rectale	0.0	0.0	0.0	0.0	3.80877	1.11105	0.0	0.38476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97953	0.32796	0.86185	0.0	0.0	0.0	16.36721	0.0	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.0	0.0	0.0	0.66635	3.29114	0.0	0.0	1.78313	1.12172	0.0	0.0	1.57591	2.31307	6.21876	12.0565	0.0	3.6	0.0	0.0	19.85692	15.14098	7.78171	6.84347	4.05593	2.58147	2.55694	2.89184	0.0	0.0	0.0	0.0	0.0	0.0	2.45896	2.33568	8.89826	9.17344	1.4439	1.20054
Pseudoruminococcus_massiliensis	0.0	0.0	0.0	0.0	0.0	0.0	2.04132	5.15065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Faecalibacterium_prausnitzii	0.0	11.53943	0.47135	1.53479	0.0	0.0	2.88877	0.65643	5.12192	5.12264	0.0	0.7731	0.0	0.0	0.0	0.0	0.0	8.29883	0.03528	0.0	0.0	0.0	0.0	1.30388	0.0	0.0	4.98349	3.94251	5.69978	5.37813	4.86284	3.59429	1.66191	1.68968	2.20185	10.67482	0.0	0.75203	6.15881	3.61513	0.0	2.60775	5.13364	6.45809	6.10958	10.56797	0.10856	6.23459	3.16217	2.93067	0.35104	0.0	10.74907	14.5067	6.96882	14.39825	7.30419	9.07663	0.0	0.0	4.50846	5.68123	11.0655	4.34917	1.95322	0.49371	3.81829	7.62325	0.0	2.98203
Bifidobacterium_adolescentis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93557	0.58428	0.0	0.0	0.0	0.0	0.0	16.0733	0.0	0.0	6.32831	9.11054	0.0	0.0	0.0	0.0	0.0	0.0	14.19314	0.0	0.0	0.0	1.75576	0.0	0.04722	0.26674	7.77964	6.76513	0.0	0.0	0.0	1.6744	0.0	0.0	0.0	0.0	0.66526	2.23654	0.888	0.25491	1.71469	3.71411	0.0	0.0	0.0	0.0	3.86076	2.42344	2.80452	0.38305	5.35204	14.19671	0.0	0.0
Coprococcus_eutactus	0.0	0.0	0.0	0.0	0.0	0.0	0.75803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77517	0.23329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.74458	4.49833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6311	0.0	6.52239	2.00514	0.58619	1.28185	0.0	0.0	0.0	0.0	1.30478	2.47846	2.29007	2.87832	0.0	0.0	0.0	0.0
Roseburia_hominis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17276	0.0	0.0	0.0	0.0	0.0	0.0	0.39746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18182	1.09021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.67831
Catenibacterium_SGB4425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0815	2.54023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.39475	2.07671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.42875	1.01675	0.0	0.0
GGB1457_SGB2020	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lachnospira_eligens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17006	1.27645	0.0	0.0	1.08003	0.35537	0.0	0.0	0.0	0.0	0.0	0.0	0.45157	0.47802	0.0	1.48368	0.16565	0.50185	0.0	1.65914	0.43282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58213	0.0	0.0	3.31682	3.50406
Clostridium_SGB4909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fusicatenibacter_saccharivorans	0.0	0.0	0.0	0.0	1.37692	1.64151	2.09584	0.57811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.02909	0.0	0.0	0.0	0.9613	1.98837	2.68012	0.0	0.0	0.0	0.0	0.0	0.0	1.45773	0.17831	0.0	0.78111	2.94988	0.0	0.0	3.36821	2.85393	3.98284	2.50574	0.40322	2.22174	0.0	0.0	15.27065	7.69263	2.34157	1.04877	3.84466	2.66895	1.59114	2.25098	0.0	0.0	0.0	0.0	0.51853	0.82233	1.30456	1.42838	0.6033	3.40989	0.0	0.36815
GGB1495_SGB2071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.73073	4.34598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.16601	3.59389	0.0	0.0	0.0	0.0	0.0	0.0	4.05057	2.83701	0.0	0.0	0.0	0.0
Waltera_intestinalis	0.0	0.0	0.0	0.0	0.0	0.0	1.01631	1.46531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.45418	1.63259	3.39955	0.0	0.17803	0.39678	0.0	0.0	2.87453	9.78714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.23561	1.10391	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium_sp_AF34_13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08969	0.47294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29156	0.0	0.0	0.0
Blautia_wexlerae	0.0	0.0	0.0	0.0	4.24082	6.04463	1.01201	0.0	9.80533	9.47425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.78421	0.46665	12.29225	2.6832	0.0	0.0	0.0	0.0	3.17154	4.14854	1.083	0.0	0.0	0.0	0.0	0.0	1.06242	1.49708	0.12882	0.0	4.69684	11.31766	0.0	0.24619	1.27475	1.70495	5.63201	3.59357	5.64906	5.91342	6.2414	3.66397	19.5221	11.34773	6.96208	5.45548	4.66524	4.15736	5.13497	4.77038	0.0	0.0	9.77875	9.94726	4.01307	4.54469	0.59501	0.84081	1.58708	2.45823	5.74499	5.73702
GGB3653_SGB4964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.10404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB4699_SGB6502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Roseburia_sp_AF02_12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.70551	0.0	0.0	0.0	0.0	0.0	2.78883	2.54531	0.0	2.64369	0.0	0.28612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.52748	2.31326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium_sp_1001270H_150608_G6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.90264	0.0	0.15962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50958	0.0	0.54726	0.62039	0.0	0.0	0.0	0.0	3.2687	2.42998	0.0	0.0	0.0	0.0	0.0	0.0
Paraprevotella_clara	0.0	0.0	0.0	0.0	0.10589	0.19515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92278	1.62919	0.0	0.0	0.0	2.46075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Blautia_massiliensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49046	0.0	0.0	0.0	0.0	0.0	0.14678	0.0	0.23783	0.0	0.0	0.0	0.0	0.73342	1.28008	0.0	2.99807	5.67376	0.0	1.94253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.94127	1.54385	0.95248	0.33117	0.88364	0.73423	1.10543	1.40723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45915	1.54027	2.77305	1.39396
Roseburia_faecis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73546	0.0	0.0	0.0	0.0	0.0	2.66196	0.71455	2.22804	1.59824	4.52492	0.0	0.0	0.0	0.0	1.74945	0.57128	5.32024	0.0	6.42051	1.58894	10.428	9.20786	0.0	0.0	0.0	0.0	3.75415	4.35305	7.73494	5.33249	1.37965	2.31736	0.0	0.0
Bacteroides_mediterraneensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86718	1.36447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB3256_SGB4303	0.0	0.0	0.0	0.0	0.51358	1.58678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.84735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32614	1.11524	0.0	0.0	0.0	0.0	0.07277	0.2737	0.38744	1.14235	0.0	0.0	1.28897	3.07811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02478	2.34544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridiales_bacterium_KLE1615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45132	0.21917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.513	0.0	0.0	0.19675	0.96803	0.0	1.7334	1.10549	0.76122	0.9601	0.7799	0.0	1.30405	0.0	0.0	0.84811	0.0	0.71621	0.11867	0.75905	0.83504	0.0	0.0	0.0	0.0	0.60992	0.1877	0.60795	1.29304	1.93512	1.60179	0.0	0.0	2.22946	2.09879
GGB9677_SGB53522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.57139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alistipes_putredinis	3.67152	4.37065	0.71347	0.0	7.1054	3.90467	2.97754	8.90789	0.0	0.0	0.0	0.0	0.0	0.0	0.39186	0.0	8.65325	0.0	0.0	0.0	0.0	0.0	0.38294	0.11548	0.0	0.0	2.9014	2.19431	0.0	0.0	0.6235	1.86837	2.70263	0.0	3.98289	7.3439	0.0	0.0	3.01847	0.14587	1.64803	0.0	10.54355	5.15949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31621	1.7346	3.42559	3.98101	0.0	0.0	0.0	0.0	0.0	0.0	4.55503	6.30081	2.84199	2.74419	0.0	0.0	0.0	0.0
Clostridium_sp_OM07_10AC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Collinsella_aerofaciens	0.0	0.0	0.36389	0.66144	0.67929	2.00139	0.41807	0.75931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92839	0.0	0.0	0.0	0.0	0.0	4.44187	0.0	0.0	0.0	1.54895	2.94455	0.35167	0.0	0.90397	0.34943	0.0	0.0	0.28173	0.0	12.87558	0.0	0.65416	0.51879	0.0	0.52963	0.74785	1.13398	0.0	0.15199	1.90841	1.89973	0.95245	0.68197	1.74927	0.0	1.63621	1.42251	0.62843	0.62334	1.88593	1.47999	0.0	0.0	0.0	0.0	0.0	0.0	0.43269	0.66395	1.88573	2.41124	0.0	0.0
Candidatus_Cibionibacter_quicibialis	0.0	19.36312	0.0	0.0	0.0	0.0	5.4761	1.30493	0.0	0.0	3.1479	7.31919	0.0	0.0	0.0	0.0	0.0	0.0	2.09057	0.0	0.0	0.0	0.38414	0.0	0.0	0.0	0.0	0.0	2.31481	0.43605	1.54114	5.20124	0.0	0.73192	0.595	1.28153	0.68534	0.0	0.0	0.0	0.0	0.0	0.17776	0.46444	3.37644	1.98529	0.0	0.0	0.0	0.0	0.0	0.0	0.66077	0.22347	2.14656	1.62494	0.0	0.0	0.0	0.0	0.0	0.0	1.03398	1.33083	1.22794	0.71438	0.37132	0.80638	2.4712	2.64354
