"","b","hub","c"
"Veillonella_atypica",0.0202695771828809,10,1
"Bacteroides_finegoldii",0,0,18
"Bifidobacterium_animalis",0.0159047349996026,2,4
"Oscillibacter_sp_CAG_241",0,0,8
"Bacteroides_intestinalis",0.0145096515092629,3,8
"Clostridium_perfringens",0.0637064386578572,2,8
"Catenibacterium_mitsuokai",0,2,11
"Streptococcus_parasanguinis",0.0185441486492708,1,2
"Eubacterium_ventriosum",3.23876149760332e-05,1,16
"Firmicutes_bacterium_CAG_238",0.11166851088089,3,6
"Coprococcus_catus",0,0,2
"Eubacterium_hallii",0.000874164161183205,2,4
"Alistipes_putredinis",0,1,12
"Bacteroides_fragilis",0.0372376992339571,3,2
"Bacteroides_cellulosilyticus",0,1,6
"Veillonella_sp_T11011_6",0.0202695771828809,9,1
"Holdemanella_biformis",3.23876149760332e-05,1,17
"Lawsonibacter_asaccharolyticus",0.00986567376764209,3,4
"Akkermansia_muciniphila",0.0736049957012162,2,6
"Eubacterium_sp_CAG_180",0,1,4
"Monoglobus_pectinilyticus",0.0546266146161568,4,4
"Coprobacillus_cateniformis",0.0479562022786724,7,3
"Bifidobacterium_bifidum",0,1,4
"Asaccharobacter_celatus",0,3,4
"Eisenbergiella_tayi",0.0145420391242389,2,6
"Adlercreutzia_equolifaciens",0.00971457000536451,3,4
"Alistipes_onderdonkii",0,0,17
"Ruminococcaceae_bacterium_D5",0.0555338224145341,2,6
"Hungatella_hathewayi",0,1,2
"Bilophila_wadsworthia",0.00909667159233418,0,6
"Holdemania_filiformis",0,1,1
"Intestinimonas_butyriciproducens",0,1,5
"Gordonibacter_pamelaeae",0.0809890387084318,1,2
"Collinsella_stercoris",0.0553561973245555,2,4
"Eubacterium_sp_CAG_274",0,1,1
"Anaeromassilibacillus_sp_An250",0,0,12
"Flavonifractor_sp_An100",0.0100778673894742,15,11
"Collinsella_massiliensis",0.00179487233647071,1,4
"Anaerotruncus_colihominis",0.0186149316918842,9,1
"Roseburia_sp_CAG_471",0.0322323187830997,8,1
"Harryflintia_acetispora",0.0481490401600333,6,1
"Clostridium_symbiosum",0.0276989459460486,3,5
"Firmicutes_bacterium_CAG_170",0.0157684720931282,1,2
"Bifidobacterium_adolescentis",0,0,20
"Lactobacillus_salivarius",0.010131853775306,3,2
"Methanobrevibacter_smithii",0.0386177441396973,1,6
"Coprobacter_fastidiosus",0,0,2
"Lactobacillus_paragasseri",0.00923158437727632,11,2
"Lactobacillus_gasseri",0.0326742574564269,5,2
"Streptococcus_mutans",0,3,13
"Lactobacillus_delbrueckii",0.00487600990466377,7,1
"Lactobacillus_oris",0.0192281787293794,4,2
"Lactobacillus_fermentum",0.0326742574564269,4,2
"Sanguibacteroides_justesenii",0.012583608714339,14,11
"Prevotella_sp_CAG_755",0.0526289426015588,10,11
"Bacteroides_salyersiae",0,2,14
"Ruminococcus_sp_CAG_403",0,1,19
"Roseburia_sp_CAG_309",0.0239622019533227,4,11
"Parasutterella_excrementihominis",0.0145096515092629,2,1
"Roseburia_sp_CAG_182",0.0481455064371911,10,11
"Firmicutes_bacterium_CAG_95",0,0,6
"Alistipes_indistinctus",0.0635341955117185,0,10
"Clostridium_sp_CAG_167",0,0,16
"Streptococcus_vestibularis",0.0226688435988619,3,1
"Gemella_sanguinis",0.00153614342361509,15,7
"Clostridium_leptum",0,0,12
"Proteobacteria_bacterium_CAG_139",0.00728721336960746,0,1
"Clostridium_citroniae",0.173886747246488,3,2
"Pseudoflavonifractor_capillosus",0.00306406582327683,7,4
"Methanosphaera_stadtmanae",0.00954872879470045,7,3
"Olsenella_scatoligenes",0.0338478020975108,1,4
"Bacteroides_faecis",0,1,14
"Victivallis_vadensis",0,2,11
"Phascolarctobacterium_faecium",0.0200043212586065,12,7
"Turicimonas_muris",0.00487600990466377,6,1
"Parabacteroides_goldsteinii",0,1,6
"Clostridium_bolteae",0.118074994790948,0,2
"Bacteroides_coprocola",0,2,2
"Bacteroides_faecis_CAG_32",0,0,14
"Veillonella_parvula",0.0917356765592905,0,2
"Allisonella_histaminiformans",0,1,11
"Paraprevotella_clara",0.0341121324336061,3,1
"Cloacibacillus_porcorum",0.0100778673894742,12,11
"Bacteroides_sp_CAG_633",0,0,11
"Acidaminococcus_fermentans",0.012583608714339,11,11
"Klebsiella_variicola",0.00306406582327683,6,4
"Bifidobacterium_catenulatum",0.038870851069445,4,1
"Streptococcus_gordonii",0.0444616707990338,13,2
"Enterococcus_faecalis",0.0100778673894742,10,11
"Bifidobacterium_pseudocatenulatum",0.0254704006288703,3,1
"Parabacteroides_sp_CAG_409",0.0043626499421348,1,4
"Firmicutes_bacterium_CAG_145",0.0100778673894742,9,11
"Pseudoflavonifractor_sp_An184",0.00171941431414809,1,4
"Eisenbergiella_massiliensis",0.0127477172873271,1,5
"Clostridium_sp_CAG_242",0,5,2
"Butyrivibrio_sp_CAG_318",0.010785075787019,2,8
"Alistipes_sp_An66",0.0114326501810647,6,9
"Haemophilus_sp_HMSC71H05",0.0202695771828809,4,1
"Megasphaera_elsdenii",0.00728721336960746,2,11
"Acidaminococcus_intestini",0.0216673144189662,2,13
"Ruminococcus_sp_CAG_330",0.00728721336960746,1,8
"Faecalitalea_cylindroides",0,0,6
"Enorma_massiliensis",0.00728721336960746,1,4
"Anaerotignum_lactatifermentans",0.0752948107727496,4,2
"Prevotella_sp_CAG_617",0.00306406582327683,5,4
"Flavonifractor_sp_An10",0.0150593079092008,3,4
"Alistipes_timonensis",0.00306406582327683,3,4
"Clostridium_sp_CAG_299",0,1,13
"Cloacibacillus_evryensis",0.101943580104867,0,6
"Enterococcus_hirae",0.0151759000344794,5,5
"Pyramidobacter_piscolens",0.00370084381849576,4,5
"Pseudomonas_aeruginosa_group",0.00169712637870533,5,3
"Massiliomicrobiota_timonensis",0.00306406582327683,2,4
"Dialister_succinatiphilus",0.0103054223140729,2,11
"Ruminococcus_sp_CAG_488",0.010226391724366,1,3
"Ruminococcus_callidus",0,0,6
"Mitsuokella_jalaludinii",0.0108174634019951,2,11
"Phascolarctobacterium_sp_CAG_266",0.0103054223140729,1,11
"Butyrivibrio_crossotus",0.00201559440085356,1,11
"Lactobacillus_amylovorus",0,1,8
"Desulfovibrionaceae_bacterium",0.0120512783764378,1,6
"Prevotella_corporis",0.0536324502610088,1,11
"Streptococcus_australis",0.00153614342361509,12,7
"Rothia_mucilaginosa",0.0833953826238355,4,2
"Eubacterium_sp_OM08_24",0,0,1
"Lactobacillus_rogosae",3.23876149760332e-05,0,15
"Hafnia_paralvei",0,4,2
"Hafnia_alvei",0.0627696411213512,6,11
"Bacteroides_sp_43_108",0.0114326501810647,4,9
"Clostridium_asparagiforme",0.0532280963071833,5,2
"Clostridium_lavalense",0.000270976378632811,0,2
"Christensenella_minuta",0.0578256147053526,5,11
"Bacteroides_galacturonicus",0.0131596138990032,3,5
"Sellimonas_intestinalis",0.0631075077431049,0,5
"Clostridium_bolteae_CAG_59",0.0186149316918842,4,1
"Clostridium_sp_CAG_413",0.0299764259496971,5,11
"Bacteroides_sp_CAG_598",0.0100778673894742,5,11
"Mitsuokella_multacida",0.0108174634019951,1,11
"Klebsiella_quasipneumoniae",0.00306406582327683,1,4
"Alloscardovia_omnicolens",0.00487600990466377,3,1
"Streptococcus_infantis",0.00153614342361509,11,7
"Firmicutes_bacterium_CAG_534",0,2,6
"Ruminococcus_champanellensis",0.0272428432806678,2,6
"Megamonas_hypermegale",0.00153614342361509,10,7
"Prevotella_sp_885",0,0,8
"Firmicutes_bacterium_CAG_791",0,1,3
"Bacteroides_sp_CAG_462",0.00609486464960082,4,9
"Escherichia_marmotae",0.0287979411068805,0,4
"Clostridium_sp_CAG_510",0.0100778673894742,4,11
"Prevotella_disiens",0,0,19
"Megasphaera_micronuciformis",0.00153614342361509,9,7
"Prevotella_buccae",0.030725031761562,3,1
"Fusobacterium_nucleatum",0.00153614342361509,8,7
"Prevotella_buccalis",0.00639555618121769,0,3
"Megamonas_funiformis",0.00153614342361509,7,7
"Porphyromonas_asaccharolytica",0.00370084381849576,2,5
"Klebsiella_oxytoca",0.00169712637870533,4,3
"Dialister_pneumosintes",0.0685738590896995,7,1
"Anaeroglobus_geminatus",0.00370084381849576,1,5
"Megamonas_funiformis_CAG_377",0.00153614342361509,5,7
"Aggregatibacter_segnis",0.00153614342361509,4,7
"Arcobacter_butzleri",0.00169712637870533,3,3
"Citrobacter_freundii",0.0100778673894742,3,11
"Haemophilus_pittmaniae",0.0100778673894742,2,11
"Veillonella_rogosae",0.00370084381849576,0,5
"Veillonella_tobetsuensis",0.0180379797238549,0,1
"Lactobacillus_plantarum",0.0114326501810647,2,9
"Lachnoclostridium_sp_An138",0.00971457000536451,2,4
"Olsenella_profusa",0.00971457000536451,1,4
"Clostridium_aldenense",0.00923158437727632,3,2
"Scardovia_wiggsiae",0.00923158437727632,2,2
"Bacteroides_sp_CAG_443",0.0319404472274775,0,6
"Ruminococcus_sp_CAG_624",0.00169712637870533,2,3
"Clostridiales_bacterium_1_7_47FAA",0,0,13
"Faecalicoccus_pleomorphus",0,0,11
"Blautia_hansenii",0.00923158437727632,1,2
"Fusobacterium_periodonticum",0.00153614342361509,3,7
"Alistipes_sp_An31A",0.012583608714339,2,11
"Lachnoclostridium_sp_An131",0,0,4
"Lactobacillus_reuteri",0.0429135898432439,1,8
"Fusobacterium_ulcerans",0.00923158437727632,0,2
"Campylobacter_concisus",0.00153614342361509,2,7
"Proteus_mirabilis",0.010785075787019,0,8
"Prevotella_sp_oral_taxon_376",0.00487600990466377,1,1
"Campylobacter_showae",0.00153614342361509,1,7
"Aggregatibacter_aphrophilus",0.00153614342361509,0,7
"Bacteroides_sp_OM08_11",0.00169712637870533,1,3
"Candidatus_Methanomassiliicoccus_intestinalis",0.00169712637870533,0,3
"Bacteroides_sp_CAG_661",0.0114326501810647,1,9
"Bacteroides_heparinolyticus",0.00487600990466377,0,1
"Succinatimonas_hippei",0.0127010970572742,0,11
"Prevotella_sp_CAG_1058",0,0,6
"Tropheryma_whipplei",0.0114326501810647,0,9
"Eubacterium_pyruvativorans",0.0100778673894742,0,11
