"","train_367","train_368","train_378","train_379","train_380","train_385","train_389","train_390","train_393","train_394","train_395","train_399","train_400","train_401","train_402","train_403","train_404","train_407","train_408","train_409","train_410","train_411","train_412","train_413","train_414","train_415","train_416","train_417","train_427","train_428","train_429","train_430","train_431","train_432","train_433","train_434","train_435","train_436","train_437","train_438","train_451","train_452","train_453","train_454","train_455","train_456","train_457","train_458","train_459","train_460","train_461","train_462","train_463","train_464","train_470","train_483","train_484","train_486","train_487","train_492","train_493","train_494","train_495","train_496","train_497","train_498","train_499","train_500","train_501","train_502","train_503","train_504","train_505","train_507","train_508","train_509","train_510","train_511","train_512","train_513","train_514","train_524","train_525","train_526","train_527","train_528","train_529","train_530","train_531","train_532","train_536","train_537","train_542","train_545","train_546","train_547","train_548","train_549","train_550","train_551","train_552","train_553","train_554","train_555","train_556","train_557","train_558","train_559","train_560","train_561","train_562","train_563","train_564","train_565","train_566","train_567","train_568","train_569","train_570","train_571","train_572","train_573","train_574","train_579","train_580","train_581","train_582","train_583","train_584","train_585","train_589","train_590","train_591","train_592","train_593","train_594","train_599","train_600","train_601","train_602","train_603","train_604","train_606","train_608","train_610","train_611","train_612","train_613","train_623","train_624","train_625","train_631","train_639","train_640","train_641","train_642","train_643","train_644","train_649","train_1041","train_1044","train_1049","train_1055","train_1059","train_1060","train_1063","train_1064","train_1067","train_1073","train_1075","train_1077","train_1078","train_1079","train_1080","train_1081","train_1082","train_1083","train_1084","train_1086","train_1088","train_1089","train_1090","train_1092","train_1093","train_1095","train_1097","train_1100","train_1102","train_1103","train_1104","train_1106","train_1110","train_1114","train_1118","train_1124","train_1131","train_1132","train_1133","train_1136","train_1144","train_1146","train_1150","train_1159","train_1160","train_1166","train_1167","train_1169","train_1567","train_1621","train_1727","train_1778","train_1824"
"Veillonella_sp_T11011_6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048,0,0.00241,0,0,0,0,0,0,0,0,0.00441,0.0018399999999999,0,0.00535,0,0,0,0,0,0,0,0,0,0,0,0,0.00852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium_ramulus",0.84393,0.62834,0.26158,0.1674,0.16565,0,0.02429,0.26097,0.15568,0.09729,0,0.36633,0,0.05241,0.04156,0.0420899999999999,0.0391699999999999,0,0,0,0,0,0,0,0,0,0,0,0,0.03413,0,0.00636,0.0474,0,0.01608,0,0.03285,0,0.11723,0.04725,0.06436,0.0667799999999999,0,0.11338,0,0,0,0.0838,0.09896,0.05672,0.04675,0,0,0,0.01112,0,0.05391,0.17672,0,0.12806,0.10143,0,0,0,0,0.03623,0.03686,0.13481,0.02939,0.0337,0.0399399999999999,0.02426,0.07515,0,0.10377,0,0.07247,0.04129,0.04558,0.14683,0.07037,0,0,0.10397,0.0009199999999999,0,0,0,0,0.09012,0.0350199999999999,0.43164,0.03879,0,0,0,0,0,0,0,0.02048,0.02048,0.03918,0.03918,0.12386,0.12386,0.23032,0.25019,0.23032,0.14843,0.13848,0.14843,0.06563,0.06563,0.14698,0.14698,0.07052,0.07052,0.03365,0.03365,0.46964,0.76295,0.76295,0.12949,0,0.02335,0.13766,0.05504,0.17663,0.13864,0.1051,0.08574,0.0477,0.03493,0.11635,0.14744,0.02822,0,0,0,0.08183,0.0517399999999999,0.10108,0.02623,0,0.03828,0.19225,0.09137,0.01413,0.09267,0.12595,0.0669299999999999,0.02727,0.01815,0,0.0096099999999999,0.00613,0.02252,0,0.60451,2.13945,0.21693,0.11498,0.03337,0.44983,0.25787,0,1.33402,0.81742,0.78852,0.41672,0.19023,1.34038,0,3.68375,0.58258,0,0.02359,0.2419,0.00864,0,0.12627,0,1.01886,0,3.42134,0.40881,0.1562,0.00735,0.00699,0.47328,0.00463,0.56377,1.119,1.41568,0.40564,0,0.09242,1.02235,0.61596,0.30573,0.55443,0.14193,0.0085,0.13122,0.05808,0.06545,0.01578,0.03507,0.03106,0.1358,0.02942
"Holdemanella_biformis",0.0119,0,0,0,0,0,0,0,0,0,0,0.0067,0,0.0017399999999999,0.0017699999999999,0.0020399999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01414,0,0.00521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02558,0,0,0.00957,0.00279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02204,0,0,0,0,0,0,0,0,0,0,0.03023,0.03023,0.15945,0.15945,0.33597,0.33597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09875,4.50829,0.61861,0,0,0,1.24572,0.91827,0,0.01379,0,0,0,0,0,0,0,0,0,0.01472,0,0,0.39562,0.25551,0,0,0,0,0.52756,0,0,0,0,0.02805,0,0,0.16974,5.74214,0.62187,0,0,0.58974,0,0,0,0,0,0,0.01988,1.32906,0,0,0.22484
"Lawsonibacter_asaccharolyticus",0.02175,0.00495,0,0,0.00512,0,0.11154,0.03322,0.10269,0.12756,0,0.04758,0,0.00223,0,0,0,0.01061,0,0.0279899999999999,0,0.03966,0.01149,0.03805,0.02251,0,0.04306,0,0,0.32168,0.22901,0.03857,0.01583,0,0.04017,0.0134,0.01401,0,0.08856,0.05955,0.06404,0.08506,0.03603,0.01228,0,0,0,0.12784,0.12368,0.10371,0.09004,0.05776,0.12368,0,0,0,0.01733,0,0,0.02101,0.0153099999999999,0,0.14067,0,0.20305,0.1292,0.14967,0.23749,0.1236,0.09942,0.07881,0.02268,0.05081,0.03241,0.08341,0.01944,0.11431,0.05882,0.10209,0.15675,0.08217,0.00557,0,0.00373,0.04891,0.00845,0.03764,0.04092,0.01236,0,0.00186,0,0.00546,0,0,0,0,0,0,0,0.01882,0.01882,0.01655,0.01655,0.01763,0.01763,0,0,0,0,0,0,0,0,0.03474,0.03474,0.31426,0.31426,0.11004,0.11004,0.00874,0,0,0.07765,0,0.2192,0.10923,0.10011,0.14978,0.18559,0.15254,0.06448,0.10108,0.18117,0.07212,0.11936,0.11395,0,0,0,0.10008,0.07137,0.01758,0.00869,0,0.01479,0.10462,0.01283,0.14758,0.00237,0.06537,0.20431,0.34431,0.87755,0.10281,0.13976,0.24217,0.19916,0,0.09129,0.07288,0.053,0.04097,0.10901,0.32164,0.01209,0.0602,0.0082,0.05101,0.31136,0.03356,0.03314,0.03424,0.00298,0.22325,0.04062,0.14663,0.10448,0.00907,0,0.09744,0.00949,0.02402,0.11948,0,0.02401,0.04626,0.0112,0.09275,0.07315,0.14319,0.14888,0.02377,0.0846,0.03692,0.20308,0.08292,0.0391,0.18083,0.01706,0.01599,0.02428,0.07441,0.08734,0,0.04672,0.32294,0.02332,0.25607,0.75917,0.04259,0.01653
"Akkermansia_muciniphila",8.90681,9.43427,5e-05,0,0,0,6.07729,0,11.2303,13.34232,9.86181,0,1.4689,2.11487,1.15705,1.16504,1.48025,2.99277,3.28414,1.95178,1.96601,8.14539,9.51832,10.60128,10.93337,12.32378,1.25291,1.53831,0,0.00482,0,0.00926,5.22221,5.99806,10.92381,13.16663,0.30635,0.26779,10.87397,14.00761,0.31084,0.28847,0.26326,0.72453,0.59167,0.33322,0.69849,0.07521,0.0097,0.03763,0.01078,0,0,0,2.9727,0,0.00325,0,0,0,0,2.95605,0.0033399999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023899999999999,0.00206,0,0,0.226,0.19177,0.21621,0,0,0,0,9.85449,0,0,0,0,0.22159,0.19526,0.22159,0.53759,0.53759,0,0,0.41692,0.41692,0.29751,0.29751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.72806,0.0019399999999999,0,1.45711,0.63158,1.93695,0.15418,0.68969,0.21575,0.82348,0,0.04787,0.66575,10.29934,0.24088,0,0.043,1.23096,5.13293,0.24655,1.33208,1.08062,1.16131,0,0.06849,0,0,0.1163,2.55618,2.24344,0.19146,10.51079,0,7.36866,0.04511,0,0.08917,0,0.03367,0.00389,0.44018,0.13599,2.37069,0.15889,0,0,0,0.81164,0.2434,10.33488,1.07461,0.02407,0.01216,2.66875,6.62737,0,0.73417,14.98049,0,0.00608,0.07687,1.90746,1.82785,0.5688
"Eubacterium_sp_CAG_180",0,0,0.00382,0,3.8358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54712,11.90095,12.71206,19.25667,18.09027,3.98587,3.99921,14.43573,14.53752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.90497,3.80487,0.2302,0,0,0.51921,0,0,0.80435,0.00541,0.68184,0,0,0.09,0,7.03423,0,0,0,0,0,0,6.8007,0,0,0,0,0,0.00067,13.98137,10.09904,6.02542,0,1.16638,0,0,0,0,14.63277,0,0,0,0,0,1.67324,1.67064,0
"Bacteroides_xylanisolvens",0.78746,0.64884,0.0379899999999999,0.01443,0.21903,0,0.27969,0.9749,0,0,0,0,0,0,0,0,0,0.09452,0.07169,0.40652,0.21517,0.24471,0.18087,0.0403899999999999,0.0948799999999999,0,0.87086,0.83012,5.01999,4.35098,4.26237,4.60198,3.6926,2.86356,3.30472,2.50589,4.73525,4.60515,5.86075,5.16264,0.12735,0.15843,0.14241,0.18058,0.13669,0.02299,0,0.07293,0.05611,0.02318,0,0,0,0,0,0.14877,0.26339,0,0,0.02758,0.01805,0,0.09671,0,0.74334,2.24576,1.13609,1.71864,2.25878,1.40818,1.2741,0.84233,0.74939,1.61675,2.08962,0.43062,0.54128,1.93609,1.27716,1.24161,1.98492,2.30402,2.1567,0.12111,0.02846,0,0.28783,0.27973,0,0.01816,0.2231,0.00089,0,0.36607,0.25879,0.36607,0.72119,0.72119,0.58021,0.58021,6.11112,6.11112,1.7287,1.7287,6.05263,6.05263,9.8722,9.97913,9.8722,9.43955,10.34303,9.43955,9.57903,9.57903,0.645,0.645,2.79773,2.79773,2.08582,2.08582,0,0.00202,0.00202,1.7833,3.35068,3.83212,3.12941,3.0802,1.93518,2.03042,2.84494,1.15649,1.56478,1.65542,1.36531,1.78456,1.37013,3.38002,1.22878,1.61056,2.26909,3.59336,6.09785,0,0.11475,0,0,0,0.51871,0,0,0,0,0,0,0,0,0,0.41115,0.00469,0.54011,0,0,0.08791,0.1109,0,0,0.01305,0.08288,0.15008,0.50917,0,1.14861,0.00375,0.07391,0.68775,0.08974,0.0222,0.95618,0.01555,0.01625,0.01418,0,5.33565,1.59631,0,0,0,0.46143,0.74005,0.56815,0.13548,0.07641,0,0,0,0,0.00356,0.04503,0.0043,0,0.04877,0.01738,0,0.34737,0,0,0.01188,0,0,0.40892,0.20923
"Ruminococcus_bicirculans",0,0,0,0,0,0.0877299999999999,0.0286699999999999,1.227,0.47802,0.46374,0.78932,0,0,0,0.00799,0.00226,0,0.26267,0.15716,0.50716,0.29494,0.12408,0.06091,0.21247,0.12231,0.06796,0.65584,0.43532,0,0,0,0,4.2081,3.86672,1.37112,1.17857,2.15673,1.91543,1.8474,1.54345,0,0,0,0.21087,0,0,0,0.1228,0.12654,0.03664,5.10738,4.73048,0.55848,0.35276,0,0,0,0.00864,0,0.54375,0.48868,0,0.00805,0,0.53,0.63633,0.81126,0.33705,0.45724,0.64741,0.6939,0.83158,1.51466,1.86685,4.68957,1.34907,2.10027,0.58847,2.19296,2.66052,0.98054,1.99185,1.78061,0,0,0,0,0,0.6295,1.00989,0,0.53325,0.46867,1.27861,1.14929,1.27861,2.17743,2.17743,0.53659,0.53659,0.18443,0.18443,0.0172,0.0172,0,0,0.30644,0.28466,0.30644,0,0.00571,0,0,0,0,0,0,0,0,0,0.24222,4.29179,4.29179,0.12883,1.7008,1.85651,0.72468,0.70297,0.27509,0.20495,0.01318,0.11881,1.51277,1.72299,3.0911,1.43918,0.83504,0,0,0,0.58321,0.71751,0,1.64065,0,0.0553899999999999,0.84122,0.54643,14.95242,0.00341,0,0,0,0,0,0,0,0,0,0,1.3903,0,1.38066,4.99695,5.86549,0.24413,4.37901,2.07394,0.0072,1.49622,7.20328,0.4054,0.0609,0,3.24369,0,0,0,2.85443,0.21106,0.15704,0.19481,0,0,0,0.73782,3.54557,2.84354,2.956,2.45329,14.06145,0.0506,0.30591,0,2.5039,11.04814,0.00566,0.67518,0.00972,0,1.42023,0.01368,0.03511,4.66818,1.57861,3.30206,0,0.51182,0.07731,1.2656,0.02582,0
"Monoglobus_pectinilyticus",0,0,0,0,0,0.31635,0,0,0.66954,0.52249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88621,3.91557,3.42949,1.6593,1.44065,2.87749,1.75484,0,0,0,2.87568,3.08434,0,0,0,0.44867,0.29244,0,0.0194599999999999,0,0.0946,0.05757,0,0,0,0.0090099999999999,0,0.09049,0.09539,0,0.01925,0,0.04542,0.05685,0,0,0,0.54482,0.46686,0.68548,0.50385,0.73335,0,0,0.46183,0.03202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05836,0.05836,0.1533,0.1533,0.04035,0.04035,0,0,0,0.00242,0,0,0.01193,0.00171,0.02512,0.00426,0.13272,0,0,0.0035299999999999,0.07322,0.04925,0,0,0,0,0.03801,0,0,0.03327,0,0.18976,0.6924,0.1427,0,0,0,0,0,0,0,0,0,0,0.00859,0,0,0.31814,0,0,0.09868,0,0.03989,0,0,0.15304,0.71448,0.1399,0,0,0,1.2783,3.73973,0,0.13216,0,0.2993,7.19495,0,0,0,0,0.07616,0.11635,0.56875,0.42836,1.07292,0,0,0,0,0.03997,0.98181,0,0,0.33829,0,0.17747,0.20766,0,0,0.43737,0.12147,0,0.02843,0,0,0.00173
"Coprobacillus_cateniformis",0,0,0,0,0,0,0,0,0,0,0.25523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33166,0,0,0,0.00123,0,0,0,0,0,0,0,0,0,0,0,0.0019399999999999,0.0019399999999999,0,0.01198,0,0,0.00984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00241,0,0,0.0236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05275,0,0,0.02076,0,0,0,0.79725,0.06672,0.72426,0.0219,0.29486,0,0,0,1.57178,0,0,0.1456,0,0,0.17887,0.0073,0,0,0,0,0,0,0,0,0,0,0,0.9374,0,0.08056,0,0,0,0,0.00292,0,0.00863,0,0,0.22243,0,0,0
"Alistipes_shahii",0,0,0.00417,0,0.06289,0.67896,1.11054,0.11338,0.0561799999999999,0.0659,0.44167,0.21641,0.01927,0.0703299999999999,0.0621,0.05047,0.05897,0.55443,0.67726,1.22332,1.14451,2.48075,3.0097,1.78257,1.84294,1.96632,0.91336,1.10878,0,0.13953,0.08106,0.14327,0,0,0,0,0,0,0,0,0.6168,0.62264,0.78355,0.67313,0.71771,1.17297,1.21816,0.33863,0.35337,0.40215,0.96149,0.97092,2.47678,2.52273,0.07751,0,0,0.05624,0,0,0,1.0573,1.52931,1.6545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42683,0.66242,0.246,0.64331,0.84542,0.81316,1.16167,0.13303,0,0.0329,0.02222,2.75549,0.26805,0.22797,0.26805,0.08215,0.08215,0.24598,0.24598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23595,0.23595,0.22715,0.22715,0.35108,0.35108,0.05354,0.03997,0.03997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82784,0,1.54726,0.61804,0.85331,0,0.31715,0.18398,0.17344,0.13168,0.31183,0.11316,0.14108,0.11844,0.0211599999999999,0,1.06377,0,0.09107,0.61682,0.3319,0.0453,0,0.01127,0.04865,0.05307,0,0,0,0.04838,0.00891,0,0,0.10668,0.18023,0.00434,0.1016,0.21272,0,0,0,0,0.10393,0.11034,0,0.17425,0,0.21233,0.05944,0.00764,0,0,0.00901,0.2286,1.3767,0.02259,0,0.08212,0.38505,0.17452,0,0.4204,0,0,0.07507,0.06865,1.39274,1.32053,0.3114
"Bifidobacterium_bifidum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04252,0,0,0,0,1.57179,1.13508,1.57179,0.82897,0.82897,0.36862,0.36862,0,0,0,0,0,0,2.3787,1.727,2.3787,0.8132,0.61038,0.8132,1.15633,1.15633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23314,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16749,0,0,1.47726,0,0,1.46707,0.64473,0,0.17338,0,0,0,0.69003,0.20913,0,0,0,0,0,0.70845,0,0,0,0,0,0,0,0.67943,0.86287,0,0.08538,0,0,0.17634,0.05436,0,0.91406,0,0,0,0,0,0.68853,0,2.75934,0,0,0,0,0,0,0,0
"Candidatus_Gastranaerophilales_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Asaccharobacter_celatus",0.03984,0.04823,0,0,0,0,0.10872,0.138,1.16592,1.90615,0.06473,0.04348,0,0,0,0,0,0.02431,0.00948,0.06316,0,0.05113,0.04546,0,0,0,0.00248,0,0,0.00827,0,0.00212,0.07216,0.05069,0.05155,0.0637,0.02848,0.01807,0.11515,0.15678,0,0,0,0.08757,0,0,0,0.21601,0.24124,0.36745,0.11083,0.13834,0,0,0.00511,0,0.0155,0.23927,0.28196,0.29986,0.27092,0,0.04813,0,0.09518,0.03474,0.04372,0.16746,0.07611,0.0520799999999999,0.0565899999999999,0.03978,0.06529,0.0278899999999999,0.25569,0.07375,0.0384399999999999,0.03748,0.05244,0.08316,0.00439,0,0,0.0150699999999999,0.01309,0,0.04665,0.03155,0.27654,0.00853,0,0.01518,0.024,0.1219,0.06798,0.1219,0.0381,0.0381,0.14131,0.14131,0.00746,0.00746,0.01401,0.01401,0.08235,0.08235,0,0,0,0,0,0,0,0,0.08616,0.08616,0.01996,0.01996,0.11549,0.11549,0.00014,0.01181,0.01181,0.01948,0,0.05522,0.0549799999999999,0.08117,0.02333,0.043,0.02622,0.02769,0.00104,0.15642,0.09445,0.13718,0.08392,0.0310899999999999,0.08254,0.10674,0.01053,0,0.02333,0.01538,2e-04,0.00576,0.02924,0.01228,0.01949,0.09725,0.13388,0,0,0,0,0,0,0,0.00359,0.49718,1.86526,0.86403,0.04965,0,0.47977,0,0.05504,0.11825,0.01581,0.19627,0.14746,0.12135,0.05264,0.88567,0.01067,0.3563,0.24899,0.29579,0.16034,0.89914,0.17537,0.06248,0.32216,0,0,0.06941,0.03383,0.00039,0.02908,0.06545,0.17424,0.5939,0.04507,0.24423,0.00097,0.0651,0.12387,0.2032,0,0.0355,0.22739,0.64885,0.01923,0.00366,0.1436,0.00657,0.11822,0.00955,0.21217,0.0166,0.01806,0
"Eisenbergiella_tayi",0,0,0,0,0,0,0,0,0.01556,0.00404,0,0,0,0,0,0,0,0,0,0,0,0.00477,0,0,0,0,0,0,0,0.00341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31292,0,0,0.0047799999999999,0.0217699999999999,0,0,0,0.00413,0.00413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08337,0.08337,0.00955,0.00955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01325,0,0.00883,0,0,0.01627,0.0069999999999999,0,0,0.02951,0.02803,0,0.00863,0.00128,0,0.02921,0,0,0,0,0,0,0.01306,0.10466,0.0338,0.1581,0,0.00634,0,0,0,0,0.03863,0,0,0,0.04169,0.03973,0,0,0.19712,0,2.28111,0,0,0.05893,0,0,0,0.11707,0,0,0.13033,0,0,0,0,0.00376,0,0.07434,0.20952,0,0,0,0,0,0,0.09945,0.09584,0,0,0.00536,0.00138,0,0
"Adlercreutzia_equolifaciens",0.1461,0.14014,0,0,0,0,0.1246,0.14353,0.34195,0.59935,0,0.01586,0,0,0,0,0,0.01587,0,0.04025,0,0.0357,0.0114799999999999,0,0,0,0,0,0,0.00234,0,0,0.06343,0.0545299999999999,0.05107,0.04928,0.027,0,0.10309,0.12944,0,0,0,0.02213,0,0,0,0.17367,0.20455,0.3094,0.08495,0.12655,0,0,0,0.01159,0.04204,0.36257,0.29981,0.14029,0.10991,0,0.03541,0,0.08426,0.01842,0.0212699999999999,0.08112,0.02634,0.0316899999999999,0.03861,0.01478,0.03711,0.01094,0.15861,0.0583299999999999,0.0175,0.02706,0.03723,0.0638799999999999,0,0,0,0.00095,0.00537,0,0.031,0,0.11808,0.00294,0,0.0264399999999999,0.04339,0.06816,0.03496,0.06816,0.02553,0.02553,0.11086,0.11086,0.02259,0.02259,0.03621,0.03621,0.17849,0.17849,0,0,0,0,0,0,0,0,0.03812,0.03812,0.0109,0.0109,0.04662,0.04662,0.0008699999999999,0.01319,0.01319,0.01119,0,0.01162,0.03956,0.05505,0.01569,0.01959,0.022,0.00173,0,0.07151,0.02323,0.05479,0.02197,0.03321,0.00879,0.0291,0,0,0.06629,0.01957,0,0.0142199999999999,0.07418,0.02343,0.03077,0.13201,0.16679,0,0,0,0,0,0,0,0.00058,0.10545,0.48957,0.55915,0.01243,0,0.85593,0,0.03114,0.03607,0.0055,0.10818,0.23367,0.03895,0.07848,0.30364,0.01361,0.06862,0.13276,0.23348,0.06474,0.36054,0.04512,0.04691,0.16319,0,0,0.08893,0.03472,0.00038,0.00729,0.05296,0.13624,0.2385,0.04054,0.18492,0.00167,0.04222,0.04434,0.05952,0,0.03182,0.08062,0.23619,0.00243,0.00307,0.03736,0.00188,0.27755,0,0.14965,0.01095,0.01243,0
"Alistipes_onderdonkii",0,0,0,0,0,0.77061,0,0,0,0,0,0,0,0,0,0,0,0.01585,0.02984,0.01208,0,0,0,0,0,0,0.00955,0,0,0.00209,0,0.00489,0.54318,0.57574,1.03697,1.08635,0.66126,0.79049,0.84435,0.92658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00473,0.01473,0,0,0,0,0,0,0,0,0.12365,1.11068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36566,0,0.91975,1.15729,0.39842,0,0.39385,0.07764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05837,0,0,0,0,0,0,0,0.27857,0,0,0,0,0,0,0.00174,0.01656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88914,0.14072,0.01968,0
"Ruminococcaceae_bacterium_D5",0,0,0,0,0,0,0.25099,0,0,0,0,0,0,0,0,0,0,0.01445,0,0.01728,0,0.23111,0.19704,0.08106,0.13517,0.0535299999999999,0.01839,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27728,0.32001,0.28929,0,0,0,0,0.02647,0.02518,0,0.83693,0.79223,1.04815,1.05157,0,0,0,0,0,0,0,0,0.31692,0.07256,0,0.01646,0.07591,0.00121,0,0,0,0,0,0.01124,0,0.02653,0.04398,0,0.00104,0,0.01573,0.00042,0,0,0.26537,0.24618,0.14225,0.06152,0.00455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10086,0.19754,0,0,0,0,0,0,0,0,0,0,0.01477,0.10607,0,0,0,0,0,0,0,0.00372,0,0.08892,0,0,0,0,0,0,0,0,0,0,0.00852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03183,0.09746,0,0.03698,0,0,0,0,0,0.12648,0,0,0.0889,0,0,0
"Hungatella_hathewayi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,0,2e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22716,0,0,0,0.03836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01035,0.0268699999999999,0.01035,0,0.00166,0,0.14924,0.14924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00196,0,0.01684,0.00637,0,0,0,0,0.00203,0.00828,0.01443,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0.0361,0,0,0.04651,0.00301,0.01672,0,0.00888,0.03795,0,0,0,0,0.0375,0.03539,0,0,0,0,0,0,0.02794,0.00488,0.00065,0,0,0,0.00462,0.00225,0,0,0,0,0,0.00454,0,0.05382,0.02689,0,0.08875,0,0,0
