"","train_665","train_666","train_667","train_668","train_669","train_670","train_671","train_672","train_673","train_674","train_675","train_676","train_677","train_678","train_679","train_680","train_681","train_682","train_683","train_684","train_685","train_686","train_687","train_688","train_689","train_690","train_691","train_692","train_693","train_694","train_695","train_696","train_697","train_698","train_699","train_700","train_701","train_702","train_703","train_704","train_705","train_706","train_707","train_708","train_709","train_710","train_711","train_712","train_713","train_714","train_715","train_716","train_717","train_718","train_719","train_720","train_721","train_722","train_723","train_724","train_725","train_726","train_727","train_728","train_729","train_730","train_731","train_732","train_733","train_734","train_735","train_736","train_737","train_738","train_739","train_740","train_741","train_742","train_743","train_744","train_745","train_746","train_747","train_748","train_749","train_750","train_751","train_752","train_753","train_754","train_755","train_756","train_757","train_758","train_759","train_760","train_761","train_762","train_763","train_764","train_765","train_766","train_767","train_768","train_769","train_770","train_771","train_772","train_773","train_774","train_775","train_776","train_777","train_778","train_779","train_780","train_781","train_782","train_783","train_784","train_785","train_786","train_787","train_788","train_789","train_790","train_791","train_792","train_793","train_794","train_795","train_796","train_797","train_798","train_799","train_800","train_801","train_802","train_803","train_804","train_805","train_806","train_807","train_808","train_809","train_810","train_811","train_812","train_813","train_814","train_815","train_816","train_817","train_818","train_819","train_820","train_821","train_822","train_823","train_824","train_825","train_826","train_827","train_828","train_829","train_830","train_831","train_832","train_833","train_834","train_835","train_836","train_837","train_838","train_839","train_840","train_841","train_842","train_843","train_844","train_845","train_846","train_847","train_848","train_849","train_850","train_851","train_852","train_853","train_854","train_855","train_856","train_857","train_858","train_859","train_860","train_861","train_862","train_863","train_864","train_865","train_866","train_867","train_868","train_869","train_870"
"Coprococcus_eutactus",0,0,0,0,0,0,0,0,0,0,0.83342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69636,0.31931,0,0,0,0,0,0,0,0,0,0,2.54474,0,0,0,1.09031,0,0,0,0,0,3.22562,0,0.02489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83747,0,0,0,0,0.48908,0,0,0,0,0,0,0,0.28564,0,0,0,0,0,0,0.60497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.68769,0,0,0,0,0,0,0,0,8.87672,9.18248,0.00301,0.00144,0,0,0,0,0,0,0,0,5.00884,0,0,0,0,0,0,0,0,0,0.05116,0,0,0,0,0,0,0,0,0,0.09852,0.82958,0,0,0,0,0,0,0,0,0,0.00924,0,1.08257,0,0,0,0,0,0,0,0,0,0,0,0,16.89712,0,0,0,0,0,0,0,0,0,0.01906,0,0,0,0,0,0,0,0,0,0,0,0.04264,0,0,0,0,0.01509,0,11.02844,0.03566,0,0,0,0,0.12829
"Paraprevotella_xylaniphila",0,0,0.07057,0.45706,0,0,0,0.4859,0,0,0,0,0,0,0,0,0,1.27035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17425,0,0,0.25462,0,0,0,0,0,0,0,0,0,0,0,0.14787,0,0.16048,0,0,0,0,0,0,0,0,0,0,0,0.20973,0,0,0,0.04103,0,0,0,0,0,2.85298,0,0,0.2477,0,0,0,0,0,0,0.06042,0,0,0,0,0,0,0.6598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45753,0,0,0.25843,0.00704,0,0,0,2.48639,0,0,0,0,0.23454,0,0.35086,0,0.66447,0,0,0,0,0,0,0,0.00824,0,0,0,0,0,0.20106,0.00137,0,0,0,0,0,0,0.09524,0,0.12304,0,0,0,0,0,0,0,0,0,0,0,0,0.00065,0.00156,0,0.01401,0,0,0,0,2.0342,0,0,0.00068,0,0,0,0,0.00251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00136,0,0,0,0.00478,0,0.44618,0
"Slackia_isoflavoniconvertens",0,0.00954,0,0.02987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00241,0,0,0,0,0,0,0,0,0,0.00556,0,0.01677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084,0.00035,0,0,0.00153,0,0,0,0,0,0,0,0,0,0,0.00079,0,0,0,0,0.15107,0,0,0.00057,0,0,0,0,0,0,0,0,0,0,0.04415,0,0,0,0.00234,0,0,0,0,0,0,0,0,0.00032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00053,0,0,0,0,0,0.00033,0,0,0,0,0.60151,0,0,0,0.00092,0.00894,0,0,0,0,0,0.00031,0,0,0.0033,0,0,0,0,0,0,0.00047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78702,0,0,0,0.00068,0,0.00232,0,0.00105,0,0.00128,0,0,0,0,0,0,0,0,0,0,0,0.00046,0,0,0,0,0,0.00769,0,0,0,0,0,0,0
"Bacteroides_ovatus",0.01591,0.00254,0.39083,0.09907,0.15774,6.24818,0.75969,0.60326,2.91113,0.04301,0.08645,1.29977,0.0263,0.31731,0.05535,0.34375,0.11127,9.24564,0,0.24579,0.09081,0.08563,1.35913,0.66544,1.69374,0.97512,0.25882,2.09658,0.11475,0.05666,0.0045,0.53321,0.84477,0.17829,0.01064,0.22577,0,0.0054,0.05741,0.31926,0.19612,3.07871,0.14239,0.02758,0.01767,0.00217,0.2303,0.40745,0.01477,0.994,0.05451,0.17674,0,0.36638,5.65747,8.84489,0.94672,13.08258,0,2.07977,0.53063,0.0468,8.64125,3.25325,0,1.54669,3.17922,0.26185,0,0.73776,1.94641,0.42985,0.17117,0.11785,2.14008,0.30583,0.01839,0,0.19453,0.52211,0.0064,0.12459,0.00035,4.64441,1.94086,2.77547,0.71624,0.09621,0.57898,0.3739,1.0599,0.06171,3.69461,0.00122,0.29261,0.15084,0.01662,0.10421,0.85416,0.50186,12.57149,0.00212,3.83637,1.20394,0.06669,1.00013,0.78204,1.02427,0.40824,0.35203,0.00605,6.69682,0.29813,1.51752,2.98143,1.24512,0.10879,0.79359,6.80266,3.43916,8.90241,1.35632,0.40084,0.57674,0.56929,0.01143,0.4647,1.06801,2.90766,0,0.00233,0.20212,0.01337,0.01006,0.09946,0,0.01182,0,0.00258,0.01839,0.53744,0.24725,0.07316,0.0859,0.55755,0.02743,0.32958,1.5414,0.72037,0.47883,0.08636,0.15658,3.42846,0.03407,0.73255,0.29852,0.21017,0,0,0.37216,0.00621,0.21184,0,0.69807,0.20843,0.77572,0.09106,0.02581,3.3204,0,0.00759,1.00158,1.2723,0.00861,0.00307,0.02077,0.0503,0,0.5863,0.11842,0.55776,15.26422,0.11686,0.14878,0.02135,3.63478,0.13253,0.19982,0.00749,0.5139,0.41867,0.52066,0.00257,0.00296,8.52947,1.14168,0.01111,0.36465,0.05499,0.24986,0.02563,0.0307,0.21829,1.96013,3.43246,0.02973
"Bacteroides_sp_CAG_144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_CAG_58",0,0,0,0.77436,0.2334,0,0.01415,0,0,0.97774,0,0,0.83163,0,0,0,1.57017,0.58709,0,0.44534,0.11795,0.25487,0,0.15541,0,0.23199,0,0,0,0,0,0.3691,0,0,2.34525,0,0,0,0.51877,0,0,0,0,0,0.81029,0.01115,0.2604,0,0,0.00532,0.04998,0,0,0.49034,0,0.02963,0.14522,0,0,0,0.00234,0,0,0,0,0.00147,0.34282,0.00888,0,0.21808,0,0,0.69283,0,0.64863,0,0.938,0,0,0,0,0.08421,0,0,0,0,0,0.05637,0.22338,0.01072,0,0.58868,0,0,0.10177,0,0,0.00051,2.66543,0,0.01158,0,0,0,0.15199,0,0,0,0.43435,0.31489,0,0,0,0,0,0,0,0.19454,0.00596,0.50725,0,0.89949,0.05852,0.87062,0,0,0,0,0,0,0,0.01637,0.00569,0,0.00064,0.04625,0,0,0,1.76299,0,0,0,0.0513,0.20731,0,0,0,0.02573,0,0,0.01526,0,0,0.38746,0.00181,2.23908,1.5851,0,0.01041,0,0,0,0,0.02299,0.07677,0,0,0.00365,0,0.14049,0,0.19549,0.00128,0,0,0,0,0.1892,0,0,0,0,0,0,0,0,0,0.00329,0.84107,0.01274,0.30701,0,0.0532,0,0.00535,0,0.02959,0.07197,0,0,1.34568,0,0.161,0,0
"Roseburia_hominis",3e-04,0.00793,0,0.20828,0.24146,0,0.53089,0,0,1.12619,0.26276,0.08135,0.05675,0,0.02132,0.22364,3.69717,0,0,0.14563,0.33519,0.03424,0,0.72117,0,0,0,0.16046,0.33598,0.08546,0.19088,0,0,0.06996,0.90382,0,0,0,0,0,0.19898,0,2.14217,0.35029,0.03886,0,0.92267,0.27397,0,0.13251,0,0.93872,0,0.05974,0.23536,0,0,0,0.14694,0.18747,0,0,0.32088,0.40058,0,0.31562,0.07532,0.16448,0,0,0,3.07984,0.42587,5.99352,0,0.16715,0.99383,0.01861,0.0138,0.0358,0.04553,0.15181,0,0,0,0,0,2.99361,1.02846,0.0013,0.3594,0.5121,0,0.70898,0.01406,0.17051,0,0,0.00283,0.19701,0,0,4.59505,1.68942,0.53621,0,0.03615,0.00983,0,1.03592,0.00592,0,0.4875,0.62894,0,0,0.01128,0.00522,0,3.71668,0,0.3624,0,0.23178,0.64344,0.62211,0,0,0.26141,0,0,0.00233,0.02393,0,0.00776,0.01445,0,0,0,0.925,0.72661,2e-04,2.51021,0.2841,0.47942,0.06145,0.00405,0.09945,0.06052,0,0.15316,3.99212,0,0,0.05976,0,0,0.86297,0.05437,0.49977,3.88528,0,0,0,0.00098,1.07586,1.67316,0,0.05973,0,1.36377,0,0.80645,0.00065,0.04111,0.77013,0,0,1.34611,0.1187,0,0,0.44926,1.80197,0,0.06648,0.00118,0.09397,0.00322,0.37144,0.07787,0.65676,0.38042,0.56909,0,0,0,0.0125,0.51309,0.02312,0,1.0505,0.00046,0,0,0.7248
"Dorea_longicatena",0,2.23699,0,0.9871,0.82643,0,0.1309,0.23073,0.33324,0.23178,0.02459,0.85852,0.70439,0,0,0.11318,0.37408,1.28177,0,3.01693,0.23207,0.7722,1.97702,0.16044,0.13465,0,0.19622,0.19919,0.09384,2.04585,0.86106,0.10804,3.60439,0.10249,0.08209,0.84659,0,0,0,0.13123,0.94161,0,0,1.09268,0.12702,0.42281,1.4186,0.43158,0.26921,1.06246,2.02265,0.76347,0,0.05675,0,0,0.66147,0,1.66934,0,0,0.40973,1.72479,2.90768,0,0.35589,0.52801,0.70873,0.52832,0,0,0,2.45602,0.67682,0,0.28634,0.76603,0,0.09363,0.26495,0.44697,0,0.05131,0,0,0,0.20671,0.85987,0.35031,0.64642,0.96274,0.34519,0.3379,1.34433,0.35058,0.15159,0.1901,0.63707,0.21116,0,0.1007,0,0,0.07553,0.52783,0.59607,0.18538,0.18987,0,0.59082,0.20499,0.21269,0.08828,0.09553,0,0.88805,0.24659,0.45396,0.38792,1.23815,0.19739,0.33673,0,0.38087,0.02407,0.14805,0.49834,0.48232,0,0,3.6512,5.52393,0.64608,0,0.09299,1.1502,3.83582,0,0.02064,2.38615,0.36472,2.06709,0.25394,3.4207,0.69871,0.99397,1.36911,0.28573,1.39002,0.46155,0.65114,0.67093,0.27177,0,1.3635,0.00505,0.00272,0.16407,0,2.08288,0,1.4025,0,0,0.28481,0.36437,0,0,0,0,0.40994,0.08137,0.15601,0.78462,0.00038,0.65142,0,0,0.02664,2.02686,0.00551,0,0.11856,0.36343,1.23779,0.11744,0.00172,0,0,1.40602,0.26337,1.26003,1.61577,1.37031,0.00262,0.00215,0.00177,0.07267,2.21848,0.9768,0.0034,0.77405,0.0042,0.24596,0,0.37764
"Eubacterium_sp_CAG_38",0,0.06959,0,0,0.01459,7.22915,0,0.19201,0,0,0.02592,2.30164,0.03198,0,4.54941,0.00395,0,0.24462,0,0,0,0,0,1.05615,0,0,0,0.20803,0.55617,0,0.00121,0.3159,0.15449,0,0,0.0255,0,0,0.51598,0,0.50621,0.13823,0,0.03187,0,0.09237,0.00733,0.11921,0,0.02188,0.00569,0.14363,0,0.2802,0,0.86898,0,0,0,0.00607,0,0,0,0,0,0,1.48309,0,0.28746,0.1407,0.15939,0,0.27127,2.13106,0,0.18242,0.95701,0.19432,0.00316,0,1.19347,0,1.80174,0,0.01358,0,0.33571,0.09935,0,0.0015,0,0.9946,0,0,0.05731,0,0,0,0,4.45912,0,0.65016,0,1.29338,0.00036,0.00105,2.32311,0,0,0.48154,0.00356,2.74738,0.12155,0,0,2.37216,0.30655,0.07159,0.1147,0,0.15353,0.78305,0,0,0.02041,0.45876,0,0.189,0,0,0.00317,0.04853,0.00032,0,0.02069,0,0,0,0.04885,0.17697,0.01099,0.0988,0,0,0.01034,0.00933,0.16594,0.05752,0.17673,0.16941,0.79657,0,0.16021,0.03628,0,0,0,0,0,0.02345,0.07845,0,0,0.19336,12.06027,0.00305,0.0381,0,0,0,0,0,0.08644,0.06801,0.11035,0.42471,1.11964,0.00092,0.07846,0.27282,0,0,0.99062,0.00748,0,0.06052,1.47422,0.07794,0,0.31273,0.0153,1.37046,0.00254,0.00026,0,0.00347,0,0.08364,0,0.54944,0,0,0.00789,0,2.91141,0.06217
"Parabacteroides_merdae",0.008,0.06289,6.63839,0.91552,0.33153,0,0,0.22459,0,0.10373,0.11023,0.37445,0.08099,0,0,0.37102,0,3.83878,0,2.59408,2.41852,0,0.02504,0.23566,0.42255,0,3.0882,0,0.52476,0.02254,0.61351,0.29606,0,0,1.31137,0.29958,0,0.00356,0,0.4719,0,0,0.21351,0.17873,0.54055,0.42712,0.10028,0,1.26693,0.03162,0.11622,0.31116,0,0,0,0,0,0,0,2.86955,0,1.15977,1.5102,0,0.05553,0.00247,0,0,1.06067,0,1.30687,0,2.16424,0.30847,0,0.00411,1.22644,0.00307,1.91191,0,0,0,0.27799,0.00861,0.30673,0.07552,0.1311,0.81498,2.41221,0.78896,1.8644,2.89948,0,0.19125,1.76382,2.49824,0.01111,1.68655,3.76459,0,0,0,0,0,0.32934,0,0.23608,0.00082,2.31325,1.37939,0,0,0.45015,0.83795,1.91713,2.39943,0,0,0,0,0,0.08607,3.02813,1.29068,0.47864,0,4.56448,0,0,0.07829,0.01105,3.17678,0.0066,0.00995,0.08801,0.05066,0.02944,0,0.04928,0.05234,1.21185,0.0061,0.03156,0.01163,0,0.01386,0.00282,0,0.01746,0,0.89793,0.01234,0,0.55299,0.49928,0.08368,0.21573,0.10396,0,0.0914,0.07974,0,0,0.32659,0.01157,0.40385,0.03758,0,0.03634,0,0.03054,0.57899,0,0.08825,0.00944,0.06255,5.63354,0.09922,1.28225,0.00998,0.10119,0,0,0.13623,0.02691,0,0.00394,0.38098,0.00056,0.89607,0.05038,0.00195,0.11585,0,0,2.52627,0.00544,0.37818,0.2045,0.0992,0,0.01184,4e-04,1.52405,0.22273,0.02596
"Ruminococcus_lactaris",0.00513,0.00997,0,0,0,0,1.8987,0.02895,0,0,0.07379,0.80148,0,0,0,0.09792,0,0,0,1.9374,1.12663,1.97551,0,0,0,0,0,1.63598,0.21504,4.75624,1.53064,0,0,1.02401,0,0,0,0,0,0.28466,0,0,0,1.42459,0,0.92077,0.9256,0.14484,0,0.70522,0,0,0,0,0,7e-04,1.63168,0,0,0,0,0.22003,0,0,0,0.04429,0,0,0.14806,0,0,0,0.35424,0.30014,0,0.83977,0,0,0,0,0,0,0,0,0,0,0,0.06826,0,1.81697,0.24742,0.51232,0,0.81332,0.01194,0.21575,0,0,0.16707,0,0,0,0.21108,0.06232,0.00053,0,0.14903,0,0,0,0,0,1.02193,0,0,0,0,0,0,0,0.27853,0,0,0.23455,0.01173,0,0,0,0,0,0.25063,0,0,0,0.98052,0,1.81267,0,0,0,1.23546,0,0.00835,0.03608,0,0.98291,0.00532,0,4.58603,0.37953,0,0,0.31333,5.112,0,0.01528,0.02539,0.10839,0.3295,0,1.35721,0,0,0,0,0.83153,0.50948,0,0.0042,0,0,0,0.68223,0,0.00608,0.24665,0.00093,0,0.08134,1.12593,0.00047,0,2.18214,1.86074,0,0,0.00974,0,0,0,0.00018,0,0.00183,0.31753,0,0,0.44013,0,0.00073,0.56145,0,0,0,0,0,0.00058
"Gemmiger_formicilis",0.00222,0.00417,0,0.04594,1.29574,0,0,0.02085,0,0.00454,0.02601,0.03205,0.06205,0,0,0.3703,2.31667,0,0,0.00391,0.04772,0,0,0.04283,0.06654,0,0,0.08841,0.36651,0.17885,0.25298,0.03054,0,0.21464,0.01937,0,0,0,0,0.87656,0.576,0,0.37529,0.7384,0.04043,0.01753,0.27501,0.01748,0,0.30871,0,0.30874,0,0.01055,0,0.48989,0.16537,0,0,0,0.00123,0.08639,0,0,0.00082,0.17816,0.0022,0.12554,0,0,0.02456,0,0.09992,0.24848,0,0.63602,0.37981,0.00022,0.41039,0,0.05543,0,0.05608,0,0.00704,0,0,0.20916,0.76953,0.00955,0.02278,1.30451,0.00613,0.33265,0.03,0.22107,0.16785,1.06957,0.02306,0,0.1704,0,0,0.53276,0,0,0,0.21737,0,0.08868,0,0,0.13916,0.1224,0,0,0.02115,0.22786,0,0.05285,1.01865,0,0,0.05301,0.05137,0,0,0,0,0,0.45842,0.01836,0,0.01033,0.00701,0,0.23464,0,0.0028,0.88934,0,0.54456,0.21172,0.13849,0.31259,0.84793,0.01067,0.59632,0.56881,0.0119,0.22918,0.05614,0,0,0.02026,0.00829,0.00198,0.20303,0,0.37223,0.00403,0,0,0.11386,0.0142,0.00303,0.00185,0,0.00112,0,0.59915,0.13951,0.05311,0.00118,0.22451,0,0.00316,0,0.03217,0.00449,0.01243,0,0.00068,0.76424,0.00166,0.00166,0.00022,0.00021,0,0.00368,0,0.05515,0.00256,0.16051,4.81591,0.00422,0.00407,0.02992,0.56691,1.26657,0.00513,0.06839,0.01197,0.04547,0.51172,0.8619
"Bifidobacterium_dentium",0.00099,0.00386,0,0,0,1.65842,0,0,0.0211,0.00724,0,0.00309,0,0,0.06795,0,0,0.01287,0.61247,0,0,0,0,0,0,0,0.0147,0.29883,0,0,0.00207,0.40174,0,0,0,0.37297,0.1522,0,0,0,0,0.27567,0.09605,0.06448,0,0,0.02196,0.06025,0,0,0.02547,0.00449,0,0,3.69176,0,0,0,0,0.02448,0,1.56051,0,0,0.15364,0,0,1.28178,3.50531,0,0,0,0.17943,0,0,0.00908,0.02867,0,0.00366,0,0,0.13615,0,0,0.07441,0.01259,0,0.00036,0,0.25138,0,0,0,0.26538,0.00521,0.02511,0.09066,0,0,0,0.07906,0,0.05502,0,0.06387,0,0.00077,0,0.09273,0,0,0,0,0.00224,5.40715,0.00472,0,0,0.00912,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58994,0,0,1.15198,0.1521,0,0,0.15709,0.16354,0,0,0.19869,0.00492,0,0.38239,0,0,0,0.4466,0,0,0.76401,0.00217,0.0061,0.01599,0,0,0,0,0,0,0.83589,0,0.18061,0.11615,0,0,0.36473,0.00189,0,0,2.11338,8e-04,0,0,0.00294,0,0,0.31933,0,0.06333,0.0123,0,0,6.39611,0,0.06546,0.25354,0,0.01882,0.13568,0,0,0,0,0,0,0,0,0,0,0,0.04873,0.17811
"Blautia_obeum",0.13782,0.10141,0.0057,0.28241,0.41012,0,0.36919,0.19932,0,0.11472,0.0126,0.10335,0.3433,0,0,0.05089,0.10553,0.09135,0,0.39807,2.04767,0.34698,0,0.5918,0.01409,0.17824,0,0.0176,0.09078,2.36556,1.6947,0.15297,0,0.00909,0.01027,0,0,0,0.04888,0.06114,0.9671,0,0.74557,0.22019,0.04321,0.03138,1.45749,1.85158,0,0.47009,8.83641,0.18098,0,0.06234,0,0,0.49189,0,0.23449,0,0.00527,0.18457,0.019,0.30608,0,0.35529,0.16688,0.0449,0.1049,0.07208,0,0,1.18719,5.75978,0,0.02187,1.03047,0.00354,0.01524,0.04879,0.14676,0.00293,0.03613,0,0,0.00972,0.03537,0.34177,0.16451,0.61392,0.16392,0.04781,0.01021,0.97091,0.07167,0.28566,0.00974,0.13641,0.21412,0,0,0.0041,0.35039,0.01201,0.22175,0,0.19889,0.36889,0,0.04339,0,0,0.04426,1.0269,0,1.25109,0.01393,0.24044,0.25132,0.38182,0.00592,0.00209,0,0.02728,0.00121,0,0.04148,0,0,0,0.7006,2.38912,0.66323,0,0.47474,0.58991,0.75711,0,0.00959,0.27304,0.04909,0.02659,0.04148,2.34607,0.1572,0.17017,0.78952,0.6831,0.1558,0.6355,0.34301,0.42466,0.04649,0.26653,1.09329,0.00812,0.00351,0.06878,0.02871,0.81741,0.19466,2.30951,0,0.21623,0.14862,0.04878,0.13,17.45695,0.00939,0,1.5765,0.1277,0.44825,0.40914,3.53557,4.39654,0.04054,0,0.24322,7.90876,0.05516,0,0.60038,0.10407,1.19192,0.13732,0,0,0,0.4393,0.02109,0.91782,0.39816,1.73009,0,0,0.02715,0.03792,8.12103,0.46121,0,3.58485,0.01826,0.09639,0.00716,0.21811
"Firmicutes_bacterium_CAG_83",0.01337,0.01982,0.01184,0.48063,0.22054,0,0.44598,0.20387,0,0.02358,0.00863,0.74169,1.01155,0,0,0.68227,8.04516,0.00801,0,0.79936,0.09801,0.22263,0,0.02541,0.01139,0,0,1.40383,0.58048,0.00042,2.78797,1.0444,0,0,0.05039,1.57213,0,0,0.21884,0.1596,0.54196,0,4.24951,1.856,0.02539,1.66905,0.10987,0.04023,0,0.01816,0.04147,0.02858,0,0.07657,0,0,0.62461,0,0,0.81837,0.14057,2.897,0,0,0,0.62272,0.22934,0.44225,0.41463,0,0.0025,0,3.88244,1.14112,0.69105,0.10564,0.23141,0,0.58435,0.92546,0.03364,0.30456,5e-04,0,0.00033,0,0.07336,0.01329,0.26298,0.13337,0.65261,3.1412,0.03301,3.65911,0.06099,0.87674,0.08325,0.81039,1.82604,0,0,0,0.56226,0.34605,0.21495,0,0.536,1.44781,0.19633,0.51799,0.0529,0,0.02158,0.03322,0.99989,0.93839,0.00791,1.82227,0,0.96505,0,0.0795,0.04666,0.05802,0.16614,0,0,0,0,0,0.00102,0.18387,0.00067,0,0.13218,0.12896,0.00118,0.06847,0.00366,1.76612,8.04673,0.05719,2.16955,0.12088,0.04999,0,0.19231,6.32973,5.32641,0.16612,0.87312,0.04105,0,0,0,0.35364,0.58684,1.40428,0,0.30754,1.6179,0.02169,0,0.54027,0.01226,0.29846,0.57297,0.01502,0.00381,0,0.18564,0.17342,0.16374,0.24463,0.08741,0,0.65338,0,0.03938,0.02403,0.00223,0.00858,0.50939,3.05718,0.24295,0,0,0.02891,0.00891,2.16582,0.17321,2.50263,0.23776,0.04107,0.00527,0.11484,0.00219,0.13406,0.12505,0.11935,0,0.01593,0.18388,0,1.12614,0.04164
"Desulfovibrio_piger",0.00074,0,0,0,0,0,0.90181,0.43767,0,0,0,0,0,0,0,0,0,0,0,0,0.73101,0,0,0,0,0,0,0,1.89128,0,0.35997,0,0,0,0,0.13067,0,0,0,0,0,0,0,0.57488,0.18758,0.31525,0.51778,0.35911,0,0,0,0.06951,0,0.3458,0,0,0,0,0.14664,0.45765,0.14702,0,0,0,0,0,0,0,0,0,0,0,0.14074,0,0,0.89406,0,0,0,0,1.3499,0,0,0,0,0,0.35264,0.36201,0,0,0,0,0,0,0.33203,0.53004,0,0,0,0,0,0,0,0,0.17884,0,0,0,0,0.80952,0,0,0,0.35866,0,0,0,0.18207,0,0,0,0,0,2.63023,0,0,0.82193,0,0,0,0,0,0,0.04587,0.0173,2e-04,0,0,0,0.0361,0.10448,0.03422,0,0.00301,0,0,0,0,1.12074,0,0.09976,0,0,0.02397,0,0,0,0.16527,0.04806,0,0,0,0,0,0.01067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03813,0,0,0.06493,0,0,0.0015,0,0,0,0,0,0.01112,0.00213,0,0,0,0,0.05437,0
"Eubacterium_rectale",0.00147,1.63981,0.01383,0.01218,17.59481,0.00685,15.02698,0.57484,0,0,3.03409,4.76233,21.70451,0,0.05418,1.20428,9.20673,0.00465,0.01396,5.78146,0.29327,6.77583,28.95695,4.4148,0.00247,0.00289,0,5.70259,0.30931,41.19441,1.77588,6.42347,0,38.91055,0.97601,0.01137,0.05935,0.00903,6.12048,2.28314,23.78123,0.00793,0.00836,3.57786,0.0104,3.9219,12.94239,5.12673,0.00492,4.52465,0.00854,11.91996,0.00461,0,0,0,0.54591,0,2.79855,0.04812,0,7.77653,10.25273,0,0,0,3.89334,0.62513,5.6091,0,0,0,1.22149,9.91312,9.72825,1.3176,1.37216,0.0134,1.23377,0,3.61559,0.02741,0.13451,0,0,0,0,10.40255,0.71886,6.43188,0.00283,1.47667,0.61279,0.20525,0.9443,0.09944,0,1.40243,0.23909,0,0,0,3.21889,5.53766,0,0,0.00589,0,0,10.56406,0.00224,0.00136,1.19771,0.0988,0,2.23128,0,1.99315,0,0,0.02562,17.78865,0,5.16424,0.20401,0,0,0.05029,0,0,0.70874,0.30331,15.47972,0.00813,0.47023,42.0764,3.68319,0,0.02711,24.89811,0,0.01449,5.5785,0.25358,0.01084,0.96338,0.08375,10.29638,5.4748,0,9.20227,25.16101,8.37614,3.81357,0.05414,0.13788,12.14276,0,0.00156,0.04338,3.4988,4.66336,0,0,0.03007,7.37979,3.05819,0,0.02262,0.01463,9.09323,0.05073,11.47498,0.02243,0.03867,19.74429,0.02819,0.00097,0.38466,0.07689,0.0821,0.02734,0.01275,10.86846,0.00238,0.38109,0.01971,11.83729,0.00887,3.04704,0.23817,0.00765,5.65119,15.56869,0.04581,0.00096,4.95191,0.33166,7.88752,9.34144,0.04104,0.05698,0.26357,0.00777,0,0.12563
