Id,Label
824,365349
825,307249
826,2377
827,1930071
828,1982626
829,1796635
830,2583452
831,2853432
832,2834459
833,2714928
834,2714930
835,2714929
836,1514105
837,225084
838,1702221
839,2944914
840,2487118
841,2806552
842,2899121
843,2478954
844,100886
845,1522
846,1547
847,29348
848,154288
849,2806443
850,2735723
851,1870819
852,2023772
853,2908839
854,2859228
855,2909671
856,1536774
857,2282849
858,2072642
859,1536772
860,2741301
861,2878915
862,1536773
863,715179
864,324057
865,1906272
866,2758563
867,3039392
868,2762320
869,1306526
870,2660554
871,1532905
872,2996034
873,3050112
874,3025665
875,1695218
876,3073092
877,2866810
878,2835869
879,2211212
880,1566358
881,1536769
882,2748863
883,3032287
884,1536770
885,3047872
886,2777983
887,2926710
888,867076
889,1536771
890,44251
891,1873425
892,49283
893,414771
894,44252
895,61624
896,2975482
897,2704463
898,1870820
899,1406
900,2509456
901,198119
902,2565926
903,169760
904,189426
905,2020716
906,130049
907,1712516
908,521520
909,1616788
910,1619311
911,307580
912,2810347
913,2704462
914,375489
915,1174501
916,79263
917,189691
918,682956
919,1126833
920,2081970
921,562959
922,2726185
923,2707005
924,116718
925,44250
926,160799
927,1464
928,253703
929,483937
930,365617
931,162209
932,1462996
933,1338368
934,1473112
935,159743
936,1178515
937,1451
938,128574
939,172713
940,2495582
941,1763538
942,1333845
943,59893
944,171404
945,3026433
946,189425
947,248903
948,1393
949,319501
950,2950604
951,3003229
952,1465
953,45462
954,54911
955,2895522
956,2496837
957,2796470
958,1619153
959,2674991
960,2598458
961,2728023
962,2507935
963,2966586
964,3022697
965,1500254
966,377615
967,2583377
968,1396
969,1428
970,580165
971,1405
972,64104
973,2026188
974,492670
975,659243
976,1423
977,72360
978,1648923
979,1452
980,2014076
981,1705566
982,2709784
983,352858
984,666686
985,2587848
986,98228
987,1581038
988,486398
989,3052091
990,3073816
991,324767
992,1408
993,1664069
994,1925020
995,1742359
996,1471
997,1479
998,293387
999,561879
1000,1455
1001,2672567
1002,1983719
1003,2728853
1004,86663
1005,1547283
1006,1404
1007,1402861
1008,86664
1009,284581
1010,412384
1011,3070682
1012,3070680
1013,3070678
1014,3048535
1015,3070679
1016,3047874
1017,2963105
1018,3070677
1019,3070683
1020,3070676
1021,3047871
1022,3047873
1023,3047875
1024,220684
1025,1740721
1026,1193713
1027,220687
1028,255247
1029,1017270
1030,2991053
1031,1221500
1032,2929796
1033,2892541
1034,2936682
1035,2169540
1036,2998077
1037,436516
1038,1421
1039,2086577
1040,28031
1041,2590012
1042,759811
1043,2831673
1044,2700081
1045,403957
1046,1482
1047,163877
1048,302167
1049,2017483
1050,1478
1051,228899
1052,450367
1053,1407
1054,264697
1055,1399
1056,859143
1057,2901381
1058,859144
1059,1637975
1060,2806989
1061,2745198
1062,2897333
1063,2567941
1064,152268
1065,3043332
1066,2880221
1067,129985
1068,285983
1069,279826
1070,2052660
1071,545501
1072,182710
1073,1462527
1074,2912824
1075,2962858
1076,1397
1077,38875
1078,1398
1079,1476025
1080,189381
1081,218284
1082,1472767
1083,2911514
1084,2518176
1085,2932257
1086,2932258
1087,45668
1088,1426
1089,2916802
1090,81408
1091,247480
1092,33934
1093,198467
1094,1921421
1095,632773
1096,85683
1097,2932256
1098,2932255
1099,2663022
1100,2926399
1101,2924034
1102,2924032
1103,2850441
1104,386490
1105,79883
1106,2924033
1107,1413
1108,35841
1109,2829187
1110,2283160
1111,2692425
1112,2777185
1113,199441
1114,371036
1115,1532552
1116,2651284
1117,79880
1118,86665
1119,2593652
1120,208199
1121,1230341
1122,1449
1123,1467
1124,2729421
1125,2213194
1126,79885
1127,2594883
1128,254758
1129,1280
1130,2583989
1131,2929481
1132,1283
1133,1290
1134,283734
1135,1282
1136,46127
1137,1286
1138,246432
1139,29379
1140,170573
1141,1955013
1142,1288
1143,29378
1144,308354
1145,214473
1146,28035
1147,61015
1148,985762
1149,1294
1150,2912228
1151,46126
1152,70255
1153,29380
1154,29385
1155,70258
1156,29388
1157,1855823
1158,69967
1159,2875764
1160,69966
1161,198483
1162,1296
1163,2962659
1164,42858
1165,643214
1166,946435
1167,1461582
1168,407035
1169,489910
1170,1817405
1171,2908840
1172,3058393
1173,3058394
1174,3058398
1175,2058136
1176,192421
1177,2233542
1178,2213202
1179,1215089
1180,1302659
1181,1499687
1182,459472
1183,414778
1184,200991
1185,3056445
1186,2283194
1187,2818390
1188,2942204
1189,2810514
1190,1571
1191,633404
1192,2779527
1193,51173
1194,2912187
1195,2048654
1196,76853
1197,3049086
1198,1650
1199,1508404
1200,417367
1201,2320858
1202,1639
1203,1641
1204,1638
1205,1006155
1206,1642
1207,1497681
1208,1640
1209,1844999
1210,529731
1211,1643
1212,2756
1213,2931921
1214,405212
1215,2665646
1216,2796143
1217,1457
1218,392011
1219,1450
1220,1903704
1221,1214604
1222,2743772
1223,84135
1224,2840371
1225,1379
1226,29391
1227,714067
1228,1380685
1229,1125966
1230,2490858
1231,37482
1232,2026
1233,1428684
1234,41170
1235,273528
1236,2866627
1237,269673
1238,3028315
1239,1304
1240,1311
1241,1307
1242,1318
1243,1336
1244,1334
1245,2610896
1246,1759399
1247,1839799
1248,1313
1249,1328
1250,1338
1251,76860
1252,1329
1253,1305
1254,1308
1255,197614
1256,1501662
1257,1303
1258,1302
1259,150055
1260,45634
1261,1341
1262,1314
1263,1345
1264,2686210
1265,28037
1266,1310
1267,1335
1268,1309
1269,684066
1270,29389
1271,1349
1272,1343
1273,1340
1274,400065
1275,82348
1276,2173853
1277,1348
1278,1156431
1279,1346
1280,102886
1281,1888195
1282,2021971
1283,113107
1284,1326
1285,2781599
1286,1359
1287,1358
1288,1363
1289,2419773
1290,1281486
1291,1366
1292,1859475
1293,1623
1294,1624
1295,1622
1296,3050131
1297,1601
1298,89059
1299,1605
1300,2594495
1301,2099788
1302,147802
1303,1584
1304,2269374
1305,33959
1306,267818
1307,1587
1308,1600
1309,1579
1310,109790
1311,303541
1312,1597
1313,47715
1314,88233
1315,3025672
1316,1598
1317,104955
1318,97478
1319,1613
1320,187452
1321,1255
1322,51663
1323,1254
1324,1589
1325,1590
1326,468911
1327,1618
1328,82688
1329,1607
1330,375175
1331,1610
1332,1583
1333,137591
1334,1249
1335,1162633
1336,293371
1337,1580
1338,267363
1339,380393
1340,1847728
1341,1007676
1342,1602
1343,938155
1344,1599
1345,28038
1346,1588
1347,1581
1348,1138822
1349,2883998
1350,304207
1351,148814
1352,1218495
1353,1625
1354,240427
1355,2923363
1356,2506420
1357,51664
1358,1720083
1359,1352
1360,1351
1361,44008
1362,53346
1363,1354
1364,71452
1365,160453
1366,37734
1367,53345
1368,44009
1369,41997
1370,1805431
1371,2005703
1372,81947
1373,2738
1374,2925838
1375,2991418
1376,633807
1377,2714947
1378,2920380
1379,218144
1380,2571750
1381,51669
1382,526944
1383,33970
1384,46124
1385,137732
1386,2496265
1387,1868794
1388,2908211
1389,2751
1390,2748
1391,29394
1392,1911586
1393,82801
1394,119206
1395,1376
1396,87541
1397,1377
1398,128944
1399,51665
1400,13076
1401,2036206
1402,89093
1403,46125
1404,2969821
1405,2948573
1406,2921087
1407,3016343
1408,54006
1409,54005
1410,1260
1411,33033
1412,1852373
1413,33034
1414,3036300
1415,1870984
1416,40091
1417,2931922
1418,3070999
1419,3035694
1420,1582259
1421,1278232
1422,45497
1423,2507161
1424,116090
1425,1556
1426,2816908
1427,3070995
1428,46507
1429,1852374
1430,1871025
1431,1555112
1432,243899
1433,74426
1434,147206
1435,2844380
1436,33871
1437,133926
1438,1805478
1439,712411
1440,1871022
1441,2003188
1442,604330
1443,712157
1444,2779519
1445,1382
1446,3022127
1447,2894156
1448,84112
1449,502558
1450,2690837
1451,471189
1452,1335613
1453,446660
1454,2707299
1455,1531429
1456,2734634
1457,79604
1458,1907662
1459,84110
1460,1870985
1461,2682776
1462,1944646
1463,84163
1464,216816
1465,1680
1466,1686
1467,1685
1468,1689
1469,2983219
1470,2983212
1471,2983233
1472,2983229
1473,1684
1474,28026
1475,33905
1476,158787
1477,1683
1478,1681
1479,1694
1480,762210
1481,78448
1482,1603886
1483,1765219
1484,638619
1485,77635
1486,35760
1487,28025
1488,2702
1489,2792979
1490,2792977
1491,78258
1492,61592
1493,394964
1494,161899
1495,1717
1496,2684406
1497,39791
1498,38304
1499,35755
1500,1718
1501,38284
1502,65058
1503,161896
1504,2675216
1505,1471400
1506,2055947
1507,160386
1508,1725
1509,43768
1510,3017361
1511,2080740
1512,1652495
1513,1697
1514,161879
1515,37919
1516,1828
1517,37326
1518,1824
1519,43767
1520,1936029
1521,2857058
1522,43675
1523,396015
1524,2047
1525,172042
1526,37923
1527,2830983
1528,37928
1529,2886936
1530,656366
1531,37921
1532,2014534
1533,2781978
1534,2508880
1535,535712
1536,2499157
1537,2714935
1538,2714933
1539,2596912
1540,2995141
1541,1710
1542,629680
1543,1930058
1544,1660
1545,3059028
1546,2758572
1547,2709403
1548,131111
1549,52773
1550,1852377
1551,544580
1552,1659
1553,2321394
1554,82135
1555,1661
1556,2733571
1557,59561
1558,131112
1559,1503041
1560,3036302
1561,2051
1562,2811781
1563,33007
1564,190146
1565,2495645
1566,3031124
1567,477697
1568,2833628
1569,3043734
1570,1912
1571,1642299
1572,83291
1573,54571
1574,83656
1575,1332264
1576,2161816
1577,3016342
1578,33010
1579,1747
1580,119981
1581,556499
1582,1749
1583,29405
1584,546874
1585,3041175
1586,1547448
1587,2500546
1588,546871
1589,280236
1590,53437
1591,1323731
1592,2219224
1593,404386
1594,524884
1595,60894
1596,1836
1597,2778070
1598,75294
1599,2836373
1600,53359
1601,106370
1602,2716812
1603,1902245
1604,53461
1605,283811
1606,2812560
1607,191495
1608,2949664
1609,2884022
1610,29539
1611,49319
1612,2653852
1613,2849779
1614,467094
1615,2102
1616,1749074
1617,353851
1618,754514
1619,754517
1620,538220
1621,57372
1622,48003
1623,114885
1624,29562
1625,2148
1626,264636
1627,29552
1628,38986
1629,59748
1630,2735436
1631,61635
1632,2141
1633,2137
1634,2792084
1635,216944
1636,301585
1637,216942
1638,2139
1639,216946
1640,216934
1641,214888
1642,2725268
1643,2782163
1644,2116
1645,221341
1646,321327
1647,1353136
1648,1442554
1649,32046
1650,1219
1651,1501268
1652,155978
1653,1481672
1654,99598
1655,1973486
1656,2576904
1657,984207
1658,713887
1659,577489
1660,2546360
1661,2546366
1662,379064
1663,1155739
1664,1173025
1665,222819
1666,2812896
1667,1752064
1668,1080068
1669,1115757
1670,2917832
1671,82654
1672,2857077
1673,1416614
1674,33070
1675,61435
1676,1839801
1677,133453
1678,167964
1679,913107
1680,1986204
1681,120962
1682,357808
1683,2601677
1684,3004094
1685,1806508
1686,2710758
1687,2509675
1688,1495650
1689,2939437
1690,2917691
1691,1211322
1692,432329
1693,55148
1694,2483360
1695,52022
1696,332249
1697,2219043
1698,1005039
1699,2057
1700,500
1701,28901
1702,562
1703,208962
1704,573
1705,1463165
1706,1134687
1707,2153354
1708,571
1709,548
1710,550
1711,61645
1712,539813
1713,546
1714,57706
1715,2971264
1716,2714951
1717,83655
1718,208223
1719,158822
1720,158823
1721,1505596
1722,1345117
1723,2871826
1724,61647
1725,1334193
1726,703
1727,158877
1728,2891570
1729,563
1730,1505757
1731,615
1732,614
1733,47917
1734,41202
1735,2703885
1736,29483
1737,9
1738,549
1739,2364647
1740,59814
1741,553
1742,2547962
1743,55212
1744,1922217
1745,92490
1746,82987
1747,333962
1748,587
1749,582
1750,584
1751,2722756
1752,1109412
1753,204039
1754,556
1755,3057057
1756,1172565
1757,69223
1758,569
1759,2697027
1760,63612
1761,2892442
1762,2706126
1763,2479392
1764,287
1765,300
1766,317
1767,33069
1768,303
1769,294
1770,76758
1771,47883
1772,587753
1773,237610
1774,122355
1775,2045200
1776,316
1777,3041098
1778,487184
1779,2213226
1780,1697053
1781,1874317
1782,2886046
1783,2603215
1784,1420917
1785,666
1786,680
1787,670
1788,2912314
1789,3042300
1790,2711221
1791,29498
1792,672
1793,1117707
1794,674
1795,76258
1796,1481914
1797,676
1798,553611
1799,2912855
1800,38293
1801,673
1802,2872157
1803,40269
1804,1755811
1805,729
1806,727
1807,249188
1808,47735
1809,750
1810,505341
1811,754
1812,75985
1813,85404
1814,2774188
1815,714
1816,653940
1817,221402
1818,109472
1819,2778911
1820,645
1821,644
1822,654
1823,218936
1824,651
1825,650
1826,29489
1827,196024
1828,1416627
1829,3028314
1830,83771
1831,1530123
1832,470
1833,48296
1834,471
1835,40214
1836,756892
1837,108981
1838,29430
1839,28090
1840,34062
1841,386891
1842,34061
1843,1699622
1844,339
1845,347
1846,343
1847,56454
1848,40324
1849,2698682
1850,1896164
1851,2925842
1852,2511995
1853,2010829
1854,2501295
1855,231455
1856,582702
1857,416169
1858,81475
1859,323415
1860,1190813
1861,3036714
1862,116092
1863,43658
1864,43657
1865,161398
1866,38313
1867,558541
1868,260364
1869,404011
1870,1965282
1871,28108
1872,2183582
1873,300231
1874,2172099
1875,2961619
1876,2259620
1877,1526571
1878,1740262
1879,2100422
1880,135577
1881,44012
1882,1816219
1883,2883106
1884,29570
1885,2497861
1886,1081866
1887,91844
1888,114186
1889,1883414
1890,178399
1891,651666
1892,2895352
1893,452627
1894,2614693
1895,1821621
1896,1031538
1897,2918516
1898,1234143
1899,1027273
1900,2952525
1901,1445505
1902,1872427
1903,2545632
1904,3072790
1905,1049
1906,553982
1907,1166950
1908,521689
1909,37487
1910,1050
1911,1765967
1912,2792603
1913,351052
1914,1442136
1915,1860122
1916,927
1917,393765
1918,1076588
1919,47960
1920,1972068
1921,437505
1922,263
1923,28110
1924,622488
1925,594679
1926,3035472
1927,2580412
1928,754476
1929,1238
1930,2735563
1931,2975055
1932,2745199
1933,2904242
1934,3029061
1935,1769779
1936,435905
1937,2518994
1938,393662
1939,930805
1940,2708301
1941,2731756
1942,2426
1943,447471
1944,2794344
1945,716816
1946,1173101
1947,2608981
1948,3021710
1949,1808979
1950,1760988
1951,2911520
1952,66969
1953,452
1954,446
1955,454
1956,2698684
1957,465721
1958,2738883
1959,3029055
1960,1705394
1961,186490
1962,2866573
1963,870
1964,400946
1965,1675686
1966,1620215
1967,1970738
1968,1196095
1969,1852381
1970,2584944
1971,2494234
1972,40545
1973,1796652
1974,225992
1975,2743470
1976,285
1977,225991
1978,662548
1979,1795631
1980,34073
1981,553814
1982,2798804
1983,81479
1984,192843
1985,1842727
1986,179636
1987,2714924
1988,94132
1989,2714952
1990,2109915
1991,1458425
1992,364317
1993,1436290
1994,82633
1995,164546
1996,119219
1997,101571
1998,60550
1999,2547399
2000,3034358
2001,252970
2002,148447
2003,2026199
2004,1855880
2005,1855909
2006,2081052
2007,576610
2008,1743174
2009,190721
2010,140098
2011,2878150
2012,758793
2013,93219
2014,93221
2015,47671
2016,321984
2017,2045208
2018,2728020
2019,3039386
2020,2946593
2021,847
2022,933080
2023,80842
2024,863372
2025,375286
2026,279058
2027,158899
2028,401471
2029,2601898
2030,1809410
2031,85698
2032,1389922
2033,521
2034,463014
2035,1416803
2036,463025
2037,123899
2038,90244
2039,1472345
2040,1940612
2041,36863
2042,2995138
2043,2978473
2044,391953
2045,1296669
2046,926
2047,495
2048,492
2049,607711
2050,326522
2051,326523
2052,2809020
2053,1282863
2054,252130
2055,1196083
2056,2946699
2057,153493
2058,2067065
2059,168471
2060,1938604
2061,57480
2062,1225769
2063,2877939
2064,1737446
2065,2980100
2066,76259
2067,281362
2068,447588
2069,204461
2070,96773
2071,41977
2072,404405
2073,2811415
2074,1735038
2075,44577
2076,42353
2077,1444684
2078,1985873
2079,649841
2080,2715678
2081,1914471
2082,370405
2083,2600596
2084,1842540
2085,2778876
2086,2591109
2087,358
2088,373
2089,648995
2090,160699
2091,2849093
2092,2952477
2093,1223565
2094,3045157
2095,384
2096,451876
2097,29449
2098,1538159
2099,1312183
2100,50338
2101,293958
2102,399
2103,2715959
2104,352475
2105,380
2106,716925
2107,382
2108,106592
2109,556287
2110,1969821
2111,2954771
2112,115808
2113,3049772
2114,858423
2115,1437360
2116,1355477
2117,2840469
2118,1076
2119,2991972
2120,912
2121,290
2122,2493669
2123,2744517
2124,2718938
2125,2978392
2126,555316
2127,555317
2128,1867719
2129,2742145
2130,2305987
2131,430679
2132,244596
2133,3028735
2134,121719
2135,2590016
2136,2021862
2137,1881061
2138,538381
2139,94625
2140,3045175
2141,2879116
2142,1871048
2143,2499144
2144,191302
2145,531813
2146,1447062
2147,2909283
2148,408
2149,223967
2150,114616
2151,2807101
2152,686597
2153,53399
2154,1427356
2155,1069
2156,2742204
2157,1850374
2158,2820278
2159,2709380
2160,2789216
2161,2750995
2162,2750929
2163,1712261
2164,391905
2165,426
2166,2712222
2167,1235591
2168,1868589
2169,442121
2170,1798205
2171,3072793
2172,1758178
2173,1208324
2174,221822
2175,60890
2176,1229727
2177,83219
2178,2867023
2179,2829501
2180,2823043
2181,92945
2182,1402135
2183,981384
2184,506591
2185,311180
2186,1579316
2187,2017482
2188,1077935
2189,3017781
2190,2579971
2191,2605946
2192,1411902
2193,2748098
2194,2588711
2195,1715691
2196,2500533
2197,1063
2198,2613965
2199,1549850
2200,2997337
2201,2599296
2202,3035471
2203,3051171
2204,65958
2205,435
2206,2592655
2207,91915
2208,2768161
2209,442
2210,364410
2211,504468
2212,3040935
2213,153496
2214,320497
2215,1510841
2216,2202148
2217,192
2218,1612173
2219,2220096
2220,2233999
2221,28077
2222,2594003
2223,55518
2224,1085
2225,1084
2226,2602015
2227,2785908
2228,2946605
2229,2785911
2230,2048283
2231,1288970
2232,171437
2233,94
2234,2560057
2235,2775080
2236,1921510
2237,28214
2238,2872652
2239,2698828
2240,2918765
2241,1357916
2242,292913
2243,33050
2244,13690
2245,2025349
2246,2282397
2247,1176536
2248,2724527
2249,392610
2250,542
2251,192812
2252,2587851
2253,2909249
2254,476157
2255,361183
2256,88688
2257,2010972
2258,3016000
2259,78587
2260,2995155
2261,945
2262,779
2263,2115978
2264,2486578
2265,208216
2266,1526572
2267,86106
2268,1509244
2269,1906738
2270,87
2271,2724
2272,74318
2273,2749086
2274,2043170
2275,1977865
2276,1456591
2277,2950108
2278,930
2279,901
2280,876
2281,2718620
2282,44742
2283,631220
2284,881
2285,2976983
2286,241368
2287,2725288
2288,2880651
2289,2810563
2290,57320
2291,463192
2292,879567
2293,641491
2294,182210
2295,231439
2296,296842
2297,345370
2298,880
2299,191026
2300,2583823
2301,58180
2302,2773299
2303,63561
2304,376490
2305,2604158
2306,29546
2307,370038
2308,873
2309,879
2310,132132
2311,899
2312,2597769
2313,2495594
2314,2815309
2315,35554
2316,345632
2317,2897342
2318,2847991
2319,2740185
2320,2847992
2321,2847989
2322,313985
2323,2916410
2324,225194
2325,60035
2326,351604
