"","b","hub","c"
"Campylobacter_showae",5.17973686936704e-05,0,27
"Peptoniphilus_coxii",0.000932352636486067,1,2
"Mageeibacillus_indolicus",0.000802859214751891,2,13
"Clostridium_cadaveris",0,2,5
"Atopobium_vaginae",0.000802859214751891,1,13
"Proteus_hauseri",0.000517973686936704,0,2
"Providencia_alcalifaciens",0,0,37
"Haemophilus_paraphrohaemolyticus",0,2,7
"Parvimonas_sp_oral_taxon_110",0,1,5
"Barnesiella_sp_An22",0,0,36
"Veillonella_seminalis",0,0,1
"Candidatus_Methanomassiliicoccus_intestinalis",0,3,12
"Klebsiella_variicola_CAG_634",0,0,19
"Bavariicoccus_seileri",0,0,30
"Lactobacillus_pentosus",0,1,15
"Paraclostridium_bifermentans",0,1,7
"Peptoniphilus_grossensis",0,0,18
"Streptococcus_sp_HMSC067H01",0,1,11
"Lactobacillus_coryniformis",0.000155392106081011,0,15
"Helicobacter_pullorum",0,1,12
"Macrococcus_caseolyticus",0.000345315791291136,1,2
"Barnesiella_viscericola",0,2,12
"Lachnoclostridium_sp_An196",0,0,5
"Lactobacillus_alimentarius",0,0,20
"Alistipes_sp_CAG_831",0.000621568424324044,1,12
"Fusobacterium_hwasookii",0,0,21
"Lactobacillus_nodensis",0,0,33
"Peptoniphilus_asaccharolyticus",0.000258986843468352,0,13
"Romboutsia_hominis",0.000258986843468352,0,7
"Mediterranea_sp_An20",0,0,12
"Acinetobacter_idrijaensis",0.00037984737042025,0,1
"Phyllobacterium_myrsinacearum",0,0,11
"Vagococcus_lutrae",0.000345315791291136,0,2
