"","b","hub","c"
"Campylobacter_hominis",0,1,8
"Anaerobiospirillum_thomasii",0,0,32
"Megamonas_funiformis_CAG_377",0,0,31
"Citrobacter_freundii",0,0,9
"Enterobacter_mori",0,0,30
"Lactobacillus_plantarum",0,1,28
"Catabacter_hongkongensis",0,0,27
"Bacteroides_sp_D2",0.000717999879073705,1,5
"Clostridium_scindens",0,0,3
"Lachnoclostridium_sp_An14",0.00569562851442046,1,3
"Lachnoclostridium_sp_An138",0.00128484188886873,2,3
"Clostridium_aldenense",0.00525273595743394,2,3
"Blautia_producta",0.00128484188886873,0,3
"Eubacteriaceae_bacterium_CHKCI005",0.000634863050970434,1,8
"Clostridium_sp_CAG_411",0,0,25
"Firmicutes_bacterium_CAG_424",0,0,8
"Neisseria_subflava",0,0,2
"Odoribacter_laneus",0,1,15
"Alistipes_sp_An31A",0,0,28
"Leuconostoc_gelidum",0.0125158715762743,0,4
"Lactococcus_piscium",0.00340105205877018,0,4
"Pseudomonas_fragi",0.00292943950662072,0,3
"Candidatus_Methanomassiliicoccus_intestinalis",9.06947215672048e-05,0,15
"Succinatimonas_hippei",0.000717999879073705,0,5
