"","b","hub","c"
"Lactobacillus_fuchuensis",0,1,12
"Lactobacillus_paraplantarum",0,1,33
"Anaerosporobacter_mobilis",0,1,11
"Cellulosilyticum_lentocellum",9.31879601155531e-05,1,18
"Clostridium_sp_CAG_678",0,1,54
"Pseudomonas_helleri",0,4,1
"Kluyvera_ascorbata",0,1,31
"Serratia_liquefaciens",0,1,30
"Clostridium_baratii",0,0,33
"Selenomonas_sp_oral_taxon_138",0,3,1
"Candidatus_Methanomassiliicoccus_intestinalis",0,0,18
"Prevotella_dentalis",0,1,15
"Anaerocolumna_aminovalerica",0,2,10
"Clostridium_sp_MSTE9",0,1,10
"Prevotella_oralis",3.1062653371851e-05,3,3
"Proteus_penneri",0,1,27
"Prevotella_oulorum",0,1,25
"Methanobrevibacter_arboriphilus",0,0,12
"Methanobacterium_formicicum",0,2,16
"Selenomonas_artemidis",0,0,27
"Bacteroidetes_bacterium_oral_taxon_272",0,0,7
"Prevotella_multiformis",0,1,23
"Prevotella_multisaccharivorax",0,0,23
"Candida_tropicalis",0,0,10
"Propionibacterium_namnetense",0,1,9
"Malassezia_restricta",0,0,9
"Prevotella_sp_CAG_1058",0,0,30
"Haemophilus_quentini",0,0,41
"Streptococcus_sp_oral_taxon_056",0,0,25
"Oribacterium_sp_oral_taxon_078",0,2,1
"Methanosphaera_cuniculi",0,0,31
"Bacteroides_salanitronis",0,0,43
"Raoultella_terrigena",0,1,47
"Carnobacterium_maltaromaticum",0,1,52
"Methanomassiliicoccales_archaeon_RumEn_M1",0,1,16
"Meiothermus_silvanus",0,1,53
"Bacteroides_pyogenes",0,0,39
"Selenomonas_sp_FOBRC6",0,1,1
"Campylobacter_curvus",0,0,11
"Neisseria_polysaccharea",0,1,14
"Tannerella_forsythia",3.1062653371851e-05,2,3
"Tannerella_sp_oral_taxon_808",0,0,54
"Eikenella_sp_NML02_A_017",0,0,15
"Flavobacterium_sp_FEMGT703F",0,1,20
"Sediminibacterium_sp_FEMGT703S",9.31879601155531e-05,1,20
"Tychonema_bourrellyi",0,0,20
"Peptoanaerobacter_stomatis",3.1062653371851e-05,1,3
"Catonella_morbi",0,0,3
"Treponema_vincentii",0,0,46
"Serratia_proteamaculans",0,0,52
"Treponema_sp_OMZ_838",0,0,1
"Thermus_scotoductus",0,0,53
"Photobacterium_damselae",0,0,14
"Dolosigranulum_pigrum",0,0,42
"Lelliottia_jeotgali",0,0,47
"Anaerococcus_tetradius",0,2,17
"Lactococcus_plantarum",0,1,17
"Bifidobacterium_mongoliense",0,0,17
"Eremococcus_coleocola",0,0,5
"Desulfotomaculum_ruminis",0,0,38
"Methanobacterium_sp_MB1",0,0,16
