"","b","hub","c"
"Bacteroides_salyersiae",2.69338504632622e-05,0,32
"Ruminococcus_sp_CAG_403",0,1,42
"Roseburia_sp_CAG_309",0,6,13
"Parasutterella_excrementihominis",5.38677009265245e-05,2,20
"Roseburia_sp_CAG_182",5.38677009265245e-06,6,15
"Streptococcus_vestibularis",0.00072721396250808,3,4
"Proteobacteria_bacterium_CAG_139",5.38677009265245e-05,1,20
"Clostridium_citroniae",0,0,41
"Pseudoflavonifractor_capillosus",0.000511743158801982,9,7
"Victivallis_vadensis",0,2,11
"Bacteroides_clarus",0,1,7
"Actinomyces_odontolyticus",0,0,19
"Turicimonas_muris",0,0,20
"Clostridium_bolteae",0,1,36
"Oxalobacter_formigenes",2.69338504632622e-05,1,28
"Bacteroides_coprophilus",0,4,7
"Prevotella_bivia",0.000161603102779573,1,11
"Paraprevotella_clara",0,0,35
"Klebsiella_variicola",0,1,25
"Streptococcus_gordonii",0,0,4
"Enterococcus_faecalis",0.000273186197555945,7,6
"Parabacteroides_sp_CAG_409",0,2,17
"Firmicutes_bacterium_CAG_145",0,0,28
"Pseudoflavonifractor_sp_An184",0,1,31
"Roseburia_sp_CAG_303",0,6,12
"Prevotella_sp_CAG_1092",2.69338504632622e-06,8,5
"Streptococcus_lutetiensis",0,7,17
"Absiella_dolichum",0,5,14
"Prevotella_sp_AM42_24",0,6,17
"Haemophilus_sp_HMSC71H05",0,0,11
"Ruminococcus_sp_CAG_330",2.69338504632622e-06,7,5
"Enorma_massiliensis",0,1,21
"Desulfovibrio_fairfieldensis",0,4,14
"Prevotella_sp_CAG_617",0.00259013861955038,9,2
"Flavonifractor_sp_An10",0,4,7
"Anaerofilum_sp_An201",0,4,7
"Enterococcus_hirae",8.97795015442074e-06,4,18
"Pyramidobacter_piscolens",0,1,33
"Massiliomicrobiota_timonensis",0,4,6
"Pyramidobacter_sp_C12_8",0,0,33
"Dialister_succinatiphilus",0.00259013861955038,8,2
"Enterobacter_cloacae_complex",0,4,2
"Ruminococcus_sp_CAG_488",0.000808015513897867,4,7
"Mitsuokella_jalaludinii",2.69338504632622e-06,6,5
"Phascolarctobacterium_sp_CAG_266",0.000511743158801982,4,7
"Butyrivibrio_crossotus",0,5,13
"Streptococcus_sanguinis",0,0,4
"Mogibacterium_diversum",5.38677009265245e-05,1,19
"Streptococcus_australis",0,1,4
"Lactobacillus_ruminis",2.69338504632622e-06,5,5
"Rothia_mucilaginosa",0,1,4
"Eubacterium_sp_OM08_24",0,1,46
"Lactobacillus_rogosae",0,1,26
"Hafnia_paralvei",0,20,10
"Clostridium_lavalense",2.69338504632622e-05,1,31
"Enterococcus_durans",0,6,9
"Bacteroides_galacturonicus",0,0,26
"Clostridium_bolteae_CAG_59",0,0,20
"Prevotella_sp_CAG_1031",0,1,2
"Clostridium_sp_CAG_413",2.69338504632622e-06,4,5
"Mitsuokella_multacida",0,3,5
"Megasphaera_sp_DISK_18",0,1,45
"Klebsiella_quasipneumoniae",0,0,25
"Alloscardovia_omnicolens",0.00592544710191769,5,6
"Streptococcus_infantis",0.000861883214824391,0,4
"Ruminococcus_champanellensis",0,5,12
"Actinomyces_graevenitzii",0.00024240465416936,1,3
"Megamonas_hypermegale",0,1,43
"Prevotella_sp_885",2.69338504632622e-06,2,5
"Prevotella_disiens",0.000511743158801982,3,7
"Actinomyces_turicensis",0,1,13
"Bacteroides_fluxus",0,0,42
"Megasphaera_micronuciformis",0,3,8
"Oribacterium_sinus",0,3,3
"Weissella_confusa",0,5,17
"Actinomyces_sp_HMSC035G02",0,0,19
"Eubacterium_sulci",0.000430941607412196,1,3
"Streptococcus_infantarius",0,4,17
"Megamonas_funiformis",0,0,43
"Alloprevotella_tannerae",0.000511743158801982,2,7
"Streptococcus_gallolyticus",8.97795015442074e-06,3,18
"Morganella_morganii",0,5,9
"Fusobacterium_naviforme",0.00614091790562379,7,1
"Prevotella_timonensis",0,4,1
"Bacteroides_coagulans",0,4,13
"Porphyromonas_asaccharolytica",0.00193923723335488,2,1
"[Collinsella]_massiliensis",8.08015513897867e-05,0,21
"Klebsiella_michiganensis",8.56986151103798e-06,22,10
"Klebsiella_oxytoca",8.56986151103798e-06,21,10
"Enterococcus_avium",6.73346261581556e-05,2,8
"Megasphaera_sp_MJR8396C",0,0,45
"Acidaminococcus_sp_CAG_542",0,1,40
"Dialister_pneumosintes",0,1,24
"Campylobacter_ureolyticus",5.38677009265245e-06,5,15
"Porphyromonas_uenonis",0.00526556776556777,1,1
"Corynebacterium_matruchotii",8.56986151103798e-06,20,10
"Streptococcus_sp_F0442",0.00641025641025641,1,2
"Campylobacter_hominis",8.56986151103798e-06,19,10
"Fusobacterium_sp_oral_taxon_370",0,1,38
"Actinomyces_sp_oral_taxon_897",8.56986151103798e-06,18,10
"Anaeroglobus_geminatus",0,4,9
"Anaerobiospirillum_thomasii",2.69338504632622e-06,1,5
"Megamonas_funiformis_CAG_377",8.56986151103798e-06,17,10
"Citrobacter_freundii",0,1,3
"Citrobacter_youngae",8.56986151103798e-06,16,10
"Citrobacter_werkmanii",8.56986151103798e-06,15,10
"Citrobacter_portucalensis",8.56986151103798e-06,14,10
"Comamonas_kerstersii",0,3,13
"Clostridium_ventriculi",0,0,40
"Klebsiella_aerogenes",0,3,2
"Enterobacter_mori",0.000323206205559147,12,10
"Veillonella_tobetsuensis",0.00156216332686921,0,2
"Granulicatella_elegans",8.56986151103798e-06,12,10
"Parvimonas_sp_KA00067",0,3,1
"Streptococcus_cristatus",0.00646412411118293,1,2
"Lactococcus_petauri",8.08015513897867e-05,3,17
"Aeriscardovia_aeriphila",0,2,1
"Bacteroides_sp_D2",0.00592544710191769,1,7
"Clostridium_scindens",0,0,36
"Lachnoclostridium_sp_An138",0,0,31
"Olsenella_profusa",0,3,14
"Abiotrophia_sp_HMSC24B09",8.56986151103798e-06,11,10
"Lactococcus_garvieae",8.08015513897867e-05,2,17
"Propionibacterium_acidifaciens",6.73346261581556e-05,1,8
"Blautia_producta",0.000538677009265245,1,8
"Clostridium_sp_D5",6.28456510809452e-05,3,3
"Anaerofustis_stercorihominis",0,1,30
"Eubacteriaceae_bacterium_CHKCI005",0,2,14
"Fusobacterium_varium",0,1,34
"Citrobacter_braakii",8.56986151103798e-06,10,10
"Streptococcus_sp_HPH0090",0.0024689362924657,2,2
"Scardovia_wiggsiae",0,1,3
"Mogibacterium_timidum",0,3,9
"Atopobium_deltae",0,2,23
"Sharpea_azabuensis",0,1,17
"Fusobacterium_gonidiaformans",0.000834949364361129,5,6
"Actinomyces_cardiffensis",8.56986151103798e-06,9,10
"Peptostreptococcus_stomatis",5.38677009265245e-05,0,24
"Eubacterium_limosum",0,1,47
"Butyribacterium_methylotrophicum",8.56986151103798e-06,8,10
"Corynebacterium_durum",8.56986151103798e-06,7,10
"Streptococcus_agalactiae",0,2,13
"Actinomyces_sp_oral_taxon_414",8.56986151103798e-06,6,10
"Gemella_bergeri",0.000273186197555945,3,6
"Streptococcus_downei",6.73346261581556e-05,0,8
"Citrobacter_sp_MGH106",0,1,14
"Raoultella_planticola",0.000942684766214178,2,3
"Oribacterium_parvum",0,2,9
"Fusobacterium_periodonticum",0,0,34
"Parvimonas_sp_oral_taxon_393",0,1,18
"Abiotrophia_defectiva",8.56986151103798e-06,5,10
"Prevotella_intermedia",0,0,38
"Stomatobaculum_longum",6.28456510809452e-05,1,3
"Lactobacillus_sanfranciscensis",0,3,15
"Leuconostoc_lactis",0,2,2
"Bulleidia_extructa",0,0,6
"Anaerostipes_caccae",6.28456510809452e-05,0,3
"Prevotella_sp_CAG_891",0.000273186197555945,2,6
"Weissella_cibaria",0,1,2
"Streptococcus_viridans",0,1,23
"Mogibacterium_pumilum",0,4,12
"Campylobacter_gracilis",0,3,12
"Lachnospiraceae_bacterium_2_1_46FAA",0,1,18
"Lactobacillus_reuteri",0,1,9
"Ruminococcus_sp_CAG_579",5.38677009265245e-06,3,15
"Porphyromonas_gingivalis",0,2,12
"Eikenella_corrodens",0,2,15
"Clostridium_sp_chh4_2",0,1,1
"Slackia_exigua",0,1,12
"Prevotella_oris",0.000511743158801982,0,7
"Leptotrichia_hofstadii",5.38677009265245e-06,1,15
"Raoultella_ornithinolytica",0.000323206205559147,3,10
"Marvinbryantia_formatexigens",0.000273186197555945,1,6
"Citrobacter_pasteurii",8.56986151103798e-06,3,10
"Fusobacterium_ulcerans",0,1,2
"Kluyvera_georgiana",0,0,9
"Porphyromonas_endodontalis",0.00622171945701357,0,1
"Prevotella_sp_oral_taxon_473",5.38677009265245e-06,0,15
"Candidatus_Stoquefichus_sp_KLE1796",0,2,10
"Clostridium_cadaveris",0,0,23
"Kluyvera_ascorbata",8.56986151103798e-06,1,10
"Parvimonas_sp_oral_taxon_110",0,0,11
"Bacteroides_sp_OM08_11",0,0,16
"Klebsiella_variicola_CAG_634",0,0,2
"Enterococcus_mundtii",0,0,1
"Methanobrevibacter_arboriphilus",0,0,14
"Lactobacillus_pentosus",0,0,17
"Methanobrevibacter_oralis",8.97795015442074e-06,0,18
"Streptococcus_sinensis",0,0,47
"Parabacteroides_sp_426_9",0.00696240034475329,0,1
"Megamonas_rupellensis",8.56986151103798e-06,0,10
"Megasphaera_stantonii",0,0,46
"Aeromonas_veronii",0,0,2
"Parabacteroides_chinchillae",0.000273186197555945,0,6
"Methanosphaera_cuniculi",2.69338504632622e-06,0,5
"Fusobacterium_hwasookii",0.00487502693385046,1,13
"Criibacterium_bergeronii",0.000296272355095884,0,8
"Bacteroides_pyogenes",0,0,12
"Filifactor_alocis",2.69338504632622e-05,0,30
"Pseudomonas_simiae",0,0,13
