"","b","hub","c"
"Lawsonella_clevelandensis",0.00357841083647535,29,1
"Prevotella_timonensis",0,1,20
"Negativicoccus_succinicivorans",0.00357841083647535,28,1
"Anaerococcus_vaginalis",0,1,2
"Peptoniphilus_harei",0.00357841083647535,27,1
"Anaerococcus_prevotii",0.00357841083647535,26,1
"Porphyromonas_sp_HMSC065F10",0.00357841083647535,25,1
"Facklamia_hominis",0.00357841083647535,24,1
"Anaerococcus_hydrogenalis",0.00357841083647535,23,1
"Staphylococcus_epidermidis",0.00357841083647535,22,1
"Enterococcus_gallinarum",0,1,13
"Campylobacter_ureolyticus",0,0,20
"Gemella_haemolysans",0.00357841083647535,21,1
"Peptoniphilus_lacrimalis",0,3,6
"Peptostreptococcus_anaerobius",0.00357841083647535,20,1
"Cutibacterium_acnes",0.00357841083647535,19,1
"Anaerobiospirillum_thomasii",0.00314935064935065,3,2
"Granulicatella_adiacens",0.00357841083647535,18,1
"Arcobacter_butzleri",0.0827272727272727,1,3
"Comamonas_kerstersii",0,0,5
"Clostridium_sp_CAG_632",0.0169480519480519,1,4
"Veillonella_rogosae",0,1,1
"Veillonella_tobetsuensis",0.00199134199134199,3,4
"Granulicatella_elegans",0.00357841083647535,17,1
"Parvimonas_sp_KA00067",0,2,6
"Leuconostoc_garlicum",0,2,14
"Corynebacterium_accolens",0.00357841083647535,16,1
"Rothia_dentocariosa",0.0251298701298701,5,2
"Streptococcus_cristatus",0,2,2
"Eubacterium_brachy",0.00636363636363636,3,2
"Leuconostoc_pseudomesenteroides",0,0,2
"Haemophilus_sputorum",0.00199134199134199,2,4
"Actinomyces_naeslundii",0,2,2
"Solobacterium_moorei",0,2,2
"Saccharomyces_cerevisiae",0,11,1
"Propionibacterium_acidifaciens",0.00357841083647535,14,1
"Actinomyces_massiliensis",0.00314935064935065,1,2
"Pseudopropionibacterium_propionicum",0.00357841083647535,13,1
"Pediococcus_acidilactici",0.0305194805194805,5,2
"Olsenella_uli",0.00357841083647535,12,1
"Actinomyces_sp_oral_taxon_180",0.0700541125541125,12,2
"Streptococcus_sp_HPH0090",0,1,14
"Scardovia_wiggsiae",0,0,2
"Bacteroides_sp_CAG_443",0,0,3
"Ruminococcus_sp_CAG_624",0,1,16
"Weissella_viridescens",0.00357841083647535,10,1
"Eubacterium_sp_An11",0.00314935064935065,2,2
"Corynebacterium_durum",0.00314935064935065,0,2
"Streptococcus_agalactiae",0,7,1
"Lactobacillus_antri",0.00753246753246756,7,1
"Gemella_bergeri",0.00357841083647535,7,1
"Clostridiales_bacterium_1_7_47FAA",0,0,2
"Desulfovibrio_sp_An276",0,0,13
"Lactobacillus_helveticus",0.0700541125541125,9,2
"Oribacterium_parvum",0.0288311688311688,3,2
"Actinomyces_viscosus",0,1,2
"Leuconostoc_lactis",0,0,14
"Streptococcus_sp_HMSC071D03",0,0,27
"Bulleidia_extructa",0.0152272727272727,0,2
"Corynebacterium_argentoratense",0,2,2
"Staphylococcus_succinus",0.00314935064935065,0,1
"Alistipes_sp_An31A",0,1,10
"Mogibacterium_pumilum",0.0288311688311688,2,2
"Erysipelothrix_larvae",0.00413419913419914,1,2
"Blautia_sp_N6H1_15",0,1,24
"Actinomyces_sp_oral_taxon_170",0.0187012987012987,1,2
"Eubacterium_nodatum",0.00357841083647535,5,1
"Campylobacter_concisus",0.00636363636363636,1,4
"Parabacteroides_gordonii",0,0,24
"Citrobacter_amalonaticus",0.00357841083647535,4,1
"Citrobacter_farmeri",0.00357841083647535,3,1
"Leuconostoc_gelidum",0.0288311688311688,0,2
"Lactococcus_piscium",0,0,2
"Candidatus_Stoquefichus_sp_KLE1796",0.00012987012987013,0,10
"Anaerococcus_lactolyticus",0,1,6
"Peptoniphilus_coxii",0.00357841083647535,2,1
"Atopobium_vaginae",0,0,6
"Aggregatibacter_aphrophilus",0.0447077922077922,1,3
"Bacteroides_sp_OM08_11",0,1,17
"Enterococcus_thailandicus",0.00199134199134199,0,4
"Bacteroidales_bacterium_KA00251",0.0447077922077922,0,3
"Methanobrevibacter_arboriphilus",6.49350649350649e-05,0,16
"Succinatimonas_hippei",0,0,22
"Actinobaculum_massiliense",0.00357841083647535,1,1
"Parabacteroides_sp_426_9",6.49350649350649e-05,0,17
"Eubacterium_maltosivorans",0.00357841083647535,0,1
"Enterobacter_sp_638",0.0169480519480519,0,4
"Barnesiella_viscericola",0,0,26
"Bacteroides_salanitronis",0,0,7
"Lachnoclostridium_sp_An196",0.00413419913419914,0,2
