"","b","hub","c"
"Eubacterium_sp_CAG_38",0.00998563754889463,14,2
"Parabacteroides_merdae",0.0455777328705991,12,2
"Ruminococcus_lactaris",0.00764890743437198,3,2
"Gemmiger_formicilis",0.00573260186738075,7,2
"Bifidobacterium_dentium",0.0124948001196222,6,2
"Blautia_obeum",0.0228879716245194,6,2
"Firmicutes_bacterium_CAG_83",0.00183622239631213,4,2
"Desulfovibrio_piger",0.0120858463972437,14,4
"Eubacterium_rectale",0.00662802226704456,10,2
"Agathobaculum_butyriciproducens",0.0164713342976718,5,2
"Bacteroides_massiliensis",0.00894722718271584,6,2
"Veillonella_dispar",0.00135258186070539,16,7
"Veillonella_infantium",0.00135258186070539,15,7
"Veillonella_atypica",0.00179291432012959,7,2
"Oscillibacter_sp_CAG_241",0.0184003556399426,10,2
"Bacteroides_intestinalis",0.00419001259445112,4,2
"Anaerostipes_hadrus",0.0104877314871839,4,2
"Clostridium_perfringens",0.0113207446657029,2,7
"Streptococcus_parasanguinis",0.00173786614432608,14,7
"Butyricimonas_virosa",0.0137372775850292,7,2
"Eubacterium_ventriosum",0.005780920782924,6,2
"Alistipes_finegoldii",0.081979378723187,7,2
"Coprococcus_catus",0.015549615947194,5,2
"Eubacterium_hallii",0.0436966098026542,4,2
"Alistipes_putredinis",0.0170433036271331,8,2
"Bacteroides_fragilis",0,4,5
"Bacteroides_cellulosilyticus",0.0288468562047424,10,5
"Eubacterium_ramulus",0.00812564881899767,1,2
"Lawsonibacter_asaccharolyticus",0.00407793382316757,0,2
"Akkermansia_muciniphila",0.00539055535827168,1,2
"Eubacterium_sp_CAG_180",0.0144325928545026,12,3
"Bacteroides_xylanisolvens",0.0148691887646885,5,2
"Ruminococcus_bicirculans",0.0190410463896265,3,2
"Monoglobus_pectinilyticus",0.000791732147339936,15,4
"Alistipes_shahii",0.0113242853788853,4,2
"Bifidobacterium_bifidum",0.0111665379087415,2,7
"Asaccharobacter_celatus",0.0106873558287865,14,4
"Adlercreutzia_equolifaciens",0.0158801876896753,10,4
"Alistipes_onderdonkii",0.00160062145038045,11,5
"Ruminococcaceae_bacterium_D5",0.0106873558287865,12,4
"Hungatella_hathewayi",0.000472923947591681,26,1
"Bilophila_wadsworthia",0.00367840534099386,4,2
"Holdemania_filiformis",0.0102819112647653,4,2
"Intestinimonas_butyriciproducens",0.0246353478237662,2,2
"Gordonibacter_pamelaeae",0.0389401538408294,31,3
"Parvimonas_micra",0.0307557889238403,11,5
"Collinsella_stercoris",0.00215576267948919,9,3
"Eubacterium_sp_CAG_274",0.00160062145038045,10,5
"Anaeromassilibacillus_sp_An250",0.0106873558287865,11,4
"Flavonifractor_sp_An100",0.000791732147339936,11,4
"Ruminococcus_obeum_CAG_39",0.0146144229979016,2,5
"Collinsella_massiliensis",0.00931219406602694,15,3
"Anaerotruncus_colihominis",0.00083541059173314,8,5
"Roseburia_sp_CAG_471",0.00083541059173314,7,5
"Collinsella_intestinalis",0.000472923947591681,24,1
"Clostridium_symbiosum",0.00849869400803088,0,5
"Bifidobacterium_adolescentis",0.00931219406602694,14,3
"Lactobacillus_salivarius",0.000692419527574689,14,2
"Coprobacter_fastidiosus",0.00160062145038045,9,5
"Streptococcus_anginosus_group",0.0389401538408294,26,3
"Bifidobacterium_longum",0.0270024607159293,2,7
"Lactobacillus_paragasseri",0.000692419527574689,13,2
"Lactobacillus_gasseri",0.0064891335191537,9,2
"Parascardovia_denticolens",0.000692419527574689,11,2
"Actinomyces_oris",0.0389401538408294,25,3
"Lactobacillus_crispatus",0.000692419527574689,10,2
"Lactobacillus_delbrueckii",0.000692419527574689,9,2
"Enterococcus_faecium",0.0798053651516532,1,2
"Lactobacillus_oris",0.000692419527574689,8,2
"Lactobacillus_fermentum",0.000692419527574689,7,2
"Barnesiella_intestinihominis",0.00299956557047258,0,2
"Bacteroides_eggerthii",0,4,5
"Ruminococcus_sp_CAG_403",0.00399241827220138,13,3
"Roseburia_sp_CAG_309",0.000692419527574689,6,2
"Parasutterella_excrementihominis",0.00894722718271584,4,2
"Alistipes_indistinctus",0.0144325928545026,7,3
"Butyricimonas_synergistica",0.00160062145038045,7,5
"Streptococcus_vestibularis",0.0193075010533694,4,2
"Coprobacter_secundus",0.00160062145038045,6,5
"Gemella_sanguinis",0.00204891392608737,15,7
"Clostridium_leptum",0.00399241827220138,11,3
"Proteobacteria_bacterium_CAG_139",0.00894722718271584,3,2
"Clostridium_citroniae",0.0245020258055739,3,2
"Olsenella_scatoligenes",0.0158801876896753,5,4
"Bacteroides_faecis",0.00399241827220138,9,3
"Phascolarctobacterium_faecium",0.000791732147339936,10,4
"Bacteroides_clarus",0.0165476271001819,3,2
"Actinomyces_odontolyticus",0.000472923947591681,21,1
"Clostridium_bolteae",0.00160062145038045,3,5
"Veillonella_parvula",0.0145734538012459,1,7
"Bacteroides_coprophilus",0.000692419527574689,4,2
"Allisonella_histaminiformans",0.0193075010533694,2,2
"Dialister_sp_CAG_357",0.00931219406602694,8,3
"Klebsiella_variicola",0.000791732147339936,9,4
"Enterococcus_faecalis",0.100787898719713,4,3
"Bifidobacterium_pseudocatenulatum",0.0150413046088192,3,5
"Prevotella_sp_CAG_1185",0.000692419527574689,2,2
"Firmicutes_bacterium_CAG_145",0.000791732147339936,8,4
"Pseudoflavonifractor_sp_An184",0.000791732147339936,7,4
"Eisenbergiella_massiliensis",0.00399241827220138,7,3
"Haemophilus_sp_HMSC71H05",0.000223610875839023,2,2
"Megasphaera_elsdenii",0.00399241827220138,6,3
"Acidaminococcus_intestini",0.00341456640688979,6,4
"Faecalitalea_cylindroides",0.000472923947591681,20,1
"Enorma_massiliensis",0.00931219406602694,4,3
"Flavonifractor_sp_An10",0.000791732147339936,5,4
"Alistipes_timonensis",0.000472923947591681,19,1
"Cloacibacillus_evryensis",0.000791732147339936,4,4
"Pyramidobacter_piscolens",0.00399241827220138,4,3
"Pyramidobacter_sp_C12_8",0.00399241827220138,3,3
"Enterobacter_cloacae_complex",0.000223610875839023,1,2
"Dielma_fastidiosa",0.0466157778944366,1,2
"Clostridium_sp_CAG_964",0.000472923947591681,18,1
"Lactobacillus_rhamnosus",0.00204891392608737,14,7
"Prevotella_corporis",0.00160062145038045,1,5
"Streptococcus_australis",0.00204891392608737,13,7
"Rothia_mucilaginosa",0.00359648081395101,11,7
"Eubacterium_sp_OM08_24",0.0144325928545026,0,3
"Clostridium_lavalense",0.0357217929912812,3,2
"Lactobacillus_sakei",0.00204891392608737,11,7
"Enterococcus_durans",0.00931219406602694,1,3
"Prevotella_sp_CAG_1031",0.0150413046088192,1,5
"Klebsiella_quasipneumoniae",0.000791732147339936,2,4
"Streptococcus_sp_A12",0.00204891392608737,10,7
"Lactobacillus_vaginalis",0.000692419527574689,0,2
"Actinomyces_turicensis",0.000472923947591681,17,1
"Actinomyces_sp_HMSC035G02",0.000472923947591681,16,1
"Fusobacterium_nucleatum",0.00083541059173314,6,5
"Clostridium_paraputrificum",0.0136831719071696,0,2
"Finegoldia_magna",0.025170667845622,14,1
"Cutibacterium_granulosum",0.00083541059173314,5,5
"Bacteroides_coagulans",0.000472923947591681,14,1
"Anaerococcus_vaginalis",0.000472923947591681,13,1
"Peptoniphilus_harei",0.000472923947591681,12,1
"Facklamia_hominis",0.000472923947591681,11,1
"Peptoniphilus_sp_HMSC062D09",0.000472923947591681,10,1
"Bifidobacterium_breve",0.000472923947591681,9,1
"Peptoniphilus_duerdenii",0.000472923947591681,8,1
"Corynebacterium_amycolatum",0.00204891392608737,9,7
"Staphylococcus_epidermidis",0.000194924174496121,7,1
"Enterococcus_gallinarum",0,6,6
"Dialister_pneumosintes",0.0307557889238403,4,5
"Gemella_haemolysans",0.00204891392608737,8,7
"Peptoniphilus_lacrimalis",0.000472923947591681,6,1
"Cutibacterium_acnes",0.00083541059173314,3,5
"Peptoniphilus_sp_DNF00840",0.000472923947591681,5,1
"Granulicatella_adiacens",0.00204891392608737,7,7
"Bacillus_cereus_group",0.000472923947591681,4,1
"Klebsiella_aerogenes",0.000791732147339936,1,4
"Veillonella_rogosae",0.00204891392608737,6,7
"Granulicatella_elegans",0.070108838483429,5,7
"Rothia_dentocariosa",0.00083541059173314,2,5
"Catabacter_hongkongensis",0.00931219406602694,0,3
"Lachnoclostridium_sp_An138",0.000791732147339936,0,4
"Terrisporobacter_othiniensis",0,5,6
"Abiotrophia_sp_HMSC24B09",0.00204891392608737,4,7
"Clostridium_sp_7_2_43FAA",0,4,6
"Actinomyces_sp_oral_taxon_180",0.00204891392608737,3,7
"Streptococcus_agalactiae",0,3,6
"Bifidobacterium_pseudolongum",0,2,6
"Fusobacterium_periodonticum",0.00204891392608737,2,7
"Abiotrophia_defectiva",0.00204891392608737,1,7
"Actinomyces_viscosus",0.000472923947591681,3,1
"Pediococcus_pentosaceus",0,1,6
"Carnobacterium_divergens",0.00204891392608737,0,7
"Paeniclostridium_sordellii",0,0,6
"Peptoniphilus_coxii",0.000472923947591681,2,1
"Clostridium_sporogenes",0.000472923947591681,1,1
"Peptoniphilus_grossensis",0.000472923947591681,0,1
"Sphingomonas_sp_67_41",0.000223610875839023,0,2
"Propionibacterium_namnetense",0.00083541059173314,1,5
"Malassezia_restricta",0.00083541059173314,0,5
