"","b","hub","c"
"Prevotella_sp_885",0,1,18
"Brachyspira_sp_CAG_700",0,0,1
"Clostridium_sp_CAG_510",0,5,5
"Neisseria_flavescens",6.60987074030552e-05,6,7
"Prevotella_buccalis",2.61130695913305e-05,4,5
"Megamonas_funiformis",0.0148061104582844,0,1
"Bifidobacterium_breve",0.00375731462687984,7,2
"Acidaminococcus_sp_CAG_542",0.00649236192714454,1,1
"Gemella_haemolysans",0.000783392087739913,1,9
"Anaerobiospirillum_thomasii",0,0,1
"Neisseria_sicca",6.60987074030552e-05,5,7
"Neisseria_mucosa",6.60987074030552e-05,4,7
"Citrobacter_youngae",0,3,4
"Clostridium_sp_CAG_632",0.00246768507638073,1,9
"Klebsiella_aerogenes",2.61130695913305e-05,3,5
"Enterobacter_mori",0.00188014101057579,0,9
"Eubacterium_coprostanoligenes",6.60987074030552e-05,3,7
"Veillonella_rogosae",0,2,7
"Morococcus_cerebrosus",6.60987074030552e-05,1,7
"Aeriscardovia_aeriphila",2.61130695913305e-05,2,5
"Catabacter_hongkongensis",0.00375731462687984,6,2
"Lachnoclostridium_sp_An14",0.00375731462687984,5,2
"Lachnoclostridium_sp_An138",0.0293532945706859,3,2
"Clostridium_aldenense",0.00255161994292429,0,2
"Clostridium_methylpentosum",0,0,3
"Fusobacterium_varium",0.00352526439482961,0,3
"Citrobacter_braakii",0,2,4
"Atopobium_deltae",0,1,13
"Clostridium_sp_CAG_411",0,0,12
"Sharpea_azabuensis",0.00152761457109283,0,1
"Bacteroides_sp_CAG_443",0.00129259694477086,0,5
"Clostridiales_bacterium_1_7_47FAA",0.0217391304347826,3,2
"Odoribacter_laneus",0.00375731462687984,2,2
"Faecalicoccus_pleomorphus",0,1,4
"Blautia_hansenii",0,0,4
"Lachnospiraceae_bacterium_oral_taxon_096",0.00173325499412456,0,8
"Alistipes_sp_An31A",0.000235017626321974,0,11
"Lachnoclostridium_sp_An131",0.00375731462687984,1,2
"Campylobacter_concisus",6.60987074030552e-05,0,7
"Lactococcus_piscium",5.87544065804935e-05,0,18
"Haemophilus_paraphrohaemolyticus",0,0,15
"Succinatimonas_hippei",0,0,6
"Prevotella_sp_CAG_1058",2.61130695913305e-05,1,5
"Barnesiella_viscericola",0.00375731462687984,0,2
"Alistipes_sp_CHKCI003",0,0,13
"Barnesiella_sp_An55",2.61130695913305e-05,0,5
