"","b","hub","c"
"Enterobacter_cloacae_complex",0.0958397161976941,1,1
"Ruminococcus_sp_CAG_488",4.23633717997985e-05,0,5
"Phascolarctobacterium_sp_CAG_266",0,1,10
"Dielma_fastidiosa",0.0126259775860679,1,4
"Desulfovibrionaceae_bacterium",0,0,24
"Prevotella_corporis",0.0019551721357736,10,6
"Lactobacillus_rogosae",0,1,9
"Clostridium_asparagiforme",0,0,4
"Clostridium_lavalense",0.0196305553315954,3,3
"Christensenella_minuta",0,2,4
"Prevotella_sp_CAG_485",0.000814319116342822,9,2
"Sellimonas_intestinalis",0.100640973957913,3,1
"Mitsuokella_multacida",0.0336375206668684,0,5
"Klebsiella_quasipneumoniae",0,0,12
"Actinomyces_graevenitzii",0.0128194791582682,0,1
"Prevotella_sp_885",0,1,15
"Clostridium_sp_CAG_510",0,0,15
"Bacteroides_fluxus",0,0,9
"Fusobacterium_mortiferum",0,3,8
"Neisseria_flavescens",0.00439409820204789,9,6
"Weissella_confusa",0.000814319116342822,8,2
"Actinomyces_sp_HMSC035G02",0.0169251166832397,2,1
"Klebsiella_michiganensis",0.000814319116342822,7,2
"Neisseria_sicca",0.0019551721357736,8,6
"Aggregatibacter_segnis",0.0019551721357736,7,6
"Citrobacter_freundii",0.000814319116342822,6,2
"Citrobacter_youngae",0.000814319116342822,5,2
"Klebsiella_aerogenes",0.0284003870031444,3,5
"Enterobacter_mori",0.0886882205917923,4,2
"Veillonella_rogosae",0.0284003870031444,2,5
"Veillonella_tobetsuensis",0.0019551721357736,6,6
"Granulicatella_elegans",0.000814319116342822,3,2
"Actinobaculum_sp_oral_taxon_183",0,1,4
"Haemophilus_sputorum",0.00439409820204789,5,6
"Streptococcus_sp_M334",0.0019551721357736,4,6
"Propionibacterium_acidifaciens",0,0,4
"Blautia_producta",0.0169251166832397,1,1
"Clostridium_methylpentosum",0.0196305553315954,2,3
"Bacteroides_sp_CAG_443",0,0,25
"Eubacterium_limosum",0.0169251166832397,0,1
"Clostridiales_bacterium_1_7_47FAA",0.0196305553315954,1,3
"Neisseria_subflava",0,2,8
"Weissella_cibaria",0,1,8
"Cardiobacterium_hominis",0.0284003870031444,1,5
"Kluyvera_georgiana",0.000814319116342822,2,2
"Enterobacter_bugandensis",0.000814319116342822,1,2
"Bacteroides_caecimuris",0,0,10
"Candidatus_Stoquefichus_sp_KLE1796",0.0196305553315954,0,3
"Kosakonia_cowanii",0.000814319116342822,0,2
"Kluyvera_ascorbata",0.0284003870031444,0,5
"Aggregatibacter_aphrophilus",0.0019551721357736,3,6
"Aggregatibacter_sp_oral_taxon_458",0.0019551721357736,2,6
"Bacteroides_sp_OM05_12",0.0019551721357736,1,6
"Neisseria_elongata",0.0019551721357736,0,6
"Paraburkholderia_tropica",0,0,8
