"","b","hub","c"
"Eubacterium_dolichum_CAG_375",0,2,8
"Prevotella_sp_AM42_24",0.000185636384731407,2,7
"Enorma_massiliensis",0,1,3
"Alistipes_timonensis",0,1,23
"Anaerofilum_sp_An201",0,2,14
"Pseudomonas_aeruginosa_group",0,1,3
"Bacteroides_sp_CAG_530",0,1,6
"Butyrivibrio_crossotus",0,0,7
"Lactobacillus_acidophilus",0,1,12
"Citrobacter_koseri",0,3,1
"Lactobacillus_rhamnosus",0,0,2
"Prevotella_corporis",0,2,11
"Fretibacterium_fastidiosum",0,2,1
"Streptococcus_australis",0.00146188652975983,16,2
"Fusobacterium_sp_CAG_439",0,1,28
"Hafnia_paralvei",0,15,2
"Prevotella_sp_CAG_1031",0,0,22
"Klebsiella_quasipneumoniae",0,0,17
"Streptococcus_infantis",0.000120663650075415,16,2
"Streptococcus_sp_A12",0,0,2
"Clostridium_hylemonae",0.001253045596937,2,1
"Actinomyces_graevenitzii",0.00036202919948134,8,3
"Megamonas_hypermegale",0,3,5
"Prevotella_sp_885",1.74034110685694e-05,0,7
"Lactobacillus_vaginalis",0,3,6
"Prevotella_disiens",0,3,10
"Megasphaera_micronuciformis",0.000278454577097111,3,12
"Oribacterium_sinus",0.00036202919948134,7,3
"Fusobacterium_nucleatum",0.003759136790811,1,3
"Eubacterium_sulci",0,2,19
"Clostridium_paraputrificum",0,1,8
"Megamonas_funiformis",0,2,5
"Morganella_morganii",0.000120663650075415,15,2
"Prevotella_timonensis",0.000278454577097111,3,11
"Porphyromonas_sp_HMSC065F10",0.00139227288548556,1,1
"Peptococcus_niger",0,0,8
"Klebsiella_michiganensis",0.000120663650075415,14,2
"Klebsiella_oxytoca",0.000120663650075415,13,2
"Staphylococcus_epidermidis",0,2,6
"Campylobacter_ureolyticus",4.64090961828518e-05,1,11
"Streptococcus_sp_F0442",0.00382875043508528,5,3
"Staphylococcus_aureus",0,2,9
"Campylobacter_hominis",0,1,9
"Cutibacterium_acnes",0.00157280936953753,2,3
"Citrobacter_freundii",0.000120663650075415,12,2
"Comamonas_aquatica",0.00036202919948134,5,3
"Citrobacter_youngae",0,1,16
"Comamonas_kerstersii",0,0,25
"Klebsiella_aerogenes",0,0,1
"Eubacterium_coprostanoligenes",0,0,28
"Granulicatella_elegans",3.48068221371389e-05,2,15
"Hungatella_effluvii",0,0,16
"Blautia_coccoides",0,0,11
"Leuconostoc_mesenteroides",4.64090961828518e-05,3,12
"Streptococcus_cristatus",3.48068221371389e-05,1,15
"Eubacterium_brachy",0.00036202919948134,4,3
"Haemophilus_sputorum",6.96136442742778e-05,2,20
"Saccharomyces_cerevisiae",0,0,20
"Terrisporobacter_othiniensis",0,10,2
"Clostridium_sp_7_2_43FAA",0.000120663650075415,10,2
"Clostridium_sp_D5",0.000348068221371389,4,4
"Anaerofustis_stercorihominis",0.00718015016657551,5,3
"Clostridium_methylpentosum",0,0,23
"Eubacteriaceae_bacterium_CHKCI005",0,3,3
"Fusobacterium_varium",0,1,26
"Citrobacter_braakii",0.000120663650075415,9,2
"Scardovia_wiggsiae",0.00093978419770275,0,3
"Clostridium_sp_CAG_411",0,1,19
"Eubacterium_limosum",0.000603318250377074,2,3
"Eubacterium_callanderi",0,1,1
"Butyribacterium_methylotrophicum",0,1,31
"Weissella_viridescens",0,3,4
"Lactobacillus_antri",0,1,5
"Streptococcus_downei",0,0,5
"Odoribacter_laneus",0,0,7
"Lactobacillus_animalis",0.000348068221371389,1,6
"Faecalicoccus_pleomorphus",0,0,31
"Raoultella_planticola",0.000120663650075415,8,2
"Enterococcus_casseliflavus",0.000120663650075415,7,2
"Bulleidia_extructa",0.00036202919948134,3,3
"Weissella_cibaria",0,0,15
"Campylobacter_gracilis",0,6,2
"Lachnospiraceae_bacterium_2_1_46FAA",0,0,20
"Lactococcus_raffinolactis",4.64090961828518e-05,2,12
"Gardnerella_vaginalis",2.32045480914259e-05,3,10
"Murimonas_intestini",0,0,19
"Raoultella_ornithinolytica",0.000120663650075415,5,2
"Marvinbryantia_formatexigens",0.00542986425339366,1,3
"Citrobacter_amalonaticus",0.000120663650075415,4,2
"Proteus_mirabilis",0,2,4
"Citrobacter_farmeri",0.000120663650075415,3,2
"Providencia_rettgeri",0.000120663650075415,2,2
"Leuconostoc_citreum",0,1,4
"Gemmiger_sp_An87",0,1,12
"Peptoniphilus_coxii",4.64090961828518e-05,0,11
"Sporanaerobacter_sp_PP17_6a",0.000603318250377074,1,3
"Mageeibacillus_indolicus",2.32045480914259e-05,2,10
"Clostridium_sp_CAG_678",0,0,4
"Coprobacter_sp",2.32045480914259e-05,1,10
"Bacteroides_stercorirosoris",0,0,9
"Candidatus_Methanomassiliicoccus_intestinalis",0,0,10
"Anaerocolumna_aminovalerica",0.000120663650075415,1,2
"Kluyvera_cryocrescens",0.000120663650075415,0,2
"Dysgonomonas_sp_37_18",0,1,14
"Methanobrevibacter_arboriphilus",0.000603318250377074,0,3
"Acetatifactor_muris",0,0,14
"Clavibacter_michiganensis",0,0,1
"Cloacibacterium_normanense",0.0110934314554224,2,3
"Acinetobacter_junii",0.00036202919948134,1,3
"Acidovorax_caeni",0.00036202919948134,0,3
"Staphylococcus_pasteuri",0,0,6
"Pseudomonas_lundensis",0,0,26
"Streptococcus_suis",4.64090961828518e-05,0,12
