"","b","hub","c"
"Streptococcus_australis",0.000566372867408528,1,4
"Lactobacillus_ruminis",0.0160496548910508,2,9
"Fusobacterium_sp_CAG_439",0.000972930747511951,13,2
"Rothia_mucilaginosa",0.0299107111681234,3,8
"Eubacterium_sp_OM08_24",0.000458066575634452,1,9
"Lactobacillus_rogosae",0.00872338395380416,1,8
"Clostridium_asparagiforme",0.000335130825953371,2,6
"Clostridium_lavalense",0.00119649476012428,2,1
"Christensenella_minuta",0.000335130825953371,1,6
"Prevotella_sp_CAG_485",0,1,3
"Bacteroides_galacturonicus",0.0257554304558431,1,8
"Sellimonas_intestinalis",0.0141342782317737,1,8
"Clostridium_sp_CAG_413",0.00373615329989042,2,1
"Mitsuokella_multacida",0.000972930747511951,12,2
"Alloscardovia_omnicolens",0,4,7
"Actinomyces_graevenitzii",0.061743728074574,3,9
"Bacteroides_sp_CAG_462",0.000972930747511951,11,2
"Escherichia_marmotae",0.000972930747511951,10,2
"Actinomyces_turicensis",0,2,7
"Prevotella_buccae",0,1,5
"Actinomyces_sp_HMSC035G02",0.000566372867408528,0,4
"Finegoldia_magna",0.035238883023672,9,9
"Morganella_morganii",0.000972930747511951,8,2
"Anaerococcus_vaginalis",0.000972930747511951,7,2
"Peptoniphilus_harei",0.000972930747511951,6,2
"[Collinsella]_massiliensis",0.0138044421771814,1,8
"Peptoniphilus_lacrimalis",0.000972930747511951,5,2
"Parvimonas_sp_KA00067",0.000972930747511951,4,2
"Actinobaculum_sp_oral_taxon_183",0.00115813150115924,2,1
"Aeriscardovia_aeriphila",0.013404783607745,2,8
"Catabacter_hongkongensis",0,1,7
"Denitrobacterium_detoxificans",0.0172943115930848,1,9
"Olsenella_profusa",0.0470077927539701,1,9
"Faecalicatena_orotica",0.00119649476012428,1,1
"Clostridium_methylpentosum",0.0369313147597292,0,8
"Eubacteriaceae_bacterium_CHKCI005",0.0039453859729068,0,3
"Scardovia_wiggsiae",0,0,7
"Sharpea_azabuensis",0.00115813150115924,0,1
"Firmicutes_bacterium_CAG_424",0,0,5
"Desulfovibrio_sp_An276",0.000972930747511951,3,2
"Alistipes_sp_An31A",0,0,3
"Lactococcus_raffinolactis",0.000335130825953371,0,6
"Proteus_hauseri",0.000972930747511951,2,2
"Succinatimonas_hippei",0.000972930747511951,1,2
"Prevotella_sp_CAG_1124",0.000972930747511951,0,2
