"","b","hub","c"
"Bacteroides_sp_CAG_462",0,3,7
"Escherichia_marmotae",0,3,9
"Prevotella_histicola",0,2,9
"Actinomyces_sp_HMSC035G02",0,0,34
"Megamonas_funiformis",0,0,36
"Lawsonella_clevelandensis",0.0168818988528966,7,5
"Peptoniphilus_sp_HMSC062D09",0,1,28
"Atopobium_minutum",0,1,5
"Staphylococcus_epidermidis",0.00331866387706515,5,5
"Lactobacillus_saerimneri",0,1,3
"Corynebacterium_matruchotii",0.000559122718418585,6,6
"Staphylococcus_aureus",0.0220763292691725,2,6
"Gemella_haemolysans",0,0,2
"Fusobacterium_sp_oral_taxon_370",0,0,1
"Gemella_asaccharolytica",0,0,28
"Escherichia_albertii",0,1,15
"Aeromonas_caviae",0.00158718707163985,5,4
"Citrobacter_youngae",0,1,21
"Citrobacter_portucalensis",0,0,21
"Enterococcus_cecorum",0,0,4
"Helicobacter_pylori",0.00331866387706515,4,5
"Clostridium_sp_CAG_632",0.00122646273717625,1,1
"Cronobacter_sakazakii",0,1,29
"Dialister_micraerophilus",0.00930668782916095,5,5
"Leptotrichia_wadei",0,3,7
"Veillonella_rodentium",0,1,3
"Prevotella_colorans",0,2,5
"Prevotella_sp_S7_1_8",0.00401606425702811,1,5
"Sneathia_amnii",0,1,5
"Cetobacterium_somerae",0,1,15
"Leuconostoc_pseudomesenteroides",0.000559122718418585,5,6
"Lactococcus_petauri",0,1,19
"Enterococcus_pseudoavium",0.00285693672895173,7,6
"Enterococcus_italicus",0.0071784142558257,8,6
"Abiotrophia_sp_HMSC24B09",0,1,18
"Lactococcus_garvieae",0,0,19
"Actinomyces_hongkongensis",0.0024529254743525,2,6
"Proteus_vulgaris",0,1,9
"Neisseria_subflava",0,0,17
"Citrobacter_sp_MGH106",0.000312627756535123,0,1
"Raoultella_planticola",0.000180362167231801,1,4
"Actinomyces_georgiae",0.000559122718418585,3,6
"Parvimonas_sp_oral_taxon_393",0.00331866387706515,3,5
"Abiotrophia_defectiva",0,0,18
"Bifidobacterium_pullorum",0.00101002813649809,2,3
"Bifidobacterium_saeculare",0.00101002813649809,1,3
"Bifidobacterium_gallinarum",0.00133468003751533,1,3
"Leuconostoc_lactis",0,1,6
"Alistipes_sp_An31A",0,0,16
"Eubacterium_minutum",0.00331866387706515,2,5
"Pediococcus_pentosaceus",0.0071784142558257,5,6
"Enterococcus_dispar",0.00285693672895173,4,6
"Lactococcus_raffinolactis",0.0220763292691725,1,6
"Actinomyces_sp_oral_taxon_170",0.0219320395353871,1,5
"Gardnerella_vaginalis",0,0,5
"Subdoligranulum_variabile",0.000793593535819926,0,3
"Selenomonas_sputigena",0,1,24
"Prevotella_oris",7.21448668927206e-05,2,7
"Leptotrichia_hofstadii",0,1,25
"Carnobacterium_divergens",0.0102806435322127,1,6
"Staphylococcus_warneri",0,1,4
"Corynebacterium_variabile",0.0212105908664598,3,6
"Selenomonas_noxia",0.000505014068249044,0,4
"Citrobacter_pasteurii",0,1,38
"Lactobacillus_panis",0,0,37
"Porphyromonas_endodontalis",0,2,12
"Desulfovibrio_legallii",0,1,12
"Kosakonia_cowanii",0,1,35
"Veillonellaceae_bacterium_DNF00626",0,0,5
"Mageeibacillus_indolicus",0.00401606425702811,0,5
"Atopobium_vaginae",0,1,33
"Serratia_marcescens",0,0,32
"Kluyvera_ascorbata",0,0,38
"Shuttleworthia_satelles",0,0,6
"Proteus_hauseri",0.000216434600678162,1,9
"Oribacterium_asaccharolyticum",0.000685376235480846,2,4
"Clostridium_baratii",7.21448668927206e-05,0,15
"Dorea_sp_D27",0,1,30
"Klebsiella_variicola_CAG_634",0,0,29
"Aggregatibacter_sp_oral_taxon_458",7.21448668927206e-05,1,7
"Kluyvera_cryocrescens",0,0,4
"Bacteroidetes_bacterium_oral_taxon_272",0,0,12
"Clostridium_cocleatum",0,1,27
"Paraclostridium_bifermentans",7.21448668927206e-05,0,4
"Lactobacillus_dextrinicus",0.00285693672895173,2,6
"Leptotrichia_sp_oral_taxon_879",0,0,25
"Weissella_paramesenteroides",0.00285693672895173,1,6
"Haemophilus_quentini",7.21448668927206e-05,0,7
"Streptococcus_sp_oral_taxon_056",0,0,4
"Macrococcus_caseolyticus",0,0,35
"Aeromonas_veronii",0,0,9
"Eubacterium_sp_68_3_10",0,0,3
"Mitsuokella_sp_oral_taxon_131",0,0,24
"Corynebacterium_vitaeruminis",0.00285693672895173,0,6
"Anaerolineaceae_bacterium_oral_taxon_439",0.00331866387706515,0,5
"Bifidobacterium_moukalabense",0,0,30
"Terrisporobacter_glycolicus",0,0,27
"Enterococcus_sulfureus",0.000559122718418585,0,6
"Bacillus_haynesii",0,0,3
"Parabacteroides_chinchillae",0,1,23
"Alkalibacterium_thalassium",0,0,33
"Lactobacillus_murinus",0,0,23
