"","b","hub","c"
"Bifidobacterium_gallinarum",0,0,13
"Streptococcus_parauberis",7.57403620389305e-05,3,11
"Enterococcus_devriesei",0.000454442172233583,5,6
"Staphylococcus_succinus",0,0,47
"Lachnoanaerobaculum_umeaense",0,1,1
"Scardovia_inopinata",0,1,42
"Lactobacillus_ultunensis",0,1,22
"Streptococcus_peroris",0.000265091267136257,3,4
"Enterococcus_dispar",0,1,9
"Streptococcus_pneumoniae",0.000454442172233583,1,1
"Selenomonas_sputigena",6.05922896311444e-05,6,4
"Prevotella_oris",0.000151480724077861,3,18
"Streptococcus_massiliensis",0,1,45
"Leptotrichia_hofstadii",1.51480724077861e-05,4,3
"Actinomyces_meyeri",0,0,42
"Kluyvera_intestini",0,1,2
"Kosakonia_sp_S29",0.000605922896311444,3,2
"Brevibacterium_aurantiacum",0,4,6
"Brevibacterium_linens",0,3,6
"Citrobacter_farmeri",0,1,9
"Lactobacillus_acidipiscis",0,2,14
"Pseudoramibacter_alactolyticus",0,1,11
"Anaerococcus_lactolyticus",0,1,10
"Actinotignum_timonense",0,1,12
"Mageeibacillus_indolicus",0,1,10
"Pantoea_agglomerans",0,2,19
"Serratia_liquefaciens",1.51480724077861e-05,3,3
"Enterococcus_gilvus",1.51480724077861e-05,1,6
"Clostridium_baratii",0,0,45
"Dorea_sp_D27",7.57403620389305e-05,1,22
"Moraxella_osloensis",0,2,8
"Enhydrobacter_aerosaccus",0,1,8
"Aeromonas_hydrophila",0.000227221086116792,2,11
"Aeromonas_dhakensis",0,0,11
"Dysgonomonas_gadei",0,1,9
"Prevotella_oralis",0,2,3
"Prevotella_oulorum",1.51480724077861e-05,1,3
"Dysgonomonas_sp_37_18",0,1,9
"Aerococcus_urinaeequi",0,2,15
"Methanobrevibacter_arboriphilus",0,1,30
"Bacteroides_heparinolyticus",0,4,4
"Eikenella_sp_NML130454",1.51480724077861e-05,0,3
"Enterococcus_malodoratus",1.51480724077861e-05,0,6
"Paraclostridium_bifermentans",0,1,4
"Prevotella_multisaccharivorax",0,1,29
"Corynebacterium_flavescens",0.000368603095256129,3,6
"Serratia_rubidaea",0,0,22
"Propionibacterium_namnetense",0,0,27
"Kosakonia_oryzae",0,1,2
"Haemophilus_quentini",0.000151480724077861,0,7
"Lactobacillus_equicursoris",0.000265091267136257,1,4
"Pseudomonas_putida_group",0,0,34
"Cronobacter_dublinensis",0,0,2
"Pediococcus_stilesii",0,1,14
"Lactobacillus_senioris",0,0,14
"Mitsuokella_sp_oral_taxon_131",7.57403620389305e-05,0,11
"Lactobacillus_farciminis",0,1,33
"Arcobacter_cryaerophilus",0,1,26
"Chryseobacterium_sp_VAUSW3",0,0,26
"Bacteroides_salanitronis",0,1,38
"Streptococcus_equinus",0,2,6
"Fusobacterium_hwasookii",6.05922896311444e-05,4,4
"Megasphaera_sp_BV3C16_1",0,0,30
"Acinetobacter_pittii",0,0,29
"Criibacterium_bergeronii",0,0,12
"Tissierellia_bacterium_KA00581",3.78701810194653e-05,0,10
"Acinetobacter_junii",0,0,8
"Acinetobacter_parvus",0,2,5
"Pyrococcus_yayanosii",0,1,25
"Streptococcus_pyogenes",0,0,25
"Vibrio_kanaloae",0.000100987149385241,4,1
"Vibrio_fluvialis",0,0,7
"Mycolicibacterium_obuense",0.000277714660809412,6,5
"Sphingopyxis_granuli",0,3,5
"Bosea_vaviloviae",0.000277714660809412,4,5
"Stenotrophomonas_rhizophila",0,1,5
"Kocuria_marina",0,0,5
"Microlunatus_phosphovorus",0,1,5
"Sphingopyxis_terrae",0,0,5
"Neisseria_macacae",0.00136332651670075,3,4
"Pseudoalteromonas_tetraodonis",0,2,1
"Meiothermus_silvanus",0.000908884344467167,3,1
"Pseudoalteromonas_undina",0.000100987149385241,1,1
"Pseudoalteromonas_nigrifaciens",0.000100987149385241,0,1
"Staphylococcus_sciuri",0,0,43
"Staphylococcus_gallinarum",0,1,41
"Staphylococcus_kloosii",0,0,41
"Bacillus_megaterium",0,1,19
"Bacillus_altitudinis",0,0,19
"Staphylococcus_capitis",0,1,15
"Aerococcus_viridans",0,0,15
"Bacteroides_pyogenes",6.05922896311444e-05,2,4
"Selenomonas_sp_FOBRC6",6.05922896311444e-05,1,4
"Selenomonas_flueggei",0,0,40
"Leptotrichia_sp_oral_taxon_847",6.05922896311444e-05,0,4
"Prevotella_baroniae",0,0,18
"Oenococcus_alcoholitolerans",0,0,38
"Tannerella_sp_oral_taxon_808",0,1,18
"Bifidobacterium_merycicum",0,1,2
"Enterococcus_phoeniculicola",0,0,37
"Desulfomicrobium_orale",0,0,18
"Enterococcus_canis",0.000757403620389305,0,9
"Thermus_scotoductus",0.000757403620389305,0,1
"Kluyvera_intermedia",0.000833143982428236,1,2
"Phytobacter_ursingii",0.000378701810194653,0,2
"Leucobacter_sp_7_1",0.000368603095256129,1,6
"Leucobacter_komagatae",0.000368603095256129,0,6
"Lactobacillus_crustorum",0,0,33
